NAME	TITLE	SCORE	
XCL1	X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10645]	0.34419763	
ZNF629	zinc finger protein 629 [Source:HGNC Symbol;Acc:HGNC:29008]	0.34414035	
ZNF772	zinc finger protein 772 [Source:HGNC Symbol;Acc:HGNC:33106]	0.34387404	
SRD5A3-AS1	SRD5A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44138]	0.34383073	
LINC00470	long intergenic non-protein coding RNA 470 [Source:HGNC Symbol;Acc:HGNC:1225]	0.34377143	
ATP6V1F	ATPase H+ transporting V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]	0.34372616	
SLC38A6	solute carrier family 38 member 6 [Source:HGNC Symbol;Acc:HGNC:19863]	0.34371138	
OGFR	opioid growth factor receptor [Source:HGNC Symbol;Acc:HGNC:15768]	0.34347346	
RPS6KC1	ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439]	0.34330744	
CLOCK	clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]	0.3432713	
CHMP1B	charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]	0.34322077	
SNX6	sorting nexin 6 [Source:HGNC Symbol;Acc:HGNC:14970]	0.34312782	
PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]	0.3430131	
CRHBP	corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]	0.34295467	
CEP162	centrosomal protein 162 [Source:HGNC Symbol;Acc:HGNC:21107]	0.34282386	
NFYA	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]	0.34281132	
SPATA7	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]	0.3422506	
TNK1	tyrosine kinase non receptor 1 [Source:HGNC Symbol;Acc:HGNC:11940]	0.34218475	
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]	0.3420083	
C1orf210	chromosome 1 open reading frame 210 [Source:HGNC Symbol;Acc:HGNC:28755]	0.34182048	
ZNF227	zinc finger protein 227 [Source:HGNC Symbol;Acc:HGNC:13020]	0.34147847	
AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]	0.3411184	
CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	0.3410985	
KCNJ6	potassium inwardly rectifying channel subfamily J member 6 [Source:HGNC Symbol;Acc:HGNC:6267]	0.34106365	
INPP5K	inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]	0.34104413	
PMS1	PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]	0.34087455	
UNG	uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]	0.34075844	
IFT52	intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]	0.3407177	
ZNF597	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]	0.34064493	
DNAAF8	dynein axonemal assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:25081]	0.34043416	
C1orf122	chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789]	0.34035456	
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:HGNC Symbol;Acc:HGNC:17109]	0.34021476	
LPAR3	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]	0.3400394	
NPHS1	NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]	0.33993715	
CHMP5	charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]	0.33952704	
FBXW2	F-box and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:13608]	0.33949614	
POLR2D	RNA polymerase II subunit D [Source:HGNC Symbol;Acc:HGNC:9191]	0.33934903	
MT-TQ	mitochondrially encoded tRNA-Gln (CAA/G) [Source:HGNC Symbol;Acc:HGNC:7495]	0.3392208	
PCDHB2	protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687]	0.33921632	
CARD19	caspase recruitment domain family member 19 [Source:HGNC Symbol;Acc:HGNC:28148]	0.33912045	
FAM32A	family with sequence similarity 32 member A [Source:HGNC Symbol;Acc:HGNC:24563]	0.3389638	
BCO1	beta-carotene oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:13815]	0.3385826	
MICOS10	mitochondrial contact site and cristae organizing system subunit 10 [Source:HGNC Symbol;Acc:HGNC:32068]	0.33856633	
APC2	APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]	0.33849567	
TBPL1	TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]	0.33835483	
ZNF271P	zinc finger protein 271, pseudogene [Source:HGNC Symbol;Acc:HGNC:13065]	0.33833188	
ANGEL1	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]	0.33825806	
ANKRD9	ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]	0.33780608	
MOB4	MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]	0.337657	
NREP	neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]	0.3373076	
MIR516A1	microRNA 516a-1 [Source:HGNC Symbol;Acc:HGNC:32130]	0.3371183	
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]	0.3370017	
FBXO24	F-box protein 24 [Source:HGNC Symbol;Acc:HGNC:13595]	0.33621955	
PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]	0.33617032	
DANCR	differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964]	0.3361552	
MKKS	MKKS centrosomal shuttling protein [Source:HGNC Symbol;Acc:HGNC:7108]	0.3360967	
KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]	0.33574113	
SLC7A4	solute carrier family 7 member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	0.33570233	
PTER	phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]	0.33563533	
ZBTB46	zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]	0.33562243	
CWC15	CWC15 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:26939]	0.33556005	
SENP2	SUMO specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:23116]	0.33536148	
CD46	CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953]	0.3352276	
PAGR1	PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707]	0.33522493	
LINC02925	long intergenic non-protein coding RNA 2925 [Source:HGNC Symbol;Acc:HGNC:55756]	0.33495402	
TRIQK	triple QxxK/R motif containing [Source:HGNC Symbol;Acc:HGNC:27828]	0.33476156	
RMND5A	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	0.3345941	
RPL5P34	ribosomal protein L5 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36463]	0.33446044	
TSNAX	translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]	0.33433047	
C12orf4	chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184]	0.33412763	
C1orf35	chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]	0.33404008	
MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]	0.33399203	
TSPAN6	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	0.33396146	
GRIN1	glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]	0.3339091	
PPIAP19	peptidylprolyl isomerase A pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:31663]	0.3338136	
SLC13A5	solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089]	0.33365473	
CCDC50	coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]	0.33362788	
SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	0.33358076	
CD27-AS1	CD27 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43896]	0.33350155	
RGL3	ral guanine nucleotide dissociation stimulator like 3 [Source:HGNC Symbol;Acc:HGNC:30282]	0.33339623	
NR1I3	nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]	0.3330987	
PMM1	phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]	0.3329693	
RN7SL657P	RNA, 7SL, cytoplasmic 657, pseudogene [Source:HGNC Symbol;Acc:HGNC:46673]	0.33272937	
TOPORS	TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:21653]	0.33267426	
GAMT	guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]	0.33264723	
STAT5B	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	0.33259153	
SELENOO	selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]	0.33255532	
SLF1	SMC5-SMC6 complex localization factor 1 [Source:HGNC Symbol;Acc:HGNC:25408]	0.33242688	
ANKRA2	ankyrin repeat family A member 2 [Source:HGNC Symbol;Acc:HGNC:13208]	0.3323927	
SCAND3	SCAN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:13851]	0.33178985	
MARCKS	myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]	0.33177668	
FIGNL2	fidgetin like 2 [Source:HGNC Symbol;Acc:HGNC:13287]	0.3316627	
TTF2	transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]	0.33140242	
MTCO2P30	MT-CO2 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:52159]	0.3312474	
KIAA0232	KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992]	0.33104286	
PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 [Source:HGNC Symbol;Acc:HGNC:8873]	0.33100712	
PRMT2	protein arginine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:5186]	0.33088005	
RN7SKP173	RN7SK pseudogene 173 [Source:HGNC Symbol;Acc:HGNC:45897]	0.33060968	
SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	0.33001342	
EEF1A1P9	eukaryotic translation elongation factor 1 alpha 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:3204]	0.3299696	
SNN	stannin [Source:HGNC Symbol;Acc:HGNC:11149]	0.3297362	
DNAI7	dynein axonemal intermediate chain 7 [Source:HGNC Symbol;Acc:HGNC:29599]	0.32963327	
GATC	glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068]	0.32961142	
ZNF514	zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]	0.32953537	
SNORA59A	small nucleolar RNA, H/ACA box 59A [Source:HGNC Symbol;Acc:HGNC:32653]	0.3294871	
CRK	CRK proto-oncogene, adaptor protein [Source:HGNC Symbol;Acc:HGNC:2362]	0.32947668	
SNORA73A	small nucleolar RNA, H/ACA box 73A [Source:HGNC Symbol;Acc:HGNC:10115]	0.32924727	
DTD1	D-aminoacyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]	0.32913885	
TMEM102	transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]	0.32910347	
POP4	POP4 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30081]	0.3287735	
LINC00957	long intergenic non-protein coding RNA 957 [Source:HGNC Symbol;Acc:HGNC:22332]	0.3287484	
CIAPIN1	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	0.32871252	
ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]	0.3284502	
APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]	0.32844236	
TAS1R3	taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]	0.32833496	
MTMR12	myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]	0.32830358	
KLC2	kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]	0.32800958	
LTO1	LTO1 maturation factor of ABCE1 [Source:HGNC Symbol;Acc:HGNC:17589]	0.327754	
SGSH	N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818]	0.32754475	
HID1	HID1 domain containing [Source:HGNC Symbol;Acc:HGNC:15736]	0.3274659	
ARF5	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]	0.32733855	
H4C9	H4 clustered histone 9 [Source:HGNC Symbol;Acc:HGNC:4793]	0.32733667	
ABHD11	abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]	0.3273269	
H2BC21	H2B clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:4760]	0.32732394	
GATD3	glutamine amidotransferase class 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1273]	0.32727337	
CDKN2C	cyclin dependent kinase inhibitor 2C [Source:HGNC Symbol;Acc:HGNC:1789]	0.32722914	
SNORD57	small nucleolar RNA, C/D box 57 [Source:HGNC Symbol;Acc:HGNC:10207]	0.32713947	
SPAST	spastin [Source:HGNC Symbol;Acc:HGNC:11233]	0.3270544	
FAT1	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]	0.3269821	
H3-5	H3.5 histone [Source:HGNC Symbol;Acc:HGNC:33164]	0.3269808	
MOSPD1	motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]	0.32696012	
FANCD2P2	FANCD2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44488]	0.32688904	
TRMU	tRNA mitochondrial 2-thiouridylase [Source:HGNC Symbol;Acc:HGNC:25481]	0.32688472	
GUSBP4	GUSB pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:18220]	0.32649988	
AFMID	arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910]	0.32646435	
PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8728]	0.3263065	
CFAP53	cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530]	0.32619157	
POT1-AS1	POT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49459]	0.32618237	
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]	0.32580608	
DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	0.3256403	
ZNF286A	zinc finger protein 286A [Source:HGNC Symbol;Acc:HGNC:13501]	0.3253796	
RAD52	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	0.3253665	
SQLE	squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]	0.32506672	
CAMLG	calcium modulating ligand [Source:HGNC Symbol;Acc:HGNC:1471]	0.32499638	
CHMP4C	charged multivesicular body protein 4C [Source:HGNC Symbol;Acc:HGNC:30599]	0.3249931	
HSD17B11	hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]	0.32482505	
FAM86EP	family with sequence similarity 86 member E, pseudogene [Source:HGNC Symbol;Acc:HGNC:28017]	0.3247106	
RPL7L1P8	ribosomal protein L7 like 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39490]	0.32468888	
TDRD1	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]	0.32462892	
PAIP2B	poly(A) binding protein interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:29200]	0.32461023	
METTL8P1	methyltransferase like 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49856]	0.32454333	
SDF2	stromal cell derived factor 2 [Source:HGNC Symbol;Acc:HGNC:10675]	0.32439193	
HNRNPA1P16	heterogeneous nuclear ribonucleoprotein A1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:39134]	0.32438564	
RPL10AP6	ribosomal protein L10a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36504]	0.32431936	
CTBP2	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	0.32427752	
VSIG8	V-set and immunoglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:32063]	0.32400241	
ZNG1A	Zn regulated GTPase metalloprotein activator 1A [Source:HGNC Symbol;Acc:HGNC:17134]	0.32398894	
ZNF571	zinc finger protein 571 [Source:HGNC Symbol;Acc:HGNC:25000]	0.32397863	
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1 [Source:HGNC Symbol;Acc:HGNC:9108]	0.32389724	
HIPK3	homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]	0.32388532	
NT5C2	5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]	0.32353032	
GINS2	GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]	0.32338846	
PCNX3	pecanex 3 [Source:HGNC Symbol;Acc:HGNC:18760]	0.323177	
AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:23661]	0.32302496	
BCAR1	BCAR1 scaffold protein, Cas family member [Source:HGNC Symbol;Acc:HGNC:971]	0.3229853	
ITGB2	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]	0.32288778	
GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]	0.32282558	
C19orf12	chromosome 19 open reading frame 12 [Source:HGNC Symbol;Acc:HGNC:25443]	0.32282275	
NHERF1	NHERF family PDZ scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:11075]	0.32244772	
LINC01572	long intergenic non-protein coding RNA 1572 [Source:HGNC Symbol;Acc:HGNC:51385]	0.32236323	
CTC-338M12.4	uncharacterized LOC101928649 [Source:NCBI gene (formerly Entrezgene);Acc:101928649]	0.32229358	
TXNP4	thioredoxin pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49484]	0.32227692	
SPATA6	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]	0.32226163	
ERGIC2	ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]	0.3219796	
PSD3	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]	0.3219793	
LEMD3	LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887]	0.32187355	
EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]	0.3218695	
CBR3	carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]	0.32186848	
EPS8	epidermal growth factor receptor pathway substrate 8 [Source:HGNC Symbol;Acc:HGNC:3420]	0.32180855	
PARPBP	PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]	0.3218083	
ATAD1	ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]	0.32177922	
PIGL	phosphatidylinositol glycan anchor biosynthesis class L [Source:HGNC Symbol;Acc:HGNC:8966]	0.32173723	
SH3YL1	SH3 and SYLF domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29546]	0.32171747	
CYRIB	CYFIP related Rac1 interactor B [Source:HGNC Symbol;Acc:HGNC:25216]	0.32142526	
SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]	0.32141858	
ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]	0.32129267	
SESN1	sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]	0.3212664	
NAPG	NSF attachment protein gamma [Source:HGNC Symbol;Acc:HGNC:7642]	0.32121783	
FAM27E3	family with sequence similarity 27 member E3 [Source:HGNC Symbol;Acc:HGNC:28655]	0.32120872	
EOLA2-DT	EOLA2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48579]	0.3211874	
BTNL9	butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]	0.3206659	
NPTN	neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]	0.32063073	
MIR4326	microRNA 4326 [Source:HGNC Symbol;Acc:HGNC:38314]	0.32062125	
RPL34P33	ribosomal protein L34 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:36666]	0.32027847	
ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	0.3201966	
UBXN2B	UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035]	0.32014358	
SLC12A3	solute carrier family 12 member 3 [Source:HGNC Symbol;Acc:HGNC:10912]	0.32010883	
RPLP0P2	ribosomal protein lateral stalk subunit P0 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17960]	0.3200539	
ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]	0.32004154	
PRELID1P1	PRELID1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43886]	0.31998965	
TMEM185A	transmembrane protein 185A [Source:HGNC Symbol;Acc:HGNC:17125]	0.31976688	
LDAF1	lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]	0.31958932	
TUBAP2	tubulin alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14531]	0.31947145	
INPP5J	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]	0.319298	
DHRS7	dehydrogenase/reductase 7 [Source:HGNC Symbol;Acc:HGNC:21524]	0.31927684	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	0.31906846	
NT5C3B	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]	0.31888923	
ATP6V0A2	ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]	0.31884515	
NR2F6	nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]	0.3188319	
FCHSD1	FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]	0.3187892	
WDFY1	WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]	0.31871316	
NFATC4	nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]	0.31868356	
RN7SL608P	RNA, 7SL, cytoplasmic 608, pseudogene [Source:HGNC Symbol;Acc:HGNC:46624]	0.3185944	
HTR2A	5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293]	0.3185499	
GLUD1P3	glutamate dehydrogenase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4338]	0.31838995	
STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:HGNC:11386]	0.31808692	
HLTF	helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]	0.3180148	
VPS54	VPS54 subunit of GARP complex [Source:HGNC Symbol;Acc:HGNC:18652]	0.31787097	
NANP	N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]	0.31775478	
UBXN2A	UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]	0.3176615	
SNORD15B	small nucleolar RNA, C/D box 15B [Source:HGNC Symbol;Acc:HGNC:16649]	0.31761128	
BVES	blood vessel epicardial substance [Source:HGNC Symbol;Acc:HGNC:1152]	0.3174843	
ZNF280A	zinc finger protein 280A [Source:HGNC Symbol;Acc:HGNC:18597]	0.3173624	
GNAO1	G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]	0.31726357	
OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	0.317252	
EBAG9	estrogen receptor binding site associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:3123]	0.3171199	
TNNT2	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]	0.31697524	
MAGEA8	MAGE family member A8 [Source:HGNC Symbol;Acc:HGNC:6806]	0.31676024	
IL9RP3	interleukin 9 receptor pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:6033]	0.31659544	
KCNRG	potassium channel regulator [Source:HGNC Symbol;Acc:HGNC:18893]	0.31627426	
C6orf47	chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:19076]	0.31623474	
CAPN10	calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]	0.31611973	
KSR2	kinase suppressor of ras 2 [Source:HGNC Symbol;Acc:HGNC:18610]	0.315834	
KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]	0.3157558	
SHC2	SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869]	0.31567314	
MOSPD3	motile sperm domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25078]	0.31549913	
MITD1	microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]	0.31544465	
IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	0.31538126	
STAM2	signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]	0.31537017	
HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	0.31530523	
NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1 [Source:HGNC Symbol;Acc:HGNC:22009]	0.31527615	
CHFR	checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]	0.31523296	
DANT2	DXZ4 associated non-coding transcript 2, distal [Source:HGNC Symbol;Acc:HGNC:50862]	0.31499764	
SNX15	sorting nexin 15 [Source:HGNC Symbol;Acc:HGNC:14978]	0.3149683	
ANKRD46	ankyrin repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:27229]	0.31494454	
MIOS	meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]	0.31488654	
COPS4	COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]	0.31475222	
SNRPD2	small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]	0.31451887	
FANCA	FA complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]	0.31450388	
PCDHB14	protocadherin beta 14 [Source:HGNC Symbol;Acc:HGNC:8685]	0.31415027	
SFMBT1	Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]	0.3141109	
CTSF	cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]	0.3140822	
CD81	CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]	0.31407624	
HADHAP1	HADHA pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4802]	0.31390154	
GGACT	gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100]	0.3137716	
UPK3B	uroplakin 3B [Source:HGNC Symbol;Acc:HGNC:21444]	0.31358394	
SNHG10	small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510]	0.3135357	
IFNLR1	interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]	0.31325838	
