SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
FBXO44	0.115301555	0.507138703	0.121880202	0.225913135	0.120456642	0.514270921
FBXO45	0.06667246	0.49953222	0.073317996	0.210954929	0.075175622	0.482464088
FBXO46	-0.144865358	0.059718649	-0.138431711	0.014709853	-0.137675395	0.135990279
FBXO48	0.174235339	0.39718123	0.180583717	0.141532826	0.177832015	0.432550319
FBXO5	0.252135746	0.002805263	0.258476531	0.000352662	0.259102435	0.021655259
FBXO7	-0.026691534	0.792044918	-0.020128866	0.69332386	-0.020419106	0.859294606
FBXO8	-0.003774293	0.983965368	0.002726942	0.988355116	0.009891848	0.966929124
FBXO9	0.027570551	0.867446748	0.033836154	0.664653993	0.033566327	0.856761233
FBXW11	-0.108123066	0.202494832	-0.101474773	0.072462628	-0.101405985	0.298284031
FBXW2	0.046573345	0.618484598	0.053143937	0.317459892	0.052713139	0.612292161
FBXW4	0.000401889	0.996844569	0.006886073	0.909348474	0.007479676	0.960081075
FBXW5	-0.105851293	0.101327811	-0.099437764	0.041604783	-0.099762759	0.197581237
FBXW7	-0.126195854	0.139493878	-0.119933684	0.051586253	-0.118402324	0.26066985
FBXW8	0.053157566	0.669532536	0.059871663	0.352967956	0.060329355	0.642819862
FBXW9	-0.04052559	0.789126332	-0.033758588	0.664103703	-0.033238932	0.847249452
FCF1	0.025292095	0.820606884	0.031861637	0.561296778	0.033266944	0.783296638
FCF1P2	0.266336412	0.258428133	0.273101747	0.063587544	0.282118003	0.267008273
FCGRT	-0.026431281	0.842884654	-0.019785984	0.746402971	-0.018428549	0.905843656
FCHO1	-0.110273832	0.304493288	-0.103424321	0.118395581	-0.102436402	0.396991816
FCHO2	0.07649341	0.463468416	0.083019921	0.190905249	0.082960637	0.496420063
FCHSD1	-0.03670472	0.777280893	-0.030040116	0.650095273	-0.032921175	0.827629824
FCHSD2	-0.039743748	0.700297883	-0.03324272	0.545488627	-0.03316998	0.782136884
FDFT1	-0.009972109	0.948349783	-0.003594416	0.955616467	-0.002921229	0.989048121
FDPS	-0.080719	0.37179993	-0.074513876	0.195383725	-0.074874204	0.488224396
FDX1	0.004458021	0.983696084	0.01099165	0.909899021	0.010223166	0.968703025
FDX2	0.050168742	0.842955253	0.056774888	0.645189734	0.054147167	0.853181947
FDXACB1	0.268351674	0.443119324	0.275339956	0.150618818	0.281548449	0.449492771
FDXR	0.039641329	0.703605655	0.046214215	0.392115276	0.04440014	0.685841296
FECH	0.075027511	0.500848393	0.081296966	0.236093929	0.082259514	0.518341159
FEM1A	-0.112205218	0.115514392	-0.105717141	0.042266252	-0.105964508	0.213688724
FEM1B	0.143927278	0.071213823	0.150356573	0.012235507	0.150822171	0.136880043
FEM1C	-0.057885278	0.60782391	-0.051236194	0.405897946	-0.049868408	0.705561005
FEN1	0.038116819	0.786702654	0.044736803	0.514640974	0.045911216	0.764660865
FER	0.01894379	0.92203672	0.02587058	0.767172399	0.029534275	0.889860205
FER1L4	-0.386181716	1.59E-07	-0.379853399	1.10E-08	-0.382749573	0.001043387
FERMT1	-0.18377747	0.011532939	-0.17696921	0.001483194	-0.175956448	0.050822657
FERMT2	-0.087404016	0.522949791	-0.08090663	0.296847836	-0.081439357	0.622229139
FES	0.046028008	0.801232565	0.052345874	0.576898809	0.054658311	0.787144807
FEZ2	0.088752026	0.473544902	0.094961064	0.212625918	0.096968473	0.505105918
FGD1	-0.045155414	0.7821416	-0.038424438	0.63913982	-0.037723513	0.842541016
FGD3	-0.519501248	4.60E-16	-0.512932578	8.59E-16	-0.511863886	1.73E-05
FGD4	-0.250726985	0.010198237	-0.244208246	0.001316394	-0.243435078	0.056425813
FGD5-AS1	0.028206453	0.81797743	0.034815953	0.557297647	0.035866222	0.791860873
FGD6	-0.103413054	0.225192999	-0.096795095	0.088798327	-0.095806921	0.328932092
FGF1	-0.526633316	0.029302649	-0.520313341	0.003885635	-0.506769252	0.070096584
FGF11	0.185898032	0.18594551	0.192593526	0.046468829	0.202786432	0.225240528
FGFR1	-0.194143237	0.001606693	-0.187400532	0.000223899	-0.187041031	0.013986159
FGFR1OP	-0.021122936	0.901742686	-0.01479566	0.8664747	-0.02111101	0.91665368
FGFR1OP2	0.18435895	0.102006024	0.190805762	0.017096768	0.193061822	0.179401936
FGFR2	-0.1981154	0.001910663	-0.191627695	0.000356031	-0.191295486	0.025022348
FGFR3	0.178571082	0.023578736	0.185341892	0.001710823	0.184543607	0.058349534
FGFR4	0.050370515	0.617260919	0.056651337	0.314697543	0.056953393	0.606693446
FGFRL1	-0.187771203	0.321787896	-0.181628617	0.140289365	-0.17685221	0.439820105
FGGY	0.036375185	0.93440205	0.042856723	0.83096771	0.045263049	0.926498752
FGL1	-0.143473311	0.383590633	-0.137141491	0.186004574	-0.136394239	0.479263126
FH	0.072876782	0.455337955	0.079288415	0.178010533	0.080476982	0.469607737
FHDC1	-0.264772269	0.000429108	-0.258267252	5.86E-05	-0.259316009	0.012740631
FHIT	-0.071916053	0.838438192	-0.065565513	0.691978738	-0.052113455	0.9042351
FHL2	-0.205216729	0.003421671	-0.198591179	0.000462373	-0.197436666	0.031152615
FHL3	-0.199970911	0.104562471	-0.192866667	0.02621277	-0.190641029	0.170101841
FHOD1	-0.083968576	0.290226046	-0.077397947	0.146025267	-0.076747304	0.413912149
FHOD3	-0.138466052	0.075069987	-0.132092225	0.021638374	-0.130807978	0.164400431
FIBP	0.101275977	0.361950813	0.107847136	0.111820333	0.107774957	0.381267141
FICD	-0.105140464	0.613518245	-0.098306748	0.386084769	-0.095782198	0.674884998
FIG4	0.166912491	0.165455354	0.173465829	0.03882691	0.176662746	0.208254116
FIGN	-0.043821136	0.77537652	-0.037406361	0.63036176	-0.036430537	0.843918874
FIGNL1	0.165923525	0.280554241	0.172129368	0.093949983	0.175138736	0.359422253
FIGNL2	-0.037872092	0.772695952	-0.031042576	0.615739816	-0.030940663	0.831314027
FIP1L1	-0.065032031	0.4712657	-0.058491816	0.286224303	-0.06021615	0.558218689
FIRRE	-0.509424387	0.016956568	-0.502634648	0.001931527	-0.500257461	0.059295983
FIS1	-0.192046426	0.034028292	-0.185905984	0.004942942	-0.192476976	0.080856822
FITM2	0.074773732	0.546621495	0.081391366	0.260007049	0.083359543	0.523100585
FIZ1	-0.152216819	0.115170054	-0.145505041	0.030440833	-0.1487216	0.170804409
FJX1	-0.32505787	0.004193963	-0.318406245	0.000528141	-0.317479036	0.021577778
FKBP10	-0.087276298	0.275250853	-0.080601373	0.113885418	-0.080389518	0.349020695
FKBP11	-0.113977331	0.551565863	-0.107422098	0.335537547	-0.120770049	0.592000821
FKBP14	-0.147339344	0.085704875	-0.14064691	0.021496287	-0.13967051	0.170804409
FKBP15	-0.071941134	0.463310365	-0.065143763	0.244070503	-0.063932112	0.55036888
FKBP1A	-0.047204325	0.729850407	-0.040151206	0.549080073	-0.033959123	0.833844636
FKBP1B	-0.002847767	0.990397623	0.003484592	0.985509601	0.0077389	0.982805076
FKBP1C	0.013778354	0.949045809	0.02039265	0.839400037	0.026704355	0.906836653
FKBP2	-0.112747549	0.229805819	-0.106553088	0.094168128	-0.107419512	0.332317684
FKBP3	0.235687849	0.018105519	0.241828209	0.001450479	0.249511148	0.058010511
FKBP4	-0.173673484	0.031959594	-0.167016343	0.004025583	-0.166836768	0.076349351
FKBP7	0.173298596	0.508175132	0.180298665	0.227278119	0.192565408	0.494597429
FKBP8	-0.140787205	0.048862281	-0.134263422	0.010502162	-0.134973537	0.102096184
FKBP9	0.075670353	0.413298003	0.082283888	0.142018945	0.08310006	0.417342865
FKRP	0.25118026	0.011398805	0.257747462	0.000942248	0.25349812	0.050002116
FKTN	0.164832337	0.152996927	0.17153177	0.03374536	0.173464655	0.215229204
FLAD1	0.009525747	0.94946043	0.016009476	0.800109696	0.015875134	0.922896642
FLCN	-0.076415718	0.471067478	-0.069785498	0.25556362	-0.070464472	0.552523589
FLII	-0.048701105	0.603533611	-0.0421143	0.415664226	-0.041536152	0.695422508
FLJ20021	-0.154192562	0.550702199	-0.147818302	0.327770981	-0.154117435	0.598189567
FLJ36000	0.21954236	0.243334396	0.226376215	0.067074923	0.231786923	0.285773499
FLJ37453	0.149532627	0.604362574	0.155803739	0.296444694	0.152282984	0.611447911
FLJ41941	-0.246707731	0.415935378	-0.239565203	0.173657061	-0.231976199	0.457494043
FLJ42969	-0.525083483	0.024550414	-0.517881016	0.004013386	-0.518593905	0.056425813
FLNA	-0.215765756	0.000400714	-0.209139329	6.73E-05	-0.208834942	0.008400972
FLNB	-0.104423901	0.203250743	-0.097653624	0.084239376	-0.097444558	0.284218993
FLNB-AS1	0.023500968	0.972074393	0.028356489	0.890975388	0.027669504	0.960313243
FLNC	-0.148807799	0.511709972	-0.142407005	0.278631317	-0.148785699	0.520082964
FLOT2	-0.243560924	0.000257762	-0.23681515	1.32E-05	-0.236303281	0.006755703
FLT4	0.030137242	0.77509188	0.03662861	0.490831076	0.03697683	0.74109477
FLVCR1	-0.152965634	0.017572427	-0.146448512	0.005651885	-0.146013418	0.085917102
FLVCR1-AS1	0.110185352	0.491033549	0.116515114	0.221448031	0.116413564	0.520982219
FLVCR2	-0.070361595	0.341184271	-0.063900297	0.202327732	-0.063804991	0.479452178
FLYWCH1	0.016791754	0.90459659	0.02327795	0.719141975	0.020758376	0.895173406
FLYWCH2	-0.014456419	0.933722767	-0.008042602	0.918311617	-0.010944716	0.954388313
FMC1	-0.145035738	0.538646303	-0.139192765	0.316900601	-0.121700557	0.665317738
FMN1	-0.145082469	0.244549618	-0.138356825	0.080980151	-0.130388749	0.369889801
FMNL2	-0.07859155	0.422287476	-0.07197533	0.224490497	-0.071679228	0.528407918
FMNL3	-0.032235595	0.91940187	-0.025485046	0.870245232	-0.032140005	0.930232964
FMR1	0.009233546	0.948569948	0.015583813	0.810103739	0.016408068	0.91802037
FN3K	0.127933769	0.597679121	0.134952105	0.315687336	0.120737003	0.683419556
FN3KRP	-0.086216765	0.443145398	-0.079842128	0.233050514	-0.079136204	0.534523225
FNBP1	0.201216269	0.004578282	0.207601405	0.000429584	0.208323213	0.027480425
FNBP1L	-0.010653847	0.939138277	-0.004102106	0.944999509	-0.003848611	0.98442925
FNBP4	-0.05789288	0.519213231	-0.051258344	0.336235224	-0.051265033	0.623074311
FNDC10	0.015018449	0.911108172	0.021689858	0.721993934	0.021643931	0.876691468
FNDC3A	-0.038270452	0.800693982	-0.031615159	0.66584097	-0.030513828	0.864028704
FNDC3B	-0.099193271	0.388973177	-0.092174787	0.183993317	-0.093609513	0.487129398
FNIP1	-0.041081618	0.710026988	-0.034642443	0.557960591	-0.034416039	0.798509613
FNIP2	-0.064581778	0.765997857	-0.058075662	0.603537106	-0.055008682	0.83467112
FNTA	0.065244398	0.497210577	0.071904506	0.203453123	0.072971651	0.488224396
FNTB	-0.094134371	0.304172153	-0.087199078	0.12557808	-0.085576172	0.399543774
FO538757.1	-0.048458873	0.806019295	-0.042165152	0.673343896	-0.039810219	0.856761233
FOCAD	0.02780239	0.802734131	0.034121807	0.553327396	0.034887728	0.778599588
FOLR1	-0.167746759	0.056167514	-0.161225701	0.009023874	-0.162429167	0.121421136
FOPNL	0.159888636	0.368216949	0.165979145	0.141499317	0.168880099	0.39611868
FOS	-0.255545278	0.139493878	-0.248568244	0.002918311	-0.249911297	0.083466572
FOSB	-0.17741755	0.521403207	-0.170709305	0.26649785	-0.161966887	0.589649635
FOSL1	-0.097036591	0.489403201	-0.090688351	0.279580465	-0.094399668	0.517181813
FOSL2	-0.33769151	7.64E-08	-0.331060492	3.89E-09	-0.331271361	0.00047358
FOXB1	0.190745653	0.542434135	0.196922861	0.282447784	0.195450675	0.589616695
FOXD1	0.176971165	0.596500985	0.182726706	0.348906614	0.175726102	0.683027868
FOXD2-AS1	-0.189995611	0.397415611	-0.183239376	0.174274982	-0.184189867	0.442127691
FOXG1	-0.031835119	0.831542641	-0.025294756	0.740763887	-0.027552815	0.872635521
FOXH1	-0.342987116	0.1472495	-0.335741233	0.035465591	-0.330229492	0.206296266
FOXI3	-0.048818048	0.712553751	-0.041864651	0.528437772	-0.038824446	0.800107391
FOXJ1	-0.175090346	0.053750635	-0.168526712	0.013392857	-0.170438367	0.120119696
FOXJ2	-0.025412959	0.837483279	-0.018560783	0.747330282	-0.017636014	0.904355577
FOXJ3	-0.178743789	0.010448762	-0.171989167	0.001660631	-0.17126287	0.052049064
FOXK1	-0.028779035	0.835341742	-0.022038541	0.732333721	-0.022447095	0.889860205
FOXK2	0.004605734	0.970736464	0.011177439	0.83935764	0.01119596	0.935822998
FOXL2	-0.019203965	0.952430151	-0.012873678	0.93245644	-0.01563521	0.964842488
FOXL2NB	-0.09248417	0.705550167	-0.086158165	0.493056509	-0.081823582	0.76532612
FOXM1	0.028121064	0.822364947	0.034983921	0.543802639	0.036157467	0.777993922
FOXN2	-0.02348728	0.869410276	-0.016985987	0.792984498	-0.017308193	0.919348089
FOXN3	-0.174213082	0.061097971	-0.167358429	0.010941579	-0.166462994	0.138713069
FOXO1	-0.37446612	2.71E-07	-0.367876241	6.23E-09	-0.368230063	0.000776426
FOXO3	-0.076705064	0.452987173	-0.070033049	0.235698162	-0.070301404	0.538859544
FOXO3B	-0.056645335	0.778268561	-0.050063474	0.620247846	-0.046485614	0.840357048
FOXO4	-0.087753611	0.247525962	-0.080944561	0.105868535	-0.080075904	0.348703669
FOXO6	-0.116209982	0.311440105	-0.10986571	0.121190565	-0.112803432	0.394123765
FOXP1	-0.180804812	0.051844995	-0.174336255	0.010409278	-0.174325701	0.119332887
FOXP4	-0.104163313	0.233304186	-0.097676865	0.087332729	-0.099333974	0.312326864
FOXRED1	-0.069655928	0.425446066	-0.063075562	0.242266327	-0.063426873	0.5290074
FOXRED2	-0.015214178	0.91950095	-0.008390174	0.895513601	-0.004808801	0.980314954
FPGS	-0.035722039	0.73025851	-0.029351597	0.59174266	-0.031674682	0.79401427
FPGT	0.355760297	0.001934513	0.362300323	0.000177368	0.3642857	0.031397861
FPGT-TNNI3K	0.3274409	0.178258778	0.333694923	0.052099121	0.343817386	0.282357506
FRA10AC1	-0.020086609	0.909968123	-0.01396461	0.869521438	-0.011683073	0.955353105
FRAT1	0.231494779	0.245696311	0.237739973	0.066320746	0.238372655	0.291742491
FRAT2	0.033849784	0.785771756	0.040681993	0.505191421	0.042390341	0.746174666
FRG1	-1.127084809	0.251497032	-1.121097678	0.011097216	-0.85273978	0.474556796
FRG1BP	0.011559016	0.956982944	0.017801218	0.852227754	0.024034107	0.91779665
FRG1CP	0.125134963	0.439283817	0.131302894	0.191731122	0.129712892	0.51215929
FRG1FP	0.182224384	0.283536517	0.188389024	0.095978209	0.189756917	0.360726655
FRG1GP	0.26838725	0.230494428	0.274625596	0.06152351	0.271744004	0.304680158
FRG1HP	0.035523982	0.916317725	0.041668586	0.791359929	0.04343654	0.911801475
FRK	0.149826332	0.298738668	0.156862032	0.094944073	0.164702555	0.321156446
FRMD4A	-0.272830862	0.000749304	-0.265792911	2.70E-05	-0.263334606	0.011287865
FRMD4B	-0.114966098	0.710274338	-0.109358619	0.501830212	-0.099247725	0.800814737
FRMD6	0.179682277	0.51431684	0.185615529	0.266003212	0.189500074	0.583356011
FRMD8	0.234385654	0.047543147	0.241211743	0.005473991	0.232514222	0.114762224
FRMPD1	-0.141656631	0.29652197	-0.134563646	0.106521287	-0.12617861	0.425313885
FRMPD2	-0.138365108	0.232663929	-0.131776258	0.095963966	-0.13168658	0.296072992
FRRS1	0.130563567	0.076993812	0.137332956	0.011906058	0.138190232	0.121987018
FRS2	0.08615856	0.440266627	0.092806667	0.166587861	0.0937905	0.468582004
FRS3	0.05235088	0.757739713	0.058933088	0.489939495	0.053217489	0.773421074
FRYL	-0.082233218	0.493109123	-0.0754209	0.271551769	-0.074254169	0.592000821
FSBP	0.167676182	0.242083364	0.17383028	0.077285535	0.178497799	0.307792886
FSCN1	0.005835856	0.967281635	0.012559356	0.830360534	0.013078627	0.931217185
FSCN2	0.019906876	0.943522465	0.026906845	0.817613839	0.005288707	0.988514544
FSCN3	-0.006479733	0.976246461	8.97E-05	0.998119826	-0.002508802	0.993186458
FSD1	-0.011534057	0.946536019	-0.004922083	0.953475171	-0.006150659	0.975238479
FSD1L	0.160376824	0.446540569	0.166651307	0.184948487	0.167653669	0.461614211
FST	0.074705253	0.758820897	0.081551395	0.50321171	0.079928957	0.753511766
FSTL3	-0.102403859	0.272442505	-0.096123221	0.107234005	-0.097973405	0.337557017
FTH1	-0.009542547	0.946568752	-0.002815504	0.961506872	-0.002669341	0.988108326
FTH1P10	0.059167666	0.831325592	0.065773808	0.614654516	0.028274083	0.935702132
FTH1P2	0.206301424	0.200620281	0.212909547	0.048634709	0.191014859	0.330562363
FTH1P20	0.235698737	0.182783228	0.242558763	0.040083537	0.236078003	0.225240528
FTH1P23	0.139937286	0.52954459	0.146779845	0.259109981	0.157436816	0.501464752
FTH1P7	0.084675098	0.580692049	0.091387511	0.281455468	0.097401242	0.544892783
FTH1P8	0.090940085	0.723622853	0.097758755	0.463290005	0.104410431	0.715924451
FTL	-0.090233463	0.516621962	-0.082847464	0.278748153	-0.076895815	0.63095567
FTLP14	-0.281981288	0.060762078	-0.275163391	0.011704899	-0.275962331	0.120076163
FTLP3	-0.055974199	0.808319812	-0.048973369	0.67486302	-0.053468283	0.831723941
FTO	-0.022608754	0.862915731	-0.015961563	0.786502932	-0.015473385	0.91855639
FTSJ1	-0.165927971	0.015128691	-0.159431764	0.003318472	-0.161025855	0.061374475
FTSJ3	-0.043390355	0.715301895	-0.036849611	0.536524198	-0.036590561	0.787440761
FTX	-0.042001437	0.817116335	-0.035479639	0.690863246	-0.039966642	0.854334933
FUBP1	0.009034664	0.928412933	0.015643095	0.743529736	0.015694089	0.886714625
FUBP3	-0.138284579	0.017161346	-0.131740379	0.006085592	-0.131516078	0.078327144
FUCA1	0.098026563	0.496965569	0.104918814	0.219109886	0.114360112	0.476065307
FUCA2	-0.058436548	0.588291567	-0.051916633	0.384522289	-0.053124972	0.67263112
FUK	0.009050377	0.949740914	0.015440696	0.799524692	0.012005297	0.940720605
FUNDC1	0.001928515	0.991572207	0.00852336	0.933874661	0.009322175	0.969863076
FUNDC2	-0.051831393	0.705378441	-0.04510967	0.516605589	-0.042732781	0.79420028
FUOM	-0.043165594	0.869496742	-0.036215322	0.775811718	-0.034082518	0.915707253
FURIN	-0.053505486	0.559762918	-0.047121887	0.370185086	-0.048638777	0.641393926
FUS	-0.046155999	0.572891836	-0.039828678	0.432877199	-0.040804282	0.675387484
FUT1	-0.176269971	0.255024623	-0.169662668	0.102623127	-0.172096063	0.339185405
FUT10	0.249115923	0.070574666	0.255643327	0.012292717	0.257825318	0.135220718
FUT11	-0.131786428	0.215628709	-0.1249746	0.069161009	-0.121849843	0.316828809
FUT3	-0.071700247	0.531868355	-0.065644735	0.315020155	-0.070622009	0.591754366
FUT4	0.213334218	0.351579022	0.219900957	0.124361818	0.230084328	0.400214265
FUT6	-0.012352026	0.978336168	-0.006343294	1	-0.037462104	0.938097367
FUT8	0.030562764	0.812890806	0.037227734	0.553705133	0.038306708	0.791296293
FUT8-AS1	0.08053302	0.771153074	0.08760917	0.522115924	0.077558218	0.809541178
FUZ	-0.064000313	0.597978073	-0.057501859	0.407753738	-0.059520681	0.653133121
FXN	-0.152415575	0.379669177	-0.146594316	0.180175673	-0.137651721	0.506372831
FXR1	0.036438732	0.808015151	0.04266293	0.566725854	0.043373364	0.808511652
FXR2	-0.13373635	0.046770249	-0.127149283	0.014807083	-0.126967229	0.128011917
FXYD3	-0.290145993	9.45E-05	-0.283559089	1.52E-05	-0.281613377	0.007166381
FXYD5	-0.139589462	0.134121377	-0.132766936	0.028122891	-0.132131075	0.204084484
FYB	-0.10664625	0.293981171	-0.100137461	0.119248813	-0.099220384	0.406172888
FYCO1	-0.092906605	0.503638459	-0.086368778	0.278681918	-0.086181402	0.587225478
FYTTD1	0.346549916	9.32E-06	0.352976625	7.44E-07	0.354083345	0.003141661
FZD1	0.354571154	0.00550518	0.360596881	0.000445769	0.364496065	0.034344125
FZD10	0.042494583	0.898939721	0.048852286	0.761031225	0.054268823	0.890906184
FZD10-AS1	0.042302997	0.866780891	0.049122627	0.690467826	0.058267853	0.834466821
FZD2	-0.045877816	0.918907377	-0.038776782	0.880766466	-0.067137111	0.886960073
FZD3	0.307526518	0.00379533	0.31406997	0.000341394	0.316926712	0.025783315
FZD4	0.244879031	0.387866721	0.251409004	0.134331421	0.257714687	0.453957481
FZD5	-0.197092693	0.001542018	-0.190339652	0.000297324	-0.190013142	0.018037137
FZD6	0.181363958	0.061419651	0.187959392	0.009174838	0.189584258	0.130814938
FZD7	-0.163602924	0.077816041	-0.15695339	0.015571085	-0.156904006	0.141965358
FZD8	0.41751314	0.015585772	0.42382746	0.001134	0.420322368	0.057207139
FZR1	-0.054244428	0.611129151	-0.047564215	0.404468334	-0.047194568	0.68705783
G2E3	0.069837286	0.517529063	0.07643662	0.233577991	0.07655181	0.541823458
G3BP1	0.000287464	0.997198613	0.006889077	0.886466334	0.007120256	0.951534157
G3BP2	-0.026709307	0.804233226	-0.02006302	0.707728257	-0.019596811	0.881466561
G6PC3	0.014665076	0.927047008	0.021300401	0.743749842	0.019340686	0.910099569
G6PD	-0.044782538	0.71464314	-0.038069462	0.53724369	-0.03777502	0.781080346
GAA	-0.032954016	0.743334267	-0.026220331	0.607204475	-0.025819309	0.819364667
GAB1	-0.136516381	0.207802466	-0.129737935	0.064449159	-0.128382527	0.310031121
GAB2	-0.376180645	5.86E-13	-0.369610369	3.91E-13	-0.369429789	7.84E-05
GABARAP	-0.057545247	0.682295116	-0.05073243	0.467187749	-0.050764409	0.749338153
GABARAPL1	-0.289586436	1.42E-05	-0.282916355	1.18E-06	-0.281656241	0.002965331
GABARAPL2	0.090225544	0.398373064	0.096924437	0.122333617	0.098924328	0.3882712
GABBR2	-0.249127167	0.033612681	-0.242597277	0.006509116	-0.241836343	0.082213684
GABPA	0.157032364	0.114944269	0.163624052	0.021612731	0.163376671	0.183509457
GABPB1	-0.026803399	0.835696162	-0.020515649	0.747945361	-0.018617565	0.906885327
GABPB1-AS1	0.213040524	0.084564513	0.219065428	0.014029526	0.212935684	0.192452551
GABPB2	0.165011804	0.205722157	0.171542169	0.054849901	0.172023558	0.251544973
GABRA3	0.028954215	0.888522221	0.035146065	0.720895301	0.038533903	0.854302873
GABRB3	-0.226000042	0.111760355	-0.219419024	0.032170719	-0.21484501	0.203999404
GABRG2	0.293148346	0.261955546	0.298944783	0.080256187	0.315209833	0.300369288
GADD45A	-0.210029836	0.003917772	-0.203946232	0.000712519	-0.202257171	0.043295523
GADD45B	-0.196329084	0.121798528	-0.189747843	0.032495956	-0.188092585	0.196651685
GADD45GIP1	-0.202054545	0.06015671	-0.195892954	0.012284274	-0.202435133	0.132675304
GAK	0.033295284	0.715878861	0.039838564	0.438182586	0.039643362	0.705577574
GAL3ST4	0.105327906	0.496660007	0.111917914	0.213008794	0.109438858	0.498401383
GALE	-0.165013113	0.050009782	-0.158305633	0.013941713	-0.159707279	0.114206937
GALK1	0.196788077	0.043231532	0.203383076	0.004622963	0.20147412	0.079161936
GALK2	-0.051116045	0.725496803	-0.04473048	0.554555587	-0.042633836	0.810532012
GALM	-0.126489422	0.196896478	-0.119959761	0.073467402	-0.118322501	0.291742491
GALNS	0.022429558	0.849563859	0.02909538	0.599475427	0.029741946	0.810313111
GALNT1	0.294219418	0.000768099	0.300666325	4.87E-05	0.300349591	0.01933817
GALNT10	0.270616497	0.004458415	0.277009876	0.000403749	0.279838862	0.022628758
GALNT11	-0.114228215	0.225357111	-0.107366091	0.084325746	-0.107020281	0.342415893
GALNT13	0.167435155	0.674575138	0.17307428	0.395533946	0.182862679	0.674370956
GALNT2	-0.07220745	0.392636178	-0.065457611	0.206220295	-0.064919963	0.472800521
GALNT3	0.14592321	0.143019749	0.1523804	0.02945512	0.155195342	0.206008753
GALNT4	0.225941138	0.202903775	0.232266946	0.056880272	0.234563564	0.294258364
GALNT6	-0.108232602	0.661478795	-0.101515701	0.447006261	-0.088336083	0.77872971
GALNT7	0.208619406	0.005572324	0.215256739	0.000438016	0.21567397	0.032383879
GALNT9	-0.074946608	0.822290942	-0.068599355	0.674744675	-0.04960547	0.897801834
GALT	-0.048970937	0.660684852	-0.042268816	0.473289557	-0.042686408	0.736686239
GAMT	0.108304097	0.339329367	0.114890026	0.098947663	0.109953213	0.390088321
GAN	0.002350636	0.984274813	0.008893011	0.877926536	0.00924205	0.950681955
GANAB	-0.055904306	0.560775727	-0.049020928	0.359090415	-0.048146653	0.631783229
GANC	0.236391037	0.07244151	0.242686377	0.012534097	0.243708753	0.130298548
GAPDH	-0.093833483	0.325427398	-0.087428143	0.144872147	-0.086870781	0.386373344
GAPDHP1	0.020976567	0.824267715	0.027335738	0.590560652	0.028033215	0.798192637
GAPDHP65	-0.179345578	0.481978162	-0.173059	0.245641502	-0.178815395	0.50809277
GAPVD1	-0.11419272	0.225041559	-0.107636378	0.085969089	-0.107478007	0.342472562
GAR1	-0.160657284	0.072889328	-0.154338379	0.019230596	-0.150795999	0.160341215
GAREM1	-0.300782542	0.000809143	-0.294300397	0.000110866	-0.294408658	0.014037106
GARS	-0.092832706	0.430820108	-0.087072393	0.217591988	-0.084567374	0.548052048
GART	0.014899984	0.893820989	0.021394993	0.689025846	0.021785352	0.85813428
GAS2L1	-0.094276422	0.463468416	-0.087309702	0.251986079	-0.082883806	0.579273045
GAS2L3	0.150114017	0.252725664	0.156800427	0.068868867	0.15971618	0.313954722
GAS5	0.016346465	0.9323356	0.022277613	0.781771863	0.019388821	0.930253921
GAS6	0.22992699	0.017133056	0.23650729	0.00209707	0.236677718	0.05951919
GAS6-AS1	0.169844048	0.214563495	0.176186541	0.06018082	0.170391586	0.277150451
GAS7	-0.39174805	0.000125393	-0.385207653	1.30E-05	-0.381677442	0.00427186
GAS8	0.045611009	0.731292331	0.052057416	0.453573041	0.047258554	0.753027087
GATA2	-0.219495033	0.000281437	-0.212933285	5.19E-05	-0.213838214	0.007304518
GATA2-AS1	0.145945607	0.294769101	0.152668755	0.085567279	0.151902795	0.321478121
GATA3	-0.191627024	0.010276767	-0.184904768	0.001108713	-0.185205272	0.036422678
GATA3-AS1	-0.134483289	0.476191131	-0.128266532	0.264580949	-0.126276983	0.559507866
GATA6	-0.17279425	0.042680569	-0.166458655	0.006873688	-0.169727397	0.100978084
GATA6-AS1	0.075261641	0.712922509	0.081366068	0.442794029	0.059219617	0.819799955
GATAD1	-0.057550206	0.607809156	-0.051098705	0.410971319	-0.050232725	0.707026427
GATAD2A	-0.071130903	0.467005374	-0.06451187	0.251340172	-0.064895086	0.544387741
GATAD2B	-0.625491827	0.19200782	-0.614315754	0.005684238	-0.551178786	0.169133306
GATB	-0.03619725	0.772955661	-0.029628863	0.662829946	-0.03120954	0.82676001
GATC	0.047228787	0.745837025	0.053548033	0.454770726	0.050871986	0.759988763
GATS	-0.054214618	0.889384259	-0.046666281	0.783464279	-0.028079862	0.950855373
GATSL2	0.158551637	0.150301543	0.165260447	0.031732404	0.16139362	0.213534317
GATSL3	-0.197339173	0.058404154	-0.190648639	0.012228662	-0.189597404	0.126045538
GBA	-0.013810928	0.978028285	-0.00341785	0.976709623	0.04332153	0.921379601
GBA2	0.059965387	0.50353473	0.066480598	0.206664577	0.066000974	0.498401383
GBAP1	0.033024484	0.875773725	0.039729268	0.690697765	0.042361956	0.847353834
GBAS	0.061027146	0.690302252	0.067808487	0.403046861	0.073282943	0.681582695
GBE1	-0.083442493	0.437823538	-0.076839772	0.229413305	-0.073947589	0.564251505
