SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
ASNA1	-0.074999309	0.255993798	-0.065143577	0.24497107	-0.066092832	0.294121743
ASNS	-0.781354682	0.000885537	-0.772667167	1.48E-07	-0.7530671	0.000605606
ASNSD1	0.160782289	0.094182495	0.17011207	0.046613761	0.171536989	0.102653101
ASPH	0.321861664	4.70E-09	0.331383854	5.12E-09	0.331912668	2.72E-05
ASPHD1	0.89890075	0.304279047	0.895679146	0.130499029	1.054823862	0.15029131
ASPHD2	-0.999673268	1.12E-18	-0.989956457	4.27E-18	-0.978393637	7.13E-07
ASPM	0.216970687	0.006306471	0.226991864	0.00219462	0.227226764	0.013011783
ASPRV1	0.426389667	0.498952671	0.422560166	0.32662972	0.304021261	0.596895862
ASPSCR1	-0.015535616	0.901695708	-0.005859328	0.947429274	-0.004643059	0.97012729
ASRGL1	0.534592974	1.81E-07	0.544119478	1.07E-07	0.542316883	5.28E-05
ASS1	0.095783804	0.270859535	0.105302017	0.137676943	0.103325531	0.216010679
ASS1P2	-0.177868581	0.833202203	-0.157039606	0.842759651	-0.134313913	0.855110374
ASTE1	0.149663112	0.4779068	0.159578821	0.31390662	0.127665652	0.522181743
ASTN2	0.243070348	0.423019795	0.251556434	0.263213025	0.212737513	0.466127215
ASUN	-0.199118174	0.018472385	-0.189864757	0.014043571	-0.19126236	0.042224526
ASXL1	-0.330273886	2.93E-13	-0.320433627	8.12E-11	-0.320804745	4.84E-06
ASXL2	-0.217472151	0.004259738	-0.207431245	0.002692827	-0.207789847	0.013812464
ATAD1	0.176880964	0.024813311	0.186159878	0.010724116	0.188872897	0.032598175
ATAD2	-0.09912164	0.321747755	-0.089453099	0.275806806	-0.089358585	0.39147951
ATAD2B	-0.090982681	0.297300426	-0.081403369	0.257822045	-0.077983129	0.371149605
ATAD3A	-0.187926328	0.020616537	-0.178282115	0.01835907	-0.178944383	0.042923421
ATAD3B	0.084095205	0.303588935	0.094119215	0.157311102	0.091715474	0.231436374
ATAD3C	0.126693387	0.898951693	0.134344413	0.790301811	0.033934808	0.960712916
ATAD5	-0.262158041	6.15E-05	-0.252482099	0.000111643	-0.252537138	0.001345046
ATCAY	-0.142984321	0.913288938	-0.143879413	1	-0.039420341	0.970618515
ATE1	-0.316290944	0.000120646	-0.306622053	0.000110867	-0.3013139	0.002158329
ATE1-AS1	0.85603003	0.105800126	0.853294662	0.027949874	0.772207781	0.126391401
ATF1	-0.267212768	0.001337156	-0.257601458	0.001030013	-0.252450613	0.010436412
ATF2	-0.182472414	0.02851657	-0.172691266	0.023134888	-0.170561346	0.06642225
ATF3	-0.935405906	3.19E-50	-0.9260777	1.41E-48	-0.927329033	3.88E-10
ATF4	-0.476979247	1.72E-16	-0.467636879	1.06E-15	-0.470390896	5.26E-07
ATF4P3	-0.568955509	0.02253583	-0.560301692	0.009307657	-0.574864389	0.031981566
ATF4P4	-0.734638606	0.473269528	-0.703877908	0.323985214	-0.963835362	0.269906346
ATF5	0.352499502	7.45E-05	0.361960426	3.69E-05	0.362087012	0.000863954
ATF6	-0.083490381	0.154543878	-0.073574696	0.159662301	-0.072525445	0.221195943
ATF6B	-0.8259287	0.432741715	-0.818675353	0.140738399	-0.80434144	0.274489131
ATF7	-0.332531961	0.000113071	-0.322246442	5.74E-05	-0.319482943	0.002265476
ATF7IP	0.00391904	0.97675188	0.014328687	0.869424572	0.015601926	0.899036331
ATF7IP2	-0.150343099	0.042637485	-0.140635791	0.045692527	-0.139856281	0.072672478
ATG10	0.168727169	0.037075676	0.17841124	0.011874048	0.175341249	0.03793743
ATG101	-0.182204482	0.013919834	-0.172510806	0.009329818	-0.179120554	0.019951623
ATG12	-0.053529941	0.430333903	-0.043669979	0.444992056	-0.045571103	0.503176818
ATG13	-0.377399429	1.23E-13	-0.367802136	1.51E-12	-0.367798441	2.21E-06
ATG14	-0.282023576	4.43E-08	-0.272394504	3.59E-07	-0.271333671	9.48E-05
ATG16L1	-0.227042519	5.67E-05	-0.217235099	0.000135242	-0.218611047	0.00125457
ATG16L2	0.724868658	7.32E-13	0.734730647	1.18E-12	0.729051328	5.23E-06
ATG2A	0.051445621	0.478243665	0.061036592	0.300300975	0.062126869	0.359412995
ATG2B	-0.061703767	0.478820532	-0.05182452	0.441448032	-0.050004801	0.564132068
ATG3	0.126942296	0.119255773	0.136273838	0.055420335	0.1358014	0.108498975
ATG4A	0.496534895	0.001204373	0.505501275	0.000658822	0.504728425	0.006338005
ATG4B	0.067203638	0.408411421	0.076669323	0.232786369	0.075433288	0.328891494
ATG4C	0.192597233	0.060620416	0.202154551	0.031949004	0.201870593	0.069061177
ATG4D	0.361857163	1.07E-06	0.371504279	4.46E-07	0.371278561	9.45E-05
ATG5	0.290819786	9.76E-05	0.300340529	4.53E-05	0.295852949	0.001077274
ATG7	-0.289999721	3.70E-06	-0.280106817	4.38E-06	-0.279602924	0.000347727
ATG9A	-0.236568425	2.53E-05	-0.226773519	2.73E-05	-0.227211972	0.000715281
ATG9B	1.161941478	8.32E-14	1.171588934	4.13E-13	1.180732495	1.69E-06
ATIC	-0.260119804	0.001695245	-0.250614019	0.001171029	-0.258091426	0.006210819
ATL1	0.042990982	0.838707793	0.052089663	0.742665893	0.054578756	0.783017703
ATL2	-0.187189343	0.005495197	-0.177860715	0.005435178	-0.175811592	0.02170413
ATL3	-0.293361637	0.844660318	-0.260974674	0.818484563	0.700764611	0.57451211
ATM	0.133596505	0.1270259	0.143812353	0.057390088	0.145671109	0.104108256
ATMIN	-0.259285726	7.75E-06	-0.249670911	9.87E-06	-0.249513738	0.000508144
ATN1	-0.465513438	4.68E-16	-0.455560278	8.30E-16	-0.455659156	5.28E-07
ATOH8	-0.110471173	0.751209063	-0.10069755	0.664099662	-0.083133408	0.779202532
ATOX1	0.582232121	3.60E-09	0.591912346	1.13E-09	0.566367896	5.18E-05
ATP10B	-2.290479678	1.82E-07	-2.269450417	7.80E-11	-2.23309998	6.54E-05
ATP10D	1.043910541	5.60E-08	1.053447174	2.96E-08	1.069636357	7.57E-05
ATP11A	-0.419335025	5.58E-11	-0.40912788	7.11E-11	-0.411195575	1.01E-05
ATP11B	0.10163325	0.145404794	0.111645298	0.066521179	0.111557913	0.115884153
ATP11C	-0.016504836	0.842790523	-0.006890574	0.90054832	-0.00614388	0.940746256
ATP13A1	-0.123818397	0.006959497	-0.113941888	0.016305844	-0.113741979	0.028103262
ATP13A2	0.249510767	5.11E-06	0.259111062	2.16E-06	0.259417163	0.000192655
ATP13A3	0.105599565	0.202724311	0.115446267	0.102650374	0.112567269	0.187716258
ATP13A4	0.75198073	0.406208423	0.755400484	0.211698497	0.920901585	0.220112986
ATP1A1	-0.47304386	6.99E-21	-0.463398278	7.00E-19	-0.464668364	6.36E-08
ATP1A1-AS1	0.177190994	0.624356859	0.186731821	0.303681553	0.163054336	0.510206805
ATP1A2	-2.103879122	0.000111427	-2.084375502	3.57E-06	-2.202238216	0.001138793
ATP1A4	-0.333181407	0.000819164	-0.323115071	0.00046698	-0.326850797	0.004069352
ATP1B1	0.111276408	0.255356046	0.120681897	0.146488149	0.121708392	0.193893714
ATP1B3	-0.164153051	0.006233657	-0.154637668	0.005439327	-0.158242538	0.012893655
ATP1B3P1	-0.512111963	0.641496288	-0.512412964	0.521868457	-1.027483208	0.264752311
ATP23	-0.268413687	0.872581066	-0.253137252	0.787667715	-0.211928921	0.880007809
ATP2A1	0.139896551	0.244392701	0.149360851	0.153588813	0.153561836	0.205748597
ATP2A1-AS1	0.669692423	0.039771812	0.675434649	0.005826975	0.67503165	0.027983791
ATP2A2	-0.209589248	0.000197563	-0.199627927	0.00025375	-0.200753429	0.001769355
ATP2A3	0.087771773	0.777229057	0.097334937	0.667526538	0.097778975	0.730635099
ATP2B1	0.113866425	0.270173755	0.123684536	0.16036208	0.127278656	0.21826543
ATP2B2	-1.678024219	6.84E-05	-1.658804359	1.04E-05	-1.690188879	0.003075443
ATP2B3	-1.003602618	0.020858589	-0.992217209	0.002838936	-0.944850309	0.027763014
ATP2B4	-0.087189464	0.187940949	-0.076950077	0.173825637	-0.077293426	0.230145126
ATP2C1	-0.035521027	0.605631409	-0.025953218	0.63626832	-0.026118697	0.704045669
ATP2C2	-0.476039629	1.45E-08	-0.466243629	4.53E-08	-0.467799228	4.97E-05
ATP5A1	-0.057072912	0.316274959	-0.047528034	0.346549432	-0.048718813	0.372856031
ATP5B	-0.105554747	0.034341593	-0.096019107	0.053467099	-0.097105371	0.061097151
ATP5C1	0.044184721	0.492848039	0.053697368	0.297971223	0.052879628	0.37179915
ATP5D	-0.057775325	0.546779084	-0.048124638	0.50271692	-0.052871042	0.557958209
ATP5E	0.112783715	0.163899585	0.122292985	0.074404722	0.122301014	0.137175167
ATP5F1	0.036647948	0.658456368	0.046144748	0.451036943	0.045430135	0.546478219
ATP5F1P3	0.059215093	0.935666406	0.065669943	0.912817777	0.168712523	0.791789393
ATP5G1	0.154245762	0.043272838	0.163755085	0.012689866	0.155664433	0.044941036
ATP5G2	-0.020704143	0.849959924	-0.010938678	0.878768282	-0.016594468	0.867704307
ATP5G2P4	0.112588483	0.827324037	0.122312269	0.703901255	0.110891041	0.798063749
ATP5G3	0.32245982	3.46E-06	0.332151885	6.29E-07	0.328499579	0.000233731
ATP5H	0.314278644	1.05E-06	0.323792448	2.21E-07	0.320604457	0.000141872
ATP5I	0.272978377	0.006070202	0.282287537	0.002149255	0.270737895	0.017467955
ATP5J	0.230907587	0.001090319	0.24056657	0.00042294	0.241565266	0.004315254
ATP5J2	0.036159917	0.736420793	0.045362683	0.548135491	0.033855645	0.741182761
ATP5J2-PTCD1	0.032873708	0.712075892	0.04244146	0.506298463	0.03498588	0.674331146
ATP5L	0.034858293	0.657984094	0.044459706	0.44061862	0.042322236	0.547014092
ATP5O	0.093649679	0.220042783	0.103260629	0.102740532	0.101294898	0.174274264
ATP5S	0.019043734	0.860536499	0.028394133	0.718182289	0.03135353	0.745343699
ATP5SL	-0.173642625	0.007092932	-0.163874124	0.005067275	-0.167821781	0.01359978
ATP6AP1	-0.184295867	0.002869136	-0.174509563	0.001758696	-0.175684378	0.006921902
ATP6AP1L	0.304725101	0.00150907	0.314411004	0.000669202	0.310657152	0.005400097
ATP6AP2	0.352256209	5.19E-08	0.361776508	5.51E-09	0.358089799	4.05E-05
ATP6V0A1	-0.347299324	5.00E-09	-0.33753797	3.87E-09	-0.338482682	2.44E-05
ATP6V0A2	0.178601434	0.092990047	0.187511331	0.051317242	0.189937377	0.090170758
ATP6V0A4	0.151132311	0.649406669	0.160192894	0.4955335	0.157159674	0.572209429
ATP6V0B	0.140083846	0.070982736	0.150014423	0.018921172	0.149396322	0.047206533
ATP6V0C	-0.076634857	0.326094904	-0.066910581	0.272157181	-0.067583949	0.355068644
ATP6V0D1	0.271491088	3.79E-05	0.280960421	6.72E-06	0.278242788	0.000488295
ATP6V0E1	0.040934905	0.68558834	0.05050463	0.47626861	0.042844748	0.64219786
ATP6V0E2	0.739726217	5.33E-17	0.749173072	4.24E-17	0.748833922	6.30E-07
ATP6V0E2-AS1	1.709962024	3.50E-05	1.703212031	3.03E-08	1.69640237	0.000297386
ATP6V1A	0.214812689	1.49E-05	0.224420995	1.61E-05	0.224775472	0.000484075
ATP6V1B1	1.089088069	9.85E-54	1.098736891	1.84E-47	1.099304712	1.34E-10
ATP6V1B1-AS1	-0.625083394	0.025518088	-0.615715715	0.009732757	-0.670619674	0.02198262
ATP6V1B2	-0.403641747	3.40E-12	-0.393718733	1.25E-11	-0.393637422	5.39E-06
ATP6V1C1	-0.02361557	0.838676	-0.014113597	0.863388514	-0.013007121	0.912928958
ATP6V1C2	0.235290425	0.003323199	0.244852234	0.001204919	0.240766542	0.008592636
ATP6V1D	0.071109786	0.545928455	0.080627551	0.36223846	0.074838635	0.512420357
ATP6V1E1	0.148415692	0.440925791	0.157815307	0.153805327	0.156359411	0.267038825
ATP6V1E1P1	-0.411339587	0.601435639	-0.393183625	0.445257324	-0.466270281	0.456843619
ATP6V1F	0.187705746	0.021106872	0.197234448	0.005456154	0.187304156	0.028009914
ATP6V1G1	-0.101047385	0.254785432	-0.091426375	0.207321396	-0.083691812	0.352443865
ATP6V1G2-DDX39B	-0.243518313	2.40E-06	-0.233661091	7.18E-06	-0.233893239	0.000315519
ATP6V1H	-0.090682703	0.322395304	-0.081192981	0.270787523	-0.09030254	0.299915112
ATP7A	0.4818575	1.45E-05	0.491583076	8.92E-06	0.493215603	0.000526598
ATP7B	-0.574467378	6.81E-35	-0.564619725	1.06E-29	-0.564647051	3.19E-09
ATP8A1	1.863417028	1.76E-06	1.871309249	9.25E-09	1.825006004	0.000306674
ATP8A2	0.091720412	0.918484132	0.098795461	0.883217689	0.214737027	0.733750467
ATP8B1	-0.120940532	0.102046401	-0.110925072	0.07501308	-0.109834713	0.135399225
ATP8B2	0.349962792	0.208331789	0.357723404	0.136036767	0.384813579	0.200145343
ATP8B3	-0.707033877	0.015545733	-0.695294011	0.003663547	-0.678285839	0.023430885
ATP9A	-1.053638453	1.82E-07	-1.041603338	1.59E-08	-1.044792095	6.46E-05
ATP9B	0.022624792	0.819066801	0.032157093	0.661231099	0.034159499	0.686744507
ATPAF1	0.145963718	0.019492216	0.155495128	0.006685903	0.152669496	0.021282263
ATPAF2	0.140954706	0.063332752	0.150642946	0.029963121	0.145438199	0.063072971
ATPIF1	-0.181993219	0.007490278	-0.172352858	0.006645941	-0.177182959	0.016888427
ATR	0.252723018	0.000705849	0.262374686	0.000281002	0.264886263	0.003188116
ATRAID	-0.039982573	0.531292229	-0.03002846	0.549348018	-0.029255827	0.625045837
ATRIP	0.167249194	0.046502187	0.176591909	0.0200944	0.173723008	0.052496673
ATRN	-0.097652497	0.165704646	-0.087620952	0.143146747	-0.088704826	0.209736357
ATRX	-0.252747659	0.000408429	-0.242463243	0.000312946	-0.243798469	0.003754278
ATXN1	-0.201380025	0.012871048	-0.191413969	0.00894468	-0.192279197	0.030891273
ATXN10	-0.052117486	0.539324913	-0.042270957	0.507582784	-0.041522979	0.606839868
ATXN1L	-0.192535393	0.005090401	-0.182371487	0.003850073	-0.183974056	0.015009821
ATXN2	-0.349821136	2.20E-08	-0.339734828	7.45E-09	-0.337721236	3.84E-05
ATXN2-AS	-0.381930555	0.605216458	-0.379662022	0.43879124	-0.455286736	0.447132142
ATXN2L	-0.496465832	3.50E-18	-0.486482883	4.19E-18	-0.486830474	1.99E-07
ATXN3	0.101401647	0.249940043	0.111015944	0.146535636	0.109251026	0.222818345
ATXN7	-0.472028409	3.01E-10	-0.461812779	2.65E-10	-0.462907647	1.98E-05
ATXN7L1	-0.319984253	0.001969272	-0.310109773	0.001440394	-0.302151704	0.009514732
ATXN7L2	-0.56919572	5.08E-11	-0.559683718	1.93E-10	-0.551203781	1.28E-05
ATXN7L3	0.134791127	0.021012032	0.144430642	0.007776042	0.145449235	0.018027907
ATXN7L3B	0.202232819	6.77E-05	0.212105688	3.55E-05	0.213394432	0.000629672
AUH	-0.087791381	0.382531721	-0.078318219	0.357015072	-0.078736165	0.429004761
AUNIP	0.353856728	0.004515197	0.363094861	0.002091271	0.366942993	0.009660143
AUP1	-0.247180993	5.49E-06	-0.237449196	7.37E-06	-0.23761314	0.000339239
AURKA	-0.043541336	0.605455819	-0.033768653	0.584998928	-0.034767116	0.65678682
AURKAIP1	0.052595058	0.500899139	0.062013167	0.309202748	0.060829906	0.396454096
AURKAPS1	-0.41684868	0.253986711	-0.407528765	0.128867491	-0.417857188	0.212280152
AURKB	0.167684576	0.011388597	0.177320242	0.002795314	0.173741095	0.01279821
AURKC	-0.733558306	0.184820536	-0.713467788	0.074886321	-0.790138202	0.14936019
AUTS2	0.78128526	0.00105006	0.790321904	0.000211069	0.795814139	0.003169573
AVEN	-0.040425212	0.722347507	-0.031125944	0.704055901	-0.026756973	0.805701983
AVIL	1.645355158	0.028382925	1.651442874	0.001007976	1.685230507	0.009004729
AVL9	-0.25018156	5.23E-06	-0.240423364	1.18E-05	-0.240155097	0.000508809
AVPI1	-1.046389213	7.05E-54	-1.036557285	1.98E-47	-1.037787183	3.97E-10
AXDND1	1.81202484	1.42E-05	1.814015187	9.38E-08	1.765747818	0.000522047
AXIN1	-0.172666279	0.001654542	-0.163081357	0.002070193	-0.162703411	0.007924003
AXIN2	-0.809567795	5.65E-52	-0.799593922	1.55E-49	-0.798887538	1.97E-10
AXL	-0.948314198	0.006867006	-0.941520538	0.000699178	-0.953308177	0.00776818
AZI2	-0.256303701	0.002788331	-0.24710404	0.00215487	-0.24522717	0.014008724
AZIN1	-0.197891232	0.000413353	-0.187876021	0.000507863	-0.18636324	0.003691649
AZIN1-AS1	-0.37442603	0.427771072	-0.357014777	0.243774574	-0.36546219	0.368985015
AZIN2	0.450525345	0.009569057	0.46087278	0.003788937	0.460899746	0.014272869
B2M	0.052357891	0.548796908	0.061751325	0.36049858	0.058942463	0.483134975
B3GALNT1	0.542397458	1.30E-05	0.552306099	6.45E-06	0.569620203	0.00027406
B3GALNT2	0.139728288	0.019057817	0.149492392	0.007463874	0.149745324	0.019207114
B3GALT6	0.314481208	0.000755753	0.323798809	0.000316489	0.323780446	0.003178144
B3GAT2	0.596485132	0.148180349	0.604594049	0.084085437	0.581045133	0.196796605
B3GAT3	0.566825233	6.27E-18	0.57664405	5.07E-17	0.571938975	2.71E-07
B3GAT3P1	1.856493263	0.03271021	1.833862333	0.00245441	1.88466027	0.019266634
B3GLCT	1.132114585	3.27E-13	1.141452791	1.08E-13	1.152534667	1.47E-06
B3GNT2	0.637113394	6.80E-21	0.646834431	1.43E-19	0.647126796	8.01E-08
B3GNT3	-0.211170936	4.74E-06	-0.201242866	2.26E-05	-0.201381535	0.000414172
B3GNT4	-0.009902082	0.975450316	0.000352146	0.986234913	0.002519417	0.993208945
B3GNT5	-0.24440206	0.000360861	-0.23470005	0.000453014	-0.234510789	0.004718489
B3GNT6	-2.25349224	0.00023032	-2.21922151	7.12E-06	-2.181093965	0.002529705
B3GNT8	-0.246556606	0.765509212	-0.226581218	0.692631306	0.064093841	0.935761135
B3GNT9	0.308587501	0.070149109	0.318669742	0.026940312	0.32752135	0.04561158
B3GNTL1	-0.16640946	0.483536261	-0.157252897	0.415077351	-0.146568911	0.564713802
B4GALNT1	0.123709926	0.928782959	0.139426903	0.924138233	0.414001435	0.661980126
B4GALNT3	0.573496176	7.17E-10	0.582887677	8.83E-10	0.586191215	1.10E-05
B4GALNT4	-0.232806199	0.0379719	-0.223191576	0.032682301	-0.222993896	0.057905207
B4GALT1	-0.075402147	0.275525345	-0.065432866	0.241294949	-0.064690358	0.303387603
B4GALT1-AS1	-0.345224128	0.539324913	-0.330370696	0.388022955	-0.355617312	0.497438764
B4GALT2	-0.279408574	8.76E-06	-0.269757243	1.16E-05	-0.269932988	0.000422254
B4GALT3	-0.369139683	9.56E-14	-0.359471362	9.10E-13	-0.360628542	1.71E-06
B4GALT4	0.162408387	0.005890782	0.171964387	0.002511495	0.170871769	0.010636318
B4GALT4-AS1	0.985314278	0.148981202	0.983889146	0.046300003	0.870680665	0.157218176
B4GALT5	-0.442857383	5.95E-18	-0.43278358	4.66E-17	-0.432107423	2.40E-07
B4GALT6	1.075388505	1.45E-10	1.083813407	6.89E-11	1.088763282	1.46E-05
B4GALT7	0.089191287	0.156829719	0.098964454	0.067327311	0.098450128	0.105158788
B4GAT1	0.44035922	2.13E-11	0.450190016	3.78E-13	0.449632938	2.55E-06
B9D1	-0.029617263	0.800642342	-0.020298334	0.809746	-0.018125519	0.874698018
B9D2	-0.939745593	2.42E-11	-0.92978067	5.97E-11	-0.942279194	1.03E-05
BAALC-AS1	1.105356953	2.44E-06	1.114415004	6.28E-07	1.131906409	0.000202313
BABAM1	-0.105211531	0.063802259	-0.095282073	0.060173932	-0.095463535	0.089277842
BACE1	0.374511588	0.344275937	0.382655336	0.137537217	0.369664294	0.253969916
BACE1-AS	0.100793491	0.516824349	0.110912828	0.368363997	0.117141638	0.388821627
BACH1	-0.08334919	0.234798789	-0.073762244	0.217372605	-0.072678551	0.302889161
BACH1-IT1	-1.524678547	0.052942357	-1.488726522	0.00791851	-1.479543692	0.038740599
BACH1-IT2	0.027820618	0.983715795	0.061303094	1	-0.027127165	0.978800946
BACH2	-0.378952312	0.00030679	-0.369181817	0.000244808	-0.367222179	0.002542883
BAD	0.288756905	0.000377928	0.298112839	0.000157078	0.296024771	0.001948537
BAG1	-0.037993373	0.721781905	-0.028442676	0.725509532	-0.029968986	0.764844916
BAG2	0.039843726	0.735444596	0.049618959	0.576353528	0.055717906	0.587605953
BAG3	-0.451554876	6.56E-16	-0.441735813	8.83E-16	-0.441041004	6.15E-07
BAG4	-0.235903949	0.001182246	-0.226085095	0.000757548	-0.224464153	0.006328232
BAG5	0.006140358	0.945465443	0.015954277	0.789795254	0.018008017	0.81287579
BAG6	-0.380708165	0.303491934	-0.370703255	0.086661868	-0.411703821	0.12674925
BAHCC1	0.137683409	0.48555853	0.146804919	0.345716379	0.154359157	0.397399216
BAHD1	-0.09060703	0.216394731	-0.080805271	0.175451079	-0.080517567	0.245756731
BAIAP2	0.079585654	0.318467117	0.089432652	0.175110146	0.087095167	0.247793789
BAIAP2-AS1	0.469661802	3.63E-06	0.479498841	1.94E-06	0.481263771	0.000249425
BAIAP2L1	-0.228830203	4.38E-05	-0.219321607	6.88E-05	-0.218867322	0.001167206
BAIAP2L2	0.201330297	0.286958008	0.211373709	0.177691385	0.197200611	0.295017936
BAIAP3	0.448268114	7.75E-07	0.45770958	6.59E-07	0.457944289	0.000149161
BAK1	0.124508052	0.117355881	0.134639769	0.045777716	0.138502765	0.074627256
BAK1P1	0.71369319	0.034371304	0.723352623	0.007658954	0.728311861	0.03488637
BAMBI	0.539667706	0.000385752	0.548718814	6.74E-05	0.537196629	0.001399156
BANF1	-0.050768195	0.619735512	-0.041063504	0.58590718	-0.048881658	0.602765693
BANF1P3	-0.180916472	0.713009985	-0.1723948	0.627825041	-0.166191014	0.705302045
BANK1	-3.075721128	0.018152673	-2.95733175	0.001327917	-2.847234094	0.013860871
BANP	-0.231558768	0.000474729	-0.221724318	0.000285883	-0.224064312	0.002689425
BAP1	-0.036294385	0.547532867	-0.026426779	0.59210455	-0.026484131	0.650362539
BARD1	0.310851662	0.000161858	0.320157185	0.000100488	0.324016176	0.001441047
BARX2	-0.912112863	8.03E-13	-0.901455355	1.28E-12	-0.89236023	3.31E-06
BASP1	-0.619513283	1.76E-30	-0.6096465	6.13E-29	-0.60945359	6.21E-09
BATF	0.323486411	0.282286361	0.333539278	0.12829594	0.342177419	0.184821725
BATF2	1.04695201	0.175429207	1.059661	0.092170673	1.453004985	0.067894334
BATF3	-0.040483091	0.865496371	-0.031188156	0.866523646	-0.042709768	0.841638101
BAX	-0.07788413	0.301080495	-0.068273809	0.247586614	-0.070965519	0.307290769
BAZ1A	0.239063181	0.000549088	0.248749761	0.000222981	0.249746779	0.002502261
BAZ1B	-0.179536048	0.011630707	-0.169556791	0.008096691	-0.170998387	0.025538042
BAZ2A	-0.304256846	1.50E-06	-0.294074426	1.26E-06	-0.295646503	0.000194395
BAZ2B	-0.12927824	0.158367232	-0.119598523	0.127560407	-0.119972381	0.195134421
BBC3	0.199706068	0.062389872	0.209223923	0.030577021	0.209235842	0.051824892
BBIP1	-0.071628615	0.500056323	-0.062179739	0.468352115	-0.060469987	0.53584237
BBOF1	0.373689898	0.102963264	0.382872168	0.053127505	0.393006702	0.090479198
BBS1	0.097814416	0.179157087	0.107418246	0.103250897	0.108750464	0.124057804
BBS10	0.465280678	1.13E-07	0.474849023	1.44E-07	0.476369054	0.000113393
BBS12	0.557945687	0.003267399	0.56750929	0.001015241	0.572215705	0.006744669
BBS2	0.146189006	0.029842014	0.155967095	0.009720679	0.153528494	0.029293036
BBS4	0.327561258	0.001956643	0.337220881	0.001042646	0.331475213	0.009020672
BBS5	0.704147259	1.56E-09	0.713371132	2.19E-09	0.715473254	2.52E-05
BBS7	0.455612572	7.28E-07	0.465355602	5.09E-07	0.454988291	0.000197024
BBS9	-0.075518049	0.507657764	-0.065833811	0.45748423	-0.060531668	0.568278367
BBX	-0.324208243	3.65E-05	-0.313970486	2.35E-05	-0.316742343	0.001126139
BCAM	0.245454881	5.81E-05	0.25531633	2.10E-05	0.257366857	0.000729461
BCAP29	0.570646946	1.17E-12	0.580065355	2.65E-12	0.581794442	3.20E-06
BCAP31	-0.353091546	5.70E-10	-0.343583559	5.61E-10	-0.347190375	1.00E-05
BCAR1	0.177069244	0.00816883	0.186760791	0.002544054	0.188382316	0.009921022
BCAR3	-0.671429026	4.41E-44	-0.661643696	8.03E-38	-0.661564923	1.06E-09
BCAR4	-0.647774751	4.58E-13	-0.637468325	3.86E-12	-0.643454043	3.08E-06
BCAS1	0.054473712	0.924868471	0.061801459	0.877355699	0.034081377	0.943004242
BCAS2	-0.00746566	0.948373916	0.001471566	0.980873662	-0.001793649	0.986869809
BCAS2P2	0.231462819	0.799013898	0.246030297	0.689972424	-0.067603887	0.940241744
BCAS3	-0.506514611	5.12E-18	-0.496587088	3.41E-18	-0.496693965	2.35E-07
BCAS4	0.171087313	0.591812337	0.179456933	0.410926059	0.198784156	0.44972293
BCAT1	-0.442950846	1.00E-16	-0.433113174	1.66E-14	-0.433361234	1.07E-06
BCAT2	0.112439738	0.045599913	0.122074454	0.019263658	0.122318433	0.03544815
BCCIP	-0.028660413	0.803521529	-0.019202973	0.817459438	-0.018979437	0.870532448
BCDIN3D	0.759476653	1.21E-10	0.769545246	1.08E-10	0.759858497	1.92E-05
BCDIN3D-AS1	1.235409137	0.054808919	1.233017604	0.011371696	1.43006539	0.02814578
BCKDHA	-0.42141191	1.98E-12	-0.41179462	8.67E-13	-0.412521356	2.83E-06
BCKDHB	0.051409091	0.576772764	0.060877061	0.418338186	0.06303536	0.458054101
BCKDK	-0.457173102	2.24E-12	-0.447323691	1.03E-12	-0.445147884	4.32E-06
BCL10	-0.266577325	0.000278544	-0.256572981	0.000210776	-0.255345431	0.00242988
BCL2	-0.734522179	0.000191632	-0.724140085	5.34E-05	-0.716297597	0.001951085
BCL2L1	-0.500089772	1.01E-21	-0.490216555	2.19E-20	-0.489792682	8.71E-08
BCL2L11	0.341971139	5.11E-07	0.351854259	9.11E-08	0.354191313	7.41E-05
BCL2L12	0.294648842	3.40E-05	0.304512666	3.03E-06	0.303313921	0.000366544
BCL2L13	-0.158649232	0.004903289	-0.148929196	0.00572166	-0.148383704	0.016586115
BCL2L2	-0.261017903	2.79E-06	-0.251341224	1.25E-05	-0.25056812	0.000469705
BCL2L2-PABPN1	-0.13922192	0.01215534	-0.129538436	0.01076985	-0.13030826	0.021571137
BCL3	-0.51244736	1.14E-06	-0.502854414	1.03E-06	-0.500046986	0.000175913
BCL6	-0.472943353	4.01E-13	-0.462741623	2.87E-13	-0.461573666	3.26E-06
BCL7A	0.837631781	3.52E-08	0.846616376	5.30E-09	0.854241295	2.92E-05
BCL7B	0.116740533	0.108120526	0.126612118	0.048864715	0.125063211	0.08746041
BCL7C	0.40784347	1.92E-10	0.417717924	3.29E-10	0.414220277	1.02E-05
BCL9	-0.017584239	0.888318314	-0.007228549	0.923074461	-0.004657669	0.969746827
BCL9L	-0.13645479	0.03331183	-0.126349686	0.023362445	-0.125580338	0.048144967
BCLAF1	-0.206241314	0.00455307	-0.196591711	0.004366904	-0.195526664	0.019998954
BCLAF1P2	-0.489286755	3.02E-06	-0.479662329	4.38E-06	-0.476999069	0.000480737
BCO1	0.232445537	0.707104495	0.241776621	0.545211315	0.270231095	0.598883427
BCO2	0.969542937	0.174072716	0.976963657	0.057141722	0.958748712	0.128894027
