SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
ALKBH5	-0.236395202	0.022342571	-0.221648009	0.006601541	-0.221358053	0.046337462
ALKBH6	0.037201791	0.836139151	0.051818133	0.604712678	0.051965308	0.747138382
ALKBH7	-0.063335482	0.657246358	-0.048876436	0.58540318	-0.048599251	0.739053527
ALKBH8	0.258597884	0.202871954	0.27289351	0.073510815	0.278922968	0.183009722
ALMS1	0.020743988	0.907303372	0.035190172	0.707569566	0.035066749	0.835305278
ALMS1-IT1	-0.148814239	0.736795388	-0.134280375	0.64069925	-0.13540689	0.757372716
ALOX12-AS1	0.034095136	0.948257921	0.047632899	0.86295337	0.078410396	0.872366298
ALOX12P2	-0.045022449	0.901232693	-0.030766465	0.894285923	-0.025755959	0.939811096
ALOX15	0.000899767	0.998697104	0.01571211	0.942468716	0.018389375	0.966475663
ALOX5	-0.598276794	0.770734859	-0.586493934	0.523154209	0.00899987	0.995590173
ALOXE3	-1.464341382	0.005050682	-1.447908653	0.000929564	-1.433274146	0.031076794
ALPK1	0.159750812	0.3154454	0.174162817	0.135910923	0.173434119	0.280257566
ALPK3	-0.262054366	0.020908489	-0.247056447	0.006258523	-0.244794353	0.049296738
ALPL	-0.733726752	5.20E-11	-0.719234927	7.18E-11	-0.719470765	5.26E-05
ALPP	-0.242877871	0.458259841	-0.22845823	0.301354463	-0.22879901	0.427111129
ALPPL2	-0.207542736	0.258904819	-0.192610452	0.151445355	-0.189304817	0.293364451
ALS2	0.154709391	0.224599865	0.169184606	0.080907746	0.168808167	0.203568587
ALX1	-0.17939107	0.715301544	-0.165146838	0.62498441	-0.160010601	0.748466676
ALYREF	0.028237406	0.854423803	0.042734538	0.601587864	0.042686981	0.759152512
AMACR	0.278934278	0.023421244	0.293298918	0.004728542	0.292999276	0.030528752
AMBRA1	-0.056582377	0.680569305	-0.041961874	0.622164725	-0.041876777	0.758123884
AMD1	0.04616633	0.766853536	0.060729286	0.497343048	0.0606614	0.686517948
AMDHD2	-0.111692956	0.532929767	-0.097312509	0.415585177	-0.096468211	0.615656859
AMER1	-0.027315979	0.892226386	-0.012736996	0.9271385	-0.012573304	0.94999635
AMFR	0.306723855	0.001951527	0.321508432	0.00012317	0.323321208	0.007127234
AMH	0.333180588	0.064059491	0.347853549	0.014095776	0.350346214	0.082671404
AMIGO1	0.493660366	0.252442558	0.50823904	0.086201293	0.523771675	0.230329005
AMIGO2	0.15785021	0.478043244	0.17204202	0.251272699	0.17276068	0.437198539
AMIGO3	-0.070950857	0.801637963	-0.056273633	0.745260181	-0.054327054	0.844677446
AMMECR1	0.138443735	0.339689586	0.153054135	0.139059593	0.153618817	0.285172357
AMMECR1L	-0.093464442	0.481099186	-0.078599229	0.378687251	-0.076619183	0.572052429
AMN	0.066170251	0.833615278	0.080683836	0.641776309	0.083338445	0.782789937
AMN1	0.383570929	0.118052005	0.397839506	0.029539005	0.399793411	0.092857107
AMOT	0.011363436	0.958739598	0.026063481	0.800423404	0.027238582	0.890682678
AMOTL1	-0.518184733	2.48E-07	-0.503528014	7.85E-08	-0.503175912	0.000624629
AMOTL2	-0.27192353	0.000826564	-0.257416209	0.000728457	-0.257331092	0.010327793
AMPD2	-0.123326491	0.274110292	-0.108717819	0.190554015	-0.108290648	0.341017724
AMPD3	-0.36305656	0.002567503	-0.348316165	0.000819756	-0.346732956	0.013855798
AMT	-0.025397274	0.854709576	-0.011030904	0.903648747	-0.010844191	0.943589858
AMY2B	0.317732175	0.13221454	0.331972632	0.039610526	0.33295961	0.126710063
AMZ1	-0.516970191	4.26E-07	-0.502145487	1.07E-07	-0.497574511	0.000750976
AMZ2	0.00093947	0.995254698	0.015612988	0.843801636	0.017930052	0.906241057
AMZ2P1	0.47160802	0.027285034	0.485788455	0.004994007	0.484418203	0.03338647
ANAPC1	-0.105295611	0.316245218	-0.090642625	0.246762914	-0.090360211	0.42213053
ANAPC10	-0.030873266	0.90125687	-0.016614205	0.925437085	-0.016656074	0.946028432
ANAPC11	-0.057025863	0.702238239	-0.042619177	0.636713438	-0.041978808	0.779526558
ANAPC13	0.371413198	0.000461536	0.385915049	4.65E-05	0.386357124	0.004456772
ANAPC15	-0.063060191	0.777535389	-0.048442729	0.727623378	-0.046696526	0.834451477
ANAPC16	0.200338651	0.055720001	0.214795476	0.009949091	0.216452178	0.060845596
ANAPC2	0.06110096	0.573618764	0.07564971	0.298191211	0.075923589	0.480146891
ANAPC4	0.092965868	0.663526545	0.106919988	0.430075985	0.110523276	0.605576051
ANAPC5	0.035060464	0.768323439	0.049751685	0.48844705	0.050032466	0.658520162
ANAPC7	0.106761537	0.426313007	0.121316284	0.177162704	0.121829903	0.344941038
ANG	0.603899041	0.199278702	0.617274083	0.056518381	0.630669736	0.184291654
ANGEL1	0.111751126	0.317990302	0.126485305	0.109217246	0.127401159	0.237469358
ANGEL2	0.342673021	0.000509237	0.35711407	5.49E-05	0.356794848	0.005358556
ANGPT1	0.436734076	0.014047484	0.451192	0.002154651	0.450950326	0.022992394
ANGPT4	-0.969633488	2.67E-25	-0.955162883	1.51E-24	-0.953863622	1.26E-06
ANGPTL2	-0.257074491	0.609345419	-0.242312998	0.464436241	-0.230673652	0.650714323
ANGPTL4	-0.535581579	0.182686801	-0.521525225	0.081220207	-0.514041527	0.202401205
ANGPTL6	0.110890732	0.85822774	0.125727309	0.66447771	0.133790593	0.80062625
ANK3	-0.236167752	0.078564537	-0.221595519	0.038837962	-0.221584896	0.125821204
ANKAR	0.20963585	0.750971586	0.222190792	0.496372501	0.223726251	0.682154976
ANKDD1A	-0.102226136	0.513886616	-0.087778461	0.426675161	-0.0878996	0.576760729
ANKEF1	-0.040778014	0.83576878	-0.025984471	0.829872541	-0.022103306	0.908344731
ANKFY1	0.047688895	0.720523379	0.062215997	0.435252931	0.06249819	0.622511371
ANKH	-0.033637822	0.967305766	-0.020603997	1	-0.017341733	0.980190745
ANKHD1	-0.124262763	0.240716149	-0.109351172	0.159406927	-0.108261648	0.314215675
ANKHD1-EIF4EBP3	-0.129259929	0.195421826	-0.114370283	0.129390489	-0.113397605	0.268520701
ANKIB1	0.152698222	0.20022102	0.167171065	0.062143657	0.167471597	0.193098682
ANKLE1	0.28827243	0.228770567	0.302207427	0.091297887	0.31023485	0.195220453
ANKLE2	-0.047566219	0.672243737	-0.03303121	0.66485559	-0.033077059	0.787772925
ANKMY1	-0.105031249	0.536642159	-0.090553035	0.437114296	-0.090373409	0.585263344
ANKMY2	0.404179537	0.021600257	0.418569887	0.00407819	0.417781368	0.044235193
ANKRA2	0.191843351	0.086971967	0.206374033	0.016074114	0.208739051	0.081927545
ANKRD10	0.130536594	0.337883353	0.145216769	0.122908195	0.147377335	0.282830578
ANKRD10-IT1	-0.003876046	0.991518403	0.010447382	0.951407042	0.018054688	0.952963057
ANKRD11	-0.284996072	0.011405407	-0.270271292	0.003759432	-0.270050673	0.038101018
ANKRD12	-0.130326867	0.359671944	-0.115639312	0.255818358	-0.115256405	0.436916684
ANKRD13A	-0.182931918	0.107130372	-0.168460854	0.055031819	-0.167207586	0.168934003
ANKRD13B	0.125075522	0.833615278	0.140444794	0.630952284	0.151202013	0.761137085
ANKRD13C	-0.020303401	0.937388163	-0.005996786	0.97772982	2.56E-05	0.999906851
ANKRD13D	0.080669118	0.658313001	0.095218955	0.397840811	0.09625783	0.577648101
ANKRD16	-0.178040532	0.330635325	-0.163609009	0.216376178	-0.162942706	0.356221037
ANKRD17	-0.115574677	0.425700175	-0.100584525	0.308066723	-0.099106411	0.519862126
ANKRD18A	-0.045073384	0.917772739	-0.030482688	0.927256609	-0.029502657	0.942833891
ANKRD2	-0.827898909	0.069675121	-0.814019848	0.028990188	-0.79460029	0.089663526
ANKRD23	0.046557423	0.8421976	0.061067967	0.641483575	0.060770653	0.787772925
ANKRD24	-0.015070299	0.954577936	-0.000803078	1	0.001358488	0.995521967
ANKRD26	0.098841558	0.642272759	0.113235379	0.392151054	0.112654576	0.580194613
ANKRD27	-0.048370891	0.694754279	-0.033674677	0.669190108	-0.033465541	0.795630192
ANKRD28	-0.045181752	0.782074575	-0.030692899	0.760894273	-0.030829824	0.861732106
ANKRD31	-0.698355754	0.003103147	-0.683706909	0.000687226	-0.67451144	0.012949986
ANKRD33	-0.208436264	0.563089893	-0.193818276	0.418794601	-0.18283498	0.610107379
ANKRD33B	-0.486521848	0.000110794	-0.472236249	3.35E-05	-0.471849506	0.005215747
ANKRD34A	1.354189082	0.005197377	1.36678169	0.000165633	1.437493734	0.014818848
ANKRD35	0.11066488	0.766872386	0.125311162	0.551721118	0.128185273	0.683791289
ANKRD36	0.019557168	0.966628763	0.033054135	0.868563972	0.049776398	0.907935517
ANKRD36B	-0.455033721	0.220614226	-0.441067089	0.119125791	-0.423764646	0.306823158
ANKRD36C	0.447258146	0.241723332	0.460238252	0.080084182	0.472271849	0.208447254
ANKRD37	-0.300821842	0.062588597	-0.286307629	0.033925745	-0.286462977	0.114079661
ANKRD39	0.002948566	0.991456656	0.01735455	0.884404792	0.017010779	0.944126514
ANKRD40	0.022695518	0.874446017	0.037387891	0.628983617	0.038359294	0.771450565
ANKRD42	0.120632452	0.655534738	0.135147882	0.433040628	0.135756932	0.610107735
ANKRD44	0.145404712	0.793868976	0.158984255	0.573271046	0.170661253	0.714030845
ANKRD46	0.018195021	0.908886736	0.032867252	0.702247957	0.033744912	0.814099309
ANKRD49	0.244755792	0.082101549	0.259371088	0.021401913	0.260976505	0.076536403
ANKRD50	0.628545976	0.000113718	0.642684157	6.59E-06	0.641958897	0.002961244
ANKRD52	0.090183167	0.588288506	0.105251225	0.288785888	0.109551003	0.49000348
ANKRD54	0.061190651	0.745697615	0.075711287	0.502691329	0.077522843	0.659611051
ANKRD6	0.17592348	0.31995418	0.190045928	0.128652465	0.190825093	0.314265237
ANKRD65	-0.297457754	0.053461947	-0.282993966	0.027980098	-0.282639065	0.087721404
ANKRD9	0.085721076	0.539906148	0.100261058	0.263297734	0.100282557	0.453721615
ANKS1A	-0.032968871	0.845915447	-0.01795153	0.849126525	-0.015536416	0.927615425
ANKS1B	0.835951592	0.113715731	0.849496998	0.013828743	0.867571909	0.096625155
ANKS3	0.017714545	0.946236777	0.031766086	0.809531907	0.034589239	0.888238059
ANKS6	0.185725637	0.463695067	0.200710231	0.236751132	0.212403987	0.358691561
ANKUB1	0.052070341	0.827441958	0.066490073	0.612137999	0.065992143	0.758280984
ANKZF1	-0.330463709	1.21E-05	-0.315858989	1.04E-05	-0.315587285	0.001865896
ANLN	0.038194812	0.829347912	0.052503048	0.586606719	0.055244012	0.745247964
ANO1	-0.494119703	0.416708598	-0.47974547	0.23674252	-0.468055717	0.422254523
ANO10	0.014013674	0.93524028	0.028696196	0.73148265	0.028939278	0.851178942
ANO2	0.348136354	0.291207171	0.363583993	0.117329636	0.393971006	0.18843798
ANO6	-0.087806512	0.412224633	-0.07322238	0.349751106	-0.073132749	0.527751419
ANO7	-0.170341509	0.239801701	-0.15582163	0.154176325	-0.154208339	0.30084134
ANO8	-0.181225546	0.06935635	-0.166876054	0.043793491	-0.166332958	0.139238186
ANO9	0.069940125	0.649480931	0.084454621	0.367491346	0.084401819	0.576336426
ANOS2P	0.673187496	0.02046757	0.687477776	0.00183067	0.693123838	0.019482622
ANP32A	-0.203485408	0.023770582	-0.188845996	0.011483247	-0.188454865	0.056865627
ANP32AP1	-0.257786584	0.716490381	-0.243310584	0.53619644	-0.238448789	0.715035795
ANP32B	-0.198284472	0.013682255	-0.183805073	0.009018182	-0.18345733	0.045217391
ANP32C	0.268888533	0.796634469	0.280206247	0.564917784	0.299703628	0.740349502
ANP32E	-0.158022266	0.085286514	-0.143603273	0.064568624	-0.14337737	0.172000338
ANPEP	-0.284573818	0.587097377	-0.2691147	0.466999409	-0.256268575	0.616175738
ANTXR1	-0.469362679	0.137120942	-0.454221412	0.061767765	-0.449366621	0.13041099
ANTXR2	0.436463007	0.018160455	0.450795303	0.002481827	0.450012785	0.021181085
ANXA11	-0.120297584	0.20022102	-0.105626829	0.138673985	-0.105012714	0.274828614
ANXA2	0.059782324	0.734095839	0.07422923	0.478191467	0.076200907	0.672587617
ANXA2P2	0.193109165	0.268852824	0.207771094	0.101427467	0.2119906	0.251540853
ANXA2R	1.030538339	0.138467537	1.040143914	0.010354358	1.038294718	0.086679218
ANXA4	-0.033522182	0.855173801	-0.019023435	0.870002849	-0.018828904	0.918009042
ANXA5	-0.194833401	0.015070958	-0.180185031	0.010926196	-0.179342808	0.046063861
ANXA6	-0.281198464	0.002184115	-0.266420605	0.00064681	-0.265805598	0.012922751
ANXA7	0.173770072	0.130448032	0.187917622	0.033737224	0.191217747	0.128978247
ANXA8	-0.353320483	0.003073348	-0.338501919	0.00104015	-0.337147755	0.016527333
ANXA8L1	-0.243020459	0.0745556	-0.228619155	0.045759532	-0.227284389	0.115370676
ANXA9	0.587213542	0.016640552	0.601316312	0.001360719	0.601473143	0.01752395
AOC2	0.187744985	0.650516173	0.202140685	0.416320845	0.22170335	0.547278871
AOC3	0.116020372	0.850469329	0.130011729	0.703893493	0.128310415	0.823890084
AP000251.3	-0.276794329	0.419083029	-0.262644829	0.269069538	-0.260690476	0.433385164
AP000275.65	0.062453333	0.706140317	0.076680071	0.436269997	0.079201774	0.61647682
AP000295.9	-0.198035602	0.036272957	-0.183464186	0.020204356	-0.183392142	0.082161738
AP000304.12	0.247621489	0.022986515	0.262295835	0.002405174	0.263766928	0.033059735
AP000320.6	-0.349681096	0.64053477	-0.333899793	0.46608473	-0.304218898	0.66453236
AP000320.7	0.055875652	0.716290539	0.070336637	0.461386514	0.07211326	0.618170657
AP000347.2	0.078052576	0.877321335	0.092152789	0.734585004	0.092617209	0.840447324
AP000347.4	0.75608215	0.012659717	0.770059634	0.001123218	0.769637553	0.014107609
AP000350.10	-0.372905764	0.004324884	-0.358399712	0.001494535	-0.358651842	0.021151053
AP000437.3	-0.503231988	0.532113528	-0.486953195	0.290465542	-0.435258038	0.57372353
AP000438.2	0.033660329	0.972883518	0.04924046	0.905643278	0.052648161	0.940561266
AP000442.1	0.105981307	0.91867245	0.119512456	0.779637503	0.113069686	0.899919543
AP000487.5	0.007660563	0.991707323	0.021917226	0.960579555	0.026282105	0.967340404
AP000580.1	-0.159588161	0.870771236	-0.147454117	0.781204353	-0.104026965	0.90776291
AP000662.4	0.057545943	0.92020103	0.070929087	0.811367845	0.090996639	0.872386442
AP000688.14	0.464359161	0.455125654	0.47690097	0.174862879	0.469828942	0.374613754
AP000692.9	0.030849388	0.968765363	0.044519042	0.885683954	0.046982892	0.941240237
AP000704.5	0.162865997	0.787685555	0.176166967	0.593969002	0.196194604	0.721193996
AP000721.4	-0.115717741	0.272873135	-0.101283982	0.198372832	-0.101096143	0.366457544
AP000866.1	0.218977842	0.769409019	0.233179361	0.521176042	0.24337469	0.70670877
AP000892.6	-0.193941925	0.842710048	-0.177501661	0.797564229	-0.152002488	0.87131516
AP000936.1	-0.188789037	0.714242247	-0.174576899	0.586764132	-0.170974504	0.70554284
AP001057.1	-0.745684006	0.29835462	-0.72873282	0.098917288	-0.708246027	0.312094704
AP001059.5	-0.651316751	0.309599331	-0.636860189	0.179072191	-0.57020963	0.452030472
AP001062.7	0.442848053	0.031784524	0.457702387	0.005595513	0.465495345	0.03360859
AP001062.8	-0.502085669	0.005519663	-0.487615804	0.001830229	-0.488004614	0.022992394
AP001065.15	-0.510930915	2.51E-08	-0.496629026	1.70E-08	-0.495357315	0.00028576
AP001347.6	-0.234502363	0.770225711	-0.221406232	0.609713328	-0.211642461	0.767810082
AP001372.2	0.489495179	0.02690791	0.503540888	0.004959154	0.50782539	0.036911519
AP001412.1	0.066456458	0.944453954	0.078896287	0.849843948	0.089527845	0.917503473
AP001469.9	-0.152769194	0.525924096	-0.138295638	0.397178643	-0.13762056	0.568462863
AP001505.10	-0.011996169	0.991245585	0.003749686	1	0.021070402	0.98007362
AP001625.6	-0.783203466	0.381789366	-0.761994965	0.198962328	-0.714943418	0.435727116
AP001626.1	-0.729650307	2.04E-10	-0.715494649	4.57E-10	-0.713146957	0.000119684
AP001628.7	0.003760317	0.997183662	0.022075495	0.967035226	0.068465807	0.938798971
AP002884.2	0.112953569	0.456062948	0.127839249	0.185371991	0.133255318	0.359456471
AP003068.23	-0.218313738	0.635914943	-0.20318188	0.46587901	-0.196724558	0.64459955
AP003419.11	0.103269237	0.614831667	0.117774846	0.353799369	0.119400592	0.527303289
AP003774.4	0.348601875	0.153183941	0.363139551	0.038321	0.367302961	0.108433763
AP003900.6	-0.268008261	0.673086552	-0.253310147	0.560932985	-0.230648553	0.731405684
AP006222.2	0.105992645	0.874907422	0.12094778	0.723047185	0.184612436	0.747495157
AP006621.5	0.235257956	0.537315243	0.250113197	0.3063285	0.277967549	0.425861604
AP006621.6	0.066640438	0.950754606	0.076831058	0.910206326	0.160269837	0.868293026
AP006621.9	0.489803674	0.592825606	0.501265509	0.313889057	0.50266707	0.568773421
AP1AR	0.268188098	0.035454912	0.282461886	0.007421636	0.282641723	0.054154845
AP1B1	-0.027947715	0.845556574	-0.013085288	0.875549372	-0.011890754	0.935759556
AP1G1	-0.106643489	0.278097939	-0.09195084	0.212109241	-0.090302968	0.384158329
AP1G2	0.05327918	0.670219782	0.067791601	0.383662857	0.068008713	0.578486071
AP1M1	-0.035413095	0.773744057	-0.020960504	0.789795055	-0.020790134	0.875990352
AP1M2	-0.118421907	0.26119079	-0.103685033	0.176450412	-0.103402039	0.332994968
AP1S1	-0.153805826	0.124096212	-0.139056223	0.071745811	-0.138629694	0.182390084
AP1S2	0.37327448	0.355931609	0.388459091	0.164334061	0.425051293	0.274173934
AP1S3	0.720728447	0.004890626	0.734523498	0.000523312	0.734836002	0.017778215
AP2A1	-0.060375128	0.543022433	-0.04572953	0.512937628	-0.045666995	0.664870387
AP2A2	-0.509305835	0.271418014	-0.496041785	0.031122288	-0.45586094	0.178119048
AP2B1	-0.057661138	0.653896869	-0.042712217	0.590339039	-0.041377295	0.745059369
AP2M1	0.036605887	0.755571746	0.051164378	0.471231641	0.051192687	0.643395808
AP2S1	-0.073006915	0.630567202	-0.058305416	0.526798437	-0.057003956	0.707418167
AP3B1	0.108197737	0.348638955	0.122879919	0.131974605	0.123084902	0.295312746
AP3B2	0.119310036	0.814941992	0.133809657	0.640388134	0.140745026	0.772300763
AP3D1	-0.139430371	0.165916858	-0.124764096	0.101698378	-0.124688821	0.227789455
AP3M1	0.182878647	0.101844222	0.197551872	0.021367788	0.197709617	0.103048226
AP3M2	0.296286509	0.331948262	0.310751208	0.135291863	0.31184242	0.277623493
AP3S1	0.276508423	0.005085544	0.291024469	0.00041962	0.291522609	0.014666537
AP3S2	-0.13907955	0.251368203	-0.124183981	0.145173254	-0.122561677	0.306835085
AP4B1	0.148522361	0.464975694	0.163354958	0.226922588	0.168915656	0.379075
AP4E1	-0.224422467	0.0641191	-0.209944552	0.03302401	-0.209501657	0.120754191
AP4M1	-0.146736618	0.29855946	-0.132077592	0.206918885	-0.130207174	0.35075329
AP4S1	0.22616952	0.343084145	0.240313973	0.14815581	0.239916952	0.268682935
AP5B1	0.309019583	0.005532976	0.32349776	0.000376423	0.32465018	0.014627853
AP5M1	0.551911512	1.94E-05	0.566402628	1.66E-06	0.568379447	0.001221904
AP5S1	0.171163176	0.348757234	0.185552965	0.146853966	0.186031138	0.306431705
AP5Z1	-0.09566252	0.408305219	-0.08114013	0.324994982	-0.081222484	0.494440248
APAF1	0.033858825	0.879623468	0.048902787	0.678177827	0.051849322	0.814584409
APBA3	-0.042256634	0.836343728	-0.027950671	0.822712584	-0.027507279	0.896693029
APBB1IP	-0.503083886	8.45E-06	-0.488402127	1.28E-06	-0.485101779	0.001586802
APBB2	-0.104268637	0.451547742	-0.089861396	0.34194148	-0.089185553	0.544653604
APBB3	0.060581004	0.743057164	0.07529955	0.482410536	0.076137269	0.676690831
APC	0.262806052	0.027442447	0.277325266	0.004192303	0.277109916	0.043690181
APEH	-0.083993832	0.390590162	-0.069309676	0.323262524	-0.069213718	0.49000348
APEX1	-0.125249048	0.202528935	-0.110632372	0.13743523	-0.110585326	0.265816445
APEX2	-0.118847438	0.44899379	-0.103908497	0.306367007	-0.101929695	0.518335768
APH1A	-0.043455768	0.744718991	-0.028673505	0.713931291	-0.028347612	0.828062752
APH1B	0.350019255	0.015485302	0.364756131	0.002079446	0.368184105	0.018149699
API5	0.18244568	0.063532943	0.196969133	0.011965182	0.197125593	0.069719298
API5P1	0.682627325	0.339366999	0.698022419	0.133656022	0.790179049	0.264883778
APIP	0.370558187	0.106283705	0.384783016	0.029632158	0.393842674	0.092436232
APITD1	0.345570054	0.318454418	0.359113616	0.13747026	0.37073331	0.307926968
APITD1-CORT	0.275919093	0.455024928	0.289602819	0.239051434	0.296788944	0.434290657
APLF	0.46626008	0.230599973	0.481030813	0.070031664	0.497735548	0.195803854
APLN	-1.354707605	0.007536443	-1.338311219	0.000957362	-1.331384438	0.023141591
APLP1	0.12492798	0.494488169	0.139154906	0.247867061	0.139889664	0.435043081
APLP2	0.071624172	0.44776693	0.086125695	0.216461049	0.086171949	0.366249053
APMAP	0.153083051	0.123474897	0.167646808	0.023949687	0.167883341	0.098357
APOA2	-1.208320523	0.167954427	-1.188097543	0.059523346	-1.131637238	0.218383128
APOBEC2	-0.404313289	0.218119044	-0.389271112	0.127945207	-0.385438353	0.237238706
APOBEC3B	-0.231350268	0.033341458	-0.216881818	0.020246589	-0.216660533	0.060818781
APOBEC3C	-0.126792767	0.333533874	-0.11202149	0.208497189	-0.111404917	0.385392415
APOBEC3D	-0.058198025	0.844593006	-0.043596098	0.816778069	-0.042513297	0.880107552
APOBEC3F	0.321487732	0.27620882	0.336261484	0.101326943	0.344628429	0.235858413
APOBEC3H	0.376213758	0.125533962	0.39052253	0.032378611	0.390343864	0.10721896
APOBR	-0.144713311	0.304819471	-0.1302404	0.200294026	-0.130492899	0.36024558
APOC1	-0.017949357	0.910554491	-0.003519591	0.977297444	-0.002750172	0.987519667
APOC1P1	-0.083240232	0.898449133	-0.067000973	0.88813849	-0.034937921	0.953974385
APOD	0.308006586	0.004692839	0.322420178	0.000390452	0.32227263	0.015443001
APOE	-0.091423514	0.744752126	-0.077021427	0.673822259	-0.074503391	0.798763019
APOL1	-0.24053686	0.070552674	-0.225728618	0.032176396	-0.224424023	0.098636251
APOL2	-0.060067528	0.703070827	-0.045423758	0.655925961	-0.044475657	0.774255298
APOL3	0.426486318	0.578861618	0.437519145	0.25494335	0.436169945	0.480146891
APOL4	-0.078763125	0.516305945	-0.064051586	0.436697531	-0.062827394	0.61991074
APOL6	-0.315515388	0.007308512	-0.301150337	0.00247953	-0.300763214	0.032107044
APOLD1	-0.042906279	0.836017529	-0.028650732	0.816286547	-0.023733722	0.91670995
APOM	-0.230157793	0.744339974	-0.216516018	0.596656964	-0.205888335	0.771501512
APOO	0.122147903	0.725739163	0.136637208	0.511973451	0.144390336	0.654963986
APOOL	0.014539423	0.924232061	0.02906607	0.725005273	0.028921021	0.836826449
APOPT1	-0.135289833	0.393865232	-0.12090901	0.270521787	-0.119984865	0.457184846
APP	-0.030919565	0.801973684	-0.016177165	0.831350713	-0.015938418	0.898011275
APPBP2	0.167245358	0.146589518	0.181774321	0.038409141	0.182293312	0.134176227
APPL1	0.206005601	0.051395893	0.220805814	0.008535345	0.222122737	0.058446962
APPL2	0.139686719	0.223589629	0.154324668	0.060337782	0.155608259	0.166530582
APRT	-0.120478328	0.25802321	-0.105848383	0.17436275	-0.105814076	0.333143334
APTR	0.262072703	0.310973393	0.276106794	0.130029802	0.280446174	0.256293555
APTX	0.095319202	0.557657059	0.109751341	0.304487404	0.109317954	0.493594026
AQP1	-0.553883142	0.043467364	-0.539107453	0.015834213	-0.532504442	0.066562802
AQP11	-0.023648978	0.953987367	-0.009303525	0.998838516	-0.010538838	0.977195815
AQP3	0.192401656	0.451485712	0.206484835	0.220206651	0.206882131	0.365270295
AQP7	-0.877388023	0.165922216	-0.859970238	0.047810925	-0.849048965	0.179059478
AQR	0.136000955	0.219650145	0.150488659	0.069424903	0.150845735	0.195792867
ARAF	-0.198808324	0.04563296	-0.184089613	0.02003051	-0.183522755	0.085261875
ARAP1	-0.389824747	1.30E-09	-0.375370708	7.01E-08	-0.375107961	0.000324717
ARAP2	0.009210162	0.985674247	0.023334379	0.932074908	0.022546899	0.958907115
ARAP3	-0.022384776	0.983878377	-0.009829433	1	0.005084627	0.995797802
ARCN1	-0.38568653	6.95E-05	-0.370742462	8.65E-06	-0.369426018	0.002480659
AREL1	0.02324869	0.882062687	0.037854612	0.655172678	0.038150279	0.79507805
ARF1	-0.256777109	0.000368753	-0.242208431	0.000580625	-0.242191812	0.007946205
ARF3	-0.062650139	0.622404517	-0.047717858	0.536863235	-0.046706326	0.700634144
ARF4	-0.180458661	0.081674013	-0.165517268	0.041910238	-0.164254667	0.138632977
ARF4-AS1	0.312814482	0.673168052	0.32788331	0.384817699	0.337951346	0.604212654
ARF5	0.073713449	0.599951367	0.088438553	0.287351591	0.088695041	0.489957089
ARF6	-0.10581237	0.306750064	-0.091375879	0.238548019	-0.090989582	0.412806213
ARFGAP1	-0.188331927	0.054990548	-0.173850238	0.031069395	-0.172986321	0.114225904
ARFGAP2	-0.070400099	0.580264386	-0.055969155	0.495502793	-0.055697374	0.663798135
ARFGAP3	0.103015164	0.470580219	0.117358548	0.23337047	0.117171975	0.408465288
ARFGEF1	-0.054752768	0.706179237	-0.040125685	0.65960701	-0.040061054	0.795587624
ARFGEF2	-0.006093092	0.975579057	0.008516778	0.920259539	0.008880142	0.960639125
ARFGEF3	-0.3445726	0.089125193	-0.330319502	0.047881683	-0.330470523	0.14899484
ARFIP1	0.066785629	0.752039576	0.081328633	0.510583547	0.084198459	0.698577793
ARFIP2	-0.123977033	0.158882961	-0.109481156	0.132112893	-0.109459563	0.257101843
ARFRP1	-0.002355292	0.992582677	0.011937332	0.91553362	0.011644193	0.959972174
ARG2	-0.050227062	0.79741988	-0.035984252	0.767660866	-0.029993276	0.883618613
ARGLU1	0.463779041	5.52E-05	0.478210818	1.97E-06	0.478450309	0.002725671
ARHGAP1	-0.200340569	0.0437391	-0.185631241	0.018614564	-0.184930956	0.081745232
ARHGAP10	-0.459153776	4.84E-09	-0.44467037	4.47E-09	-0.444286375	0.000194615
ARHGAP11A	0.130280597	0.654699712	0.144512996	0.407059129	0.143727318	0.578486071
ARHGAP11B	0.108247095	0.833988606	0.123278342	0.660002135	0.136968238	0.772299789
ARHGAP12	-0.108747515	0.299054144	-0.094253553	0.242366102	-0.094294306	0.412485541
ARHGAP17	-0.142109014	0.151785392	-0.127344613	0.09687217	-0.126394759	0.221035912
ARHGAP19	-0.071505717	0.613601032	-0.056704664	0.523872846	-0.055983051	0.694875369
ARHGAP19-SLIT1	-0.157107029	0.504940017	-0.142576015	0.387012664	-0.143097934	0.55397259
ARHGAP20	-1.266510029	0.048899043	-1.247818132	0.006974379	-1.238698079	0.084107946
ARHGAP21	-0.280732604	0.008759175	-0.266398501	0.003521856	-0.26588129	0.036303482
ARHGAP22	0.497728528	0.133702633	0.511778323	0.033978686	0.528047431	0.100727048
ARHGAP23	-0.55622208	0.100717341	-0.541300719	0.004952352	-0.532755364	0.055667254
ARHGAP23P1	-0.212809665	0.738965312	-0.198873116	0.629336239	-0.196534036	0.728321347
ARHGAP26	-0.17567439	0.250380174	-0.161012511	0.160172945	-0.160297333	0.289635805
ARHGAP27	-0.175917789	0.838686112	-0.160338791	0.657189502	-0.14047696	0.83025378
ARHGAP28	-0.00220472	0.99256781	0.012144688	0.908272248	0.011792404	0.955636883
