NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SCARNA4	2	ENSG00000281394:ENSG00000280466	
STAG3	1	ENSG00000066923	
SCARNA5	2	ENSG00000280652:ENSG00000252010	
SCARNA6	2	ENSG00000251791:ENSG00000281388	
SCARNA7	1	ENSG00000238741	
CORO6	1	ENSG00000167549	
TRMT12	1	ENSG00000183665	
TRMT13	1	ENSG00000122435	
ALDH18A1	1	ENSG00000059573	
AMD1P3	1	ENSG00000249286	
CORO7	2	ENSG00000262246:ENSG00000282725	
TRMT11	1	ENSG00000066651	
INKA2	1	ENSG00000197852	
INKA1	1	ENSG00000185614	
GIHCG	2	ENSG00000262349:ENSG00000257698	
MTND6P21	1	ENSG00000223431	
CLIC4	1	ENSG00000169504	
PMS2CL	1	ENSG00000187953	
CLIC3	1	ENSG00000169583	
TTN-AS1	1	ENSG00000237298	
FASTKD1	1	ENSG00000138399	
GDI1	1	ENSG00000203879	
FASTKD2	1	ENSG00000118246	
SH3KBP1	1	ENSG00000147010	
TPI1P1	1	ENSG00000226415	
FAF1	1	ENSG00000185104	
FASTKD3	1	ENSG00000124279	
TPI1P2	1	ENSG00000230359	
FAF2	1	ENSG00000113194	
GDI2	1	ENSG00000057608	
SRP54-AS1	1	ENSG00000258704	
TPI1P3	1	ENSG00000186743	
STAB2	1	ENSG00000136011	
ZBTB8OS	1	ENSG00000176261	
URB1-AS1	1	ENSG00000256073	
STAB1	1	ENSG00000010327	
TPT1P4	1	ENSG00000217027	
TPT1P6	1	ENSG00000214460	
TPT1P5	1	ENSG00000214108	
CLIC1	7	ENSG00000226248:ENSG00000226417:ENSG00000230685:ENSG00000213719:ENSG00000226651:ENSG00000223639:ENSG00000206394	
LINC00174	1	ENSG00000179406	
MAP4K1	1	ENSG00000104814	
PRMT6	1	ENSG00000198890	
MAP4K2	1	ENSG00000168067	
PRMT5	1	ENSG00000100462	
ATP6V0B	1	ENSG00000117410	
MANBA	1	ENSG00000109323	
PRMT8	1	ENSG00000111218	
PRMT7	1	ENSG00000132600	
PRMT2	1	ENSG00000160310	
PRMT1	1	ENSG00000126457	
PRMT3	1	ENSG00000185238	
NAALADL2	1	ENSG00000177694	
NAALADL1	1	ENSG00000168060	
BBS10	1	ENSG00000179941	
BBS12	1	ENSG00000181004	
DUSP5-DT	1	ENSG00000273143	
FASTKD5	1	ENSG00000215251	
KPNB1-DT	1	ENSG00000263766	
WAC	1	ENSG00000095787	
RDH5	1	ENSG00000135437	
SGK3	1	ENSG00000104205	
KPTN	1	ENSG00000118162	
LINC01498	1	ENSG00000247213	
SGK1	1	ENSG00000118515	
UMPS	1	ENSG00000114491	
ENSG00000223969	1	ENSG00000223969	
ATP6V0C	1	ENSG00000185883	
PRMT9	1	ENSG00000164169	
SGK2	1	ENSG00000101049	
RAPSN	1	ENSG00000165917	
AHI1-DT	1	ENSG00000231028	
WAS	1	ENSG00000015285	
LYZL4	1	ENSG00000157093	
CD99P1	1	ENSG00000223773	
TLDC2	1	ENSG00000101342	
MAP4K5	1	ENSG00000012983	
MPZL3	1	ENSG00000160588	
CORIN	1	ENSG00000145244	
MAP4K3	1	ENSG00000011566	
MPZL1	1	ENSG00000197965	
THRB-AS1	1	ENSG00000228791	
MAP4K4	1	ENSG00000071054	
MPZL2	1	ENSG00000149573	
C16orf46-DT	1	ENSG00000245059	
STAC3	1	ENSG00000185482	
LILRB3	4	ENSG00000275019:ENSG00000204577:ENSG00000277816:ENSG00000274587	
TJP1	2	ENSG00000277401:ENSG00000104067	
TPPP3	1	ENSG00000159713	
BSG-AS1	1	ENSG00000267751	
TOMM7	1	ENSG00000196683	
TJP3	1	ENSG00000105289	
TOMM5	1	ENSG00000175768	
TJP2	1	ENSG00000119139	
TOMM6	1	ENSG00000214736	
PPP1R26-AS1	1	ENSG00000225361	
PMS2P9	1	ENSG00000233448	
PMS2P8	1	ENSG00000273897	
PMS2P7	1	ENSG00000229018	
AMY2B	1	ENSG00000240038	
PMS2P6	1	ENSG00000174384	
RBFADN	1	ENSG00000261126	
PMS2P5	1	ENSG00000123965	
PMS2P4	1	ENSG00000067601	
EFNA4-EFNA3	1	ENSG00000251246	
ARID4A	1	ENSG00000032219	
ARID4B	1	ENSG00000054267	
TMEM140	1	ENSG00000146859	
MANEA	1	ENSG00000172469	
PCAT1	1	ENSG00000253438	
TMEM141	1	ENSG00000244187	
TMEM143	1	ENSG00000161558	
RDM1	2	ENSG00000278023:ENSG00000276432	
TMEM144	1	ENSG00000164124	
TMEM145	1	ENSG00000167619	
TMEM147	1	ENSG00000105677	
PTTG1	1	ENSG00000164611	
PCAT6	1	ENSG00000228288	
PCAT7	1	ENSG00000231806	
PDE8B	1	ENSG00000113231	
PDE8A	1	ENSG00000073417	
TMEM14A	1	ENSG00000096092	
TMEM14B	1	ENSG00000137210	
TMEM14C	1	ENSG00000111843	
UNC5CL	1	ENSG00000124602	
ARID5A	1	ENSG00000196843	
ARID5B	1	ENSG00000150347	
CGRRF1	1	ENSG00000100532	
TMEM130	1	ENSG00000166448	
TMEM131	1	ENSG00000075568	
SGO1	1	ENSG00000129810	
CCDC28A-AS1	1	ENSG00000279968	
SGO2	1	ENSG00000163535	
TMEM134	1	ENSG00000172663	
TMEM135	1	ENSG00000166575	
DNAJC30	1	ENSG00000176410	
TMEM138	1	ENSG00000149483	
TMEM139	1	ENSG00000178826	
PMS2P3	1	ENSG00000127957	
PMS2P2	1	ENSG00000278416	
PMS2P1	1	ENSG00000078319	
LMX1B	1	ENSG00000136944	
UGDH-AS1	1	ENSG00000249348	
STAM2	1	ENSG00000115145	
PDE9A	1	ENSG00000160191	
FAIM	1	ENSG00000158234	
ATP6V1A	1	ENSG00000114573	
DBF4P1	1	ENSG00000235489	
OR2C1	1	ENSG00000168158	
DNAJC22	1	ENSG00000178401	
DNAJC24	1	ENSG00000170946	
C16orf95-DT	1	ENSG00000270006	
DNAJC25	1	ENSG00000059769	
DNAJC27	1	ENSG00000115137	
DNAJC28	2	ENSG00000177692:ENSG00000262911	
SEL1L3	1	ENSG00000091490	
TMEM121	1	ENSG00000184986	
TMEM123	1	ENSG00000152558	
ASIC4	1	ENSG00000072182	
TMEM125	1	ENSG00000179178	
HSPA8P15	1	ENSG00000219395	
SOHLH1	1	ENSG00000165643	
PODXL	1	ENSG00000128567	
TMEM127	1	ENSG00000135956	
BICD1-AS1	1	ENSG00000257530	
TMEM128	1	ENSG00000132406	
DNAJC21	1	ENSG00000168724	
SOHLH2	1	ENSG00000120669	
TMEM129	1	ENSG00000168936	
HSPA8P11	1	ENSG00000248159	
ATP6V1H	1	ENSG00000047249	
STAP2	1	ENSG00000178078	
HSPA8P14	1	ENSG00000257539	
SUDS3	1	ENSG00000111707	
OR2B6	1	ENSG00000124657	
ASIC3	1	ENSG00000213199	
ATP6V1D	1	ENSG00000100554	
ASIC1	1	ENSG00000110881	
ATP6V1F	1	ENSG00000128524	
DNAJC19	1	ENSG00000205981	
EPHX2	1	ENSG00000120915	
EPHX1	1	ENSG00000143819	
DNAJC11	1	ENSG00000007923	
EPHX4	1	ENSG00000172031	
EPHX3	1	ENSG00000105131	
DNAJC13	1	ENSG00000138246	
DNAJC14	1	ENSG00000135392	
DNAJC15	1	ENSG00000120675	
DNAJC16	1	ENSG00000116138	
DNAJC17	1	ENSG00000104129	
DNAJC18	1	ENSG00000170464	
ERVK3-1	1	ENSG00000142396	
TMEM115	1	ENSG00000126062	
TMEM116	1	ENSG00000198270	
TMEM117	1	ENSG00000139173	
DNAJC10	1	ENSG00000077232	
TMEM119	1	ENSG00000183160	
OR2A7	1	ENSG00000243896	
POC1B-GALNT4	1	ENSG00000259075	
OR2A4	1	ENSG00000180658	
ACADVL	1	ENSG00000072778	
MCTP1	1	ENSG00000175471	
IMPDH1P10	1	ENSG00000232133	
FRMD6-AS2	1	ENSG00000258537	
ELAVL1	1	ENSG00000066044	
SGSH	1	ENSG00000181523	
TMEM101	1	ENSG00000091947	
KRT10-AS1	1	ENSG00000167920	
RNU2-68P	1	ENSG00000222810	
TMEM102	1	ENSG00000181284	
UPK1A	1	ENSG00000105668	
MIR512-1	1	ENSG00000207645	
TMEM104	1	ENSG00000109066	
MIR512-2	1	ENSG00000207644	
TMEM105	1	ENSG00000185332	
ENOSF1	1	ENSG00000132199	
TMEM107	1	ENSG00000179029	
PDE4A	1	ENSG00000065989	
TMEM109	1	ENSG00000110108	
HIBCH	1	ENSG00000198130	
GARIN1A	1	ENSG00000205085	
PDE4D	1	ENSG00000113448	
PDE4C	1	ENSG00000105650	
ARID1A	1	ENSG00000117713	
UPK3B	2	ENSG00000276184:ENSG00000243566	
ARID1B	1	ENSG00000049618	
LATS1	1	ENSG00000131023	
LATS2	1	ENSG00000150457	
EHHADH	1	ENSG00000113790	
RCN1P2	1	ENSG00000214455	
PDE5A	1	ENSG00000138735	
SLC6A21P	1	ENSG00000269009	
MCTP2	1	ENSG00000140563	
FAN1	2	ENSG00000276787:ENSG00000198690	
POLDIP2	1	ENSG00000004142	
POLDIP3	1	ENSG00000100227	
IER5L	1	ENSG00000188483	
WIZ	1	ENSG00000011451	
DBF4B	1	ENSG00000161692	
CZIB	1	ENSG00000162384	
SLC22A18AS	2	ENSG00000274454:ENSG00000254827	
PDE6D	1	ENSG00000156973	
PDE6C	1	ENSG00000095464	
PDE6B	1	ENSG00000133256	
APOC1P1	1	ENSG00000214855	
ATE1	1	ENSG00000107669	
SGTB	1	ENSG00000197860	
WTAP	1	ENSG00000146457	
OR2F1	1	ENSG00000213215	
PDE6G	1	ENSG00000185527	
SGTA	1	ENSG00000104969	
DTNBP1	1	ENSG00000047579	
ZFC3H1	1	ENSG00000133858	
ARID3A	1	ENSG00000116017	
ARID3B	1	ENSG00000179361	
ARID3C	1	ENSG00000205143	
SH3YL1	1	ENSG00000035115	
LTBR	1	ENSG00000111321	
PDE7B	1	ENSG00000171408	
PDE7A	1	ENSG00000205268	
ATF1	1	ENSG00000123268	
ATF2	1	ENSG00000115966	
PRMT5-AS1	1	ENSG00000237054	
MT-CO1	1	ENSG00000198804	
TESK1	1	ENSG00000107140	
TESK2	1	ENSG00000070759	
NDST2	1	ENSG00000166507	
ENDOU	1	ENSG00000111405	
NDST1	1	ENSG00000070614	
ENDOV	1	ENSG00000173818	
TUBBP10	1	ENSG00000226147	
EBLN3P	1	ENSG00000281649	
FOXO3B	1	ENSG00000240445	
SUPT20H	1	ENSG00000102710	
WLS	1	ENSG00000116729	
ATG3	1	ENSG00000144848	
ENDOG	1	ENSG00000167136	
ISM1-AS1	1	ENSG00000226263	
MCEMP1	1	ENSG00000183019	
CD2AP	1	ENSG00000198087	
ATF7	1	ENSG00000170653	
FAR1	1	ENSG00000197601	
MT-CO2	1	ENSG00000198712	
FAR2	1	ENSG00000064763	
MT-CO3	1	ENSG00000198938	
ATF5	1	ENSG00000169136	
ATF6	1	ENSG00000118217	
ATF3	1	ENSG00000162772	
ATF4	1	ENSG00000128272	
FOXO1B	1	ENSG00000214295	
RPL11P1	1	ENSG00000227394	
GATA6	1	ENSG00000141448	
PDGFB	1	ENSG00000100311	
TPRG1L	1	ENSG00000158109	
PDGFA	1	ENSG00000197461	
GATA4	1	ENSG00000136574	
GATA3	1	ENSG00000107485	
GATA2	1	ENSG00000179348	
CIAO3	1	ENSG00000103245	
GAS2L1P2	1	ENSG00000228376	
CIAO1	1	ENSG00000144021	
EPB41L5	1	ENSG00000115109	
DNPEP-AS1	1	ENSG00000229525	
EPB41L1	1	ENSG00000088367	
EPB41L2	1	ENSG00000079819	
PDGFD	1	ENSG00000170962	
EPB41L3	1	ENSG00000082397	
PDGFC	1	ENSG00000145431	
PIP5K1A	1	ENSG00000143398	
RPL11P3	2	ENSG00000283120:ENSG00000213613	
PIP5K1B	1	ENSG00000107242	
PIP5K1C	1	ENSG00000186111	
ATG7	1	ENSG00000197548	
ATG5	1	ENSG00000057663	
CRIP1P3	1	ENSG00000227109	
VANGL1	1	ENSG00000173218	
GAS2L1P1	1	ENSG00000229511	
VANGL2	1	ENSG00000162738	
TRIM7-AS2	1	ENSG00000250222	
PRXL2A	1	ENSG00000122378	
NDUFA3P4	1	ENSG00000259262	
PRXL2B	2	ENSG00000157870:ENSG00000275125	
FASN	1	ENSG00000169710	
PRXL2C	1	ENSG00000158122	
NDUFA3P6	1	ENSG00000262366	
FAT1	1	ENSG00000083857	
FAT2	1	ENSG00000086570	
PYDC1	1	ENSG00000169900	
TRIM7-AS1	1	ENSG00000250900	
FAT4	1	ENSG00000196159	
HNRNPA1L3	1	ENSG00000224578	
HNRNPA1L2	1	ENSG00000139675	
LIN54	1	ENSG00000189308	
BHLHE41	1	ENSG00000123095	
HOXC13	1	ENSG00000123364	
HOXC12	1	ENSG00000123407	
HOXC10	1	ENSG00000180818	
SMPD3	1	ENSG00000103056	
GLTC1	1	ENSG00000255306	
RPL37P6	1	ENSG00000241431	
SMPD2	1	ENSG00000135587	
PINK1-AS	1	ENSG00000117242	
SMPD5	1	ENSG00000204791	
ATIC	1	ENSG00000138363	
SMPD4	1	ENSG00000136699	
HM13-IT1	1	ENSG00000235313	
SMPD1	1	ENSG00000166311	
TCP11L1	1	ENSG00000176148	
TCP11L2	1	ENSG00000166046	
RPL37P3	1	ENSG00000215369	
ENOPH1	1	ENSG00000145293	
RPL37P2	1	ENSG00000239559	
LIN52	1	ENSG00000205659	
GATD1	1	ENSG00000177225	
GATD3	1	ENSG00000160221	
GTSE1-DT	1	ENSG00000277232	
CDC20B	1	ENSG00000164287	
PHF20L1	1	ENSG00000129292	
RNU2-27P	1	ENSG00000251994	
SAMD5	1	ENSG00000203727	
TPSD1	1	ENSG00000095917	
SAMD8	1	ENSG00000156671	
ATL3	1	ENSG00000184743	
LIN37	1	ENSG00000267796	
SAMD9	1	ENSG00000205413	
ATL1	1	ENSG00000198513	
FAXC	1	ENSG00000146267	
ATL2	1	ENSG00000119787	
WRN	1	ENSG00000165392	
FAM201A	1	ENSG00000204860	
CNPY4	1	ENSG00000166997	
CSGALNACT2-DT	1	ENSG00000273008	
RPL10AP6	1	ENSG00000226360	
ENSG00000187951	1	ENSG00000187951	
RPL10AP2	1	ENSG00000188873	
FPGT-TNNI3K	1	ENSG00000259030	
SAMD1	1	ENSG00000141858	
LIMS4	1	ENSG00000256671	
LIMS3	1	ENSG00000256977	
C4orf3	1	ENSG00000164096	
EMC1-AS1	1	ENSG00000230424	
TMEM272	1	ENSG00000281106	
WTIP	1	ENSG00000142279	
TMEM273	1	ENSG00000204161	
CROCC2	1	ENSG00000226321	
TMEM275	1	ENSG00000282881	
FAM200C	1	ENSG00000221886	
FAM200B	1	ENSG00000237765	
RPL24P8	1	ENSG00000236801	
FAM200A	1	ENSG00000221909	
ACTN4P1	1	ENSG00000213493	
WT1	1	ENSG00000184937	
SLMAP	1	ENSG00000163681	
HNRNPA1P4	1	ENSG00000206228	
RPL24P2	1	ENSG00000235065	
HNRNPA1P7	1	ENSG00000215492	
EBAG9	1	ENSG00000147654	
RPL24P4	1	ENSG00000181524	
LIMS2	1	ENSG00000072163	
RPL24P6	1	ENSG00000236844	
HNRNPA1P8	1	ENSG00000229251	
LIMS1	1	ENSG00000169756	
LINC02322	1	ENSG00000258556	
LINC02321	1	ENSG00000258884	
RNU6-125P	1	ENSG00000207234	
ATN1	1	ENSG00000111676	
LTN1	1	ENSG00000198862	
FAM204A	1	ENSG00000165669	
HHAT	2	ENSG00000054392:ENSG00000280680	
CEP250	1	ENSG00000126001	
CYP2T1P	1	ENSG00000233622	
EIF1AY	1	ENSG00000198692	
EIF1AX	1	ENSG00000173674	
RAD21L1	1	ENSG00000244588	
CNPY2	1	ENSG00000257727	
CNPY3	1	ENSG00000137161	
CDC25C	1	ENSG00000158402	
NCCRP1	1	ENSG00000188505	
CDC25A	1	ENSG00000164045	
CDC25B	1	ENSG00000101224	
TPST2	1	ENSG00000128294	
TPST1	1	ENSG00000169902	
RN7SL166P	1	ENSG00000275014	
LPAL2	1	ENSG00000213071	
LINC02308	1	ENSG00000258675	
FLJ30679	1	ENSG00000280278	
SHC4	1	ENSG00000185634	
LINC01011	1	ENSG00000244041	
LINC01012	1	ENSG00000281706	
SHC2	1	ENSG00000129946	
SHC3	1	ENSG00000148082	
SHC1	1	ENSG00000160691	
LINC02340	1	ENSG00000275294	
LIN7C	1	ENSG00000148943	
LIN7B	1	ENSG00000104863	
EIF1AD	1	ENSG00000175376	
RN7SL165P	1	ENSG00000241188	
TKFC	1	ENSG00000149476	
EIF4EBP1	1	ENSG00000187840	
LINC01007	1	ENSG00000233123	
EIF4EBP2	1	ENSG00000148730	
EIF4EBP3	1	ENSG00000243056	
ENSG00000271776	1	ENSG00000271776	
LINC01003	1	ENSG00000261455	
LINC01004	1	ENSG00000228393	
CD276	1	ENSG00000103855	
HHATL	1	ENSG00000010282	
LINC01001	1	ENSG00000230724	
LINC01002	1	ENSG00000282508	
RNU6-126P	1	ENSG00000252494	
MFSD6L	1	ENSG00000185156	
LTO1	1	ENSG00000149716	
DDX11-AS1	1	ENSG00000245614	
LINC02328	1	ENSG00000258733	
DPH6-DT	1	ENSG00000248079	
LINC02327	1	ENSG00000258038	
TSPY26P	1	ENSG00000235217	
MT-CYB	1	ENSG00000198727	
SHBG	1	ENSG00000129214	
LINC02323	1	ENSG00000259230	
LINC02326	1	ENSG00000257523	
LRGUK	1	ENSG00000155530	
LEAP2	1	ENSG00000164406	
MCMDC2	1	ENSG00000178460	
AKAP8L	1	ENSG00000011243	
ZNF286A-TBC1D26	1	ENSG00000255104	
TSPAN12	1	ENSG00000106025	
TSPAN11	1	ENSG00000110900	
TSPAN10	1	ENSG00000182612	
HSPB2-C11orf52	1	ENSG00000254445	
HHEX	1	ENSG00000152804	
SLC25A24P1	1	ENSG00000241361	
ARPP19P1	1	ENSG00000231228	
SLC25A24P2	1	ENSG00000238118	
CEP290	1	ENSG00000198707	
UBE2F-SCLY	1	ENSG00000258984	
UNKL	1	ENSG00000059145	
APAF1	1	ENSG00000120868	
CEP295	1	ENSG00000166004	
ATRX	1	ENSG00000085224	
ATRN	1	ENSG00000088812	
RN7SK	1	ENSG00000283293	
TMBIM4	1	ENSG00000155957	
HAND1	1	ENSG00000113196	
TMBIM1	1	ENSG00000135926	
TMBIM6	1	ENSG00000139644	
TPSP2	1	ENSG00000260284	
PRPS2	1	ENSG00000101911	
PRPS1	1	ENSG00000147224	
MIR526A2	1	ENSG00000211532	
WAC-AS1	1	ENSG00000254635	
PBXIP1	1	ENSG00000163346	
TSPAN33	1	ENSG00000158457	
DEPP1	1	ENSG00000165507	
TSPAN32	1	ENSG00000064201	
TSPAN31	1	ENSG00000135452	
HEPFAL	1	ENSG00000274225	
KCTD20	1	ENSG00000112078	
KCTD21	1	ENSG00000188997	
PCDH1	1	ENSG00000156453	
H2AZ1	1	ENSG00000164032	
H2AZ2	1	ENSG00000105968	
MARCKSL1	1	ENSG00000175130	
MID1IP1	1	ENSG00000165175	
PCDH8	1	ENSG00000136099	
KIAA1549L	1	ENSG00000110427	
SYT16	1	ENSG00000139973	
SYT15	1	ENSG00000204176	
FAM209B	1	ENSG00000213714	
FAM209A	1	ENSG00000124103	
REC8	1	ENSG00000100918	
SUGCT	1	ENSG00000175600	
SYT17	1	ENSG00000103528	
TSPAN15	1	ENSG00000099282	
TSPAN14	1	ENSG00000108219	
TSPAN13	1	ENSG00000106537	
SYT12	1	ENSG00000173227	
SYT11	1	ENSG00000132718	
TSPAN17	1	ENSG00000048140	
CD247	1	ENSG00000198821	
PIK3AP1	1	ENSG00000155629	
SHFL	1	ENSG00000130813	
RECK	1	ENSG00000122707	
KDM2B-DT	1	ENSG00000256742	
DMGDH	1	ENSG00000132837	
LTV1	1	ENSG00000135521	
SMARCAL1	1	ENSG00000138375	
RNU6-383P	1	ENSG00000222796	
LINC02289	1	ENSG00000258819	
NUDT1	1	ENSG00000106268	
RPS3AP20	1	ENSG00000213757	
NUDT2	1	ENSG00000164978	
NTAQ1	1	ENSG00000156795	
LINC02280	1	ENSG00000260792	
NUDT5	1	ENSG00000165609	
NUDT6	1	ENSG00000170917	
CHUK-DT	1	ENSG00000227492	
RPS3AP24	1	ENSG00000217684	
RPS3AP21	1	ENSG00000214784	
NUDT3	1	ENSG00000272325	
IL27RA	1	ENSG00000104998	
MCCC1-AS1	1	ENSG00000243368	
NUDT4	1	ENSG00000173598	
RPS3AP25	1	ENSG00000232385	
RPS3AP26	1	ENSG00000214389	
MAP4K3-DT	1	ENSG00000231312	
RPS3AP29	1	ENSG00000237818	
MFSD2B	1	ENSG00000205639	
MFSD2A	1	ENSG00000168389	
KCTD19	1	ENSG00000168676	
RIIAD1	1	ENSG00000178796	
MFSD11	1	ENSG00000092931	
MFSD12	1	ENSG00000161091	
ENSG00000207130	1	ENSG00000207130	
MFSD10	1	ENSG00000109736	
SRPK2P	1	ENSG00000253431	
KCTD10	1	ENSG00000110906	
RPS3AP18	1	ENSG00000243417	
KCTD13	1	ENSG00000174943	
KCTD14	1	ENSG00000151364	
KCTD11	1	ENSG00000213859	
KCTD12	1	ENSG00000178695	
MGARP	1	ENSG00000137463	
BCORL1	1	ENSG00000085185	
KCTD17	1	ENSG00000100379	
KCTD18	1	ENSG00000155729	
LINC02268	1	ENSG00000248174	
KCTD15	1	ENSG00000153885	
KCTD16	1	ENSG00000183775	
USHBP1	1	ENSG00000130307	
FBF1	1	ENSG00000188878	
LPAR1	1	ENSG00000198121	
LPAR2	1	ENSG00000064547	
LPAR3	1	ENSG00000171517	
RPS3AP40	1	ENSG00000243672	
MBTD1	1	ENSG00000011258	
RPS3AP49	1	ENSG00000242060	
RPS3AP47	1	ENSG00000205871	
PP12613	1	ENSG00000226757	
MAL2-AS1	1	ENSG00000253972	
CEP192	1	ENSG00000101639	
ENSG00000232124	1	ENSG00000232124	
DMAC2L	1	ENSG00000125375	
LINC02298	1	ENSG00000257556	
RPS12P27	1	ENSG00000240435	
STAT5A	1	ENSG00000126561	
RNU6-384P	1	ENSG00000201770	
LINC02297	1	ENSG00000257504	
RPS12P26	1	ENSG00000225193	
STAT5B	1	ENSG00000173757	
ZNRD2-DT	1	ENSG00000260233	
LINC02293	1	ENSG00000257185	
GREB1	1	ENSG00000196208	
OSGIN1	1	ENSG00000140961	
BSDC1	1	ENSG00000160058	
OSGIN2	1	ENSG00000164823	
NTAN1	2	ENSG00000275779:ENSG00000157045	
RPS3AP34	1	ENSG00000242607	
AIMP1	1	ENSG00000164022	
RPS3AP38	1	ENSG00000226318	
AIMP2	1	ENSG00000106305	
RPS3AP39	1	ENSG00000237226	
ALDH6A1	1	ENSG00000119711	
RPS3AP37	1	ENSG00000227583	
UBAC2-AS1	1	ENSG00000228889	
LPAR5	1	ENSG00000184574	
CD209	1	ENSG00000090659	
CD207	1	ENSG00000116031	
KYAT3	1	ENSG00000137944	
KYAT1	1	ENSG00000171097	
FAM76AP1	1	ENSG00000250983	
MRAP2	1	ENSG00000135324	
CD200	1	ENSG00000091972	
RPL17-C18orf32	1	ENSG00000215472	
SUGP2	1	ENSG00000064607	
ENSG00000233461	1	ENSG00000233461	
SUGP1	1	ENSG00000105705	
DHRS12	1	ENSG00000102796	
LINC02243	1	ENSG00000236091	
DHRS13	1	ENSG00000167536	
LINC02245	1	ENSG00000237638	
DHRS11	2	ENSG00000275397:ENSG00000278535	
TBX2-AS1	1	ENSG00000267280	
FBH1	1	ENSG00000134452	
LINC02241	1	ENSG00000251629	
IL27	1	ENSG00000197272	
B3GNTL1	2	ENSG00000277033:ENSG00000175711	
SH3RF1	1	ENSG00000154447	
WFDC2	1	ENSG00000101443	
WFDC3	1	ENSG00000124116	
AKAP12	1	ENSG00000131016	
AKAP13	1	ENSG00000170776	
AKAP10	1	ENSG00000108599	
AKAP11	1	ENSG00000023516	
AKAP14	1	ENSG00000186471	
SVIL-AS1	1	ENSG00000224597	
LINC02236	1	ENSG00000251365	
LINC02235	1	ENSG00000254689	
SPTAN1	1	ENSG00000197694	
IL10	1	ENSG00000136634	
IL11	1	ENSG00000095752	
LINC02234	1	ENSG00000248202	
PRORSD1P	1	ENSG00000162997	
ATMIN	1	ENSG00000166454	
IL15	1	ENSG00000164136	
PABPC4	1	ENSG00000090621	
FLNC-AS1	1	ENSG00000242902	
IL13	1	ENSG00000169194	
IL18	1	ENSG00000150782	
IL16	1	ENSG00000172349	
RNF157-AS1	1	ENSG00000267128	
IL1A	1	ENSG00000115008	
RPS24P17	1	ENSG00000243988	
SNX18P12	1	ENSG00000279718	
PABPC3	1	ENSG00000151846	
PABPC1	1	ENSG00000070756	
SEPTIN7-DT	1	ENSG00000228878	
LINC02267	1	ENSG00000248510	
TAGLN	1	ENSG00000149591	
LINC02266	1	ENSG00000272727	
RELA	1	ENSG00000173039	
RELB	1	ENSG00000104856	
RPS24P19	1	ENSG00000227008	
MFSD4A	1	ENSG00000174514	
REM1	1	ENSG00000088320	
PDZD11	1	ENSG00000120509	
MGAT5	1	ENSG00000152127	
MGAT3	1	ENSG00000128268	
SHOX	1	ENSG00000185960	
MGAT1	1	ENSG00000131446	
MGAT2	1	ENSG00000168282	
RELT	1	ENSG00000054967	
MFSD4B	1	ENSG00000173214	
REM2	1	ENSG00000139890	
H2BC9	1	ENSG00000275713	
IL32	1	ENSG00000008517	
LINC02253	1	ENSG00000259485	
H2BC7	1	ENSG00000277224	
LINC02256	1	ENSG00000261064	
LINC02255	1	ENSG00000277718	
H2BC8	1	ENSG00000273802	
H2BC5	1	ENSG00000158373	
PNPLA7	1	ENSG00000130653	
H2BC6	1	ENSG00000274290	
IL37	1	ENSG00000125571	
PNPLA8	1	ENSG00000135241	
IL34	1	ENSG00000157368	
H2BC4	1	ENSG00000180596	
PCDHB15	1	ENSG00000113248	
VEGFB	1	ENSG00000173511	
PCDHB14	1	ENSG00000120327	
VEGFC	1	ENSG00000150630	
PCDHB13	1	ENSG00000187372	
PCDHB12	1	ENSG00000120328	
PCDHB11	1	ENSG00000197479	
PCDHB10	1	ENSG00000120324	
BUB1B-PAK6	1	ENSG00000259288	
VEGFA	1	ENSG00000112715	
NUDT9	1	ENSG00000170502	
CD63-AS1	1	ENSG00000258056	
SH3RF3	1	ENSG00000172985	
SH3RF2	1	ENSG00000156463	
NUDT7	1	ENSG00000140876	
MIS18A	1	ENSG00000159055	
NUDT8	1	ENSG00000167799	
HNRNPA2B1	1	ENSG00000122566	
OTULIN	1	ENSG00000154124	
PCDHB16	1	ENSG00000272674	
PNPLA3	1	ENSG00000100344	
AGGF1	1	ENSG00000164252	
CCNYL1	1	ENSG00000163249	
PNPLA4	1	ENSG00000006757	
PNPLA6	1	ENSG00000032444	
KIAA1958	1	ENSG00000165185	
LINC02247	1	ENSG00000223729	
LINC02246	1	ENSG00000281903	
PNPLA1	1	ENSG00000180316	
PNPLA2	1	ENSG00000177666	
UBE3C	1	ENSG00000009335	
ZFAND4	1	ENSG00000172671	
UBE3D	1	ENSG00000118420	
ZFAND3	1	ENSG00000156639	
ZFAND6	1	ENSG00000086666	
ZFAND5	1	ENSG00000107372	
UBE3A	1	ENSG00000114062	
SBF2-AS1	1	ENSG00000246273	
TMEM260	1	ENSG00000070269	
UBE3B	1	ENSG00000151148	
ZFAND1	1	ENSG00000104231	
UBE2Z	1	ENSG00000159202	
TMEM262	1	ENSG00000187066	
TMEM263	1	ENSG00000151135	
TMEM265	1	ENSG00000281991	
TMEM266	1	ENSG00000169758	
TMEM267	1	ENSG00000151881	
TMEM268	1	ENSG00000157693	
TMEM269	1	ENSG00000274386	
IL6R	1	ENSG00000160712	
GEN1	1	ENSG00000178295	
TPTE2	1	ENSG00000132958	
IL4R	1	ENSG00000077238	
DNAJB5-DT	1	ENSG00000281491	
