NAME	TITLE	SCORE	
TAF9B	TATA-box binding protein associated factor 9b [Source:HGNC Symbol;Acc:HGNC:17306]	0.85664016	
MSANTD1	Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]	0.8564892	
ORAI1	ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:HGNC:25896]	0.85613936	
CCDC187	coiled-coil domain containing 187 [Source:HGNC Symbol;Acc:HGNC:30942]	0.85609275	
ENSG00000260279	novel transcript, antisense to ANKRD11	0.856069	
TLCD4-RWDD3	TLCD4-RWDD3 readthrough [Source:HGNC Symbol;Acc:HGNC:49388]	0.8560576	
CASS4	Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]	0.8551608	
LINC02918	long intergenic non-protein coding RNA 2918 [Source:HGNC Symbol;Acc:HGNC:55649]	0.8548434	
CDON	cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]	0.85433114	
ARMH1	armadillo like helical domain containing 1 [Source:HGNC Symbol;Acc:HGNC:34345]	0.85373944	
FAM90A1	family with sequence similarity 90 member A1 [Source:HGNC Symbol;Acc:HGNC:25526]	0.8536775	
FAM171A2	family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480]	0.8534881	
IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]	0.8533384	
SLC1A7	solute carrier family 1 member 7 [Source:HGNC Symbol;Acc:HGNC:10945]	0.8531776	
FAIM2	Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]	0.8531538	
PIERCE1	piercer of microtubule wall 1 [Source:HGNC Symbol;Acc:HGNC:28435]	0.8530379	
CTSL	cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]	0.85302794	
ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	0.8528901	
POC1B-AS1	POC1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52949]	0.8525118	
TTC7A	tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]	0.85248595	
HOXA1	homeobox A1 [Source:HGNC Symbol;Acc:HGNC:5099]	0.8523544	
DNAH12	dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]	0.8522667	
PABIR3	PABIR family member 3 [Source:HGNC Symbol;Acc:HGNC:25202]	0.8521927	
AQP8	aquaporin 8 [Source:HGNC Symbol;Acc:HGNC:642]	0.8518963	
ATG4A	autophagy related 4A cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:16489]	0.8515792	
FAM215A	family with sequence similarity 215 member A [Source:HGNC Symbol;Acc:HGNC:17505]	0.85124785	
RPL12P27	ribosomal protein L12 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:36916]	0.8507408	
ADCY10P1	ADCY10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44143]	0.8506923	
ZNF680	zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]	0.8501899	
ETV3L	ETS variant transcription factor 3 like [Source:HGNC Symbol;Acc:HGNC:33834]	0.84996545	
DOK3	docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583]	0.8498268	
IFIT1	interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]	0.8497295	
TLCD4	TLC domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26477]	0.84952766	
ONECUT3	one cut homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13399]	0.84952146	
EZH2P1	enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39918]	0.8491216	
NDUFV2-AS1	NDUFV2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50826]	0.8491183	
ETFRF1	electron transfer flavoprotein regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:27052]	0.84852695	
TAFA2	TAFA chemokine like family member 2 [Source:HGNC Symbol;Acc:HGNC:21589]	0.84837765	
GGH	gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]	0.84818393	
ETAA1	ETAA1 activator of ATR kinase [Source:HGNC Symbol;Acc:HGNC:24648]	0.8476899	
DNASE1L2	deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]	0.84730774	
SPC25	SPC25 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24031]	0.8470919	
DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]	0.8469831	
ZNF849P	zinc finger protein 849, pseudogene [Source:HGNC Symbol;Acc:HGNC:34389]	0.84692913	
RPL21P80	ribosomal protein L21 pseudogene 80 [Source:HGNC Symbol;Acc:HGNC:35697]	0.8468251	
GOLM1	golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]	0.84674376	
MYORG	myogenesis regulating glycosidase (putative) [Source:HGNC Symbol;Acc:HGNC:19918]	0.8465453	
ZNF684	zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418]	0.8464579	
ACVR2A	activin A receptor type 2A [Source:HGNC Symbol;Acc:HGNC:173]	0.84625113	
RSPH10B	radial spoke head 10 homolog B [Source:HGNC Symbol;Acc:HGNC:27362]	0.84549695	
CERNA3	competing endogenous lncRNA 3 for miR-645 [Source:HGNC Symbol;Acc:HGNC:53469]	0.8452443	
ENSG00000236935	novel transcript	0.8452443	
MYRFL	myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]	0.8452443	
TPI1P3	triosephosphate isomerase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38070]	0.8452443	
HIKESHIP2	HIKESHI pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54902]	0.8452443	
ARRDC1-AS1	ARRDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23395]	0.8451637	
ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]	0.8451619	
OR7E125P	olfactory receptor family 7 subfamily E member 125 pseudogene [Source:HGNC Symbol;Acc:HGNC:15098]	0.8450892	
MYLK2	myosin light chain kinase 2 [Source:HGNC Symbol;Acc:HGNC:16243]	0.8443645	
SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	0.8441279	
AHI1	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]	0.84412533	
TIGAR	TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]	0.84369737	
ENSG00000232528	pseudogene similar to F830045P16Rik	0.84367085	
PRPF38AP2	PRP38 domain containing A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44693]	0.84367085	
LRIG2-DT	LRIG2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54312]	0.84359187	
HK2-DT	HK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55204]	0.8434229	
TARS3	threonyl-tRNA synthetase 3 [Source:HGNC Symbol;Acc:HGNC:24728]	0.84334874	
RHBDL2	rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]	0.8428564	
LPCAT3	lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]	0.84263736	
MIR6807	microRNA 6807 [Source:HGNC Symbol;Acc:HGNC:50191]	0.8425745	
MAFB	MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]	0.8423196	
SYNC	syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]	0.8420298	
LINC00472	long intergenic non-protein coding RNA 472 [Source:HGNC Symbol;Acc:HGNC:21380]	0.8419581	
CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	0.84178185	
NLRP6	NLR family pyrin domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22944]	0.841518	
ENSG00000253844	novel transcript	0.8414987	
PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]	0.8413767	
LEAP2	liver enriched antimicrobial peptide 2 [Source:HGNC Symbol;Acc:HGNC:29571]	0.8411272	
TENM3	teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:29944]	0.8407507	
STX2	syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]	0.8396074	
SLC35B3	solute carrier family 35 member B3 [Source:HGNC Symbol;Acc:HGNC:21601]	0.83958113	
CSTF2T	cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]	0.8394447	
HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:26527]	0.8392194	
C5	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]	0.8392056	
ZNF561-AS1	ZNF561 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27613]	0.8389854	
IFT57	intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367]	0.83868796	
C19orf18	chromosome 19 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:28642]	0.83841145	
SPEN-AS1	SPEN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55937]	0.8376007	
TRIM7-AS2	TRIM7 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56031]	0.8367124	
FBXW10B	F-box and WD repeat domain containing 10B [Source:HGNC Symbol;Acc:HGNC:14379]	0.8359571	
TEC	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]	0.835919	
ACO1	aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]	0.8356201	
UNGP3	uracil-DNA glycosylase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:20036]	0.83554024	
SSXP10	SSX family pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:30638]	0.8354586	
KCTD13-DT	KCTD13 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55585]	0.83533335	
POU5F2	POU domain class 5, transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:26367]	0.8352451	
CNBD2	cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145]	0.83518255	
TPSB2	tryptase beta 2 [Source:HGNC Symbol;Acc:HGNC:14120]	0.83509064	
DSCAS	DSC1/DSC2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:51116]	0.8350197	
NUDT13	nudix hydrolase 13 [Source:HGNC Symbol;Acc:HGNC:18827]	0.8344893	
PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative) [Source:HGNC Symbol;Acc:HGNC:26845]	0.8344715	
TLX2	T cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]	0.83413184	
LINC02574	long intergenic non-protein coding RNA 2574 [Source:HGNC Symbol;Acc:HGNC:53746]	0.83396643	
HYI-AS1	HYI antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41173]	0.83384717	
ANKRD13B	ankyrin repeat domain 13B [Source:HGNC Symbol;Acc:HGNC:26363]	0.8335816	
CAPN9	calpain 9 [Source:HGNC Symbol;Acc:HGNC:1486]	0.83343774	
WDR35	WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]	0.8326693	
RGS2	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	0.83249646	
DMTF1-AS1	DMTF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55864]	0.8324772	
DKFZP434A062	uncharacterized LOC26102 [Source:NCBI gene (formerly Entrezgene);Acc:26102]	0.8324479	
LINC02805	long intergenic non-protein coding RNA 2805 [Source:HGNC Symbol;Acc:HGNC:54339]	0.8324479	
GDNF-AS1	GDNF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43592]	0.8324479	
RNU6-1136P	RNA, U6 small nuclear 1136, pseudogene [Source:HGNC Symbol;Acc:HGNC:48099]	0.8324479	
LINC02615	long intergenic non-protein coding RNA 2615 [Source:HGNC Symbol;Acc:HGNC:53402]	0.83212763	
MBL1P	mannose binding lectin 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:6921]	0.83204776	
FRMD6	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	0.8307066	
LINC00867	long intergenic non-protein coding RNA 867 [Source:HGNC Symbol;Acc:HGNC:45265]	0.83053815	
SERTAD4-AS1	SERTAD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32019]	0.8305043	
EXT2	exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513]	0.83049935	
BORCS6	BLOC-1 related complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25939]	0.8299539	
C19orf67	chromosome 19 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:34354]	0.829601	
C1QTNF3	C1q and TNF related 3 [Source:HGNC Symbol;Acc:HGNC:14326]	0.8293975	
POLR3G	RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]	0.8292473	
TDRD7	tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831]	0.8291818	
CLEC4F	C-type lectin domain family 4 member F [Source:HGNC Symbol;Acc:HGNC:25357]	0.8290684	
RIDA	reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]	0.82874525	
ENSG00000267260	novel transcript	0.82857025	
PIMREG	PICALM interacting mitotic regulator [Source:HGNC Symbol;Acc:HGNC:25483]	0.8281035	
SIAE	sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]	0.82788944	
IL15	interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]	0.8275131	
AGA	aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]	0.82723314	
HABP4	hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:HGNC:17062]	0.82712543	
NDUFB3	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]	0.82707983	
ENSG00000252798		0.8265481	
SCARNA6	small Cajal body-specific RNA 6 [Source:HGNC Symbol;Acc:HGNC:32562]	0.8265481	
TTC12	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]	0.8263276	
NECTIN1-DT	NECTIN1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55513]	0.826301	
WDR97	WD repeat domain 97 [Source:HGNC Symbol;Acc:HGNC:26959]	0.82617265	
SLC2A13	solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]	0.82610434	
SKAP2	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]	0.8258419	
MZF1-AS1	MZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51271]	0.8258216	
ZNF726	zinc finger protein 726 [Source:HGNC Symbol;Acc:HGNC:32462]	0.82541627	
C1QTNF3-AMACR	C1QTNF3-AMACR readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49198]	0.8249099	
HYAL2	hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	0.824704	
OMA1	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	0.8245909	
SGSM2	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]	0.82445735	
ZNF691-DT	ZNF691 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55800]	0.8242689	
SLX1B-SULT1A4	SLX1B-SULT1A4 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:48353]	0.8242257	
SGSM2-AS1	SGSM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56091]	0.82343495	
ATP7A	ATPase copper transporting alpha [Source:HGNC Symbol;Acc:HGNC:869]	0.8232706	
CRIP1	cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360]	0.82312596	
IFI6	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	0.8230743	
GALR3	galanin receptor 3 [Source:HGNC Symbol;Acc:HGNC:4134]	0.8229225	
NUP50-DT	NUP50 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50502]	0.8222376	
VMO1	vitelline membrane outer layer 1 homolog [Source:HGNC Symbol;Acc:HGNC:30387]	0.82135636	
NEUROG2-AS1	NEUROG2 and ZGRF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40656]	0.82124114	
PRSS23-AS1	PRSS23 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56071]	0.8208873	
SMIM8	small integral membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:21401]	0.82038176	
RBFADN	RBFA downstream neighbor [Source:HGNC Symbol;Acc:HGNC:48591]	0.8203741	
TMEM165	transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]	0.82018185	
EFR3A	EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]	0.8201465	
PRRT3	proline rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591]	0.8200404	
ZAP70	zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]	0.82001823	
PRKACB-DT	PRKACB divergent transcript [Source:HGNC Symbol;Acc:HGNC:55245]	0.81988984	
CORO7-PAM16	CORO7-PAM16 readthrough [Source:HGNC Symbol;Acc:HGNC:44424]	0.8195885	
MYLK-AS1	MYLK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42440]	0.81943583	
MPV17L2	MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]	0.81935614	
GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]	0.81910247	
PAM16	presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679]	0.81848234	
RWDD2B	RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]	0.81838286	
RWDD3	RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]	0.8183295	
TRIM66	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	0.81820905	
SLC23A2	solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]	0.8179341	
PGAM1P8	phosphoglycerate mutase 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42455]	0.81789255	
MT1DP	metallothionein 1D, pseudogene [Source:HGNC Symbol;Acc:HGNC:7396]	0.8176867	
DGKQ	diacylglycerol kinase theta [Source:HGNC Symbol;Acc:HGNC:2856]	0.8173331	
UBAP1L	ubiquitin associated protein 1 like [Source:HGNC Symbol;Acc:HGNC:40028]	0.8170871	
PGBD2	piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]	0.81699085	
EDRF1-DT	EDRF1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54128]	0.8168999	
RN7SL513P	RNA, 7SL, cytoplasmic 513, pseudogene [Source:HGNC Symbol;Acc:HGNC:46529]	0.8155348	
LINC00863	long intergenic non-protein coding RNA 863 [Source:HGNC Symbol;Acc:HGNC:45162]	0.81490153	
CCDC87	coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]	0.81487745	
MIR6753	microRNA 6753 [Source:HGNC Symbol;Acc:HGNC:50255]	0.8148587	
PEBP4	phosphatidylethanolamine binding protein 4 [Source:HGNC Symbol;Acc:HGNC:28319]	0.814755	
ASB13	ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]	0.8147431	
FCF1P1	FCF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44613]	0.8144962	
CAPN11	calpain 11 [Source:HGNC Symbol;Acc:HGNC:1478]	0.81444156	
FIG4	FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]	0.8142217	
KAT2B	lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]	0.8137	
FANCF	FA complementation group F [Source:HGNC Symbol;Acc:HGNC:3587]	0.8136454	
SHBG	sex hormone binding globulin [Source:HGNC Symbol;Acc:HGNC:10839]	0.81353587	
LRRC8C-DT	LRRC8C divergent transcript [Source:HGNC Symbol;Acc:HGNC:53731]	0.81352085	
PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44193]	0.8133538	
SULT1A2	sulfotransferase family 1A member 2 [Source:HGNC Symbol;Acc:HGNC:11454]	0.81320864	
MSRB3	methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]	0.8130382	
TBC1D3P1	TBC1 domain family member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27445]	0.8130382	
ANOS2P	anosmin 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:6214]	0.8130335	
HIBCH	3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]	0.8130176	
LINC01431	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]	0.81278723	
METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]	0.8121617	
MFSD13A	major facilitator superfamily domain containing 13A [Source:HGNC Symbol;Acc:HGNC:26196]	0.81177676	
THRB-AS1	THRB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44515]	0.81136197	
EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	0.8111109	
TRMT112P6	tRNA methyltransferase subunit 11-2 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44025]	0.81106406	
WDR53	WD repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:28786]	0.8110556	
ENSG00000277067	novel transcript	0.8108369	
CES3	carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]	0.81082004	
FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]	0.8106536	
TNKS2-DT	TNKS2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45173]	0.81063074	
ABRACL	ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]	0.8102293	
CC2D2B	coiled-coil and C2 domain containing 2B [Source:HGNC Symbol;Acc:HGNC:31666]	0.8095096	
LMX1B-DT	LMX1B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55849]	0.80941033	
ZNF461	zinc finger protein 461 [Source:HGNC Symbol;Acc:HGNC:21629]	0.8092011	
APPAT	atherosclerotic plaque pathogenesis associated transcript [Source:HGNC Symbol;Acc:HGNC:56009]	0.80895317	
TMEM74	transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]	0.80852956	
GALNT7	polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]	0.80851805	
FAM167A	family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]	0.8077725	
FAM210B	family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]	0.80744934	
EPM2A-DT	EPM2A divergent transcript [Source:HGNC Symbol;Acc:HGNC:48990]	0.80736786	
KHDC1L	KH domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:37274]	0.80720735	
LINC01424	long intergenic non-protein coding RNA 1424 [Source:HGNC Symbol;Acc:HGNC:40558]	0.8071584	
LMX1B	LIM homeobox transcription factor 1 beta [Source:HGNC Symbol;Acc:HGNC:6654]	0.8071509	
TMTC3	transmembrane O-mannosyltransferase targeting cadherins 3 [Source:HGNC Symbol;Acc:HGNC:26899]	0.8069481	
UBB	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	0.80689627	
SLC16A10	solute carrier family 16 member 10 [Source:HGNC Symbol;Acc:HGNC:17027]	0.80659795	
CDKL3	cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	0.8064826	
GAL3ST4	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]	0.8064136	
GLRX	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]	0.8063517	
ELF2P3	ELF2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:24611]	0.8063402	
MAPK8	mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881]	0.8063029	
ALG6	ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]	0.8062588	
SNRK-AS1	SNRK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41269]	0.80612063	
SGTB	small glutamine rich tetratricopeptide repeat co-chaperone beta [Source:HGNC Symbol;Acc:HGNC:23567]	0.80598915	
CDK5	cyclin dependent kinase 5 [Source:HGNC Symbol;Acc:HGNC:1774]	0.805912	
CAVIN4	caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]	0.80572325	
LINC02352	long intergenic non-protein coding RNA 2352 [Source:HGNC Symbol;Acc:HGNC:53274]	0.80555034	
BAIAP2-DT	BAIAP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44342]	0.8054806	
ITGAV	integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]	0.8053075	
PRAC2	PRAC2 small nuclear protein [Source:HGNC Symbol;Acc:HGNC:30143]	0.8052283	
CFAP43	cilia and flagella associated protein 43 [Source:HGNC Symbol;Acc:HGNC:26684]	0.80518	
KPNA2P1	karyopherin subunit alpha 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52871]	0.8051596	
PPP1R13B-DT	PPP1R13B divergent transcript [Source:HGNC Symbol;Acc:HGNC:27069]	0.8051596	
CNOT7P1	CCR4-NOT transcription complex subunit 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44248]	0.8050068	
LACTB	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]	0.80474097	
AK1	adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]	0.80456334	
TAS2R5	taste 2 receptor member 5 [Source:HGNC Symbol;Acc:HGNC:14912]	0.8044497	
LAMTOR5-AS1	LAMTOR5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40823]	0.8038191	
LINC02482	long intergenic non-protein coding RNA 2482 [Source:HGNC Symbol;Acc:HGNC:53458]	0.8036357	
ARHGAP24	Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]	0.8036342	
PADI3	peptidyl arginine deiminase 3 [Source:HGNC Symbol;Acc:HGNC:18337]	0.80353004	
KNL1	kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]	0.8034327	
CELA3B	chymotrypsin like elastase 3B [Source:HGNC Symbol;Acc:HGNC:15945]	0.8032806	
ZNF257	zinc finger protein 257 [Source:HGNC Symbol;Acc:HGNC:13498]	0.80303943	
DND1	DND microRNA-mediated repression inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:23799]	0.8027715	
SEMA4D	semaphorin 4D [Source:HGNC Symbol;Acc:HGNC:10732]	0.8026734	
TMEM70	transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]	0.80238146	
CYP2D7	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:2624]	0.8023273	
RPSAP71	ribosomal protein SA pseudogene 71 [Source:HGNC Symbol;Acc:HGNC:51924]	0.8022798	
C7orf31	chromosome 7 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:21722]	0.80204755	
KCNK4	potassium two pore domain channel subfamily K member 4 [Source:HGNC Symbol;Acc:HGNC:6279]	0.8018799	
COX20	cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970]	0.80127877	
