NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
COL6A4P2	1	COL6A4P2	
PTPA	1	PTPA	
AHSA2P	1	AHSA2	
FILIP1L	1	FILIP1L	
C6orf141	1	C6orf141	
SPRYD3	1	SPRYD3	
SPRYD4	1	SPRYD4	
SPRYD7	1	SPRYD7	
KAZALD1	1	KAZALD1	
OR7E140P	1	OR7E140P	
MT-ATP8	1	MT-ATP8	
RP1L1	1	RP1L1	
SGSM3	1	SGSM3	
NDUFAB1	1	NDUFAB1	
SGSM2	1	SGSM2	
NEK10	1	NEK10	
RNU4-32P	1	RNU4-32P	
C6orf132	1	C6orf132	
NEK11	1	NEK11	
PRDM4	1	PRDM4	
PRDM6	1	PRDM6	
PRDM5	1	PRDM5	
PRDM2	1	PRDM2	
CELSR1	1	CELSR1	
CELSR2	1	CELSR2	
CELSR3	1	CELSR3	
ETS2	1	ETS2	
POTEKP	1	POTEKP	
LINC00939	1	LINC00939	
GNPTAB	1	GNPTAB	
ZNF252P-AS1	1	ZNF252P-AS1	
LINC00937	1	LINC00937	
FAM3A	1	FAM3A	
FAM3C	1	FAM3C	
MMGT1	1	MMGT1	
ACOT11	1	ACOT11	
ACOT13	1	ACOT13	
ZNF322P1	1	ZNF322P1	
KMO	1	KMO	
CCNB1IP1	1	CCNB1IP1	
GNG12-AS1	1	GNG12-AS1	
LINC00926	1	LINC00926	
LINC00920	1	LINC00920	
LINC00921	1	LINC00921	
TSG101	1	TSG101	
NDUFB10	1	NDUFB10	
UBA7	1	UBA7	
UBA6	1	UBA6	
NDUFB11	1	NDUFB11	
UBA5	1	UBA5	
SLC41A2	1	SLC41A2	
PGDP1	1	PGDP1	
SLC41A3	1	SLC41A3	
SLC41A1	1	SLC41A1	
INAVA	1	C1orf106	
CNN3	1	CNN3	
CNN2	1	CNN2	
CNN1	1	CNN1	
LINC00957	1	LINC00957	
LINC00958	1	LINC00958	
TCAF2	1	TCAF2	
TCAF1	1	TCAF1	
SUGT1P1	1	SUGT1P	
SUGT1P2	1	SUGT1P2	
SUGT1P3	1	SUGT1P3	
AP4B1	1	AP4B1	
AHI1	1	AHI1	
UVSSA	1	UVSSA	
UBA3	1	UBA3	
LINC00941	1	LINC00941	
UBA2	1	UBA2	
LINC00942	1	LINC00942	
UBA1	1	UBA1	
MIR1244-2	1	MIR1244-2	
RNF103-CHMP3	1	RNF103-CHMP3	
MIR1244-3	1	MIR1244-3	
PODXL2	1	PODXL2	
ZNF670-ZNF695	1	ZNF670-ZNF695	
LMNB2	1	LMNB2	
LTB4R	1	LTB4R	
LMNB1	1	LMNB1	
APCDD1L-DT	1	APCDD1L-AS1	
LCMT1-AS2	1	LCMT1-AS2	
LCMT1-AS1	1	LCMT1-AS1	
MKKS	1	MKKS	
RNF217-AS1	1	RNF217-AS1	
ETV1	1	ETV1	
ETV2	1	ETV2	
ETV3	1	ETV3	
ETV4	1	ETV4	
ETV5	1	ETV5	
ETV6	1	ETV6	
ETV7	1	ETV7	
ACOX2	1	ACOX2	
ANOS2P	1	ANOS2P	
ACOX1	1	ACOX1	
PTGES3L	1	PTGES3L	
BCAN-AS1	1	RP11-284F21.9	
ACOX3	1	ACOX3	
SFSWAP	1	SFSWAP	
NT5C2	1	NT5C2	
FAM241B	1	C10orf35	
FAM241A	1	C4orf32	
BNIP1	1	BNIP1	
PTK2B	1	PTK2B	
BNIP2	1	BNIP2	
LINC00910	1	LINC00910	
NIPSNAP3B	1	NIPSNAP3B	
URGCP	1	URGCP	
NIPSNAP3A	1	NIPSNAP3A	
CTBP2P8	1	CTBP2P8	
BNIP3	1	BNIP3	
CTBP2P4	1	CTBP2P4	
SDHAP1	1	SDHAP1	
YY1AP1	1	YY1AP1	
SDHAP2	1	SDHAP2	
SDHAP3	1	SDHAP3	
MIR9-3HG	1	MIR9-3HG	
ERCC3	1	ERCC3	
ERCC4	1	ERCC4	
ERCC1	1	ERCC1	
COL7A1	1	COL7A1	
RN7SKP173	1	RN7SKP173	
ERCC2	1	ERCC2	
ERCC8	1	ERCC8	
ERCC5	1	ERCC5	
ERCC6	1	ERCC6	
BNIPL	1	BNIPL	
PI4K2B	1	PI4K2B	
CNTF	1	CNTF	
LRP2BP-AS1	1	RP11-714G18.1	
EIF4HP1	1	EIF4HP1	
DQX1	1	DQX1	
MRGPRF	1	MRGPRF	
WDR86	1	WDR86	
WDR83	1	WDR83	
WDR89	1	WDR89	
WDR88	1	WDR88	
CNST	1	CNST	
WDR93	1	WDR93	
WDR90	1	WDR90	
CIRBP-AS1	1	CIRBP-AS1	
WDR91	1	WDR91	
LUC7L	1	LUC7L	
LINC00898	1	LINC00898	
LINC00896	1	LINC00896	
WDR74	1	WDR74	
RN7SL138P	1	RN7SL138P	
WDR75	1	WDR75	
WDR73	1	WDR73	
HCFC2	1	HCFC2	
KNSTRN	1	KNSTRN	
WDR76	1	WDR76	
WDR77	1	WDR77	
HCFC1	1	HCFC1	
RPS13P2	1	RPS13P2	
WDR81	1	WDR81	
WDR82	1	WDR82	
PARD3	1	PARD3	
LINC00887	1	LINC00887	
LINC00888	1	LINC00888	
PI4K2A	1	PI4K2A	
LINC00885	1	LINC00885	
SNORD3B-2	1	SNORD3B-2	
SNORD3B-1	1	SNORD3B-1	
WDR62	1	WDR62	
BCL10	1	BCL10	
SNX5P1	1	SNX5P1	
BLOC1S4	1	BLOC1S4	
BLOC1S5	1	BLOC1S5	
BLOC1S6	1	BLOC1S6	
SYNJ2-IT1	1	SYNJ2-IT1	
WDR70	1	WDR70	
BLOC1S1	1	BLOC1S1	
BLOC1S2	1	BLOC1S2	
BLOC1S3	1	BLOC1S3	
LHPP	1	LHPP	
NDFIP2	1	NDFIP2	
RPL23AP7	1	RPL23AP7	
WDR59	1	WDR59	
NDFIP1	1	NDFIP1	
RPL23AP1	1	RPL23AP1	
WDR53	1	WDR53	
WDR54	1	WDR54	
WDR55	1	WDR55	
RPL23AP2	1	RPL23AP2	
XKR8	1	XKR8	
GPR32P1	1	GPR32P1	
XKR9	1	XKR9	
ARL2BP	1	ARL2BP	
MKS1	1	MKS1	
WDR5B	1	WDR5B	
SGO1-AS1	1	SGO1-AS1	
FANK1	1	FANK1	
WDR47	1	WDR47	
WDR48	1	WDR48	
PHF20	1	PHF20	
PHF23	1	PHF23	
WDR41	1	WDR41	
WDR45	1	WDR45	
WDR46	1	WDR46	
WDR43	1	WDR43	
WDR44	1	WDR44	
IFIH1	1	IFIH1	
UBL5	1	UBL5	
UBL3	1	UBL3	
RPS26P6	1	RPS26P6	
LINC00857	1	LINC00857	
LINC00858	1	LINC00858	
RPS26P3	1	RPS26P3	
LINC00853	1	LINC00853	
UBL7	1	UBL7	
LINC00852	1	LINC00852	
RAB5IF	1	C20orf24	
WDR38	1	WDR38	
HELLS	1	HELLS	
WDR36	1	WDR36	
WDR37	1	WDR37	
WDR31	1	WDR31	
WDR35	1	WDR35	
WDR33	1	WDR33	
DBH-AS1	1	DBH-AS1	
KIFC2	1	KIFC2	
NANOGP1	1	NANOGP1	
KIFC1	1	KIFC1	
KIFBP	1	KIF1BP	
NANOGP4	1	NANOGP4	
AHRR	1	AHRR	
KIFC3	1	KIFC3	
WDR27	1	WDR27	
WDR25	1	WDR25	
WDR26	1	WDR26	
AP5Z1	1	AP5Z1	
WDR20	1	WDR20	
WDR24	1	WDR24	
POLRMTP1	1	POLRMTP1	
PPP1R2	1	PPP1R2	
RPS15A	1	RPS15A	
PPP1R7	1	PPP1R7	
UBN2	1	UBN2	
PPP1R8	1	PPP1R8	
UBN1	1	UBN1	
WHRN	1	WHRN	
WDR18	1	WDR18	
WDR19	1	WDR19	
WDR12	1	WDR12	
WDR13	1	WDR13	
WDR11	1	WDR11	
PHF5A	1	PHF5A	
IGLL1	1	IGLL1	
CPSF4L	1	CPSF4L	
LINC00867	1	LINC00867	
LINC00862	1	LINC00862	
LINC00863	1	LINC00863	
N6AMT1	1	N6AMT1	
POGLUT2	1	KDELC1	
POGLUT1	1	POGLUT1	
UBP1	1	UBP1	
PARK7	1	PARK7	
PPP1CB	1	PPP1CB	
PPP1CC	1	PPP1CC	
HMCES	1	HMCES	
SLC26A11	1	SLC26A11	
LARGE1	1	LARGE1	
AP5S1	1	AP5S1	
LARGE2	1	LARGE2	
POGLUT3	1	KDELC2	
IFNAR2	1	IFNAR2	
SSUH2	1	SSUH2	
THOC1	1	THOC1	
TRAFD1	1	TRAFD1	
THOC3	1	THOC3	
THOC2	1	THOC2	
THOC5	1	THOC5	
THOC7	1	THOC7	
THOC6	1	THOC6	
ACTBP2	1	ACTBP2	
RN7SL130P	1	RN7SL130P	
MORF4L1	1	MORF4L1	
MORF4L2	1	MORF4L2	
MROH3P	1	MROH3P	
WDR86-AS1	1	WDR86-AS1	
IFNAR1	1	IFNAR1	
C20orf96	1	C20orf96	
MIR8089	1	MIR8089	
DRC7	1	DRC7	
FAM149B1	1	FAM149B1	
UBR4	1	UBR4	
UBR3	1	UBR3	
SLC38A10	1	SLC38A10	
UBR2	1	UBR2	
UBR1	1	UBR1	
ORC5	1	ORC5	
ORC4	1	ORC4	
ORC6	1	ORC6	
ORC1	1	ORC1	
UBR7	1	UBR7	
ORC3	1	ORC3	
UBR5	1	UBR5	
ORC2	1	ORC2	
ZKSCAN2-DT	1	CTD-2547G23.4	
DRD2	1	DRD2	
DRD4	1	DRD4	
OSBPL9	1	OSBPL9	
FANCI	1	FANCI	
COA4	1	COA4	
BORCS8-MEF2B	1	BORCS8-MEF2B	
OSBPL8	1	OSBPL8	
COA3	1	COA3	
UVRAG	1	UVRAG	
OSBPL7	1	OSBPL7	
CHTOP	1	CHTOP	
OSBPL6	1	OSBPL6	
COA1	1	COA1	
MIR8075	1	MIR8075	
FANCM	1	FANCM	
FANCL	1	FANCL	
OSBPL3	1	OSBPL3	
OSBPL2	1	OSBPL2	
FANCA	1	FANCA	
FANCC	1	FANCC	
FANCB	1	FANCB	
FANCE	1	FANCE	
FANCG	1	FANCG	
FANCF	1	FANCF	
MAP3K15	1	MAP3K15	
PUDP	1	PUDP	
LHX2	1	LHX2	
MAP3K19	1	MAP3K19	
LHX6	1	LHX6	
MAP3K10	1	MAP3K10	
LHX5	1	LHX5	
LHX4	1	LHX4	
MAP3K13	1	MAP3K13	
MAP3K14	1	MAP3K14	
BCL2L2	1	BCL2L2	
DRC3	1	DRC3	
MAP3K11	1	MAP3K11	
LAT	1	LAT	
MAP3K12	1	MAP3K12	
BCL2L1	1	BCL2L1	
TPM3P9	1	TPM3P9	
TPM3P6	1	TPM3P6	
NOB1	1	NOB1	
UBTF	1	UBTF	
PHACTR2	1	PHACTR2	
PHACTR1	1	PHACTR1	
COA8	1	APOPT1	
LBR	1	LBR	
COA7	1	COA7	
COA6	1	COA6	
COA5	1	COA5	
PHACTR4	1	PHACTR4	
PLA2G12A	1	PLA2G12A	
TMPOP2	1	TMPOP2	
CKAP2L	1	CKAP2L	
COBL	1	COBL	
ARL2-SNX15	1	ARL2-SNX15	
PLRG1	1	PLRG1	
SMC1A	1	SMC1A	
C1QL4	1	C1QL4	
TIRAP	1	TIRAP	
C1QL1	1	C1QL1	
DNAJC3	1	DNAJC3	
DNAJC2	1	DNAJC2	
DNAJC1	1	DNAJC1	
DNAJC7	1	DNAJC7	
NOA1	1	NOA1	
DNAJC6	1	DNAJC6	
DNAJC5	1	DNAJC5	
DNAJC4	1	DNAJC4	
DNAJC9	1	DNAJC9	
DNAJC8	1	DNAJC8	
NSRP1	1	NSRP1	
LCORL	1	LCORL	
EEF1A1P6	1	EEF1A1P6	
EEF1A1P5	1	EEF1A1P5	
HCG17	1	HCG17	
HCG18	1	HCG18	
EEF1A1P9	1	EEF1A1P9	
NOD1	1	NOD1	
COCH	1	COCH	
DNAJB2	1	DNAJB2	
DNAJB1	1	DNAJB1	
CLDN10-AS1	1	CLDN10-AS1	
DNAJB6	1	DNAJB6	
DNAJB5	1	DNAJB5	
NOCT	1	NOCT	
DNAJB4	1	DNAJB4	
DNAJB9	1	DNAJB9	
HCG14	1	HCG14	
DNAJB7	1	DNAJB7	
WDR97	1	WDR97	
RPRD2	1	RPRD2	
DNAJA1	1	DNAJA1	
BCKDK	1	BCKDK	
LEP	1	LEP	
DNAJA2	1	DNAJA2	
DRG1	1	DRG1	
DRG2	1	DRG2	
HCG25	1	HCG25	
IGKV2OR2-7D	1	IGKV2OR2-7D	
IFITM3	1	IFITM3	
VEZT	1	VEZT	
RSC1A1	1	RSC1A1	
IFITM1	1	IFITM1	
IFITM2	1	IFITM2	
PARS2	1	PARS2	
IFIT5	1	IFIT5	
HS6ST1	1	HS6ST1	
HS6ST2	1	HS6ST2	
HS6ST3	1	HS6ST3	
RPS15	1	RPS15	
RPS14	1	RPS14	
RPS17	1	RPS17	
RPS16	1	RPS16	
RPS19	1	RPS19	
YBX1P10	1	YBX1P10	
RPS18	1	RPS18	
HMCN2	1	HMCN2	
RPS11	1	RPS11	
RPS10	1	RPS10	
RPS13	1	RPS13	
RPS12	1	RPS12	
SRRM2	1	SRRM2	
SRRM3	1	SRRM3	
HLA-K	1	HLA-K	
SRRM4	1	SRRM4	
COG8	1	COG8	
IGFL1P1	1	IGFL1P1	
COG7	1	COG7	
SRRM5	1	SRRM5	
COG6	1	COG6	
COG5	1	COG5	
ARRDC1	1	ARRDC1	
COG4	1	COG4	
ARRDC2	1	ARRDC2	
ARRDC3	1	ARRDC3	
COG3	1	COG3	
P3H2	1	P3H2	
COG2	1	COG2	
HLA-B	1	HLA-B	
P3H1	1	P3H1	
COG1	1	COG1	
HLA-C	1	HLA-C	
P3H4	1	P3H4	
YOD1	1	YOD1	
P3H3	1	P3H3	
HLA-A	1	HLA-A	
CRNKL1	1	CRNKL1	
IGKV2OR2-10	1	IGKV2OR2-10	
SRRM1	1	SRRM1	
HLA-E	1	HLA-E	
NEIL3	1	NEIL3	
NEIL2	1	NEIL2	
MTHFD2L	1	MTHFD2L	
RUBCNL	1	RUBCNL	
NEIL1	1	NEIL1	
MACF1	1	MACF1	
CSTF3	1	CSTF3	
SRP14-DT	1	SRP14-AS1	
CSTF2	1	CSTF2	
LHB	1	LHB	
RN7SKP22	1	RN7SKP22	
RN7SKP23	1	RN7SKP23	
LIAS	1	LIAS	
CBARP	1	CBARP	
FXR1	1	FXR1	
HELZ2	1	HELZ2	
SCFD1	1	SCFD1	
AP5M1	1	AP5M1	
FXR2	1	FXR2	
CHTF8	1	CHTF8	
SCFD2	1	SCFD2	
CSTF1	1	CSTF1	
MLEC	1	MLEC	
HLA-V	1	HLA-V	
TMEM74B	1	TMEM74B	
LIF	1	LIF	
SZT2-AS1	1	SZT2-AS1	
PARVA	1	PARVA	
PUM1	1	PUM1	
TRERF1	1	TRERF1	
PUM3	1	PUM3	
ATF4P4	1	ATF4P4	
PUM2	1	PUM2	
ATF4P3	1	ATF4P3	
RPS26	1	RPS26	
TRIM52-AS1	1	TRIM52-AS1	
RPS25	1	RPS25	
RPS28	1	RPS28	
RPS27	1	RPS27	
RPS29	1	RPS29	
RPS20	1	RPS20	
RPS21	1	RPS21	
RPS24	1	RPS24	
RPS23	1	RPS23	
AHCTF1	1	AHCTF1	
UBXN1	1	UBXN1	
COIL	1	COIL	
HSD3BP5	1	HSD3BP5	
C1QBP	1	C1QBP	
UBXN8	1	UBXN8	
UBXN7	1	UBXN7	
UBXN4	1	UBXN4	
UBXN6	1	UBXN6	
LRRCC1	1	LRRCC1	
PARP6	1	PARP6	
PARP3	1	PARP3	
PARP4	1	PARP4	
PARP1	1	PARP1	
PARP2	1	PARP2	
GP1BB	1	GP1BB	
STRADA	1	STRADA	
STRADB	1	STRADB	
ZDHHC12	1	ZDHHC12	
ZDHHC13	1	ZDHHC13	
ZDHHC11	1	ZDHHC11	
PARP9	1	PARP9	
RNASEK-C17orf49	1	RNASEK-C17orf49	
ZDHHC16	1	ZDHHC16	
ZDHHC17	1	ZDHHC17	
ZDHHC14	1	ZDHHC14	
MLF1	1	MLF1	
MLF2	1	MLF2	
PARP8	1	PARP8	
RNU4-46P	1	RNU4-46P	
AIDA	1	AIDA	
DUX4L50	1	DUX4L50	
FYTTD1	1	FYTTD1	
SLC66A3	1	PQLC3	
MACIR	1	C5orf30	
AMIGO3	1	AMIGO3	
SLC66A2	1	PQLC1	
ZDHHC20	1	ZDHHC20	
SLC66A1	1	PQLC2	
ICA1L	1	ICA1L	
AMIGO1	1	AMIGO1	
AMIGO2	1	AMIGO2	
GDPD1	1	GDPD1	
ZDHHC23	1	ZDHHC23	
NOL7	1	NOL7	
GDPD2	1	GDPD2	
ZDHHC24	1	ZDHHC24	
NOL8	1	NOL8	
GDPD3	1	GDPD3	
NOL9	1	NOL9	
ZDHHC21	1	ZDHHC21	
PHKA1P1	1	PHKA1P1	
GDPD4	1	GDPD4	
NOL3	1	NOL3	
GDPD5	1	GDPD5	
NOL4	1	NOL4	
NOL6	1	NOL6	
DRP2	1	DRP2	
PPP2CA	1	PPP2CA	
PURB	1	PURB	
PPP2CB	1	PPP2CB	
PURA	1	PURA	
ZDHHC18	1	ZDHHC18	
ZDHHC19	1	ZDHHC19	
MTHFD1L	1	MTHFD1L	
KISS1R	1	KISS1R	
PURG	1	PURG	
MLH1	1	MLH1	
AIG1	1	AIG1	
MLH3	1	MLH3	
COLQ	1	COLQ	
NDUFA13	1	NDUFA13	
NDUFA11	1	NDUFA11	
TAMM41	1	TAMM41	
NDUFA12	1	NDUFA12	
PLCE1-AS1	1	PLCE1-AS1	
NDUFA10	1	NDUFA10	
ZSCAN9	1	ZSCAN9	
COMT	1	COMT	
CNDP2	1	CNDP2	
DOCK11	1	DOCK11	
ARHGDIA	1	ARHGDIA	
MATCAP1	1	KIAA0895L	
ARHGDIB	1	ARHGDIB	
PUS3	1	PUS3	
NOM1	1	NOM1	
LIG1	1	LIG1	
PUS1	1	PUS1	
TMEM9B-AS1	1	TMEM9B-AS1	
LIG4	1	LIG4	
LIG3	1	LIG3	
ATP1B3	1	ATP1B3	
LIFR	1	LIFR	
PUS7	1	PUS7	
ATP1B1	1	ATP1B1	
AP5B1	1	AP5B1	
CERCAM	1	CERCAM	
UCA1	1	UCA1	
JCAD	1	KIAA1462	
COPA	1	COPA	
RPL7P23	1	RPL7P23	
ZNF213-AS1	1	ZNF213-AS1	
NOP2	1	NOP2	
LPO	1	LPO	
RPL7P22	1	RPL7P22	
CUZD1	1	CUZD1	
LPP	1	LPP	
RPL7P21	1	RPL7P21	
NOP9	1	NOP9	
COP1	1	RFWD2	
CDH23	1	CDH23	
CDH24	1	CDH24	
CDH26	1	CDH26	
MLKL	1	MLKL	
UQCC3	1	UQCC3	
UQCC2	1	UQCC2	
UQCC1	1	UQCC1	
NONO	1	NONO	
UQCC6	1	C12orf73	
MACO1	1	TMEM57	
UQCC5	1	SMIM4	
COQ9	1	COQ9	
UQCC4	1	C16orf91	
COQ7	1	COQ7	
RPL7P32	1	RPL7P32	
COQ6	1	COQ6	
COQ5	1	COQ5	
COQ4	1	COQ4	
COQ3	1	COQ3	
COQ2	1	COQ2	
ZSCAN4	1	ZSCAN4	
BLMH	1	BLMH	
BRWD1	1	BRWD1	
COPE	1	COPE	
BRWD3	1	BRWD3	
ZSCAN2	1	ZSCAN2	
RLIMP2	1	RLIMP2	
GPSM1	1	GPSM1	
RN7SKP80	1	RN7SKP80	
GPSM2	1	GPSM2	
ASNSD1	1	ASNSD1	
SLC40A1	1	SLC40A1	
CMAHP	1	CMAHP	
ST8SIA6-AS1	1	ST8SIA6-AS1	
MFSD8	1	MFSD8	
RPS4X	1	RPS4X	
MFSD9	1	MFSD9	
MFSD6	1	MFSD6	
MFSD5	1	MFSD5	
ZBED10P	1	ZBED6CL	
MFSD3	1	MFSD3	
BLNK	1	BLNK	
MFSD1	1	MFSD1	
TOPBP1	1	TOPBP1	
MAPK1IP1L	1	MAPK1IP1L	
HGSNAT	1	HGSNAT	
LSR	1	LSR	
RPS3A	1	RPS3A	
LSS	1	LSS	
FCHSD1	1	FCHSD1	
CORT	1	CORT	
FCHSD2	1	FCHSD2	
DDAH1	1	DDAH1	
DDAH2	1	DDAH2	
COL6A2	1	COL6A2	
COL6A1	1	COL6A1	
AKT1S1	1	AKT1S1	
COL6A3	1	COL6A3	
TERF2IP	1	TERF2IP	
AKNAD1	1	AKNAD1	
CDH15	1	CDH15	
THOP1	1	THOP1	
CDH18	1	CDH18	
UBE2Q2P2	1	UBE2Q2P2	
UBE2Q2P1	1	UBE2Q2P1	
LTK	1	LTK	
ATP1A4	1	ATP1A4	
ATP1A2	1	ATP1A2	
ATP1A1	1	ATP1A1	
LIN9	1	LIN9	
CHSY1	1	CHSY1	
FAM120C	1	FAM120C	
FAM120B	1	FAM120B	
FAM120A	1	FAM120A	
CHSY3	1	CHSY3	
RN7SKP70	1	RN7SKP70	
NOS3	1	NOS3	
MTND4P12	1	MTND4P12	
PMS2P10	1	PMS2P10	
KANSL1	1	KANSL1	
PITHD1	1	PITHD1	
KANSL2	1	KANSL2	
PMS2P11	1	PMS2P11	
KANSL3	1	KANSL3	
PAXBP1	1	PAXBP1	
OSTCP6	1	OSTCP6	
USP6NL	1	USP6NL	
LIPA	1	LIPA	
TSEN54	1	TSEN54	
ZDBF2	1	ZDBF2	
ATP5IF1	1	ATPIF1	
PREX1	1	PREX1	
SAMD14	1	SAMD14	
FAM91A3P	1	FAM91A3P	
SAMD15	1	SAMD15	
LIPC	1	LIPC	
MPRIP	1	MPRIP	
LIPH	1	LIPH	
LIPG	1	LIPG	
SAMD12	1	SAMD12	
SAMD13	1	SAMD13	
SAMD10	1	SAMD10	
SAMD11	1	SAMD11	
GABARAPL2	1	GABARAPL2	
STARD3	1	STARD3	
GABARAPL1	1	GABARAPL1	
STARD4	1	STARD4	
STARD5	1	STARD5	
CSNK2A1	1	CSNK2A1	
CFAP90	1	C5orf49	
STARD7	1	STARD7	
STARD8	1	STARD8	
CSNK2A3	1	CSNK2A3	
CFAP92	1	KIAA1257	
CSNK2A2	1	CSNK2A2	
STARD9	1	STARD9	
DNTTIP1	1	DNTTIP1	
DNTTIP2	1	DNTTIP2	
EIF3FP3	1	EIF3FP3	
CLNS1A	1	CLNS1A	
AKIP1	1	AKIP1	
LAPTM4BP2	1	LAPTM4BP2	
PRKXP1	1	PRKXP1	
CFAP97	1	CFAP97	
MCM3AP-AS1	1	MCM3AP-AS1	
LAPTM4BP1	1	LAPTM4BP1	
HACD1	1	HACD1	
LXN	1	LXN	
HS3ST3A1	1	HS3ST3A1	
PARPBP	1	PARPBP	
RETSAT	1	RETSAT	
HACD3	1	HACD3	
LY9	1	LY9	
HACD2	1	HACD2	
BLACAT1	1	BLACAT1	
FAM221A	1	FAM221A	
GUCD1	1	GUCD1	
MANEA-DT	1	MANEA-AS1	
CFAP69	1	CFAP69	
VTI1A	1	VTI1A	
CFAP68	1	C11orf1	
PPARGC1B	1	PPARGC1B	
VTI1B	1	VTI1B	
LYN	1	LYN	
CFAP74	1	CFAP74	
FYB1	1	FYB	
HACE1	1	HACE1	
CFAP73	1	CFAP73	
CFAP70	1	CFAP70	
INCA1	1	INCA1	
APCDD1L	1	APCDD1L	
BBIP1	1	BBIP1	
FAM220A	1	FAM220A	
PCDHGA10	1	PCDHGA10	
PCDHGA11	1	PCDHGA11	
UCK2	1	UCK2	
PCDHGA12	1	PCDHGA12	
UCK1	1	UCK1	
CDIN1	1	C15orf41	
C7orf50	1	C7orf50	
ATF7IP2	1	ATF7IP2	
DIS3L	1	DIS3L	
MTX1P1	1	MTX1P1	
PQBP1	1	PQBP1	
UCN2	1	UCN2	
FLVCR1	1	FLVCR1	
FLVCR2	1	FLVCR2	
NELFB	1	NELFB	
NELFA	1	NELFA	
NELFE	1	NELFE	
NSUN4	1	NSUN4	
NSUN5	1	NSUN5	
NSUN2	1	NSUN2	
NSUN3	1	NSUN3	
NSUN6	1	NSUN6	
NSUN7	1	NSUN7	
DYNLL1	1	DYNLL1	
DYNLL2	1	DYNLL2	
FAM222B	1	FAM222B	
FAM222A	1	FAM222A	
ACRV1	1	ACRV1	
C7orf31	1	C7orf31	
C7orf33	1	C7orf33	
KARS1	1	KARS	
DOCK8-AS1	1	C9orf66	
UCP1	1	UCP1	
RPS27L	1	RPS27L	
PROCA1	1	PROCA1	
STYXL2	1	DUSP27	
STYXL1	1	STYXL1	
YTHDF3-DT	1	YTHDF3-AS1	
RN7SL145P	1	RN7SL145P	
UCP3	1	UCP3	
UCP2	1	UCP2	
RPS27A	1	RPS27A	
MIR600HG	1	MIR600HG	
ANKIB1	1	ANKIB1	
SAMD4A	1	SAMD4A	
SAMD4B	1	SAMD4B	
LYRM9	1	LYRM9	
FAM225B	1	FAM225B	
FAM225A	1	FAM225A	
GATAD2B	1	GATAD2B	
GATAD2A	1	GATAD2A	
LYRM1	1	LYRM1	
LYRM2	1	LYRM2	
LYRM4	1	LYRM4	
LYRM7	1	LYRM7	
MPLKIP	1	MPLKIP	
HS6ST1P1	1	HS6ST1P1	
C7orf25	1	C7orf25	
CCDC144CP	1	CCDC144CP	
MYLK2	1	MYLK2	
NRROS	1	NRROS	
ANKRD20A18P	1	ANKRD20A18P	
MYLK3	1	MYLK3	
MYLK4	1	MYLK4	
CXCL16	1	CXCL16	
FAM228B	1	FAM228B	
FOXQ1	1	FOXQ1	
ATCAY	1	ATCAY	
OSBP	1	OSBP	
SLC25A41	1	SLC25A41	
SLC25A40	1	SLC25A40	
FBRSL1	1	FBRSL1	
SLC25A43	1	SLC25A43	
SLC25A42	1	SLC25A42	
KRT18P59	1	KRT18P59	
SLC25A45	1	SLC25A45	
SLC25A44	1	SLC25A44	
SLC25A47	1	SLC25A47	
CCDC144BP	1	CCDC144B	
SLC25A46	1	SLC25A46	
EXOC5P1	1	EXOC5P1	
MYLIP	1	MYLIP	
TICAM2	1	TICAM2	
PRPF4B	1	PRPF4B	
TICAM1	1	TICAM1	
FOXP4	1	FOXP4	
FOXP3	1	FOXP3	
FAM227B	1	FAM227B	
FOXP1	1	FOXP1	
FAM227A	1	FAM227A	
MAG	1	MAG	
GVINP1	1	GVINP1	
MAK	1	MAK	
RBM14-RBM4	1	RBM14-RBM4	
FSCN1	1	FSCN1	
SLC25A51	1	SLC25A51	
FSCN3	1	FSCN3	
FSCN2	1	FSCN2	
SLC25A53	1	SLC25A53	
DSC1	1	DSC1	
DSC2	1	DSC2	
DSC3	1	DSC3	
RNASEH2C	1	RNASEH2C	
RNASEH2B	1	RNASEH2B	
RNASEH2A	1	RNASEH2A	
MAX	1	MAX	
TROAP	1	TROAP	
MAZ	1	MAZ	
GLIS3	1	GLIS3	
FOXO6	1	FOXO6	
FOXO4	1	FOXO4	
FOXO3	1	FOXO3	
KRCC1	1	KRCC1	
FOXO1	1	FOXO1	
GLIS1	1	GLIS1	
GLIS2	1	GLIS2	
NPAT	1	NPAT	
CLTCL1	1	CLTCL1	
HACL1	1	HACL1	
E4F1	1	E4F1	
MBP	1	MBP	
EVI5	1	EVI5	
KRT18P55	1	KRT18P55	
FAM229B	1	FAM229B	
FAM229A	1	FAM229A	
FOXN3	1	FOXN3	
FOXN2	1	FOXN2	
MCC	1	MCC	
AICDA	1	AICDA	
SMARCA5-AS1	1	SMARCA5-AS1	
EML2-AS1	1	EML2-AS1	
SCGB3A1	1	SCGB3A1	
MCU	1	MCU	
ARHGAP11A	1	ARHGAP11A	
ARHGAP11B	1	ARHGAP11B	
MAFIP	1	MAFIP	
CELF1	1	CELF1	
ADD3-AS1	1	ADD3-AS1	
CELF2	1	CELF2	
SCHIP1	1	SCHIP1	
CELF5	1	CELF5	
MCM10	1	MCM10	
CELF6	1	CELF6	
FOXM1	1	FOXM1	
FSD1L	1	FSD1L	
MDK	1	MDK	
