NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOCC_HIPPOCAMPAL_MOSSY_FIBER	5		Rejected!	
GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	42	27		
GOCC_HISTONE_DEACETYLASE_COMPLEX	82	81		
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	63	61		
GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	6		Rejected!	
GOCC_HOPS_COMPLEX	9		Rejected!	
GOCC_HOST_CELLULAR_COMPONENT	9		Rejected!	
GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX	6		Rejected!	
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX	10		Rejected!	
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	5		Rejected!	
GOCC_IGD_IMMUNOGLOBULIN_COMPLEX	6		Rejected!	
GOCC_IGE_IMMUNOGLOBULIN_COMPLEX	6		Rejected!	
GOCC_IGG_IMMUNOGLOBULIN_COMPLEX	13		Rejected!	
GOCC_IGM_IMMUNOGLOBULIN_COMPLEX	8		Rejected!	
GOCC_IKAPPAB_KINASE_COMPLEX	7		Rejected!	
GOCC_IMMUNOGLOBULIN_COMPLEX	155		Rejected!	
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	12		Rejected!	
GOCC_IMMUNOLOGICAL_SYNAPSE	45	31		
GOCC_INCLUSION_BODY	71	59		
GOCC_INHIBITORY_SYNAPSE	17		Rejected!	
GOCC_INNER_ACROSOMAL_MEMBRANE	5		Rejected!	
GOCC_INNER_DYNEIN_ARM	5		Rejected!	
GOCC_INNER_KINETOCHORE	19	18		
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	158	151		
GOCC_INO80_COMPLEX	15		Rejected!	
GOCC_INO80_TYPE_COMPLEX	26	25		
GOCC_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX	5		Rejected!	
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	7		Rejected!	
GOCC_INTEGRATOR_COMPLEX	19	16		
GOCC_INTEGRIN_COMPLEX	31	21		
GOCC_INTERCALATED_DISC	50	36		
GOCC_INTERCELLULAR_BRIDGE	92	74		
GOCC_INTERCELLULAR_CANALICULUS	6		Rejected!	
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	250	97		
GOCC_INTERPHOTORECEPTOR_MATRIX	6		Rejected!	
GOCC_INTERSTITIAL_MATRIX	11		Rejected!	
GOCC_INTRACELLULAR_CYCLIC_NUCLEOTIDE_ACTIVATED_CATION_CHANNEL_COMPLEX	6		Rejected!	
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	914		Rejected!	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE	25	25		
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_A	8		Rejected!	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	18	18		
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	12		Rejected!	
GOCC_ISWI_TYPE_COMPLEX	14		Rejected!	
GOCC_I_BAND	146	113		
GOCC_JUNCTIONAL_MEMBRANE_COMPLEX	6		Rejected!	
GOCC_JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE	9		Rejected!	
GOCC_JUXTAPARANODE_REGION_OF_AXON	12		Rejected!	
GOCC_KAINATE_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_KATANIN_COMPLEX	5		Rejected!	
GOCC_KERATIN_FILAMENT	97	21		
GOCC_KINESIN_COMPLEX	47	41		
GOCC_KINETOCHORE_MICROTUBULE	21	21		
GOCC_KINOCILIUM	11		Rejected!	
GOCC_KNL1_SPC105_COMPLEX	6		Rejected!	
GOCC_LAMELLAR_BODY	17		Rejected!	
GOCC_LAMELLIPODIUM	201	173		
GOCC_LAMELLIPODIUM_MEMBRANE	22	17		
GOCC_LAMININ_COMPLEX	9		Rejected!	
GOCC_LAMIN_FILAMENT	5		Rejected!	
GOCC_LARGE_RIBOSOMAL_SUBUNIT	117	115		
GOCC_LATERAL_ELEMENT	14		Rejected!	
GOCC_LATERAL_PART_OF_CELL	5		Rejected!	
GOCC_LATERAL_PLASMA_MEMBRANE	67	53		
GOCC_LATE_ENDOSOME	315	260		
GOCC_LATE_ENDOSOME_LUMEN	9		Rejected!	
GOCC_LATE_ENDOSOME_MEMBRANE	175	146		
GOCC_LEADING_EDGE_MEMBRANE	180	141		
GOCC_LEWY_BODY	8		Rejected!	
GOCC_LIPID_DROPLET	104	88		
GOCC_LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	13		Rejected!	
GOCC_LSM1_7_PAT1_COMPLEX	5		Rejected!	
GOCC_LSM2_8_COMPLEX	7		Rejected!	
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	29		Rejected!	
GOCC_LUMENAL_SIDE_OF_MEMBRANE	38	22		
GOCC_LYSOSOMAL_LUMEN	98	69		
GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	12		Rejected!	
GOCC_MAIN_AXON	67	42		
GOCC_MALE_GERM_CELL_NUCLEUS	52	41		
GOCC_MALE_PRONUCLEUS	8		Rejected!	
GOCC_MANCHETTE	20	15		
GOCC_MANNOSYLTRANSFERASE_COMPLEX	5		Rejected!	
GOCC_MATRIX_SIDE_OF_MITOCHONDRIAL_INNER_MEMBRANE	6		Rejected!	
GOCC_MCM_COMPLEX	8		Rejected!	
GOCC_MCRD_MEDIATED_MRNA_STABILITY_COMPLEX	5		Rejected!	
GOCC_MEDIATOR_COMPLEX	37	37		
GOCC_MEIOTIC_COHESIN_COMPLEX	7		Rejected!	
GOCC_MEIOTIC_SPINDLE	15		Rejected!	
GOCC_MEMBRANE_ATTACK_COMPLEX	7		Rejected!	
GOCC_MEMBRANE_COAT	94	88		
GOCC_MEMBRANE_MICRODOMAIN	289	196		
GOCC_MEMBRANE_PROTEIN_COMPLEX	1344		Rejected!	
GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	13		Rejected!	
GOCC_METHYLOSOME	13		Rejected!	
GOCC_METHYLTRANSFERASE_COMPLEX	96	94		
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	17		Rejected!	
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	8		Rejected!	
GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	10		Rejected!	
GOCC_MHC_PROTEIN_COMPLEX	26		Rejected!	
GOCC_MIB_COMPLEX	13		Rejected!	
GOCC_MICOS_COMPLEX	8		Rejected!	
GOCC_MICROBODY	146	120		
GOCC_MICROBODY_LUMEN	51	39		
GOCC_MICROBODY_MEMBRANE	65	56		
GOCC_MICROFIBRIL	13		Rejected!	
GOCC_MICROTUBULE	467	387		
GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	156	131		
GOCC_MICROTUBULE_BUNDLE	6		Rejected!	
GOCC_MICROTUBULE_CYTOSKELETON	1379		Rejected!	
GOCC_MICROTUBULE_END	34	30		
GOCC_MICROTUBULE_MINUS_END	7		Rejected!	
GOCC_MICROTUBULE_ORGANIZING_CENTER	848		Rejected!	
GOCC_MICROTUBULE_ORGANIZING_CENTER_ATTACHMENT_SITE	11		Rejected!	
GOCC_MICROTUBULE_PLUS_END	24	21		
GOCC_MICROVESICLE	6		Rejected!	
GOCC_MICROVILLUS	97	65		
GOCC_MICROVILLUS_MEMBRANE	33	21		
GOCC_MIDBODY	204	194		
GOCC_MISMATCH_REPAIR_COMPLEX	11		Rejected!	
GOCC_MITOCHONDRIAL_ALPHA_KETOGLUTARATE_DEHYDROGENASE_COMPLEX	6		Rejected!	
GOCC_MITOCHONDRIAL_CRISTA	8		Rejected!	
GOCC_MITOCHONDRIAL_ENVELOPE	804		Rejected!	
GOCC_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	6		Rejected!	
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	56	56		
GOCC_MITOCHONDRIAL_MATRIX	487	448		
GOCC_MITOCHONDRIAL_PERMEABILITY_TRANSITION_PORE_COMPLEX	7		Rejected!	
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	300	289		
GOCC_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O	11		Rejected!	
GOCC_MITOCHONDRIAL_PYRUVATE_DEHYDROGENASE_COMPLEX	8		Rejected!	
GOCC_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III	14		Rejected!	
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	32	31		
GOCC_MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX	11		Rejected!	
GOCC_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE	21	18		
GOCC_MITOCHONDRION	1665		Rejected!	
GOCC_MITOTIC_COHESIN_COMPLEX	6		Rejected!	
GOCC_MITOTIC_SPINDLE	184	167		
GOCC_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE	8		Rejected!	
GOCC_MITOTIC_SPINDLE_MICROTUBULE	14		Rejected!	
GOCC_MITOTIC_SPINDLE_MIDZONE	14		Rejected!	
GOCC_MITOTIC_SPINDLE_POLE	38	37		
GOCC_MKS_COMPLEX	13		Rejected!	
GOCC_MLL1_2_COMPLEX	32	32		
GOCC_MLL3_4_COMPLEX	12		Rejected!	
GOCC_MMXD_COMPLEX	5		Rejected!	
GOCC_MON1_CCZ1_COMPLEX	5		Rejected!	
GOCC_MONOATOMIC_ION_CHANNEL_COMPLEX	300	155		
GOCC_MOTILE_CILIUM	272	173		
GOCC_MPP7_DLG1_LIN7_COMPLEX	5		Rejected!	
GOCC_MRNA_CAP_BINDING_COMPLEX	13		Rejected!	
GOCC_MRNA_CLEAVAGE_AND_POLYADENYLATION_SPECIFICITY_FACTOR_COMPLEX	21	15		
GOCC_MRNA_CLEAVAGE_FACTOR_COMPLEX	26	20		
GOCC_MRNA_EDITING_COMPLEX	15		Rejected!	
GOCC_MSL_COMPLEX	6		Rejected!	
GOCC_MULTIMERIC_RIBONUCLEASE_P_COMPLEX	10		Rejected!	
GOCC_MULTIVESICULAR_BODY	68	49		
GOCC_MULTIVESICULAR_BODY_INTERNAL_VESICLE	6		Rejected!	
GOCC_MULTIVESICULAR_BODY_LUMEN	7		Rejected!	
GOCC_MULTIVESICULAR_BODY_MEMBRANE	29	25		
GOCC_MULTI_PASS_TRANSLOCON_COMPLEX	9		Rejected!	
GOCC_MUSCLE_MYOSIN_COMPLEX	15		Rejected!	
GOCC_MYELIN_SHEATH	46	35		
GOCC_MYELIN_SHEATH_ABAXONAL_REGION	6		Rejected!	
GOCC_MYELIN_SHEATH_ADAXONAL_REGION	6		Rejected!	
GOCC_MYOFILAMENT	26	23		
GOCC_MYOSIN_COMPLEX	56	39		
GOCC_MYOSIN_FILAMENT	24		Rejected!	
GOCC_MYOSIN_II_COMPLEX	26	16		
GOCC_M_BAND	22	15		
GOCC_NADH_DEHYDROGENASE_COMPLEX	49	49		
GOCC_NADPH_OXIDASE_COMPLEX	18		Rejected!	
GOCC_NASCENT_POLYPEPTIDE_ASSOCIATED_COMPLEX	5		Rejected!	
GOCC_NATA_COMPLEX	5		Rejected!	
GOCC_NBAF_COMPLEX	16	15		
GOCC_NETWORK_FORMING_COLLAGEN_TRIMER	8		Rejected!	
GOCC_NEUROFIBRILLARY_TANGLE	5		Rejected!	
GOCC_NEUROFILAMENT	9		Rejected!	
GOCC_NEUROMUSCULAR_JUNCTION	76	59		
GOCC_NEURONAL_DENSE_CORE_VESICLE	25		Rejected!	
GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	5		Rejected!	
GOCC_NEURONAL_RIBONUCLEOPROTEIN_GRANULE	5		Rejected!	
GOCC_NEURON_PROJECTION	1321		Rejected!	
GOCC_NEURON_PROJECTION_CYTOPLASM	88	75		
GOCC_NEURON_PROJECTION_MEMBRANE	60	38		
GOCC_NEURON_PROJECTION_TERMINUS	129	71		
GOCC_NEURON_SPINE	176	126		
GOCC_NEURON_TO_NEURON_SYNAPSE	362	252		
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	46	21		
GOCC_NLRP3_INFLAMMASOME_COMPLEX	8		Rejected!	
GOCC_NLS_DEPENDENT_PROTEIN_NUCLEAR_IMPORT_COMPLEX	10		Rejected!	
GOCC_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	9		Rejected!	
GOCC_NODE_OF_RANVIER	16		Rejected!	
GOCC_NONHOMOLOGOUS_END_JOINING_COMPLEX	9		Rejected!	
GOCC_NON_MOTILE_CILIUM	168	108		
GOCC_NPBAF_COMPLEX	14		Rejected!	
GOCC_NSL_COMPLEX	11		Rejected!	
GOCC_NUCLEAR_BODY	859		Rejected!	
GOCC_NUCLEAR_CHROMOSOME	229	198		
GOCC_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	15	15		
GOCC_NUCLEAR_ENVELOPE	494	433		
GOCC_NUCLEAR_ENVELOPE_LUMEN	10		Rejected!	
GOCC_NUCLEAR_EXOSOME_RNASE_COMPLEX	12		Rejected!	
GOCC_NUCLEAR_INCLUSION_BODY	12		Rejected!	
GOCC_NUCLEAR_INNER_MEMBRANE	57	46		
GOCC_NUCLEAR_LAMINA	12		Rejected!	
GOCC_NUCLEAR_MEMBRANE	311	273		
GOCC_NUCLEAR_OUTER_MEMBRANE	31	24		
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	1212		Rejected!	
GOCC_NUCLEAR_PERIPHERY	150	140		
GOCC_NUCLEAR_PORE	97	93		
GOCC_NUCLEAR_PORE_CENTRAL_TRANSPORT_CHANNEL	6		Rejected!	
GOCC_NUCLEAR_PORE_NUCLEAR_BASKET	12		Rejected!	
GOCC_NUCLEAR_PORE_OUTER_RING	9		Rejected!	
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX	1257		Rejected!	
GOCC_NUCLEAR_REPLICATION_FORK	34	33		
GOCC_NUCLEAR_RNA_EXPORT_FACTOR_COMPLEX	7		Rejected!	
GOCC_NUCLEAR_SPECK	417	375		
GOCC_NUCLEAR_STRESS_GRANULE	6		Rejected!	
GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	44	42		
GOCC_NUCLEOCYTOPLASMIC_TRANSPORT_COMPLEX	12		Rejected!	
GOCC_NUCLEOID	45	44		
GOCC_NUCLEOLAR_EXOSOME_RNASE_COMPLEX	10		Rejected!	
GOCC_NUCLEOLAR_RIBONUCLEASE_P_COMPLEX	7		Rejected!	
GOCC_NUCLEOLUS	1474		Rejected!	
GOCC_NUCLEOSOME	134	91		
GOCC_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX	15		Rejected!	
GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	11		Rejected!	
GOCC_NURD_COMPLEX	16	16		
GOCC_NURF_COMPLEX	7		Rejected!	
GOCC_N_TERMINAL_PROTEIN_ACETYLTRANSFERASE_COMPLEX	10		Rejected!	
GOCC_OLIGOSACCHARYLTRANSFERASE_COMPLEX	14		Rejected!	
GOCC_OMEGASOME	5		Rejected!	
GOCC_ORGANELLAR_RIBOSOME	89	88		
GOCC_ORGANELLE_ENVELOPE_LUMEN	89	82		
GOCC_ORGANELLE_INNER_MEMBRANE	553		Rejected!	
GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	50	45		
GOCC_ORGANELLE_SUBCOMPARTMENT	1513		Rejected!	
GOCC_ORIGIN_RECOGNITION_COMPLEX	9		Rejected!	
GOCC_OTHER_ORGANISM_PART	5		Rejected!	
GOCC_OUTER_DENSE_FIBER	5		Rejected!	
GOCC_OUTER_DYNEIN_ARM	11		Rejected!	
GOCC_OUTER_KINETOCHORE	20	19		
GOCC_OUTER_MEMBRANE	248	213		
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	23	22		
GOCC_OXIDOREDUCTASE_COMPLEX	128	113		
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX	5		Rejected!	
GOCC_PALMITOYLTRANSFERASE_COMPLEX	11		Rejected!	
GOCC_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR	5		Rejected!	
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	19		Rejected!	
GOCC_PARANODAL_JUNCTION	8		Rejected!	
GOCC_PARANODE_REGION_OF_AXON	12		Rejected!	
GOCC_PARASPECKLES	8		Rejected!	
GOCC_PAR_POLARITY_COMPLEX	6		Rejected!	
GOCC_PCG_PROTEIN_COMPLEX	38	36		
GOCC_PEPTIDASE_COMPLEX	120	104		
GOCC_PEPTIDASE_INHIBITOR_COMPLEX	11		Rejected!	
GOCC_PERICENTRIC_HETEROCHROMATIN	30	29		
GOCC_PERICENTRIOLAR_MATERIAL	22	21		
GOCC_PERICHROMATIN_FIBRILS	5		Rejected!	
GOCC_PERICILIARY_MEMBRANE_COMPARTMENT	6		Rejected!	
GOCC_PERIKARYON	149	100		
GOCC_PERINEURONAL_NET	10		Rejected!	
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	21	15		
GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	736		Rejected!	
GOCC_PERINUCLEAR_THECA	5		Rejected!	
GOCC_PERINUCLEOLAR_COMPARTMENT	5		Rejected!	
GOCC_PHAGOCYTIC_CUP	28	22		
GOCC_PHAGOCYTIC_VESICLE	142	114		
GOCC_PHAGOCYTIC_VESICLE_LUMEN	5		Rejected!	
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	80	67		
GOCC_PHAGOLYSOSOME	6		Rejected!	
GOCC_PHAGOPHORE_ASSEMBLY_SITE	38	36		
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	21	20		
GOCC_PHOSPHATASE_COMPLEX	54	48		
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX	29	25		
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	9		Rejected!	
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_III	7		Rejected!	
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	14		Rejected!	
GOCC_PHOSPHORYLASE_KINASE_COMPLEX	5		Rejected!	
GOCC_PHOTORECEPTOR_CONNECTING_CILIUM	41	35		
GOCC_PHOTORECEPTOR_DISC_MEMBRANE	25		Rejected!	
GOCC_PHOTORECEPTOR_INNER_SEGMENT	71	39		
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	95	52		
GOCC_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE	16		Rejected!	
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	10		Rejected!	
GOCC_PICLN_SM_PROTEIN_COMPLEX	6		Rejected!	
GOCC_PIGMENT_GRANULE	112	100		
GOCC_PINOSOME	7		Rejected!	
GOCC_PIP_BODY	5		Rejected!	
GOCC_PI_BODY	10		Rejected!	
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	715	334		
GOCC_PLASMA_MEMBRANE_RAFT	113	73		
GOCC_PLASMA_MEMBRANE_REGION	1307		Rejected!	
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	314	108		
GOCC_PLATELET_ALPHA_GRANULE	91	50		
GOCC_PLATELET_ALPHA_GRANULE_LUMEN	67	36		
GOCC_PLATELET_ALPHA_GRANULE_MEMBRANE	17		Rejected!	
GOCC_PLATELET_DENSE_GRANULE	21		Rejected!	
GOCC_PLATELET_DENSE_GRANULE_LUMEN	14		Rejected!	
GOCC_PLATELET_DENSE_GRANULE_MEMBRANE	6		Rejected!	
GOCC_PLATELET_DENSE_TUBULAR_NETWORK	11		Rejected!	
GOCC_PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE	9		Rejected!	
GOCC_PML_BODY	110	105		
GOCC_PODOSOME	31	29		
GOCC_POLAR_MICROTUBULE	5		Rejected!	
GOCC_POLE_PLASM	27	16		
GOCC_POLYMERIC_CYTOSKELETAL_FIBER	791		Rejected!	
GOCC_POLYSOMAL_RIBOSOME	31	29		
GOCC_POLYSOME	67	63		
GOCC_PORE_COMPLEX	26	19		
GOCC_POSTSYNAPSE	648	443		
GOCC_POSTSYNAPTIC_ACTIN_CYTOSKELETON	5		Rejected!	
GOCC_POSTSYNAPTIC_CYTOSKELETON	10		Rejected!	
GOCC_POSTSYNAPTIC_CYTOSOL	13		Rejected!	
GOCC_POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT	14		Rejected!	
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	99	50		
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE	5		Rejected!	
GOCC_POSTSYNAPTIC_ENDOSOME	14		Rejected!	
GOCC_POSTSYNAPTIC_MEMBRANE	275	145		
GOCC_POSTSYNAPTIC_RECYCLING_ENDOSOME	8		Rejected!	
GOCC_POSTSYNAPTIC_SPECIALIZATION	346	236		
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	18	15		
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	122	58		
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	10		Rejected!	
GOCC_POTASSIUM_CHANNEL_COMPLEX	90	39		
GOCC_PRC1_COMPLEX	16	15		
GOCC_PRECATALYTIC_SPLICEOSOME	53	52		
GOCC_PREFOLDIN_COMPLEX	7		Rejected!	
GOCC_PRERIBOSOME	109	108		
GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	19	19		
GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	15	15		
GOCC_PRESPLICEOSOME	17	16		
GOCC_PRESYNAPSE	564	376		
GOCC_PRESYNAPTIC_ACTIVE_ZONE	77	50		
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	18		Rejected!	
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	30	15		
GOCC_PRESYNAPTIC_CYTOSKELETON	11		Rejected!	
GOCC_PRESYNAPTIC_CYTOSOL	13		Rejected!	
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	9		Rejected!	
GOCC_PRESYNAPTIC_MEMBRANE	165	90		
GOCC_PRE_SNORNP_COMPLEX	7		Rejected!	
GOCC_PROCENTRIOLE_REPLICATION_COMPLEX	6		Rejected!	
GOCC_PRONUCLEUS	14		Rejected!	
GOCC_PROTEASE_INHIBITOR_COMPLEX	8		Rejected!	
GOCC_PROTEASOME_ACCESSORY_COMPLEX	23	23		
GOCC_PROTEASOME_COMPLEX	60	56		
GOCC_PROTEASOME_CORE_COMPLEX	20	17		
GOCC_PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX	8		Rejected!	
GOCC_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX	11		Rejected!	
GOCC_PROTEASOME_REGULATORY_PARTICLE	19	19		
GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	9		Rejected!	
GOCC_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX	7		Rejected!	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	57	37		
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_CELL_ADHESION	5		Rejected!	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	17		Rejected!	
GOCC_PROTEIN_DNA_COMPLEX	1435		Rejected!	
GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX	42	39		
GOCC_PROTEIN_KINASE_COMPLEX	148	133		
GOCC_PROTEIN_LIPID_COMPLEX	39	28		
GOCC_PROTEIN_PHOSPHATASE_4_COMPLEX	6		Rejected!	
GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX	19	16		
GOCC_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	17	16		
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	22	20		
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1	7		Rejected!	
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O	14		Rejected!	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	50	44		
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	19	16		
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	26	24		
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	27	24		
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN	12		Rejected!	
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	11		Rejected!	
GOCC_PROXIMAL_DENDRITE	6		Rejected!	
GOCC_PRP19_COMPLEX	12		Rejected!	
GOCC_PSEUDOPODIUM	18		Rejected!	
GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	7		Rejected!	
GOCC_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME	6		Rejected!	
GOCC_P_BODY	99	93		
GOCC_R2TP_COMPLEX	5		Rejected!	
GOCC_RADIAL_SPOKE	5		Rejected!	
GOCC_RAGULATOR_COMPLEX	5		Rejected!	
GOCC_RECEPTOR_COMPLEX	531	230		
GOCC_RECYCLING_ENDOSOME	203	174		
GOCC_RECYCLING_ENDOSOME_MEMBRANE	107	91		
GOCC_REPLICATION_FORK	67	66		
GOCC_REPLISOME	15		Rejected!	
GOCC_RESPIRASOME	102	97		
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV	28	23		
GOCC_RETROMER_COMPLEX	12		Rejected!	
GOCC_RIBBON_SYNAPSE	15		Rejected!	
GOCC_RIBONUCLEASE_MRP_COMPLEX	10		Rejected!	
GOCC_RIBONUCLEASE_P_COMPLEX	14		Rejected!	
GOCC_RIBONUCLEOPROTEIN_COMPLEX	1169		Rejected!	
GOCC_RIBONUCLEOPROTEIN_GRANULE	270	235		
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	5		Rejected!	
GOCC_RIBOSOMAL_SUBUNIT	188	183		
GOCC_RIBOSOME	239	225		
GOCC_RIPOPTOSOME	6		Rejected!	
GOCC_RISC_LOADING_COMPLEX	8		Rejected!	
GOCC_RNAI_EFFECTOR_COMPLEX	413	64		
GOCC_RNA_CAP_BINDING_COMPLEX	22	20		
GOCC_RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX	9		Rejected!	
GOCC_RNA_POLYMERASE_COMPLEX	118	103		
GOCC_RNA_POLYMERASE_III_COMPLEX	18	18		
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	9		Rejected!	
GOCC_RNA_POLYMERASE_II_CORE_COMPLEX	15	15		
GOCC_RNA_POLYMERASE_II_HOLOENZYME	87	72		
