SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
CHP1	0.170989421	0.002125558	0.170373757	0.017843872	0.164609286	0.015386492
CHPF	0.28445512	4.98E-07	0.282144497	0.000501343	0.277915119	7.05E-06
CHPT1	0.200565543	0.009284844	0.201479093	0.039704028	0.193898993	0.031911403
CHRM3	0.28996691	0.002363907	0.294708768	0.013508213	0.283080934	0.010167323
CHRM4	-0.27737114	0.001519797	-0.276989996	0.011030059	-0.284013091	0.004521594
CHRM5	-0.313154106	7.84E-05	-0.310245841	0.002431	-0.320242127	0.000205416
CHRNA5	0.767592056	5.89E-07	0.768988469	0.000816842	0.761253873	7.05E-06
CHST10	0.217027808	0.003458184	0.218059562	0.019997788	0.210512987	0.011722357
CHST11	-0.293922871	3.18E-05	-0.295565994	0.001421059	-0.300415369	8.91E-05
CHST15	-0.561435719	5.79E-08	-0.559138928	0.000148388	-0.56844197	2.21E-07
CHST3	-0.96491503	0.002042825	-0.96177554	0.039538808	-0.981403682	0.046284283
CHST4	-1.314869728	1.83E-07	-1.382796932	0.000710968	-1.323880236	2.76E-06
CHST8	0.594727703	4.60E-07	0.595819683	0.000321477	0.588301645	3.22E-06
CHSY1	-0.212355322	0.000144756	-0.212768783	0.00394642	-0.218719826	0.000572639
CHUK	0.419841521	0.000123061	0.420420696	0.006009922	0.412917529	0.000456969
CHURC1-FNTB	-0.148610246	0.009617526	-0.147449264	0.045678841	-0.155370779	0.019644232
CIART	-0.373293228	1.33E-05	-0.373785742	0.001494737	-0.379669716	5.07E-05
CIDECP	0.366486757	0.001621723	0.36822548	0.010406883	0.36014408	0.006654378
CINP	0.276406602	0.000113444	0.277660953	0.003093994	0.270078409	0.000530437
CIR1	-0.212048421	0.007997238	-0.218455962	0.034513116	-0.21761365	0.023544193
CIRBP	0.328429371	4.37E-08	0.328042152	0.000203146	0.321818069	4.05E-07
CISD2	0.288405406	0.000169392	0.287213602	0.004459715	0.282092646	0.000798694
CITED2	-0.183869469	0.003040329	-0.188212444	0.019780768	-0.189565053	0.0114192
CITF22-92A6.1	1.074414325	4.03E-05	1.098024833	0.005537068	1.069139022	0.000352723
CKAP4	-0.287762173	1.10E-06	-0.287637412	0.00057619	-0.294351872	4.68E-06
CLASP1	-0.139709411	0.010540377	-0.139975569	0.042606157	-0.146109381	0.022075159
CLCA2	-1.404425155	2.87E-13	-1.387513856	2.87E-05	-1.412185761	1.47E-12
CLCN3	0.338335628	6.27E-08	0.337817142	0.000257189	0.331910662	4.27E-07
CLDN10	-1.086091789	0.000125987	-1.077277199	0.005135464	-1.094587983	0.000508189
CLDN12	0.19781565	0.000674814	0.198368304	0.00938452	0.191073928	0.002734878
CLDN19	-0.898698371	3.60E-16	-0.901381165	4.69E-06	-0.90548275	5.22E-16
CLDN3	0.726949346	6.45E-11	0.72984657	4.66E-05	0.720694008	1.62E-10
CLDN4	0.553102789	6.88E-21	0.552096638	3.48E-07	0.546784363	6.60E-20
CLDN7	-0.198777651	0.000243035	-0.199066463	0.005134035	-0.205465716	0.000687685
CLEC11A	-0.176950893	0.007806498	-0.17763082	0.044129727	-0.183465874	0.027929923
CLEC16A	0.248398664	0.000603353	0.251080538	0.007415825	0.24152761	0.00298085
CLEC18B	-1.950227398	0.000697998	-2.135918431	0.020182714	-2.007373448	0.026513647
CLEC1A	-0.766625256	4.65E-20	-0.765084903	8.47E-07	-0.773701595	2.01E-19
CLEC4GP1	0.301381591	0.000674919	0.299715736	0.016455869	0.294388458	0.00303516
CLEC7A	-0.889276425	0.001882583	-0.87788573	0.027499843	-0.900775823	0.026498119
CLIP1	0.185026927	0.003661914	0.184786559	0.029250555	0.17870207	0.016178514
CLIP3	0.792841309	7.24E-05	0.788461322	0.005268599	0.787650967	0.001107102
CLMN	-0.969728112	4.77E-05	-0.985162771	0.004625622	-0.978640699	0.001672743
CLN3	-0.224913024	0.000244102	-0.224600486	0.006483905	-0.231618183	0.001202877
CLN5	-0.273877854	0.000132369	-0.268114622	0.004460605	-0.281175592	0.000372553
CLSPN	0.495225047	2.41E-06	0.496421352	0.00091438	0.488576962	1.61E-05
CLSTN3	-0.341781562	8.31E-11	-0.343099766	2.51E-05	-0.348066315	3.51E-10
CLTCL1	0.350298258	0.002502493	0.353939847	0.01809995	0.343229257	0.008662366
CLU	-0.553868884	1.50E-11	-0.562363597	2.40E-05	-0.559734233	3.73E-10
CMB9-55F22.1	0.55124524	0.003935502	0.550458228	0.03604772	0.544330658	0.019727802
CMBL	-0.225919941	5.80E-05	-0.228475219	0.002543155	-0.232019313	0.000287996
CMIP	-0.381527021	4.83E-10	-0.384472597	5.21E-05	-0.387547908	6.68E-09
CMPK2	-0.690947982	0.000144456	-0.690988962	0.006483905	-0.698600052	0.001230417
CMTM4	-0.230317001	2.90E-05	-0.23019919	0.001872624	-0.236883905	9.72E-05
CMTM6	0.228267406	1.91E-05	0.229740348	0.001421662	0.221471969	0.000143075
CMTM7	-0.545945878	0.000282509	-0.5363995	0.007947928	-0.553824016	0.00124362
CMTM8	0.284178908	0.000901688	0.283546891	0.010133935	0.277528715	0.004110326
CMYA5	-0.267465552	0.007158198	-0.266070765	0.030731409	-0.274221756	0.016438206
CNDP2	-0.118444875	0.017886614	-0.119457893	0.044920009	-0.124581618	0.031101086
CNGB1	0.626963912	8.30E-12	0.626071554	1.89E-05	0.620587455	2.47E-11
CNIH1	0.241876423	1.06E-05	0.242029473	0.001201364	0.235212718	5.74E-05
CNKSR3	0.661413517	0.000192249	0.656526473	0.009115932	0.656132963	0.002273557
CNN3	-0.160622942	0.007966175	-0.158690423	0.044179979	-0.167006004	0.01601684
CNNM2	0.204508279	0.004004394	0.199957053	0.033130923	0.198519757	0.021127021
CNNM3	0.441469754	3.79E-14	0.438418825	6.99E-06	0.435405303	1.67E-12
CNNM4	0.521667023	1.98E-17	0.520044247	2.13E-06	0.515388353	8.12E-15
CNPY4	0.448921875	4.51E-06	0.450785602	0.001231509	0.442454696	2.15E-05
CNTN4	0.239901923	0.005139066	0.245001046	0.027662308	0.233285236	0.01804615
CNTRL	-0.252117901	0.000230946	-0.253538293	0.005983461	-0.258432759	0.001137057
CNTROB	0.217860151	0.000102914	0.217952143	0.002994574	0.211488145	0.000513518
COBL	-0.227484064	0.000128218	-0.229715517	0.004122815	-0.23374322	0.000470052
COG1	0.207803993	0.000532578	0.208500009	0.006744036	0.20134075	0.002601611
COL16A1	-0.521057136	3.39E-16	-0.520908646	2.98E-06	-0.527990536	2.05E-16
COL17A1	-0.868016778	1.56E-52	-0.867406629	1.41E-09	-0.874753812	1.39E-54
COL18A1	-0.562036128	2.04E-05	-0.560350302	0.001700254	-0.569110928	7.10E-05
COL27A1	-0.420351309	6.24E-15	-0.420189829	3.59E-06	-0.426658211	2.04E-15
COL2A1	-1.539531333	9.85E-11	-1.510334159	0.000111687	-1.552568927	5.33E-08
COL5A1-AS1	-1.204327476	6.81E-06	-1.191370271	0.003238055	-1.218013601	0.000307637
COL6A1	-0.170948477	0.008425718	-0.169524119	0.042893578	-0.177615152	0.018793701
COL6A3	-0.397113425	3.19E-08	-0.397689965	0.000205087	-0.403617946	1.63E-07
COL7A1	-0.524335931	1.26E-13	-0.525036126	1.26E-05	-0.531151848	9.81E-14
COL8A2	-0.93258282	0.000307871	-0.917741844	0.015058406	-0.941701144	0.005277186
COL9A2	-1.07041228	5.88E-39	-1.067823057	6.72E-09	-1.077381812	5.82E-43
COL9A3	-0.295290802	1.22E-05	-0.296071979	0.00190228	-0.301685698	3.38E-05
COLEC12	-0.54750176	6.29E-11	-0.549812309	2.55E-05	-0.554220983	5.31E-11
COLQ	-0.891693709	1.16E-35	-0.891603856	6.72E-09	-0.898658273	1.06E-40
COMMD3	0.229343708	0.006944163	0.233311572	0.037984706	0.222938123	0.024156595
COMTD1	-0.397933779	9.49E-06	-0.401149392	0.001478597	-0.404412341	3.85E-05
COPE	0.142891296	0.002179563	0.142946831	0.011949166	0.136484802	0.004489259
COPRS	0.212953089	0.006302267	0.21175731	0.030640009	0.206563254	0.025746816
COQ2	0.524481638	2.57E-08	0.523087453	0.000126789	0.517813313	5.80E-08
COQ5	0.272092136	8.93E-07	0.272521529	0.000437817	0.265512496	7.04E-06
COQ6	0.261869801	0.000546194	0.259524678	0.007907842	0.255411495	0.002928748
COQ8A	-0.330610387	3.45E-11	-0.331571144	1.69E-05	-0.337015333	1.11E-11
CORO1C	-0.257990742	1.25E-06	-0.259161459	0.000398172	-0.264199113	2.63E-06
CORO2A	-0.132297467	0.01054987	-0.133279467	0.037932672	-0.138571382	0.021560694
CORO6	-0.434103165	0.009089498	-0.446028469	0.036425263	-0.440381405	0.020277154
COTL1	-0.258059107	3.20E-05	-0.257658192	0.002200234	-0.264330382	0.000222305
COX10	-0.150950376	0.007540965	-0.152467514	0.032629957	-0.157237563	0.020431492
COX11	0.162052252	0.007826092	0.16305438	0.036316057	0.155532826	0.021844807
COX20	0.173545643	0.007956948	0.174110723	0.036425263	0.167160633	0.026361593
COX6A1	0.168010485	0.001878168	0.167216126	0.015115171	0.161735674	0.01189029
CPAMD8	-0.241935875	0.000171716	-0.24081578	0.004803401	-0.248810905	0.000424361
CPD	0.505168127	4.76E-14	0.505369501	1.06E-05	0.498627971	7.75E-13
CPNE3	0.231186839	0.000109528	0.23133784	0.00424253	0.224346076	0.000468823
CPNE7	-0.457249057	2.25E-06	-0.454736576	0.000399149	-0.464087583	5.49E-06
CPOX	-0.241410357	2.44E-06	-0.24217335	0.000579335	-0.24801608	1.60E-06
CPSF4	0.321421566	7.01E-07	0.321824401	0.000480146	0.314739802	5.52E-06
CRAMP1	-0.14163918	0.01297271	-0.143218416	0.046853901	-0.147909608	0.029197286
CREB3	0.252064219	4.61E-05	0.251357467	0.001778844	0.245510922	0.000253339
CREB3L2	-0.393308957	4.86E-12	-0.393402991	1.56E-05	-0.399854196	2.25E-11
CREB3L3	-0.579168904	0.000134637	-0.557859613	0.006579796	-0.586421883	0.000583222
CREG1	0.20990366	3.73E-05	0.210326075	0.001814206	0.203146954	0.000119243
CRELD2	0.191704555	0.012668823	0.193425969	0.040078401	0.184945708	0.039649566
CREM	-0.317052851	3.48E-05	-0.313290305	0.001669282	-0.323997485	7.27E-05
CRIM1	-0.29942579	1.66E-06	-0.299386214	0.000646547	-0.305938131	4.35E-06
CRISPLD2	-0.428213589	1.44E-12	-0.427666076	1.38E-05	-0.434226944	1.86E-11
CRK	0.510696656	4.73E-06	0.511577093	0.001461271	0.503605497	1.45E-05
CRNDE	0.631583474	2.08E-05	0.632377541	0.003307791	0.624237177	4.87E-05
CROT	-0.628015534	3.00E-06	-0.622126534	0.001090703	-0.635360368	1.65E-05
CRTAC1	-1.126157431	0.00010661	-1.112461962	0.010724205	-1.143394649	0.002637474
CRTAP	0.227387666	2.49E-05	0.227362404	0.001808769	0.220864513	0.000242573
CRTC1	0.183467721	0.001480545	0.181989873	0.013079067	0.177097416	0.008665251
CRTC3	-0.15119989	0.004735348	-0.152190721	0.023088152	-0.157487613	0.013315264
CRYAB	-1.160436414	6.22E-13	-1.160056449	1.37E-05	-1.167926436	6.65E-12
CRYBA2	-0.677390322	8.36E-09	-0.672354446	0.000133239	-0.684393934	2.80E-08
CRYL1	0.342087026	0.007447596	0.34831878	0.038003312	0.335266591	0.02540871
CRYZL1	0.321916553	0.000676229	0.325893573	0.010057839	0.315524346	0.002099207
CSF1	-0.835977589	1.28E-09	-0.845245368	5.72E-05	-0.842956025	4.01E-09
CSF1R	-0.22173788	1.07E-05	-0.22227028	0.000708136	-0.227879582	1.63E-05
CSF2RB	-0.609342573	4.23E-12	-0.611037627	8.76E-06	-0.616121165	3.40E-12
CSF3R	-0.276563039	2.41E-06	-0.27689572	0.000785922	-0.283260588	8.70E-06
CSGALNACT1	-0.294181223	0.002107632	-0.294255454	0.015585229	-0.300864054	0.005414151
CSH1	-0.984638132	2.77E-10	-0.970696011	7.32E-05	-0.991318171	2.98E-10
CSH2	-0.749541854	2.15E-07	-0.758333644	0.000251122	-0.756438302	6.51E-07
CSK	0.181643797	0.002989344	0.181170118	0.016100547	0.175033596	0.012474688
CSRNP1	-0.324744907	7.55E-09	-0.326795383	8.03E-05	-0.331052309	2.29E-08
CSRNP2	0.54796128	9.38E-24	0.547608007	1.37E-07	0.541476299	1.03E-22
CSRP2	-0.402567185	8.45E-09	-0.402373414	0.000147502	-0.409032423	6.02E-08
CSTF2T	0.254097013	0.002778663	0.256109696	0.018386781	0.247575296	0.008890327
CTA-363E6.2	-1.112614996	0.001544874	-1.095959402	0.040413185	-1.12538107	0.023783267
CTAGE5	0.376067593	0.001145972	0.369321264	0.01696305	0.369160782	0.003817578
CTB-129P6.7	-0.287174803	1.89E-05	-0.286853088	0.002333299	-0.293740878	6.23E-05
CTB-25B13.12	0.306691942	0.004255364	0.309918511	0.027172032	0.299710408	0.017590217
CTB-46B19.2	1.468850915	0.000190785	1.597067869	0.009843456	1.476815486	0.004538964
CTB-52I2.4	0.627617885	0.000183289	0.621649072	0.006483905	0.62080078	0.001194963
CTBS	0.401308149	4.84E-10	0.402162509	4.87E-05	0.394805192	9.04E-09
CTC-277H1.7	1.022256923	0.000671896	1.058398787	0.024361089	1.020704188	0.018137211
CTC-351M12.1	0.667990435	2.58E-06	0.669144814	0.000663174	0.661256542	5.18E-05
CTC-444N24.11	0.180444709	0.010608861	0.177857799	0.047769937	0.174337494	0.040663232
CTC-479C5.10	-0.186346551	0.001424651	-0.185775462	0.013924096	-0.192945503	0.003495868
CTC-479C5.12	-0.313331613	7.91E-05	-0.312189941	0.002091795	-0.320008953	0.000147595
CTC-501O10.1	-0.793195986	1.99E-05	-0.796859435	0.001515835	-0.800507034	8.70E-05
CTC-518B2.8	-0.328937576	0.001106811	-0.329176484	0.011270235	-0.335603081	0.002538169
CTC-550B14.6	-0.264588071	0.005983325	-0.285452649	0.018609723	-0.270100132	0.017941435
CTC-559E9.1	0.490965597	0.000361052	0.506197234	0.00708512	0.484459102	0.001326227
CTC1	0.568652705	1.03E-18	0.567717237	1.04E-06	0.562179482	1.59E-18
CTD-2001J20.1	-2.449543569	1.21E-05	-2.496259952	0.005858484	-2.502761675	0.001462653
CTD-2007H13.3	0.541761285	0.003613252	0.549122314	0.030815324	0.535490027	0.032064656
CTD-2008P7.1	-0.663911054	0.001988788	-0.646748105	0.020864457	-0.673640346	0.012714092
CTD-2008P7.8	-0.60002826	1.88E-06	-0.596667783	0.000590802	-0.607143301	6.56E-06
CTD-2008P7.9	-0.747819821	7.78E-08	-0.74150653	0.000162446	-0.755543972	1.30E-06
CTD-2026D20.2	0.907384921	0.003229005	1.006584974	0.031755071	0.905445188	0.040683098
CTD-2116N17.1	0.212110004	0.000906283	0.209037399	0.014265095	0.205489381	0.005585253
CTD-2140B24.4	0.509973087	0.003802725	0.496942953	0.039054587	0.503050558	0.01238949
CTD-2162K18.4	0.585158327	0.005506211	0.588924248	0.039831283	0.578134237	0.046287311
CTD-2165H16.4	1.635376593	4.82E-05	1.897952574	0.008831241	1.642684743	0.006261064
CTD-2200P10.1	-0.674196404	0.002299532	-0.680277741	0.023110242	-0.679955797	0.03660204
CTD-2203K17.1	0.769230188	0.001547257	0.827432045	0.017239713	0.762052424	0.008704161
CTD-2206N4.4	0.864062073	0.000168855	0.863810258	0.009748638	0.858344917	0.002749738
CTD-2224J9.8	-0.743185738	7.19E-11	-0.741590303	1.59E-05	-0.750329506	2.53E-10
CTD-2245E15.3	-0.332933901	0.004457306	-0.343075082	0.022698454	-0.339673418	0.01301595
CTD-2265O21.3	-0.352469854	0.009823629	-0.353302958	0.037402013	-0.35925304	0.030590838
CTD-2270L9.4	0.507796821	0.004430033	0.518582717	0.028220162	0.503124406	0.028595721
CTD-2270P14.1	0.67461471	0.000279914	0.67936505	0.009216448	0.66828797	0.000877471
CTD-2311M21.2	-0.577821105	1.15E-11	-0.574355483	4.54E-05	-0.58467118	7.60E-11
CTD-2373N4.3	-0.385437298	0.002236278	-0.378590295	0.01816645	-0.392631875	0.005590212
CTD-2377D24.6	-1.794864114	0.000504813	-1.664595529	0.022693957	-1.823015018	0.018944245
CTD-2527I21.15	-0.361368164	4.08E-05	-0.365368134	0.001511061	-0.368054073	0.000122714
CTD-2535L24.2	-0.311105175	2.00E-05	-0.315093247	0.001781812	-0.317192464	0.00013
CTD-2540L5.5	-0.348543717	0.000246569	-0.34881546	0.004189837	-0.355485704	0.000674364
CTD-2574D22.2	0.628423655	5.57E-05	0.633260969	0.002945446	0.621751827	0.000454923
CTD-2619J13.9	0.494454759	0.003536979	0.493865648	0.031040341	0.487831091	0.019056232
CTD-3074O7.11	0.230094835	4.24E-05	0.23029758	0.001500915	0.223464502	0.00013917
CTD-3141N22.1	-0.501256519	0.000126436	-0.497076822	0.003725695	-0.508092109	0.000431724
CTD-3214H19.16	0.206703524	0.001275021	0.205222301	0.013534944	0.200322486	0.00743787
CTDSP1	-0.133349589	0.009879186	-0.133502033	0.038732793	-0.139776223	0.020743129
CTH	0.305911118	0.000824454	0.304749525	0.014860009	0.299076855	0.004346787
CTNNA1	-0.212255679	3.55E-05	-0.212105649	0.001348286	-0.218495348	3.35E-05
CTNNB1	-0.246755955	1.51E-05	-0.247529332	0.001290546	-0.253713958	1.50E-05
CTNNBIP1	-0.20112362	0.012778873	-0.203691289	0.042321981	-0.207528747	0.029017801
CTSB	0.202787191	4.77E-05	0.202741457	0.001671605	0.196396544	0.000252435
CTSH	-0.193230058	0.001233343	-0.193204808	0.01359232	-0.199441799	0.003232801
CTSK	0.464986284	0.001887703	0.456765369	0.022597647	0.458541311	0.009179816
CTSLP6	-1.573957902	0.000283584	-1.477635295	0.021719311	-1.596156224	0.014072682
CTU2	0.335070561	1.92E-05	0.336921989	0.001242395	0.328690598	9.54E-05
CUL4A	-0.170808176	0.000465424	-0.170618336	0.005676027	-0.177308876	0.000211739
CUL9	0.346003887	9.50E-09	0.34825092	7.93E-05	0.339278572	5.77E-08
CXCR2	-0.309047695	0.008440367	-0.311871911	0.040202005	-0.316133497	0.021906417
CXCR4	-0.420437543	0.000633245	-0.416753498	0.009603035	-0.427238601	0.001807241
CXCR6	-1.187180769	1.85E-10	-1.187769698	6.08E-05	-1.195545063	9.23E-09
CXorf57	0.28333398	0.000164439	0.284063011	0.004581496	0.276464107	0.000495995
CYB561D2	0.216166741	0.003138507	0.212221731	0.02075599	0.209929659	0.01504717
CYB5A	-0.241668228	1.41E-05	-0.242265254	0.001343634	-0.248203809	3.04E-05
CYB5D2	0.428773503	6.28E-05	0.433109351	0.003323915	0.422318927	0.000289689
CYB5R4	0.290417702	4.50E-05	0.291841153	0.001505069	0.283683896	0.000154755
CYFIP2	-0.247209545	1.64E-07	-0.247160336	0.000131176	-0.253778282	3.81E-08
CYGB	-1.033773094	2.71E-22	-1.034723871	2.89E-07	-1.04097389	3.65E-22
CYHR1	0.164447061	0.016405816	0.166095066	0.049931803	0.157723158	0.047975649
CYP11A1	-0.413457474	2.61E-14	-0.413962273	4.48E-06	-0.419757685	1.83E-13
CYP1A1	-0.739666594	6.90E-13	-0.740443232	5.26E-06	-0.745833478	4.07E-13
CYP1A2	-2.412675431	4.33E-12	-2.483039968	8.23E-05	-2.424987568	1.11E-11
CYP20A1	0.562363978	2.61E-12	0.565167835	1.00E-05	0.555999069	2.60E-12
CYP26B1	-0.396031544	1.86E-09	-0.396657841	6.90E-05	-0.402546018	1.82E-08
CYP2F2P	-0.55635877	0.009126891	-0.574822631	0.047390859	-0.562864391	0.037666171
CYP2U1	0.941399687	9.16E-05	0.935702162	0.009960476	0.935734694	0.001575153
CYP3A7	-0.907299694	7.11E-07	-0.902161506	0.000646547	-0.915874883	6.80E-06
CYP3A7-CYP3A51P	-0.92389186	7.28E-06	-0.92508787	0.001681595	-0.933001026	7.02E-05
CYP4F2	-1.737716763	5.66E-15	-1.723342517	8.76E-06	-1.747866979	4.86E-11
CYP4F22	-1.0332356	1.24E-10	-1.053958389	2.20E-05	-1.039952511	1.98E-10
CYP4F3	-2.747091873	5.62E-10	-2.854702295	0.0004638	-2.781585482	2.92E-07
CYR61	-0.54230258	2.14E-11	-0.537243232	4.03E-05	-0.548456206	2.46E-11
CYSLTR2	-1.267228554	0.003367807	-1.2271771	0.043706447	-1.280223704	0.030795455
CYTH3	-0.17176787	0.001267299	-0.172038453	0.011349662	-0.178166569	0.002619301
D2HGDH	0.239252081	0.000288642	0.239884366	0.00724951	0.232521313	0.002142197
DAB2IP	-0.21026962	0.000161873	-0.212137945	0.004080549	-0.216534475	0.00069992
DAP	-0.182314185	0.000527381	-0.182906825	0.006659971	-0.188543184	0.001167391
DAP3	0.291510977	0.000181634	0.284726815	0.009401399	0.284468663	0.000902574
DARS-AS1	0.425819983	0.002096192	0.424302122	0.021065653	0.419715444	0.007821284
DAZAP1	-0.220475668	6.09E-05	-0.221373858	0.002517015	-0.226833063	0.000318961
DBH-AS1	-0.864479949	4.45E-07	-0.870629641	0.000964489	-0.871767629	1.03E-06
DBNL	0.270672419	7.36E-06	0.268556024	0.001175011	0.264680417	9.32E-05
DBP	0.387258393	2.31E-05	0.390205664	0.001936405	0.38112599	0.000101171
DCAF1	-0.233924872	9.20E-05	-0.235810089	0.003437876	-0.240172782	0.000350293
DCAF6	0.301552896	0.000577798	0.296621179	0.015558755	0.294904978	0.002571846
DCP1A	-0.158003254	0.009051369	-0.158968939	0.044179979	-0.164406803	0.024320171
DCP2	-0.266916312	3.71E-06	-0.266573381	0.00086886	-0.273756618	3.54E-06
DCST2	-0.266500012	0.008263159	-0.265165541	0.031093259	-0.2733472	0.022198215
DCUN1D2	0.396644106	8.27E-05	0.398109852	0.002946808	0.390116725	0.00030311
DCXR	0.581159881	6.31E-28	0.580883832	4.90E-08	0.57485054	1.76E-28
DDA1	-0.317695876	7.16E-08	-0.319063206	0.00020548	-0.324008848	7.69E-07
DDB1	-0.377502687	1.43E-11	-0.377907087	1.07E-05	-0.383928542	2.48E-11
DDB2	-0.318713723	9.21E-11	-0.319165852	2.05E-05	-0.325132964	7.05E-12
DDC	-1.572419945	1.62E-09	-1.569172061	0.000189296	-1.583717858	1.53E-07
DDHD1	-0.248418021	1.81E-05	-0.249351213	0.001565229	-0.254710862	5.30E-05
DDIT3	0.598293304	4.57E-06	0.61853676	0.00109177	0.592096169	0.004943791
DDN	-0.679511354	0.004174793	-0.759357412	0.014670026	-0.683305661	0.025739341
DDRGK1	0.221769205	0.000437348	0.222188586	0.004653371	0.215226235	0.00161473
DDX11L5	1.147429179	0.000466437	1.117751454	0.023688927	1.144281757	0.034276655
DDX39A	-0.230049748	1.67E-05	-0.229710835	0.001421059	-0.236737526	1.98E-05
DDX46	-0.259142275	2.60E-06	-0.260862181	0.000696653	-0.265331462	7.58E-06
DDX56	-0.19900022	0.001041122	-0.200467464	0.011261142	-0.205296605	0.004610777
DDX58	0.454940499	0.003556001	0.462493993	0.027632824	0.448223655	0.014342792
DDX60	-0.518541896	0.001083838	-0.526311701	0.014632938	-0.525962623	0.004424734
DEGS2	-0.531880585	0.004834951	-0.521367679	0.03581117	-0.539138217	0.016622848
DENND1A	-0.187956361	0.000357535	-0.188387275	0.005403235	-0.194189723	0.000752723
DENND1C	-0.266857486	0.002926596	-0.273604857	0.017326035	-0.273168495	0.00856133
DENND2A	0.448825889	1.91E-15	0.44740602	3.66E-06	0.442879565	4.26E-14
DENND2C	-0.496623902	0.001897809	-0.490650096	0.025672515	-0.504572384	0.007179842
DENND4B	-0.462497118	1.54E-18	-0.46248401	7.77E-07	-0.469129307	9.16E-20
DEPDC7	-0.652335268	6.05E-05	-0.63900616	0.00415536	-0.659785075	0.000195503
DEPTOR	-1.063746068	8.55E-10	-1.055233873	8.87E-05	-1.071945532	1.51E-09
DES	-1.131293917	0.000134058	-1.147106028	0.005912233	-1.142961402	0.001210826
DESI2	0.182255957	0.000162422	0.182295236	0.003120166	0.175752844	0.000420818
DEXI	0.295620051	0.000918101	0.293127205	0.011439738	0.289193748	0.004689762
DFFB	-0.603799466	1.57E-11	-0.603180933	1.32E-05	-0.610869077	5.00E-11
DFNA5	-0.325650748	4.23E-08	-0.325933527	0.000192858	-0.332250014	8.25E-08
DGAT1	0.177966157	0.009548994	0.176794903	0.043541799	0.171629399	0.036318044
DGCR6L	0.37148418	3.26E-06	0.372557022	0.000931812	0.364974789	1.81E-05
DGKD	-0.29999819	2.64E-06	-0.298545499	0.00086886	-0.306481245	9.73E-06
DGKH	-0.392999928	0.012996691	-0.404172888	0.043541799	-0.39961134	0.03690233
DGKQ	0.57236417	1.29E-13	0.572599237	5.83E-06	0.565709931	1.92E-13
DGKZ	-0.161287035	0.001229347	-0.160986194	0.010074735	-0.167846253	0.002191097
DGUOK-AS1	-0.424503022	0.008912859	-0.450838598	0.035523421	-0.431302861	0.028470454
DHFRP1	0.268188677	0.000393613	0.26819287	0.00534254	0.261504813	0.001344106
DHODH	-0.200889937	0.002197632	-0.201477156	0.012933372	-0.207519677	0.004550873
DHRS1	0.318795606	0.001378397	0.322315113	0.013923261	0.312020588	0.005617903
DHRS2	1.110368382	0.000101725	1.082309251	0.010864597	1.113697648	0.008375095
DHRS3	-0.43304798	8.65E-07	-0.437127295	0.000458524	-0.43927786	4.40E-06
DHRS7B	0.358305556	2.54E-05	0.35803328	0.00166577	0.351806594	0.000111031
DHX29	0.418543902	3.96E-08	0.417073968	0.000288886	0.411667773	2.83E-07
DIABLO	0.174449661	0.007321706	0.17479075	0.040579629	0.167797803	0.038557739
DIEXF	-0.250227932	2.66E-05	-0.250704393	0.001750992	-0.256887132	4.09E-05
DLC1	-0.256066352	0.003134258	-0.253167319	0.026598454	-0.262156498	0.008109564
DLGAP4	0.250480575	2.03E-05	0.248730224	0.001991464	0.244380952	0.000295932
DLX2	-1.085932821	0.00100617	-1.037844443	0.034704103	-1.097510505	0.015708498
DLX3	0.190643983	0.00048888	0.189169713	0.007831467	0.184469567	0.004158246
DLX4	-0.216110683	0.003022617	-0.211490667	0.03289142	-0.222599075	0.012356303
DLX5	-0.183183927	0.00115572	-0.18283033	0.011501286	-0.189718773	0.004324335
DMAP1	0.14562846	0.013899557	0.146360912	0.047623105	0.139146718	0.041555357
DMTN	-0.462480099	1.79E-06	-0.460737692	0.000683655	-0.469344254	3.74E-06
DMXL2	0.387274928	2.17E-05	0.386715403	0.002566342	0.38040853	7.05E-05
DNAAF3	0.440228566	0.002687389	0.4384511	0.024177473	0.433720402	0.014265223
DNAAF5	-0.15981174	0.002199953	-0.160554324	0.01508805	-0.16619869	0.004096027
DNAI1	-0.677985965	2.49E-08	-0.676270624	0.000152438	-0.684915515	5.33E-08
DNAJB4	0.431489524	7.00E-05	0.43429127	0.004478398	0.424977206	0.000215799
DNAJC11	-0.130918152	0.013528169	-0.130873869	0.049575799	-0.137544398	0.017414312
DNAJC16	0.236932091	0.002161003	0.241808941	0.012858227	0.229975945	0.009189389
DNAJC2	-0.207919806	0.001325739	-0.209083099	0.010786198	-0.214436321	0.002501125
DNAJC24	0.303110622	0.000372298	0.304618751	0.006579796	0.296503652	0.001044532
DNAJC30	0.446239148	2.56E-05	0.443611297	0.001222776	0.439825914	0.000133464
DNAJC6	-0.248061132	4.58E-05	-0.247456903	0.00231689	-0.254665279	7.75E-05
DNAJC7	-0.162794844	0.004829134	-0.163856728	0.026157228	-0.169011108	0.011740053
DNAJC9	0.297455772	0.000230314	0.300965797	0.005588405	0.290835593	0.00101424
DNASE1L3	-0.38769696	0.000967627	-0.396833932	0.010175008	-0.394612078	0.002320445
DNMT1	-0.332881158	2.25E-08	-0.33508134	0.000136105	-0.338863496	7.95E-08
