SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
DYNC2H1	0.774450614	1.06E-08	0.775198591	4.14E-05	0.765087085	9.66E-09
DYNC2LI1	0.437715695	3.78E-06	0.437340404	0.000313557	0.428099281	7.31E-06
DYNLL2	0.514993636	1.85E-21	0.51513273	5.67E-08	0.504988777	2.04E-20
DYNLT1	0.199254278	0.003550913	0.199922608	0.011672639	0.189391681	0.007554749
DYNLT3	0.793548124	3.23E-08	0.803045405	4.87E-05	0.784895764	2.47E-08
DYRK1A	-0.622683483	4.03E-30	-0.621799711	6.68E-09	-0.632290048	2.14E-34
DYRK2	0.237760175	0.000125037	0.239828179	0.00125861	0.228108486	0.000272752
DYRK3	0.783286187	0.000232581	0.77911985	0.003580452	0.775787966	0.003620171
DYSF	0.689902576	1.94E-14	0.691549289	7.78E-07	0.679967397	6.89E-15
DYX1C1-CCPG1	0.885618233	3.77E-21	0.89014199	1.58E-07	0.876480166	2.84E-22
DZIP1	0.557456611	2.45E-14	0.55766113	9.46E-07	0.547919301	5.22E-15
DZIP3	0.251504095	0.000182274	0.249339935	0.001997331	0.24163315	0.000311148
E2F1	0.380486684	3.32E-09	0.378457105	1.70E-05	0.370736343	2.73E-09
E2F8	-0.328068073	1.85E-07	-0.327893575	6.57E-05	-0.33808853	1.00E-07
EAF1	-0.945066746	9.62E-74	-0.944678435	1.41E-11	-0.954521551	1.04E-92
EAF1-AS1	-0.986554079	1.06E-14	-0.996967485	1.31E-06	-0.996732235	8.78E-16
EAF2	-0.536606714	0.004336877	-0.547618912	0.016811974	-0.547056252	0.007126303
EAPP	-0.33786814	2.26E-09	-0.339162428	1.97E-05	-0.347525923	1.28E-09
EARS2	-0.325306784	7.10E-09	-0.323113835	3.07E-05	-0.335464788	4.01E-09
EBF2	-0.518689449	0.006279919	-0.491115252	0.043030824	-0.528422454	0.010621074
EBI3	-0.864145236	2.53E-07	-0.883084967	9.07E-05	-0.874620121	5.70E-07
EBPL	0.175243306	0.009296811	0.175061621	0.028009914	0.165531364	0.027839954
ECE1	-0.48814105	9.53E-21	-0.487957448	5.31E-08	-0.49801177	1.29E-22
ECHDC2	0.40428494	1.07E-11	0.403353993	5.33E-06	0.394495417	1.92E-11
ECHDC3	0.255357198	0.000407514	0.255779415	0.002453296	0.24574617	0.000939049
ECI1	0.15593569	0.010951835	0.155068178	0.027835208	0.14627795	0.027004812
ECI2	0.630108447	0.002369194	0.636358388	0.010156247	0.620429203	0.006289051
ECM1	-0.67629633	2.64E-13	-0.689031895	1.04E-06	-0.686596587	4.82E-14
ECM2	-1.266448644	4.52E-14	-1.253560552	3.68E-06	-1.276830187	9.40E-14
ECSIT	-0.71828739	5.08E-28	-0.71755144	1.78E-08	-0.727975862	9.78E-28
EDA	0.361213762	0.005694675	0.36071918	0.016731203	0.351913663	0.015271784
EDAR	-1.626245532	0.000228523	-1.755775875	0.005683524	-1.639424757	0.003251701
EDARADD	-0.448233937	2.90E-07	-0.447749936	8.83E-05	-0.45822941	1.79E-07
EDC3	-0.256023541	1.67E-06	-0.256203763	0.000184515	-0.2658236	1.09E-06
EDC4	-0.236433179	1.11E-06	-0.236222847	0.000120339	-0.246058764	3.21E-08
EDEM1	-0.573931711	3.10E-26	-0.575131286	1.45E-08	-0.583741764	2.48E-30
EDEM2	-0.552715057	4.31E-21	-0.551802927	9.76E-08	-0.562205647	1.91E-21
EDEM3	0.402320694	1.33E-08	0.401887373	6.14E-05	0.392602462	2.80E-08
EDN2	-2.135502642	8.09E-37	-2.132228803	5.33E-09	-2.147019819	3.40E-37
EEA1	-0.22347165	0.002594272	-0.223536134	0.014055182	-0.233347917	0.003663337
EED	-0.353859919	4.27E-07	-0.352730104	0.000182941	-0.363557417	4.47E-07
EEF1A2	-0.357331382	2.78E-06	-0.36236033	0.00022483	-0.367277845	3.78E-06
EEF1AKMT1	0.340055866	0.009547548	0.331461541	0.038508093	0.330995347	0.016799518
EEF1G	-0.136464532	0.014983311	-0.139064322	0.022288052	-0.146201613	0.018857832
EEF2	-0.163890319	0.000621053	-0.164022968	0.000962486	-0.173593628	7.32E-05
EEPD1	2.33201376	0.001600327	2.468399536	0.018907842	2.409797426	0.02615008
EFCAB11	0.260751973	0.000193885	0.260416635	0.001246843	0.250808493	0.000392541
EFCAB14	0.143906342	0.00652991	0.144219763	0.016669042	0.134050275	0.018828751
EFCAB7	0.248743524	0.025296101	0.251497338	0.049013384	0.239316709	0.048314798
EFHC1	0.280258653	0.002421188	0.280248658	0.01269305	0.270500364	0.005047003
EFHD1	-0.489115979	8.32E-11	-0.491076204	1.28E-05	-0.49924333	4.84E-10
EFNA3	-0.927743434	7.29E-45	-0.929628868	7.57E-10	-0.937499275	1.49E-44
EFNA5	-0.190869745	0.000126569	-0.190086437	0.001322354	-0.200808741	5.71E-05
EFNB1	0.355519954	7.00E-05	0.350106253	0.001118826	0.345391525	0.000177619
EFNB2	0.436265524	0.000211181	0.443907536	0.001402681	0.426450979	0.000649332
EFNB3	-0.430117223	0.006691698	-0.425631013	0.026585476	-0.440300629	0.012592143
EFR3A	0.489541965	2.40E-10	0.497167435	1.73E-05	0.479454463	1.24E-09
EFR3B	1.373194878	3.41E-12	1.377432653	9.87E-06	1.365730465	1.55E-10
EFS	-0.196093674	0.000269901	-0.195546021	0.002357578	-0.205948787	0.000296527
EFTUD2	-0.19494514	0.000333162	-0.196358365	0.002570155	-0.204694986	0.000476558
EGFR	-0.832682317	4.01E-39	-0.83544748	1.12E-09	-0.842897147	6.47E-42
EGLN1	-0.21774833	0.000183806	-0.216999173	0.002304585	-0.227340282	0.000241726
EGR2	-0.71599453	0.002182418	-0.707584324	0.013949519	-0.72684491	0.006316186
EHBP1	-0.208665251	0.000606137	-0.207500733	0.004797717	-0.218224588	0.000454364
EHBP1L1	0.284733396	0.016671145	0.285584066	0.03878374	0.274919291	0.032365859
EHD1	0.257871371	3.99E-05	0.255782956	0.000764909	0.248032621	0.000131854
EHHADH	1.035345865	1.41E-10	1.0427538	1.38E-05	1.02693477	8.82E-10
EHMT1	-0.122529962	0.022731746	-0.123041349	0.044658665	-0.132216893	0.018386317
EID1	0.597481561	1.18E-18	0.592122508	2.25E-07	0.587580707	2.41E-19
EIF1	-0.273006545	8.53E-07	-0.273341767	0.000144882	-0.282649355	1.20E-06
EIF1AY	0.322884734	1.20E-05	0.315171539	0.000544575	0.313096444	2.02E-05
EIF1B-AS1	1.419396216	1.51E-07	1.41842656	0.000288864	1.41414873	6.96E-06
EIF2A	-0.218899064	0.008177781	-0.215368257	0.037067597	-0.228156579	0.009212228
EIF2AK2	-0.201361852	0.001012663	-0.201942239	0.00636351	-0.211512006	0.001273594
EIF2AK3	-0.45296709	5.31E-14	-0.450646511	1.95E-06	-0.462705978	5.30E-15
EIF2AK4	-0.219431092	0.000232822	-0.219832159	0.002691051	-0.229244363	0.000274586
EIF2B5	-0.160816968	0.004103535	-0.165530293	0.010690884	-0.170503379	0.004205323
EIF2S2	-0.664241433	1.37E-29	-0.662911266	9.39E-09	-0.673584051	6.25E-34
EIF2S2P4	-0.612802422	1.16E-13	-0.610756407	2.29E-06	-0.622576054	8.41E-15
EIF2S3	-0.164549332	0.00165159	-0.165136619	0.006238493	-0.174245609	0.001820015
EIF3A	-0.369166614	1.85E-13	-0.368311968	1.17E-06	-0.378663724	3.65E-16
EIF3B	-0.633427391	7.55E-37	-0.633531777	6.27E-10	-0.643013454	1.98E-44
EIF3C	-0.236217972	0.001134582	-0.238236313	0.008272856	-0.246148406	0.002156931
EIF3CL	-0.392770256	7.42E-09	-0.398158565	4.06E-05	-0.402460324	5.07E-09
EIF3D	-0.311272884	5.33E-05	-0.324395136	0.001120661	-0.320586773	8.40E-05
EIF3G	-0.200137927	0.00086201	-0.198692778	0.00610839	-0.209648423	0.001213607
EIF3I	-0.215158533	0.000265184	-0.214537883	0.002885083	-0.224625224	0.000311463
EIF3J-AS1	0.270453929	0.011230278	0.271054396	0.024145373	0.260871693	0.027138307
EIF4A1	-0.141667444	0.0207979	-0.144250543	0.040278515	-0.150910571	0.02452619
EIF4A1P2	-1.231018654	0.007091787	-1.22455355	0.036315368	-1.239947973	0.041870836
EIF4A3	-0.191187018	0.000970226	-0.191769961	0.005679843	-0.20072946	0.000941781
EIF4B	-0.344476433	6.78E-13	-0.344779025	5.55E-07	-0.354193431	1.29E-16
EIF4BP6	-0.373036487	3.34E-09	-0.373315444	3.13E-05	-0.382645367	4.44E-09
EIF4BP7	-0.40031311	1.13E-12	-0.401713258	2.44E-06	-0.410117656	3.12E-14
EIF4E	0.263606973	5.82E-05	0.264571043	0.000862783	0.254143288	0.000107188
EIF4E3	0.94145875	2.87E-09	0.95799985	1.77E-05	0.932107654	5.31E-09
EIF4EBP1	-1.01196426	2.96E-32	-1.008870954	2.08E-08	-1.021223346	3.65E-34
EIF4EBP2	0.321513134	8.35E-08	0.324410187	6.54E-05	0.311331063	9.28E-07
EIF4EBP3	-0.292544495	8.61E-05	-0.29389271	0.001243755	-0.302199924	6.04E-05
EIF4G2	-0.139501301	0.005573212	-0.139658227	0.010060162	-0.149036315	0.001596534
EIF4H	-0.475335273	2.13E-20	-0.47536035	4.75E-08	-0.485137146	5.82E-22
EIF4HP1	-0.650944926	2.87E-08	-0.668656995	6.14E-05	-0.66140269	1.41E-08
EIF5A	-0.15365266	0.00915872	-0.155622711	0.023036166	-0.163086501	0.013263214
EIF5A2	0.406361237	0.013428582	0.407381358	0.029293036	0.396907782	0.035489488
EIF5AP4	-0.205287539	0.033095344	-0.218349789	0.048716416	-0.215130885	0.044476663
EIF5B	-0.209006589	0.011094962	-0.207610883	0.042081673	-0.218487339	0.017618945
ELAC1	1.312253172	9.37E-16	1.338267153	1.08E-06	1.303830555	7.75E-15
ELAVL1	-0.115993239	0.022817266	-0.115279114	0.042573517	-0.125887641	0.024224634
ELF1	-0.338142075	5.20E-07	-0.340026692	0.00020159	-0.348168398	7.63E-07
ELF2	-0.176502614	0.006434258	-0.175713728	0.022407889	-0.186118949	0.007592065
ELF3	-0.286198944	1.22E-07	-0.286718378	5.22E-05	-0.295886971	8.33E-08
ELF4	-0.34607503	1.34E-11	-0.345524481	3.55E-06	-0.356092014	5.83E-12
ELK3	0.448109779	6.60E-08	0.450050856	5.45E-05	0.438140519	1.92E-07
ELL	-0.263720944	2.28E-05	-0.262414789	0.000918012	-0.273615096	4.02E-05
ELL2	-0.204661587	0.012627538	-0.203394699	0.030472909	-0.214098365	0.013766798
ELL3	0.721525229	0.006401391	0.703054302	0.029996643	0.715131893	0.026773504
ELMO1	-0.464970705	2.27E-09	-0.46191598	2.40E-05	-0.474345334	4.14E-10
ELMO2	0.538295983	1.26E-08	0.542102242	2.87E-05	0.529246001	2.25E-08
ELMOD2	0.704534534	2.63E-17	0.702910749	3.46E-07	0.694532375	3.00E-18
ELMOD3	0.414708993	3.29E-06	0.413641661	0.000234259	0.405256257	7.13E-06
ELMSAN1	-0.51315379	1.53E-23	-0.512710504	2.82E-08	-0.522906304	1.10E-28
ELOF1	0.242122261	0.00056412	0.234004885	0.005902578	0.232813082	0.001900436
ELOVL1	0.223413714	0.000132173	0.22385971	0.001893801	0.213445192	0.001060567
ELOVL5	0.310942758	4.68E-09	0.31121673	2.23E-05	0.301257537	2.63E-09
ELOVL7	0.661944327	0.00130891	0.673340239	0.007423689	0.652130837	0.008346846
ELP2	-0.237504218	0.00166588	-0.235080988	0.012854762	-0.246839064	0.00171784
ELP3	-0.344433739	3.74E-09	-0.342862313	2.62E-05	-0.354286593	1.49E-09
ELP4	0.458413635	5.43E-08	0.457883041	5.59E-05	0.448674622	8.84E-08
ELP6	0.176792124	0.007688976	0.171932644	0.021572095	0.166784599	0.018860974
EMC1	-0.190302959	0.000176196	-0.189687516	0.001561874	-0.200257368	0.000145566
EMD	-0.319857729	2.43E-05	-0.321402405	0.001240876	-0.32981706	7.06E-05
EMG1	-0.222557058	3.68E-05	-0.223430985	0.000773183	-0.232210436	9.93E-06
EMID1	1.34186623	1.46E-08	1.34282422	9.49E-05	1.333682095	7.83E-06
EML1	1.031247363	0.000617199	1.073898182	0.007025457	1.023753279	0.010980051
EML6	0.456468331	1.30E-06	0.460244561	0.000226881	0.446765163	1.85E-06
EMP1	-0.852290365	0.000176542	-0.849263369	0.004340624	-0.865752976	0.001995131
EMP2	0.284524405	1.38E-05	0.282285604	0.000622882	0.274302636	5.75E-05
EMSY	-0.380331359	7.23E-07	-0.377521871	0.000288963	-0.39059022	1.02E-06
ENAH	-0.208787125	0.000773677	-0.210260636	0.005253074	-0.218783977	0.000859758
ENDOD1	0.684051246	3.70E-21	0.688790855	7.19E-08	0.674211609	1.98E-21
ENDOG	-0.186656959	0.019487722	-0.188063481	0.035447829	-0.196434545	0.022778626
ENDOU	-2.547043117	7.29E-29	-2.60008742	2.05E-07	-2.559916519	1.63E-27
ENDOV	0.396880894	5.01E-05	0.397471211	0.000797498	0.38742616	0.000142377
ENHO	3.2770007	2.64E-06	3.326005544	0.00137046	3.393963283	0.001640439
ENO1	-0.423704143	1.99E-15	-0.424341966	2.16E-07	-0.433261259	1.14E-17
ENO1P1	-0.474735217	5.87E-06	-0.472290335	0.000298832	-0.484643281	6.53E-06
ENOX1	-1.285522364	0.000222798	-1.377781066	0.003970534	-1.298747661	0.001086382
ENPP1	1.459247633	8.43E-05	1.44226132	0.004894684	1.46301075	0.004688361
ENPP5	0.925428654	6.50E-10	0.902555736	3.90E-05	0.915719432	1.22E-09
ENTPD2	-0.43749822	1.25E-09	-0.44612834	1.23E-05	-0.447581649	5.48E-10
ENTPD3-AS1	0.611942194	0.003510038	0.604202535	0.020381557	0.603501113	0.010346702
ENTPD4	0.364771436	5.83E-09	0.367827796	2.29E-05	0.354823341	1.68E-08
ENTPD5	0.226115994	0.000501529	0.228141224	0.002570155	0.216379279	0.001149274
ENTPD6	0.352948596	3.07E-11	0.351747575	5.09E-06	0.343240652	3.16E-11
ENTPD7	-0.308461855	9.86E-06	-0.304842611	0.000693976	-0.318579048	1.92E-05
ENY2	0.462450576	4.20E-07	0.449128785	0.000330178	0.452936056	7.22E-07
EOGT	0.30514472	0.001932729	0.306608633	0.007115791	0.295514495	0.003677484
EOMES	0.906903957	2.51E-09	0.921903485	2.16E-05	0.897659828	1.12E-08
EP300	-0.394045295	5.04E-08	-0.398693335	8.48E-05	-0.404417144	8.74E-08
EPAS1	-0.871803598	7.17E-51	-0.873272247	1.57E-10	-0.881485231	2.45E-55
EPB41	0.282292827	1.08E-06	0.282975412	0.000188706	0.272294962	1.06E-05
EPB41L1	-0.188088597	0.001815547	-0.186080481	0.007978309	-0.197817048	0.001908531
EPB41L3	0.217910269	9.95E-05	0.218415663	0.001253769	0.208397796	0.000193073
EPB41L5	0.305496008	0.000819738	0.316093454	0.004202046	0.296377385	0.001497466
EPC1	-0.192427005	0.006209334	-0.194762358	0.018575873	-0.202268671	0.005283576
EPC2	-0.214301585	0.000580357	-0.215408375	0.003847633	-0.224009146	0.000304831
EPCAM	0.516762099	4.08E-21	0.517361638	6.89E-08	0.5072091	8.45E-23
EPHA1	-0.30444372	2.63E-06	-0.302477392	0.000209553	-0.314135217	7.22E-07
EPHA10	1.37820486	8.19E-07	1.374777717	0.000620199	1.370034914	1.61E-05
EPHA2	-2.190706572	3.80E-36	-2.184544692	7.60E-09	-2.202806404	3.87E-34
EPHB4	-0.229727249	1.63E-06	-0.229784659	0.000123809	-0.239482167	2.03E-07
EPHX1	0.562745235	8.52E-10	0.56080739	2.35E-05	0.553115507	1.97E-09
EPHX2	0.848849512	1.45E-12	0.851433747	2.71E-06	0.839584158	4.11E-12
EPM2A	0.860320152	0.000114856	0.839632804	0.002896775	0.851409318	0.000353952
EPM2AIP1	0.361986204	5.52E-06	0.363146158	0.000420669	0.352292689	7.45E-06
EPN1	-0.27732378	1.84E-05	-0.276890328	0.000890193	-0.287203865	4.89E-05
EPN2	-0.314038026	7.37E-09	-0.312634959	2.82E-05	-0.324051584	4.08E-09
EPN3	-0.380900076	4.05E-08	-0.377825855	7.35E-05	-0.390944622	5.95E-08
EPO	-0.613158441	7.07E-13	-0.612281559	2.69E-06	-0.623596527	2.47E-13
EPOR	0.383093775	9.25E-06	0.378677936	0.000315519	0.373201114	1.99E-05
EPPK1	0.390147823	0.001350674	0.402905821	0.007376835	0.37999704	0.002933936
EPRS	-0.341064167	1.31E-09	-0.341611196	1.72E-05	-0.350352942	3.43E-10
EPS15	-0.208561894	4.35E-05	-0.20802114	0.000805043	-0.218301963	7.32E-06
EPS15L1	-0.326465341	6.55E-10	-0.327499391	1.19E-05	-0.336008947	1.14E-10
EPS8	0.186195953	0.004236171	0.187509273	0.012698962	0.176299642	0.009926364
EPS8L1	-0.8903711	6.50E-47	-0.889761789	4.75E-10	-0.899694567	3.47E-50
EPS8L2	-0.213469953	0.000101025	-0.213243325	0.001455422	-0.223136952	5.98E-05
ERAL1	-0.168020843	0.002055029	-0.168496249	0.007879919	-0.177938898	0.002274445
ERAP2	1.632315987	0.000889981	1.781667219	0.010407523	1.64078494	0.020451412
ERAS	1.190143533	0.001083557	1.254235168	0.009282017	1.19018822	0.01215534
ERBB2	-0.329003517	1.01E-08	-0.328638921	3.25E-05	-0.338948293	1.60E-08
ERBB3	-0.433032642	1.19E-18	-0.433027441	1.01E-07	-0.442783407	2.55E-21
ERC1	-0.21960001	0.000587804	-0.220118047	0.0050815	-0.229662741	0.000899498
ERC2	1.231634188	0.003806916	1.307846734	0.02275948	1.228911994	0.019597574
ERCC5	-0.203897611	0.002801647	-0.207236279	0.010446001	-0.213907173	0.004022331
ERCC6L	0.271266457	0.003173238	0.26985569	0.011672639	0.261165512	0.007430918
ERGIC1	-0.174234033	0.016743355	-0.172029632	0.048477646	-0.184629044	0.030547265
ERGIC2	0.186052403	0.003618722	0.186507194	0.014978991	0.176359925	0.009814158
ERI1	-0.253234653	5.40E-05	-0.251243705	0.001138793	-0.263103248	3.39E-05
ERI2	0.155936177	0.017304296	0.158076529	0.028545866	0.146588167	0.030577418
ERICH2	0.697249123	0.000506884	0.704731889	0.004650713	0.687480957	0.003273878
ERLEC1	0.230470282	5.23E-05	0.230385508	0.001114635	0.220777674	0.000112048
ERLIN2	0.261431518	4.03E-07	0.261851357	9.16E-05	0.251526066	4.93E-07
ERN1	-0.583093778	1.35E-20	-0.580071049	1.16E-07	-0.5928105	8.08E-22
ERO1A	-0.311874416	8.09E-10	-0.311656943	9.25E-06	-0.321662797	5.35E-11
ERO1B	0.286974826	0.000706752	0.286939522	0.003524635	0.277333761	0.001666285
ERRFI1	-0.835420688	4.03E-45	-0.834999514	3.36E-10	-0.844868182	9.34E-52
ERV3-1	0.54321465	6.05E-07	0.539733948	0.000237329	0.533454952	7.08E-07
ERVFRD-1	-0.631788979	0.000978472	-0.616416367	0.011361941	-0.642076951	0.002994908
ERVH48-1	-0.401078751	8.71E-17	-0.401210918	1.02E-07	-0.410821676	3.26E-20
ERVK3-1	0.363882646	1.30E-05	0.355523227	0.000852715	0.353881167	2.08E-05
ERVV-1	-0.793055776	1.36E-16	-0.796732885	5.20E-07	-0.802851011	1.98E-17
ERVV-2	-0.429753219	0.001522239	-0.413032266	0.011824231	-0.438947223	0.002319476
ESCO2	0.513395102	4.10E-06	0.510965811	0.000321407	0.503845252	8.54E-06
ESF1	-0.224151745	0.011573372	-0.218336082	0.033387484	-0.233487998	0.013437399
ESPN	0.35626485	1.76E-06	0.358540806	0.000161107	0.346872212	3.58E-06
ESPNL	1.205211249	1.18E-06	1.195387156	0.000577239	1.20134822	0.000226212
ESRP1	-0.238023431	8.18E-06	-0.237506646	0.000376627	-0.247958248	4.13E-06
ESYT2	-0.387558813	3.62E-13	-0.38795404	1.68E-06	-0.397347098	2.18E-15
ETAA1	0.505156966	3.66E-11	0.507804967	4.44E-06	0.495531121	1.50E-11
ETFBKMT	0.623575715	0.000627657	0.646919598	0.003794372	0.612890323	0.004440315
ETHE1	0.425036396	6.15E-07	0.425687931	0.000112653	0.414988478	1.17E-06
ETNK1	0.441970226	5.47E-09	0.445044987	4.38E-05	0.43137249	2.69E-08
ETNK2	1.014557317	5.09E-29	1.01479399	7.08E-09	1.004734709	2.07E-31
ETS2	-0.902673763	5.87E-63	-0.902631082	4.72E-11	-0.912739384	4.72E-68
ETV4	-1.19369922	3.26E-55	-1.190102709	9.70E-11	-1.203180272	1.69E-62
ETV5	-2.091334679	1.60E-27	-2.094986448	1.18E-07	-2.103461259	9.38E-26
ETV6	-0.162642367	0.006053859	-0.162332963	0.019854493	-0.172662343	0.010099537
EVC	0.381209406	0.007193354	0.389751161	0.020873253	0.371654014	0.015985001
EVI5	0.176724441	0.009851122	0.178752695	0.020683158	0.167232537	0.020876384
EVL	-0.350187041	1.33E-09	-0.349163988	2.00E-05	-0.359843498	3.01E-10
EWSR1	-0.137210966	0.003940225	-0.137061205	0.009343178	-0.14701671	0.00132456
EXD2	0.263360814	6.04E-05	0.266504826	0.001160478	0.253157037	0.000396251
EXD3	0.389184904	1.98E-05	0.379306797	0.000701043	0.379087352	3.95E-05
EXOC2	0.225065093	0.000427962	0.224722495	0.002663228	0.215533292	0.000759394
EXOC3	-0.111146227	0.029379256	-0.111290001	0.049764	-0.121012804	0.028849335
EXOC4	-0.243024325	4.52E-06	-0.243751837	0.000272902	-0.252858317	2.81E-06
EXOC5	0.165112732	0.003479003	0.165882299	0.011855815	0.155222135	0.010325217
EXOC6	0.590735438	1.40E-07	0.582967353	0.000140799	0.580908846	1.71E-07
EXOC6B	-0.211145821	0.00040027	-0.210786231	0.003764786	-0.220946779	0.000360474
EXOSC10	-0.302485057	1.01E-08	-0.302167663	2.86E-05	-0.312156264	2.17E-09
EXOSC5	-0.596042551	5.99E-29	-0.597831659	6.91E-09	-0.605879659	6.44E-32
EXOSC7	-0.274075391	0.00028728	-0.280314691	0.003221704	-0.283751711	0.000248327
EXPH5	-0.458381012	3.52E-06	-0.456344091	0.000466786	-0.46788565	1.79E-06
EXT1	-0.604047604	1.97E-22	-0.60010815	9.27E-08	-0.613685391	2.72E-22
EXT2	0.494032117	5.41E-22	0.494659561	4.18E-08	0.484303766	8.13E-24
EXTL1	2.134141634	1.12E-08	2.089515928	0.000331437	2.13892738	2.48E-05
EXTL3	0.303870421	3.61E-07	0.306221803	0.000107838	0.29379046	3.92E-06
EXTL3-AS1	2.369666687	5.06E-08	2.322427722	0.000607684	2.388339715	3.58E-05
EZH1	0.151378062	0.013718399	0.147772842	0.035867505	0.141503221	0.034833193
EZH2	0.185191554	0.005837515	0.185171897	0.016130462	0.175408355	0.013583381
EZR	-0.340394457	2.39E-11	-0.339991849	2.58E-06	-0.350043472	1.15E-12
F11R	-0.16513853	0.001682029	-0.164401406	0.006096679	-0.175137231	0.002290502
F2	-1.961050336	0.000537402	-1.864442719	0.008835669	-2.014995249	0.020096553
F2R	0.545874909	1.22E-07	0.547142171	5.80E-05	0.535759222	2.81E-07
F2RL1	0.201867769	0.001734714	0.202799836	0.007489927	0.192314683	0.006153907
F3	-0.425644673	5.96E-08	-0.421865666	6.90E-05	-0.434952045	1.80E-08
F8	1.443490403	7.29E-07	1.392176318	0.001129339	1.435520514	5.30E-06
FAAH2	0.318724513	0.000861185	0.318060511	0.003698655	0.309095425	0.002212728
FAAP20	0.320498601	8.26E-05	0.314727302	0.001619375	0.311068373	0.000200432
FABP7	0.696026876	1.61E-14	0.693823256	1.10E-06	0.686698672	4.48E-15
FAF1	-0.244903732	0.000212901	-0.245805766	0.003031753	-0.254351023	0.00023919
FAHD1	0.229618188	0.005221381	0.22992636	0.0122408	0.219695953	0.012336
FAIM	0.559032509	2.95E-10	0.55262632	1.28E-05	0.549444423	5.69E-10
FAM102A	0.291833883	5.13E-08	0.292139511	4.46E-05	0.282184371	8.26E-08
FAM102B	0.631225783	1.87E-11	0.638124934	6.55E-06	0.621017061	2.38E-11
FAM109A	0.199655912	0.008640127	0.196816294	0.021709423	0.189615442	0.019804807
FAM110A	-0.468705958	6.50E-13	-0.4714115	2.14E-06	-0.478405368	3.20E-13
FAM111A	3.540146984	4.48E-13	3.422528937	3.08E-05	3.575978373	9.35E-08
FAM114A2	0.524699577	9.49E-07	0.506185522	0.000412475	0.515047045	1.30E-06
FAM117A	-0.27003884	5.76E-05	-0.271105639	0.001365603	-0.279832384	0.000133139
FAM117B	-0.230307621	0.000198072	-0.229041192	0.002639709	-0.240211507	0.000275626
FAM118A	0.304673959	0.001141986	0.302319114	0.007811249	0.295065804	0.001884039
FAM118B	0.338282854	0.000256161	0.336745055	0.002150543	0.328446408	0.000655233
FAM120A	-0.162156325	0.006899313	-0.163631164	0.020780653	-0.172184233	0.006892092
FAM120C	0.330985077	0.000178442	0.332147861	0.001636671	0.321532462	0.000463615
FAM122B	0.422218568	3.56E-09	0.420828126	2.99E-05	0.412712784	4.64E-09
FAM122C	0.504189421	8.45E-05	0.49927473	0.001363028	0.494726984	0.000390405
FAM126A	0.704584481	2.00E-14	0.703888757	1.25E-06	0.694907587	5.01E-15
FAM129B	-0.438979367	5.83E-15	-0.438243198	8.42E-07	-0.44859546	7.12E-15
FAM133B	0.228618018	0.014966097	0.23458302	0.030583956	0.219463453	0.029214223
FAM134A	0.160051993	0.002617547	0.157625406	0.010169605	0.150453468	0.007132514
FAM134B	0.888773963	0.007437839	0.873843033	0.036154182	0.880847076	0.044203021
FAM135A	0.369894397	0.000135083	0.376700595	0.001603435	0.360542128	0.000243597
FAM13A	-0.725151342	6.46E-26	-0.72337743	3.76E-08	-0.734812925	2.81E-27
FAM13A-AS1	-0.551332793	0.000164722	-0.536479955	0.003969129	-0.559898625	0.000127586
FAM13B	-0.25277122	9.71E-05	-0.251291197	0.001968577	-0.26232613	8.98E-05
FAM149B1	0.351688272	8.31E-08	0.3551014	6.21E-05	0.341734438	4.81E-07
FAM151A	2.408109973	0.00011062	2.470246065	0.007686568	2.447985021	0.003850956
FAM151B	-0.48065207	0.007427534	-0.489318396	0.028864302	-0.489616946	0.012441669
FAM160A1	-0.500629338	6.07E-15	-0.498848487	1.39E-06	-0.510933896	6.87E-15
FAM160B2	-0.205611871	0.000689334	-0.207813094	0.004054953	-0.215316263	0.000643562
FAM161A	0.672474609	3.59E-06	0.686661161	0.000347838	0.662772226	9.22E-06
FAM162A	-0.346911679	3.94E-05	-0.356317167	0.001337589	-0.356278088	4.55E-05
FAM163A	-1.14346725	1.52E-06	-1.128877205	0.000478995	-1.15581326	2.05E-05
FAM168A	-0.192170682	0.009249822	-0.193244132	0.03119108	-0.202215819	0.014240752
FAM168B	-0.120423586	0.01570258	-0.120319731	0.029182992	-0.130289151	0.013442082
FAM169A	-0.208976691	0.003512437	-0.210793559	0.016127101	-0.218952658	0.004552861
FAM171A2	0.505875181	4.55E-07	0.502761003	0.000137551	0.49592123	1.04E-06
FAM172A	0.32406049	8.71E-06	0.324129458	0.000507591	0.313995125	1.81E-05
FAM173B	0.618974403	6.33E-05	0.616411304	0.00195079	0.60963708	0.000165245
FAM174A	0.227280685	0.001491645	0.221273025	0.006147364	0.217223134	0.003442381
FAM174B	-0.715068126	0.002704082	-0.686732925	0.021509761	-0.72621	0.009654326
FAM175A	0.334305269	0.000131207	0.336802075	0.001468273	0.325023622	0.000199181
FAM175B	-0.210032401	0.015719231	-0.210581071	0.042031135	-0.219434525	0.01788208
FAM178B	-0.66420315	2.39E-14	-0.667355075	1.02E-06	-0.673648394	2.34E-15
FAM179B	-0.224148728	0.002317674	-0.220597809	0.012282121	-0.233615618	0.00203345
FAM182B	1.439727326	0.000598241	1.45676988	0.010314219	1.435906759	0.007073482
FAM188A	0.358288149	0.00016183	0.355667598	0.003030083	0.349228509	0.000366442
