SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
EFR3A	0.43644316	3.75E-05	0.442383114	0.006254298	0.421593489	0.000935226
EGFR	-0.414148088	6.33E-06	-0.413807016	0.002110188	-0.428902863	1.98E-05
EGLN1	-0.254780139	0.002295183	-0.253967022	0.027534925	-0.269266083	0.007106878
EID1	0.449836323	1.33E-06	0.449557955	0.001392664	0.435335604	2.37E-05
EIF1AY	0.273406665	0.007270698	0.273267943	0.043407702	0.259054909	0.034867605
EIF1B-AS1	1.129874814	0.001308293	1.139812051	0.032522458	1.118813975	0.028718582
EIF2S2	-0.282720555	0.0007763	-0.281334937	0.016312826	-0.296945904	0.001442957
EIF3A	-0.186961674	0.00906261	-0.186272872	0.046132099	-0.201284245	0.011490395
EIF3B	-0.308814152	1.64E-05	-0.308299454	0.001705423	-0.323255118	1.33E-05
EIF3CL	-0.387285014	7.25E-05	-0.386622714	0.006839832	-0.401571168	0.000257894
EIF4B	-0.177828615	0.009531885	-0.177816847	0.032432794	-0.192450072	0.008541185
EIF4EBP1	-0.70080853	1.56E-08	-0.698881448	0.000639443	-0.714907539	3.41E-08
EIF4H	-0.35738207	1.39E-06	-0.356419372	0.000763873	-0.372166403	2.92E-06
EIF5B	-0.382782275	0.001344002	-0.381272605	0.029477149	-0.396970422	0.004877633
ELAC1	0.812087617	0.000230487	0.836249416	0.010979629	0.798383439	0.003603516
ELF3	-0.23786168	0.002185359	-0.23734139	0.021355359	-0.252479234	0.005811457
ELF4	-0.336907075	4.67E-06	-0.336436672	0.001491464	-0.351717804	1.51E-05
ELK3	0.305380193	0.007548403	0.30653397	0.046646141	0.29067244	0.044276372
ELMO1	-0.328341404	0.003036617	-0.328218187	0.026058019	-0.342865065	0.006142552
ELMOD2	0.47417611	3.30E-05	0.475932861	0.004281632	0.459587659	0.000367752
ELMSAN1	-0.408555026	2.98E-08	-0.408156651	0.000297709	-0.423101335	4.70E-09
ELOVL5	0.21665021	0.003274168	0.21671239	0.033076582	0.20212654	0.019152804
ELP4	0.328644823	0.00462516	0.329204998	0.035136146	0.314191451	0.026177307
EML6	0.405818634	0.00162986	0.407054852	0.023387865	0.39114474	0.010940424
ENDOD1	0.402048126	5.62E-05	0.405104149	0.005164031	0.387219897	0.000902677
ENO1	-0.27342212	0.000364556	-0.272477646	0.006203376	-0.288009699	0.000554501
ENO1P1	-0.434956271	0.003558745	-0.43425061	0.024547665	-0.449663322	0.010303026
ENPP5	0.911872728	4.15E-06	0.909699183	0.002470691	0.897863389	0.000102736
ENTPD2	-0.429301226	2.94E-05	-0.428875146	0.003346856	-0.443972662	9.90E-05
ENTPD3-AS1	0.854001886	0.001927078	0.865564338	0.023768928	0.840914205	0.018533449
ENY2	0.461512368	0.00022604	0.461641573	0.012957712	0.447160086	0.002406507
EP300	-0.296954079	0.004394129	-0.296313301	0.0446765	-0.31181896	0.014675728
EPAS1	-0.520046802	6.44E-10	-0.51977164	0.000111936	-0.534541875	8.29E-10
EPB41L1	-0.245481428	0.004363281	-0.244841006	0.03319871	-0.260066945	0.010420249
EPB41L3	0.336550865	1.18E-05	0.336420418	0.00265747	0.322123657	0.000145083
EPB41L5	0.373678673	0.002671598	0.380903655	0.025160446	0.359600692	0.015207164
EPCAM	0.29129036	0.000123215	0.292036484	0.007656649	0.276880674	0.001288105
EPHA2	-1.603358832	7.79E-11	-1.600666596	9.60E-05	-1.619091013	7.55E-10
EPHX1	0.390020189	0.001985536	0.392512196	0.027364086	0.375697945	0.015340939
EPM2AIP1	0.338524884	0.001967732	0.338176427	0.026426456	0.32401287	0.012018181
EPN2	-0.244122371	0.001609392	-0.243179258	0.020722204	-0.258944758	0.00435976
EPO	-0.487194808	6.00E-05	-0.480531415	0.004882347	-0.502342259	0.000221792
EPRS	-0.261872074	0.001165895	-0.260834471	0.018855657	-0.276111501	0.002765623
EPS8	0.269051843	0.002649984	0.269925187	0.026528519	0.254381302	0.017455401
EPS8L1	-0.591750394	3.23E-11	-0.590408166	8.08E-05	-0.606033998	4.44E-11
ERBB3	-0.214529332	0.002241644	-0.214513899	0.019646269	-0.229154075	0.003717194
ERCC6L	0.376439916	0.002614621	0.379825877	0.022625027	0.361749521	0.016593453
ERH	0.272425516	0.000321535	0.27379327	0.011001092	0.257974745	0.002702379
ERN1	-0.377708261	2.15E-05	-0.376900444	0.003113536	-0.392370624	6.52E-05
ERO1B	0.336788518	0.003577872	0.336381685	0.025742041	0.322327237	0.021617809
ERRFI1	-0.460664643	7.46E-08	-0.459233655	0.000414058	-0.47499208	6.05E-08
ERV3-1	0.411558197	0.00568557	0.411594407	0.048601936	0.39704316	0.028515643
ERVH48-1	-0.429607395	7.75E-10	-0.429413551	5.31E-05	-0.444253836	4.44E-11
ERVK3-1	0.315034366	0.006126164	0.31524197	0.047622923	0.30061543	0.030151662
ERVV-1	-0.573084452	2.82E-05	-0.56996463	0.003228445	-0.587502296	8.70E-05
ESPNL	1.085486822	0.000931588	1.076020104	0.025106817	1.075722285	0.038298717
ESYT2	-0.219344765	0.004026483	-0.219233306	0.031515314	-0.23385754	0.005668515
ETAA1	0.543833118	1.54E-07	0.544724186	0.000456779	0.529277632	1.83E-06
ETFDH	0.396953953	0.007829713	0.396555037	0.044108927	0.382614459	0.038243767
ETNK1	0.361469882	0.00053247	0.365825358	0.01854469	0.346275599	0.007265219
ETNK2	0.548589605	1.17E-05	0.550213542	0.002467669	0.534032716	0.000128423
ETS2	-0.478239875	6.99E-10	-0.477642595	0.000112476	-0.493087461	1.16E-09
ETV4	-0.744323861	4.28E-12	-0.743958704	2.27E-05	-0.75897725	9.11E-13
ETV5	-1.115589752	2.08E-05	-1.107859109	0.00356074	-1.13057433	0.000138104
EVL	-0.226816897	0.006091078	-0.226017004	0.045059639	-0.241289094	0.012817404
EXOC2	0.261149774	0.002957299	0.260874468	0.025742041	0.246745359	0.016020317
EXOC6	0.49892722	0.001091304	0.499825753	0.02016403	0.484635156	0.007235577
EXOSC5	-0.377516715	6.92E-07	-0.37748305	0.000807925	-0.392137737	1.23E-06
EXT1	-0.384336043	1.61E-05	-0.380471567	0.003958106	-0.398840831	9.79E-05
EXT2	0.224818165	0.00159057	0.225131428	0.021180377	0.210206034	0.011300612
EZR	-0.303277798	3.56E-05	-0.302856816	0.00250676	-0.317806541	5.04E-05
F8	1.237704795	0.001111169	1.229180562	0.037734745	1.22580342	0.0155398
FABP7	0.495375668	6.53E-05	0.498993305	0.005255194	0.481248623	0.000738571
FAIM	0.476176139	8.79E-05	0.478779123	0.005368873	0.461883972	0.00116241
FAM102B	0.364568997	0.004859864	0.370852896	0.041529497	0.349634371	0.029182808
FAM110A	-0.352475851	0.000142332	-0.351223829	0.006560312	-0.36706564	0.000551634
FAM122B	0.291763729	0.003130463	0.291716603	0.034513656	0.277356924	0.020356388
FAM126A	0.446035857	0.00040694	0.445691807	0.011821484	0.431586648	0.003124053
FAM129B	-0.294835378	0.000261544	-0.293690212	0.00909317	-0.309384075	0.001146424
FAM136A	0.215523726	0.007230784	0.215751667	0.048640634	0.201014455	0.036626851
FAM13A	-0.411462219	3.41E-05	-0.409653593	0.005368873	-0.425985379	0.000120871
FAM13A-AS1_2	-1.685488247	0.000143253	-1.64760956	0.030528752	-1.704475465	0.004819753
FAM160A1	-0.2517464	0.005900933	-0.250091142	0.046422182	-0.266681166	0.018160455
FAM160B2	-0.234711224	0.006501089	-0.234537454	0.04455396	-0.249240251	0.014996524
FAM172A	0.314979927	0.00168887	0.317360853	0.023312354	0.300286666	0.01214311
FAM178B	-0.34214032	0.005433745	-0.34263081	0.02909283	-0.356631859	0.012046675
FAM193A	-0.296837509	0.003899645	-0.296134792	0.037127114	-0.311519076	0.014047981
FAM198A	-0.237171915	0.005281924	-0.235699151	0.03993383	-0.251629264	0.010626511
FAM200B	0.450681183	0.007410453	0.451321959	0.039250458	0.436608415	0.038452237
FAM210A	-0.344744375	0.000544702	-0.344830187	0.013501574	-0.359222207	0.001720896
FAM210B	0.253682881	0.001325832	0.254584442	0.021892447	0.238911119	0.01876186
FAM219A	-0.432799459	1.38E-08	-0.432249784	0.000269011	-0.447146431	4.18E-09
FAM222A	0.92063938	0.00039839	0.941514985	0.016598716	0.906798393	0.008759175
FAM227B	1.379590767	3.93E-05	1.39149586	0.010655631	1.369222851	0.003716672
FAM234A	0.256374657	0.000349093	0.2565213	0.011544665	0.241727989	0.004327436
FAM234B	-0.233248556	0.003169911	-0.233238954	0.02909283	-0.247710098	0.007542985
FAM26F	-0.43671413	0.007745651	-0.436395758	0.039373972	-0.450970068	0.018376486
FAM3C	0.236400526	0.004073357	0.236919165	0.033884672	0.221948171	0.024721548
FAM43A	-0.669255641	9.39E-12	-0.667876983	6.47E-05	-0.684059968	9.59E-11
FAM45A	0.585619828	3.96E-06	0.585789649	0.001452517	0.57129999	5.13E-05
FAM47E-STBD1	-0.509835535	6.46E-09	-0.509768418	0.000253258	-0.524351761	1.75E-08
FAM57A	-0.291557861	0.000577319	-0.289946316	0.013876972	-0.306451195	0.002296778
FAM60CP	-0.50412467	0.001265807	-0.503925435	0.016763516	-0.518722438	0.003348675
FAM63B	-0.302860901	0.001757335	-0.30250731	0.025269689	-0.317267067	0.004744789
FAM69C	-0.515589097	0.000340978	-0.50828525	0.010517735	-0.530163336	0.000989113
FAM83D	-0.471326082	3.69E-06	-0.468738275	0.002090207	-0.486000132	2.07E-05
FAM83G	-0.33092347	1.76E-05	-0.330707945	0.002775684	-0.345616168	5.07E-05
FAM83H-AS1	-0.648811407	0.002449752	-0.627009368	0.036456864	-0.664085755	0.006142552
FAM89A	-0.377531698	2.40E-07	-0.376957042	0.000544591	-0.392246716	1.12E-07
FAM91A1	0.300748254	0.002910343	0.306547492	0.035133704	0.285829296	0.024839772
FAM92A1	0.830092687	1.69E-07	0.830907954	0.000427245	0.816057399	9.69E-06
FANCE	-0.266317163	0.00049225	-0.265646669	0.011587712	-0.281103995	0.002104666
FANCL	0.657590072	8.01E-11	0.657418124	0.000126433	0.643045731	2.08E-09
FAR1	0.421715636	0.000491381	0.421481813	0.020726026	0.407402991	0.004596027
FARSA	-0.230301418	0.001946049	-0.230267905	0.021249	-0.244778211	0.004254485
FASN	-0.372500562	3.89E-06	-0.372500851	0.001087159	-0.38706345	6.40E-06
FASTKD1	0.301947497	0.006294512	0.305999628	0.048654374	0.287121477	0.039152013
FAXDC2	0.35235755	0.005242215	0.353195981	0.04098207	0.337774934	0.03360885
FBLN1	-0.287920235	0.000316769	-0.28712755	0.007438067	-0.302831492	0.001192416
FBXL2	0.690753109	0.002610398	0.688180424	0.026243549	0.676933826	0.028348564
FBXO16	-0.351776534	3.29E-05	-0.351671889	0.004387091	-0.366472716	0.000170409
FBXO17	-0.252486466	0.008737676	-0.252121585	0.038399525	-0.267107564	0.017199447
FBXO3	0.313961764	0.003515222	0.316357026	0.029914458	0.299533031	0.01910809
FBXO30	0.279731747	0.007814359	0.282651464	0.045377387	0.265029128	0.038551632
FBXO4	0.354698699	0.00072932	0.35421013	0.010355246	0.340267874	0.005039839
FBXO41	-0.401583407	1.11E-05	-0.401538642	0.00227252	-0.416107242	1.84E-05
FBXO42	-0.299358106	0.001031979	-0.299485959	0.016745895	-0.313831654	0.003170621
FBXO5	0.415674993	2.51E-05	0.415424511	0.002620764	0.401301757	0.000170243
FBXW5	-0.206929951	0.003090038	-0.20676933	0.022502493	-0.221477528	0.003704555
FBXW7	-0.303171964	0.000632449	-0.302639923	0.013519882	-0.31750984	0.001026239
FECH	0.274229004	0.003420571	0.273880484	0.029170857	0.259824521	0.016960767
FER1L4	-0.448263697	3.25E-06	-0.446785147	0.001971109	-0.462755532	7.99E-06
FEZ2	0.30589501	0.003095507	0.30559292	0.033059735	0.291550516	0.018442205
FGD3	-0.604392765	5.92E-11	-0.604071831	4.11E-05	-0.619029963	1.04E-11
FGD4	-0.34990414	0.001461655	-0.349906807	0.023286248	-0.364356624	0.004168097
FGD5-AS1	0.253613456	0.00194828	0.254503709	0.028062754	0.238954641	0.018650612
FGF11	0.351460702	0.007623175	0.358956215	0.043935342	0.336721011	0.038047251
FGFR1	-0.373468004	3.75E-07	-0.373045027	0.000421059	-0.388273182	5.93E-07
FGFR1OP2	0.348451393	0.001527596	0.352450587	0.030528752	0.334138797	0.013664969
FGFR2	-0.248289913	0.001270538	-0.248100632	0.017705937	-0.262824882	0.002274624
FHL2	-0.390247969	2.03E-06	-0.389088184	0.001389504	-0.40487073	4.32E-06
FHL3	-0.414476617	0.000933612	-0.407993674	0.015348582	-0.429542502	0.003117995
FIG4	0.357925773	0.001697665	0.358962894	0.018784114	0.343347657	0.011646965
FIZ1	-0.265049193	0.005663268	-0.263549606	0.037406059	-0.279827544	0.015805432
FJX1	-0.440953653	0.000862247	-0.439905671	0.010910652	-0.45559163	0.002552459
FKBP10	-0.290153837	7.75E-05	-0.289693365	0.004295263	-0.304957131	0.000261835
FKBP14	-0.299916935	0.000665721	-0.298997471	0.014304735	-0.314577291	0.001922917
FKBP3	0.450310711	1.48E-05	0.456818486	0.004538341	0.436179609	0.00038203
FKBP8	-0.265709131	0.000432495	-0.265691888	0.008865147	-0.280357905	0.001130491
FKRP	0.398224656	0.000192728	0.397807935	0.008534513	0.383752263	0.002179856
FLNA	-0.449233809	3.91E-09	-0.448946792	0.000107799	-0.463953892	1.66E-09
FLNB	-0.428428508	1.88E-07	-0.428105669	0.000335714	-0.443200489	1.32E-07
FLNB-AS1	-1.114589836	0.000443333	-1.106833057	0.027046195	-1.128242391	0.027263413
FLNC	-0.556653032	0.003360835	-0.556035307	0.028754652	-0.57107997	0.012019433
FLT4	-0.361012222	2.63E-06	-0.360517999	0.001301159	-0.375559846	4.81E-06
FLVCR2	-0.187220811	0.00896725	-0.186900676	0.047120517	-0.201754599	0.010378056
FMN1	-0.648841947	2.84E-08	-0.642023593	0.00064184	-0.663574209	1.47E-07
FMNL2	-0.236477205	0.005536995	-0.236006909	0.042736199	-0.251091042	0.012071405
FNDC3B	-0.3017161	0.002632886	-0.301136719	0.033169549	-0.316564879	0.007835939
FOS	-0.648425928	1.38E-07	-0.646758742	0.000869116	-0.663374252	0.000669076
FOSL1	-0.619998815	3.72E-07	-0.620242095	0.000600624	-0.634417761	7.93E-07
FOSL2	-0.642905489	7.44E-15	-0.642855906	9.59E-06	-0.657587318	2.78E-15
FOXH1	-0.703836722	0.003163898	-0.692095979	0.031760975	-0.71930253	0.010626511
FOXJ3	-0.355206092	6.98E-06	-0.354546872	0.002056206	-0.369962249	1.56E-05
FOXN3	-0.420564486	1.07E-05	-0.420008489	0.003194892	-0.435359147	5.47E-05
FOXO1	-0.558918632	1.32E-09	-0.558483841	0.000166121	-0.57353811	6.74E-09
FOXO3	-0.295168939	0.000540281	-0.295105411	0.013957788	-0.309788845	0.001919868
FOXP1	-0.296556668	0.002397838	-0.296495578	0.024957587	-0.311073632	0.006691737
FOXP4	-0.250251701	0.002150028	-0.250043387	0.024304272	-0.264838126	0.006284582
FPGT	0.690617284	1.09E-07	0.691094236	0.000905838	0.676060126	2.08E-06
FPGT-TNNI3K	0.659101418	0.003670504	0.662252128	0.03766755	0.644588147	0.019499454
FRG1EP	0.831016664	0.002954985	0.830083093	0.031532546	0.817592566	0.03869628
FRG1FP	0.502770351	0.00085777	0.501697714	0.01645458	0.488428693	0.006221072
FRMD4A	-0.472295113	2.84E-07	-0.470344795	0.000839708	-0.48730892	3.34E-06
FRMD8	0.398628411	0.000833766	0.402071674	0.015455658	0.383848111	0.007896263
FRMPD2	-0.513267771	7.93E-06	-0.513148256	0.001437968	-0.527883267	1.39E-05
FRRS1	0.27300452	0.000288557	0.273845075	0.01023306	0.258237077	0.003294039
FSIP2	1.631208501	0.000411401	1.841103216	0.011821484	1.617208097	0.026243165
FSTL3	-0.361763808	2.83E-05	-0.361568672	0.003150429	-0.376312334	0.000100156
FTH1	-0.229707071	0.006030045	-0.228875645	0.037406059	-0.244623136	0.017672933
FUCA1	0.330192348	0.004071997	0.336068463	0.033217149	0.315290443	0.027660732
FXYD5	-0.403832659	4.03E-06	-0.401936583	0.002174571	-0.418861423	4.33E-05
FYTTD1	0.709561718	1.18E-13	0.710670968	2.35E-05	0.695223298	1.01E-12
FZD1	0.533143197	0.000113517	0.537335955	0.006609154	0.519200219	0.001315674
FZD3	0.372585868	0.001892141	0.37406841	0.022066543	0.357993202	0.012071405
FZD4	0.943254105	8.92E-06	0.944260005	0.00319452	0.929365278	0.00033942
FZD5	-0.38048084	5.93E-07	-0.380184966	0.000593126	-0.395258252	4.95E-07
FZD6	0.436150696	9.17E-06	0.436501293	0.00364091	0.421543984	0.000170711
FZD7	-0.301874202	0.00117408	-0.30051094	0.018460392	-0.316577743	0.004596027
GAB1	-0.315822366	0.001840814	-0.315034445	0.027509005	-0.330559225	0.006610051
GAB2	-0.56474166	3.11E-14	-0.56467567	1.38E-05	-0.57934048	7.80E-16
GABARAPL1	-0.289144221	0.000509055	-0.288322928	0.011055289	-0.30383145	0.001442162
GABBR2	-0.345061316	0.007137687	-0.345437449	0.036986353	-0.35960048	0.016875671
GABPB1-AS1	0.3789094	0.002016679	0.379696198	0.036930633	0.364741623	0.01539917
GABPB2	0.316336271	0.009429817	0.316333123	0.046723061	0.301840014	0.043354827
GADD45A	-0.308092814	0.000385755	-0.306495916	0.012672342	-0.32225033	0.000738487
GADD45B	-0.378946355	0.003067609	-0.376228024	0.027733664	-0.3935044	0.008928534
GALE	-0.266462677	0.003651103	-0.265509566	0.026134512	-0.281043031	0.006746965
GALNT1	0.631340924	3.29E-10	0.631567231	0.000285274	0.616997785	1.67E-08
GALNT10	0.32982482	0.002064363	0.330222035	0.020037719	0.315304069	0.012817404
GALNT2	-0.327612225	1.19E-05	-0.32713813	0.00163689	-0.342446529	2.60E-05
GALNT4	0.549034027	0.000772687	0.548424882	0.016672631	0.534722385	0.005482532
GALNT6	0.576904174	0.001057279	0.585517308	0.014834896	0.562288449	0.008546487
GALNT7	0.270953369	0.00133482	0.271157265	0.023398052	0.256316288	0.011169114
GAPDH	-0.223069865	0.009705946	-0.221924454	0.04171426	-0.237675939	0.022965982
GAPDHP1	-0.19926023	0.005760579	-0.198854383	0.03645506	-0.213709016	0.005401891
GAREM1	-0.531878118	1.47E-06	-0.530867865	0.001127544	-0.54638414	2.71E-06
GARS	-0.440603398	1.78E-05	-0.436341748	0.004456772	-0.454594804	4.89E-05
GAS6	0.5372445	2.31E-07	0.538429509	0.000600624	0.522828679	2.62E-06
GAS7	-0.573895932	8.31E-06	-0.572870313	0.001236579	-0.588534619	1.93E-05
GATA2	-0.335258134	1.03E-05	-0.334915087	0.00140018	-0.350003361	1.21E-05
GATA3	-0.407616032	7.24E-07	-0.407079991	0.000739001	-0.422453124	3.19E-06
GATA6	-0.287004679	0.001189078	-0.286972683	0.021115737	-0.301599851	0.004254485
GATSL2	0.332273368	0.00163563	0.333112729	0.018949973	0.317684638	0.011524024
GBF1	-0.223748604	0.003440814	-0.222967726	0.030528752	-0.238446635	0.009281558
GBP2	-0.469081317	4.08E-05	-0.469173504	0.002961244	-0.483634484	7.35E-05
GBP4	-0.794897676	0.00453718	-0.7832343	0.029568358	-0.810671146	0.015810376
GCH1	-0.471679821	4.04E-10	-0.471334643	9.20E-05	-0.486145735	4.27E-11
GCLC	-0.280612073	0.000891129	-0.279113059	0.015878358	-0.295104244	0.002503778
GCM1	-0.292389026	0.001779265	-0.291287685	0.024200183	-0.307041082	0.006842355
GCN1	-0.471728249	6.45E-11	-0.471569438	3.26E-05	-0.486374374	1.82E-12
GCNT1	-0.319316269	9.97E-05	-0.318427802	0.006203376	-0.334012278	0.000259099
GDF15	-0.864597415	1.61E-18	-0.864428513	5.75E-06	-0.879139241	1.01E-18
GDF5	-0.831754631	0.001374697	-0.822759394	0.021144681	-0.847298201	0.005053032
GDPD1	0.77186988	1.05E-06	0.77393579	0.000923256	0.757402604	1.96E-05
GDPD2	-0.43750966	0.004483857	-0.435917324	0.027845521	-0.452363623	0.011300612
GDPD4	-0.538389138	0.003577312	-0.533189152	0.028547431	-0.553320156	0.009172734
GEMIN6	0.360113298	0.004523108	0.359960788	0.036309761	0.345818353	0.024534094
GEN1	0.381951792	4.22E-05	0.382417303	0.003829624	0.367366053	0.000426536
GFOD2	-0.27473411	0.000792316	-0.274428123	0.011666059	-0.289369204	0.001454703
GFPT1	-0.287889363	0.000127033	-0.287764053	0.005897576	-0.302516252	0.000145885
GGA2	-0.239996674	0.000344736	-0.240010136	0.007412156	-0.254549195	0.000145388
GGH	0.553974509	1.12E-09	0.554230869	0.000294981	0.539617308	3.41E-08
GGT7	0.226968814	0.003121618	0.226942306	0.030556929	0.212406004	0.027342062
GGTLC5P	-1.332187582	4.02E-05	-1.325966141	0.006133868	-1.348701567	0.000621904
GH2	-0.99498918	7.88E-26	-0.993939516	9.53E-07	-1.009746938	2.20E-26
GINM1	0.418148973	1.14E-06	0.418101668	0.001463655	0.40381269	2.60E-05
GJA5	-0.524139279	0.002444063	-0.517264413	0.030287589	-0.539376739	0.006030652
GLB1L2	-0.331071213	0.000547591	-0.32844391	0.009237216	-0.345826752	0.00148101
GLCCI1	0.455953399	0.000404065	0.456340342	0.010163775	0.441473629	0.003294039
GLCE	0.650982488	4.15E-05	0.657543931	0.004140104	0.636247721	0.000656173
GLI3	-0.506383772	3.01E-07	-0.50382784	0.000839708	-0.521307735	1.45E-06
GLMN	0.414906199	0.000177242	0.414626569	0.006812203	0.400645354	0.001608451
GLOD4	0.365793402	0.000284477	0.366343538	0.014666537	0.351514087	0.003398924
GLTSCR1	-0.249095688	0.006326695	-0.249087027	0.043921626	-0.263651038	0.017848323
GMEB1	-0.249759135	0.007040929	-0.249594916	0.036986353	-0.264253774	0.01661203
GMEB2	-0.295114204	0.000232679	-0.294985688	0.007139732	-0.309695359	0.000508273
GMPPB	-0.258612175	0.003271302	-0.258028206	0.029568358	-0.273192433	0.007903159
GNB4	0.641220898	1.47E-05	0.655529748	0.00227252	0.626265873	0.000220876
GNG10	0.504919857	0.000139854	0.504581491	0.008645556	0.490439318	0.001425223
GNPAT	0.390239524	5.01E-05	0.393737576	0.006854481	0.375867026	0.000914867
GOLGA2	-0.397619574	1.27E-06	-0.396943927	0.001130962	-0.412107964	3.03E-06
GOLGA3	-0.235471184	0.001248524	-0.235269608	0.016434457	-0.250075681	0.001908464
GOLGA4	-0.555569869	9.40E-07	-0.555252518	0.001586802	-0.570176622	4.12E-06
GOLGB1	-0.270581131	0.000397276	-0.270480827	0.010372437	-0.285182193	0.000554501
GOLM1	0.256675414	0.000685956	0.256643345	0.015878358	0.242096281	0.007350092
GORASP2	-0.303882734	0.000247169	-0.303222016	0.009762256	-0.318694224	0.001240475
GPAM	0.280007704	0.003078139	0.280587469	0.035665527	0.265291529	0.022664788
GPI	-0.240252232	0.001259727	-0.240250925	0.015819693	-0.25481453	0.002930552
GPR1-AS	-0.476792743	1.64E-05	-0.474663802	0.00265747	-0.491164198	3.31E-05
GPR108	-0.250507358	0.003406128	-0.249434062	0.034344385	-0.26494654	0.010538429
GPR153	1.689149505	2.65E-05	1.803334724	0.006029113	1.681552175	0.004354143
GPR157	-0.318650109	6.48E-05	-0.318486311	0.005074392	-0.333352869	0.000327455
GPR180	0.388576784	0.001396328	0.389440058	0.018240524	0.374285498	0.010098004
GPR87	-0.512808291	1.09E-08	-0.511803097	0.000240733	-0.527336691	3.54E-08
GPRC5A	-1.00188167	1.98E-09	-1.00159019	0.000163982	-1.016179897	2.49E-05
GPRC5C	-0.82356002	0.000208312	-0.823437135	0.007207236	-0.838418336	0.001385354
GPT2	-0.687686219	4.95E-11	-0.682881284	0.000116268	-0.70176327	6.11E-11
GRAMD1B	-0.810262385	2.39E-14	-0.808281882	1.82E-05	-0.825187242	8.99E-14
GRAMD2	-0.231260582	0.000980753	-0.231269396	0.012634799	-0.245873529	0.000949871
GRB10	-0.486490042	8.81E-11	-0.484968021	7.22E-05	-0.501010597	1.60E-11
GRB2	-0.255142839	0.000868422	-0.255111829	0.012264271	-0.26975449	0.002599719
GRIK4	-1.035366613	7.94E-11	-1.028169045	5.26E-05	-1.05060845	5.06E-11
GRM4	-0.528086903	2.50E-11	-0.527308892	5.78E-05	-0.542639346	1.99E-11
GS1-114I9.3	-0.366951305	6.75E-05	-0.366348101	0.005732258	-0.381233815	0.000184189
GS1-44D20.1	-0.528359866	0.001002792	-0.526850817	0.022242361	-0.542702012	0.00332342
GSE1	-0.231977969	0.001974953	-0.231698902	0.016290125	-0.246680233	0.002506773
GSN	-0.204192509	0.002183699	-0.203915048	0.018544037	-0.218802794	0.001746448
GSTK1	0.324508131	7.46E-05	0.325590202	0.005802425	0.309788238	0.001852433
GTF2F1	-0.29150597	0.00085225	-0.291363554	0.017520374	-0.306131856	0.004351912
GTF3C6	0.234956743	0.009612789	0.235111859	0.044665207	0.220662716	0.044851911
GTPBP2	-0.420037885	8.03E-06	-0.417648086	0.003190101	-0.434461216	2.69E-05
GUCA2A	-0.614632516	0.001229787	-0.609759272	0.009374067	-0.629519024	0.003076105
GXYLT1	0.236423256	0.004007673	0.23670041	0.039571409	0.221813113	0.025630524
GYG2	-0.217268566	0.002756588	-0.217118783	0.024558824	-0.231757722	0.003864181
GYS1	-0.3648235	1.47E-06	-0.363895691	0.001056917	-0.379448961	3.46E-06
H19_1	-0.852952451	0.000130297	-0.824453042	0.015802405	-0.86759979	0.027492784
H1F0	-0.255166887	0.002248097	-0.254694016	0.02241544	-0.269856928	0.007859135
H2AFX	0.313246611	0.00084659	0.314560466	0.021888331	0.298389222	0.013904917
H3F3B	0.255238813	0.003656283	0.256652313	0.042490273	0.241048309	0.022403253
HAGH	0.32279219	0.000543846	0.323789219	0.0129227	0.308225559	0.005959728
HAPLN3	-0.525655614	9.73E-09	-0.52457248	0.000303649	-0.540477032	8.49E-08
HAS3	-1.302676822	2.23E-09	-1.297285578	0.000218323	-1.31807123	1.03E-09
HAT1	0.384382592	6.73E-06	0.38574361	0.002487552	0.370077425	0.00016871
HAUS8	-0.252525642	0.006179817	-0.252276549	0.033379135	-0.266886377	0.010378056
HAVCR1	-0.73357857	4.53E-19	-0.732894661	4.16E-06	-0.748364747	2.00E-20
HAVCR2	-0.603107731	0.009246179	-0.602862509	0.045716336	-0.617743974	0.02660073
HBM	-1.66368489	6.19E-06	-1.658955048	0.006749697	-1.679501578	4.51E-06
HBZ	-1.543137768	1.38E-07	-1.539720014	0.001325858	-1.558698315	7.79E-08
HCAR3	-0.425690768	0.00026074	-0.425496966	0.006402085	-0.440321625	0.000712064
HDAC5	-0.303100529	3.27E-05	-0.302954369	0.003059908	-0.317725029	3.46E-05
HDAC6	-0.222738799	0.002091397	-0.22179465	0.021852323	-0.237546815	0.00371129
HDGF	-0.279181219	0.000432658	-0.278802608	0.008786027	-0.293975244	0.001562562
HDLBP	-0.265704041	0.000348927	-0.26531959	0.006203376	-0.280403264	0.000619698
HECTD2	0.707103829	0.001895362	0.716858685	0.025811444	0.693815919	0.015720027
HEG1	-0.587045995	3.60E-06	-0.586359573	0.002516616	-0.601293663	1.13E-05
HELZ	-0.483591929	4.90E-06	-0.483148434	0.002670817	-0.498394237	1.81E-05
HERC3	-0.480719117	2.68E-06	-0.479351786	0.001862792	-0.495253283	1.02E-05
HERPUD1	-0.434638004	8.54E-05	-0.429190744	0.008604618	-0.448787324	0.000278892
HES1	-0.474890686	0.005675694	-0.472147831	0.027382498	-0.489723214	0.018352407
HES6	0.651616494	1.12E-05	0.654058277	0.00197763	0.637422396	0.000204704
HEXB	0.431156723	1.00E-06	0.432084544	0.001947468	0.416637902	3.37E-05
