SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
HSPB8	-0.405657359	5.87E-13	-0.407463976	0.000100717	-0.411920798	8.61E-12
HSPD1P6	-0.541265761	4.44E-06	-0.544686359	0.003453421	-0.547714584	3.89E-05
IGIP	0.378945922	0.000249407	0.38303004	0.029389987	0.373107182	0.00249184
IL1RAP	0.247593977	0.00047306	0.248773331	0.026946352	0.24140911	0.003988082
IL2RB	-0.518796186	1.08E-10	-0.522180108	0.000181544	-0.525396394	5.18E-09
IL6	-0.99385651	5.94E-09	-0.986432962	0.000301317	-1.000060373	3.65E-08
ING1	-0.243671763	3.68E-05	-0.244059732	0.010440654	-0.249868712	0.000329692
INPP5D	-0.392376515	3.01E-05	-0.386809054	0.011268394	-0.399759491	0.00041334
IPO4	-0.157087018	0.001484447	-0.157340715	0.04253738	-0.163572065	0.005332173
IPPK	-0.28056471	6.39E-06	-0.280248024	0.004769712	-0.287047968	3.14E-05
IQCJ-SCHIP1	-0.305699779	1.11E-06	-0.306009342	0.002804184	-0.312025532	8.07E-06
IRF2BP2	-0.234046727	2.24E-05	-0.234050781	0.008655843	-0.24079364	0.00022031
IRF8	-0.407019153	1.55E-06	-0.411500102	0.002275655	-0.413470391	1.43E-05
IRX2	-0.283516625	5.08E-07	-0.283653641	0.002574896	-0.289953598	6.04E-06
ISG15	-0.344223106	0.000115718	-0.338615484	0.015208857	-0.350777366	0.00109996
ISM2	-0.363287157	4.86E-10	-0.362992396	0.000357173	-0.369601715	1.61E-08
ITGA6	-0.211568556	2.30E-05	-0.2115895	0.00609469	-0.218170181	6.79E-05
ITGAM	-0.405904973	2.02E-12	-0.404764602	0.000113026	-0.412549015	4.33E-12
ITGB4	-0.244149706	4.80E-07	-0.244356058	0.001230902	-0.25069614	3.65E-07
ITIH5	-0.314492059	2.13E-05	-0.311512188	0.006266136	-0.320957617	0.000118991
ITSN1	-0.18254478	0.001053974	-0.183151585	0.041549122	-0.188866375	0.0072667
JADE2	-0.215484494	0.000929519	-0.2205928	0.041728212	-0.221902107	0.007583719
JMJD6	-0.25251315	0.001259968	-0.250912707	0.044747077	-0.258990981	0.009891206
KANK4	-0.618050401	7.05E-07	-0.6395152	0.002533537	-0.624019533	4.46E-06
KCNAB2	-0.239484306	4.54E-05	-0.241117453	0.006939566	-0.246223621	0.000257762
KCNJ5	-0.386231374	0.00040039	-0.385283266	0.017774117	-0.392745511	0.003716542
KCNK1	-0.188176758	0.000429548	-0.187858788	0.027098079	-0.194683681	0.002331707
KCNK5	-0.20308856	0.000872892	-0.203794839	0.02588886	-0.209788392	0.004256931
KCNS1	-0.506386106	7.68E-09	-0.506978003	0.000277973	-0.512847714	7.64E-08
KIAA1211L	-0.197890361	0.000906848	-0.197767799	0.041549122	-0.204222784	0.004867309
KIAA1462	-0.271258554	0.000109241	-0.270914808	0.010598969	-0.277708982	0.000557692
KIFC3	-0.256082937	0.000831259	-0.259842337	0.03070345	-0.262620698	0.004601448
KLF5	-0.284401322	8.75E-05	-0.28410191	0.018845004	-0.290971125	0.001041128
KLHL3	0.57022317	1.06E-05	0.579426779	0.013017929	0.563849642	0.000195902
KLHL30	-0.281308304	0.002302044	-0.291970664	0.043033129	-0.287908429	0.013956074
KLHL5	-0.243866759	4.99E-05	-0.244209924	0.010840053	-0.250198133	0.000249131
KNL1	0.22920687	0.000758871	0.232804792	0.043037315	0.222232174	0.012924558
KRT17	-0.548080362	8.32E-13	-0.54253947	0.000113489	-0.554392375	8.76E-12
KRT24	-0.813788793	6.06E-07	-0.799467154	0.002225681	-0.820678745	1.50E-05
KRT7	-0.268631546	1.76E-07	-0.268432364	0.001587403	-0.275006086	3.34E-07
KRT9	-0.565980102	0.000673661	-0.576020121	0.020953933	-0.573059363	0.009240941
LA16c-431H6.6	-0.262793988	5.81E-06	-0.262286586	0.00572453	-0.269370101	0.000103497
LCN9	0.483790585	5.94E-08	0.471119596	0.004090748	0.47800162	2.50E-06
LDLRAD3	-0.248302954	2.59E-05	-0.248551011	0.009878641	-0.25483272	0.00041334
LHFP	-0.188078221	0.001046161	-0.188228118	0.043453889	-0.194344667	0.006155704
LIG4	0.488920126	0.000301102	0.493294592	0.038454367	0.482853495	0.003373876
LIMA1	-0.229873858	2.68E-05	-0.228910134	0.009713551	-0.236318907	0.000127187
LIMD1	-0.163215533	0.001080032	-0.162814715	0.034894019	-0.169847579	0.00438996
LIMK2	-0.183765823	0.000511559	-0.183884139	0.028271918	-0.19017609	0.002077058
LIN28A	-0.290713224	4.36E-07	-0.290278098	0.002469671	-0.297310287	9.32E-06
LMO2	-0.285573607	0.000119576	-0.283815679	0.01416482	-0.292051532	0.001341744
LNX1	-0.250721843	8.93E-05	-0.250233037	0.015493718	-0.257294079	0.000792717
LRIG1	0.445321847	6.41E-06	0.441438754	0.006646012	0.438829658	0.000203935
LRRC32	-0.388656447	0.001412631	-0.388018917	0.041549122	-0.395636535	0.010624177
LRRFIP1	-0.199358059	0.000603305	-0.19878725	0.03266582	-0.205551351	0.003770102
LY6D	-0.534843433	0.000350873	-0.533991349	0.016789638	-0.541554968	0.002977444
MAB21L3	-0.37513722	0.00036299	-0.370653125	0.020548923	-0.381882143	0.00341806
MAFF	-0.433215291	1.34E-08	-0.433950282	0.000486796	-0.439761326	9.37E-08
MAGED1	-0.179237713	0.000617904	-0.178776096	0.026918145	-0.185952288	0.003917772
MAML2	-0.261149414	0.001087416	-0.259303517	0.042693506	-0.267783251	0.009489588
MAP2K6	0.359346458	6.23E-06	0.362135399	0.008372809	0.353262789	7.53E-05
MAP3K3	0.337083579	2.23E-07	0.339585719	0.001574067	0.330543607	3.34E-06
MAPK3	-0.190477528	0.001021206	-0.190770636	0.039215037	-0.197044126	0.007809611
MAPK8IP2	-0.389215008	0.00120942	-0.3892081	0.036772545	-0.395858368	0.009550497
MBP	-0.223234037	0.000698465	-0.22878247	0.031854853	-0.229583623	0.006661307
MCTP2	-0.311552952	0.000780599	-0.30804082	0.033631744	-0.317815102	0.004590905
MCUB	0.213633846	0.000889589	0.212816095	0.037157089	0.207127037	0.007472426
MDGA1	-0.379112168	0.000362603	-0.370803083	0.019326339	-0.38591663	0.003789119
MED15	-0.190544426	0.00032499	-0.190015335	0.023916517	-0.197145679	0.003351988
MEX3B	-0.174399133	0.001860456	-0.17511532	0.048050594	-0.180821495	0.009416897
MFAP2	-0.236837979	0.001587058	-0.235954137	0.043033129	-0.243596506	0.012455822
MFAP5	-0.248295487	4.23E-05	-0.24721114	0.013017929	-0.254741594	0.000456877
MFSD4A	0.703401109	0.000327948	0.706364833	0.043453889	0.698259752	0.006546526
MGAT3	-0.158188296	0.001275011	-0.157767698	0.038079095	-0.164662165	0.004793253
MGAT4A	-0.217270273	0.000334339	-0.217191086	0.027704567	-0.223737196	0.002077058
MGC39584	-0.490516672	1.15E-06	-0.490601971	0.00195792	-0.497270206	1.69E-05
MGLL	-0.193295821	0.000434068	-0.19455071	0.027191527	-0.199747432	0.003617108
MIDN	-0.340815669	4.88E-05	-0.353330348	0.011268394	-0.347200332	0.000761569
MIIP	-0.255245645	0.000189445	-0.263638012	0.015874813	-0.261633509	0.001942497
MKL1	-0.220667149	0.000104117	-0.220498634	0.015650626	-0.22720717	0.001042668
MME	-1.051056685	0.000206714	-1.025347927	0.025470317	-1.065305928	0.037384574
MMP19	-0.175136192	0.000742235	-0.175900953	0.032282103	-0.181613188	0.004581865
MMP24	-0.337482327	6.03E-05	-0.338637364	0.008957751	-0.344138819	0.00051978
MOB3B	-0.199747834	0.001113945	-0.198885345	0.047313253	-0.206262994	0.008019561
MOCS2	0.384620618	3.66E-05	0.390614322	0.015146665	0.378679936	0.000488485
MRPL28	-0.154318956	0.002069606	-0.154346477	0.048546237	-0.160911511	0.008126247
MSI2	-0.200921599	7.44E-05	-0.200888136	0.011899756	-0.207557177	0.000353415
MTHFD1L	-0.269463252	5.92E-06	-0.267706754	0.006591308	-0.275402766	5.93E-05
MTM1	0.462048864	0.0004599	0.462757519	0.041549122	0.455836303	0.005074695
MTMR11	-0.329079803	0.000243503	-0.33383691	0.020586276	-0.335369199	0.002077058
MTSS1L	-0.216662387	7.71E-05	-0.216043673	0.012181985	-0.223242643	0.00116852
MXD1	-0.249266408	0.000109448	-0.246547831	0.016686189	-0.255856914	0.000920881
MYADM	-0.336329289	1.88E-09	-0.33522464	0.000587348	-0.343189903	1.59E-07
MYBBP1A	-0.171675006	0.001436145	-0.171707626	0.046955708	-0.178109358	0.006349364
MYBL1	0.638463636	0.000291678	0.647189985	0.043033129	0.632572292	0.004256931
MYBPC2	-0.608871646	2.90E-08	-0.601091536	0.000783138	-0.61566842	5.15E-07
MYC	-0.311503809	0.000407979	-0.310420684	0.032282103	-0.317708289	0.003770102
MYCN	-0.203822716	0.000250229	-0.204202864	0.020548923	-0.210381447	0.001593614
MYEOV	-0.453536864	7.64E-07	-0.459197738	0.002478304	-0.459444012	1.07E-05
MYL3	-0.510994978	1.92E-07	-0.510973637	0.00103714	-0.51765304	1.62E-06
MYO18A	-0.16108352	0.001862174	-0.161809333	0.047937809	-0.167548913	0.011597088
MYO7A	-0.25043445	4.33E-07	-0.250128592	0.00195792	-0.25707132	1.06E-06
MYOZ1	-0.555817259	6.62E-05	-0.546724433	0.011704067	-0.562567778	0.000768099
N4BP3	-0.247660016	6.46E-05	-0.246247669	0.015650626	-0.2545622	0.001609173
NAGA	0.180488738	0.001207081	0.181938846	0.043346755	0.173751599	0.017572427
NAV2	-0.294410086	3.45E-06	-0.292906643	0.005435285	-0.30110264	6.84E-05
NCBP2	-0.161462397	0.001466302	-0.162616849	0.042114656	-0.167951326	0.00553899
NDST1	-0.255375058	9.42E-06	-0.253995399	0.007176217	-0.262209728	0.000110589
NECTIN4	-0.18128372	0.001265289	-0.180314011	0.036858733	-0.18739795	0.006852651
NEDD9	-0.263536017	5.46E-05	-0.263336145	0.014037106	-0.270133913	0.000718345
NEK6	-0.207148607	2.86E-05	-0.207078263	0.007170702	-0.213550536	7.15E-05
NEURL1	-0.652954571	2.75E-19	-0.651092699	1.08E-05	-0.65985901	1.52E-16
NFATC2	-0.396556461	3.99E-08	-0.396474828	0.001334791	-0.402878841	5.29E-07
NFE2L3	-0.305651596	3.27E-07	-0.309251726	0.002270019	-0.311778439	5.89E-06
NIN	0.251136451	0.000313886	0.253115526	0.031067242	0.244500524	0.005817914
NLRP9	-0.598728119	5.37E-06	-0.588266753	0.002766035	-0.605609676	0.010366429
NMNAT2	-0.593813231	3.07E-22	-0.593688374	6.03E-06	-0.600496805	4.15E-20
NOCT	-0.350026779	1.88E-09	-0.35022214	0.000587451	-0.356571756	1.09E-07
NOL4L	-0.380160591	2.01E-07	-0.378235499	0.00195792	-0.386770468	5.78E-06
NOTCH3	-0.227276007	0.000295789	-0.225932956	0.028889876	-0.23417591	0.00432941
NPAS2	-0.375684823	4.41E-11	-0.376419386	0.000181544	-0.382365524	1.66E-09
NPPB	-0.549076632	1.92E-06	-0.555649818	0.005603723	-0.55389435	0.004820508
NQO1	0.406484342	1.41E-05	0.404110416	0.010674527	0.400152505	0.000267191
NRN1	-0.251964653	0.000180066	-0.250178099	0.026080619	-0.258606629	0.002641186
NRN1L	-0.421414256	0.000311053	-0.437004861	0.018402686	-0.428055054	0.002510748
NTN1	-0.280575918	1.53E-07	-0.279782095	0.001727425	-0.287364623	2.75E-06
NUAK1	-0.423616347	1.28E-15	-0.423334317	2.01E-05	-0.430146379	2.23E-16
NUAK2	-0.217313502	0.000292601	-0.218317202	0.025022348	-0.22360796	0.002638289
NUDT7	0.455673412	0.000228884	0.455175226	0.026659405	0.449438658	0.003694939
NUPR1	-0.298795625	9.51E-05	-0.301657314	0.017386229	-0.304602472	0.001375299
OBSCN	-0.204488333	0.00011489	-0.20576331	0.013950191	-0.210726504	0.000557692
OCRL	-0.188801294	0.000515549	-0.187698324	0.030598969	-0.195540518	0.00438996
OLFML1	-0.409188285	2.10E-09	-0.408479931	0.000436429	-0.415774149	2.36E-08
OLR1	-0.957951516	7.59E-23	-0.957599789	4.13E-06	-0.964308556	1.31E-23
ORAI1	0.295984129	0.000519249	0.296716185	0.036167029	0.289152325	0.008306797
OSBPL3	-0.248879761	0.000217492	-0.250866906	0.01999265	-0.255328757	0.001945435
OSBPL6	-0.357293598	9.92E-07	-0.358128112	0.002212612	-0.36387329	8.52E-06
P2RY2	-0.553768244	4.21E-09	-0.542521692	0.000783138	-0.561156539	1.09E-07
P3H2	-0.32638584	0.000478733	-0.323364216	0.020586276	-0.333241341	0.004712074
PADI1	-0.644041862	2.08E-13	-0.647854635	0.000108353	-0.649752552	4.81E-12
PAK1	-0.218703002	7.75E-05	-0.218972376	0.013427491	-0.225240548	0.001161172
PALLD	-0.21474408	0.000205757	-0.214416391	0.022386459	-0.221599258	0.002234037
PALM2-AKAP2	-0.392309438	5.51E-08	-0.392277164	0.001837899	-0.398454604	1.31E-06
PALM3	-0.210022284	0.000766779	-0.213067898	0.035923709	-0.216192497	0.0072667
PCSK5	-0.222642479	7.31E-05	-0.221612459	0.013571118	-0.229376538	0.000767598
PDE4D	-0.398461182	0.001207255	-0.395699063	0.036858733	-0.405097335	0.008425326
PDE6D	0.531576847	5.61E-07	0.536911812	0.006450852	0.524722625	2.46E-05
PDK1	-0.205024363	0.000532921	-0.20403117	0.035890974	-0.211438521	0.002364733
PHC1	-0.21874916	2.50E-05	-0.219535201	0.006500283	-0.225280918	0.000132427
PHF6	0.246881293	5.90E-05	0.249226211	0.01204177	0.240147179	0.001047848
PHKA2	-0.203074751	3.50E-05	-0.203271641	0.007984053	-0.209642872	9.00E-05
PHLPP2	0.631399217	1.96E-05	0.623420834	0.021714675	0.625122295	0.00036224
PHYH	0.360770084	0.000114372	0.364774963	0.017674701	0.354676539	0.001347372
PICALM	-0.234663625	1.75E-05	-0.234682644	0.006460571	-0.241061335	9.45E-05
PIM3	-0.242772319	8.33E-06	-0.245283428	0.005824959	-0.249248047	0.000147571
PITPNC1	-0.405982117	4.76E-08	-0.403061325	0.001543607	-0.412940363	2.04E-06
PKD2	0.451955382	4.02E-06	0.453945748	0.006736439	0.445318795	7.43E-05
PLA2G2F	-0.36367322	7.07E-05	-0.370903291	0.006272437	-0.370322348	0.00051978
PLAC8	-0.254175543	1.87E-05	-0.253436086	0.009587506	-0.261136126	0.000300244
PLB1	-0.536317584	1.45E-11	-0.53374014	0.000113026	-0.543038218	4.11E-10
PLBD1-AS1	0.42308251	0.000289898	0.418853147	0.03266582	0.416550279	0.004793253
PLCD4	-0.496113006	3.35E-09	-0.49127238	0.000301317	-0.50295795	4.94E-08
PLEKHA2	-0.293490774	4.53E-05	-0.292713902	0.013017929	-0.3002545	0.001002532
PLEKHA6	-0.315103544	2.21E-08	-0.315430003	0.001092224	-0.321684492	5.29E-07
PLEKHG1	-0.267692792	2.25E-05	-0.266209814	0.010026802	-0.274325801	0.000352035
PLEKHG3	-0.224995722	3.21E-06	-0.225931496	0.003176417	-0.231533069	7.73E-06
PLEKHG6	-0.21087506	2.66E-05	-0.211313583	0.007176217	-0.217395289	0.000226564
PLEKHM1P1	-0.418508525	1.14E-05	-0.419422805	0.00516814	-0.424890346	7.15E-05
PLPPR3	-0.367769413	0.000556312	-0.376206123	0.025842422	-0.37453525	0.004867309
PNKD	-0.309662906	1.02E-07	-0.311640568	0.001727425	-0.316086156	3.26E-06
POLR3D	-0.177322805	0.000454518	-0.176878962	0.024366605	-0.184028254	0.002786495
POMP	-0.22493899	0.000383557	-0.223782155	0.03165739	-0.231390343	0.004281604
POR	-0.174003503	0.000888893	-0.172685044	0.037003036	-0.180579607	0.006706745
PPARG	-0.19076589	0.000526863	-0.190354409	0.030666615	-0.19710584	0.003421671
PPFIBP2	-0.174086135	0.000375975	-0.17407047	0.021660693	-0.180566358	0.000931243
PPM1M	0.44271255	0.000272296	0.449190836	0.032945983	0.435824011	0.003605919
PPME1	-0.222811586	3.84E-06	-0.222651135	0.003563544	-0.229388395	1.29E-05
PPP1R15A	-0.308943854	2.96E-07	-0.309776936	0.002469671	-0.31523051	6.04E-06
PPP1R36	-0.525325108	0.000307654	-0.532892252	0.013809422	-0.531711295	0.002455731
PRKAG1	0.243779266	7.85E-05	0.242748166	0.015690329	0.237157963	0.001581824
PRKAR1B	-0.278946442	0.000204816	-0.286513547	0.01402882	-0.28540415	0.001220573
PROCR	-0.204046025	0.000446799	-0.205088215	0.021714675	-0.210642092	0.002417828
PRPF31	-1.147706765	1.10E-09	-1.135609884	0.000980759	-1.158005939	7.47E-05
PRPS1	0.358157945	3.53E-05	0.360165122	0.009281552	0.351810071	0.000502239
PRSS22	-0.467824036	3.58E-17	-0.469368418	1.94E-05	-0.473954844	1.58E-16
PRSS8	-0.185478879	0.001501726	-0.186561017	0.043453889	-0.191940093	0.014168346
PSCA	-0.364579304	0.000358179	-0.360944375	0.023805286	-0.3713439	0.003694939
PSEN2	0.351191263	0.000138674	0.351885931	0.021853449	0.344753623	0.002233531
PSMB10	-0.214608872	0.002314117	-0.218865481	0.043559703	-0.22123912	0.011338181
PSMD5-AS1	0.320287228	0.00020511	0.316510376	0.032282103	0.313766834	0.0023942
PTGES	-0.201258218	0.001074895	-0.208346953	0.042556906	-0.207505492	0.009823269
PTGFRN	-0.376998242	1.26E-09	-0.376777478	0.000498663	-0.383533171	2.69E-08
PTGIS	-0.523377831	2.28E-05	-0.52502415	0.003755692	-0.530250434	0.000349381
PTRF	-0.375493208	0.000134971	-0.364627888	0.020339095	-0.381988904	0.001161172
PXDC1	-0.271093659	9.62E-06	-0.270988284	0.006915592	-0.277647978	0.000122243
PXDN	-0.226346823	6.24E-05	-0.225996041	0.013427491	-0.233099496	0.000740385
RAC3	-0.177997642	0.001109716	-0.176910578	0.042556906	-0.184520296	0.007219021
RALGAPA1	0.29556427	5.38E-05	0.296498935	0.013393524	0.289172239	0.000751104
RASSF1	-0.202192925	0.003058649	-0.204084018	0.047937809	-0.208949166	0.013207686
RASSF2	-0.235082428	5.98E-05	-0.236866932	0.013298381	-0.241541323	0.000529366
RCAN1	-0.349041723	2.96E-05	-0.347148989	0.012502428	-0.355355525	0.00026366
RELT	-0.313633435	0.00040769	-0.313668051	0.022023946	-0.320073709	0.002701464
RFX1	-0.199817181	0.001122371	-0.200530418	0.041411679	-0.206197516	0.005698681
RGL1	-0.258515873	2.45E-06	-0.259514446	0.002529873	-0.265106296	5.84E-06
RGS16	-0.206517328	0.000346001	-0.206623949	0.027574969	-0.213126978	0.002228681
RHPN2	-0.192018651	0.000408196	-0.192114919	0.027114243	-0.198620063	0.002858538
RIDA	0.374801154	0.000298066	0.378163743	0.029182114	0.368751384	0.002835062
RNF126	-0.198797685	0.000618456	-0.200378851	0.03330876	-0.205109094	0.005525756
RNF144B	-0.562364626	5.32E-18	-0.561768976	1.08E-05	-0.568870431	2.00E-17
RNF217	-0.265123831	0.000291777	-0.264117111	0.027191527	-0.271699727	0.002780814
RNF223	-0.298257956	0.000461796	-0.300906136	0.02830129	-0.304681207	0.004895561
RNF43	-0.42505846	3.49E-05	-0.417397457	0.012207156	-0.432392315	0.000464453
RP11-1069G10.2	-0.394733488	0.000108578	-0.406092692	0.01079869	-0.400968257	0.000678575
RP11-110G21.1	0.527301722	2.64E-05	0.536852667	0.013953855	0.520759676	0.000506616
RP11-162P23.2	-0.245383812	2.87E-06	-0.244800094	0.003885863	-0.251686139	1.07E-05
RP11-20D14.6	-0.40107981	0.000922018	-0.41010841	0.035890974	-0.407578176	0.006713457
RP11-214O1.2	-0.452899398	0.000435212	-0.457761093	0.021215292	-0.458797135	0.002774761
RP11-311C24.1	-0.216579189	0.001296562	-0.220341576	0.048926334	-0.223063001	0.014325441
RP11-400F19.6	0.294942891	8.71E-05	0.292849484	0.018197586	0.288266269	0.002007882
RP11-40A7.2	-0.448395641	2.93E-10	-0.451281999	0.000181544	-0.455074776	4.49E-09
RP11-418J17.1	0.277056557	0.000212375	0.274479992	0.023428324	0.270404391	0.002103488
RP11-439C15.6	-0.846981412	3.23E-06	-0.807449856	0.01933817	-0.854166583	2.37E-05
RP11-49K24.6	0.239492772	0.001000517	0.242825819	0.042693506	0.233356808	0.008792465
RP11-49P4.7	-0.427603523	0.001231231	-0.440181507	0.028345333	-0.434360123	0.012708431
RP11-525K10.3	-0.670637975	5.66E-06	-0.671302929	0.004127542	-0.67712055	0.000140016
RP11-54C4.3	0.403566057	0.000327992	0.395206566	0.027447052	0.397050476	0.005514968
RP11-566K11.2	0.420963149	6.38E-06	0.429598062	0.006526739	0.414464047	0.000141394
RP11-800A3.4	-0.563592787	3.31E-07	-0.551054236	0.002000229	-0.570756584	6.04E-06
RP5-1021I20.4	-0.173141188	0.001436473	-0.171948944	0.049623518	-0.179489677	0.00550518
RP5-1065P14.2	-0.31498778	9.10E-07	-0.317178836	0.00195792	-0.321562484	3.70E-06
RP5-1148A21.3	0.597149908	0.000237207	0.582914532	0.041549122	0.59160433	0.004637038
RUSC2	-0.243093815	0.000373863	-0.247386588	0.017674701	-0.249607622	0.002330376
S100A11	-0.228868376	9.35E-05	-0.229160428	0.013986159	-0.235440372	0.001024675
S100A14	-0.281580395	0.000859678	-0.277508838	0.043842703	-0.288119237	0.00555997
S100A16	-0.370147365	3.50E-11	-0.371480665	0.000181544	-0.376672828	5.87E-11
S100A4	-0.353860844	0.000926938	-0.354484744	0.023322044	-0.360369124	0.007472426
S1PR2	-0.250079222	2.36E-05	-0.250879328	0.009003406	-0.256854336	0.000535129
SAA1	-0.786251744	1.22E-09	-0.803195341	0.000219337	-0.793053262	1.43E-08
SACS	0.395203667	8.53E-05	0.401642837	0.017240216	0.388697706	0.001091727
SALL4	-0.279837168	1.07E-06	-0.279732024	0.00296958	-0.286526267	1.23E-05
SAMHD1	0.339920845	0.000318156	0.342523558	0.029200179	0.333352927	0.004867309
SCARA3	-0.27767121	2.39E-06	-0.276678488	0.004454832	-0.284510735	4.76E-05
SCHIP1	-0.364328519	1.52E-07	-0.364420673	0.001412496	-0.370831146	1.44E-06
SDHA	-0.208596854	7.62E-05	-0.20763293	0.012236187	-0.215062954	0.000424841
SEC24D	-0.266497928	3.00E-05	-0.262161014	0.013874111	-0.273494458	0.000832326
SEMA6C	0.371748242	0.000606842	0.37564765	0.036979561	0.3655544	0.007718124
SEMA6D	-0.568588678	8.62E-06	-0.565878071	0.00547609	-0.575358005	0.000117878
11-Sep	-0.189345113	0.000574545	-0.189217599	0.032097316	-0.195932064	0.003278213
3-Sep	-0.341836279	1.55E-08	-0.342482177	0.000986689	-0.348294888	1.36E-06
8-Sep	-0.196329911	9.38E-05	-0.196165378	0.012593471	-0.202974375	0.000422048
SERPINB6	-0.273246103	2.15E-05	-0.276911466	0.008641499	-0.279679768	0.000455187
SERPINB9	-0.242635006	4.05E-05	-0.245652843	0.009125037	-0.248922034	0.000391441
SERPINE1	-0.402161517	1.11E-14	-0.401217624	4.39E-05	-0.408933226	2.29E-13
SERTAD2	-0.224190873	0.000752772	-0.225754627	0.044349133	-0.230985276	0.006852651
SFMBT2	-0.230902861	0.002425107	-0.234606639	0.048953092	-0.237308609	0.013589127
SH2B2	-0.207123428	0.000594423	-0.207719546	0.032097316	-0.213564515	0.00544941
SH3BP4	-0.267912105	4.64E-06	-0.267695902	0.005584132	-0.274304948	4.76E-05
SHROOM1	0.415306254	1.61E-05	0.412744491	0.010440654	0.408985152	0.000325574
SIAE	0.237294624	7.31E-05	0.237197028	0.015874813	0.230468367	0.002020901
SIMC1	0.317606941	0.000116579	0.319768915	0.012799629	0.311202246	0.001468262
SKIDA1	-0.247487795	9.03E-06	-0.246876226	0.006076518	-0.254110129	0.000117789
SLA	-0.678653205	4.02E-05	-0.672288133	0.008285922	-0.684911258	0.000557692
SLBP	0.29309537	6.54E-05	0.294938449	0.011268394	0.286917271	0.000607222
SLC12A3	-0.555020329	1.14E-06	-0.569902686	0.002957737	-0.562081955	1.13E-05
SLC12A8	-0.31036936	0.001680155	-0.304278835	0.048926334	-0.316964701	0.012455822
SLC13A3	-0.192909498	0.00049094	-0.19207092	0.024956856	-0.199421107	0.002501618
SLC15A2	-0.797663634	3.14E-12	-0.8014699	8.97E-05	-0.804042613	5.28E-12
SLC15A3	-0.275840854	0.000123605	-0.280898163	0.012043321	-0.282239884	0.000767598
SLC1A3	-0.200145244	0.000793514	-0.199671558	0.042114656	-0.206958579	0.004808401
SLC1A6	-0.649834608	5.39E-07	-0.64481812	0.001737643	-0.656566909	8.34E-06
SLC22A11	-0.821455229	2.08E-06	-0.850649844	0.002311919	-0.828176289	6.69E-05
SLC25A25	-0.311924701	6.51E-05	-0.312341368	0.012502428	-0.318038994	0.00041334
SLC25A30	0.552145643	0.000120295	0.560398713	0.021714675	0.545833655	0.002045662
SLC2A1	-0.218563851	0.000620908	-0.217577882	0.031152615	-0.224943088	0.006375845
SLC2A10	-0.316293699	2.22E-10	-0.315660191	0.000213478	-0.323037049	1.42E-09
SLC34A2	-0.280314208	0.000605183	-0.283435999	0.042556906	-0.286180092	0.00568885
SLC35A1	0.246768233	0.000904256	0.250454271	0.035890974	0.24054035	0.008222973
SLC3A2	-0.255790494	8.45E-06	-0.256727137	0.006266136	-0.262034909	0.000167277
SLC41A1	-0.352755018	3.09E-10	-0.35343552	0.000301317	-0.359409008	8.40E-09
SLC44A2	-0.194409949	5.18E-05	-0.194331719	0.007304518	-0.201069709	0.000257762
SLC5A6	-0.185365362	0.000457646	-0.18774796	0.022635796	-0.191679915	0.003240002
SLC6A19	-0.417412262	1.26E-11	-0.416818037	0.000181544	-0.424397475	1.54E-09
SLC6A2	-0.541566216	0.000146608	-0.534704298	0.01323266	-0.548530421	0.002064365
SLC7A5	-0.232607497	0.000466974	-0.23481665	0.028600706	-0.238775112	0.004741724
SLCO2B1	-0.78942574	1.19E-05	-0.773588365	0.007877366	-0.796964295	0.000352035
SLF2	0.265877496	0.000184854	0.267001931	0.018197586	0.25944347	0.002397728
SLTM	-0.252763654	0.000219989	-0.251824415	0.026991226	-0.259322956	0.002695361
SMAD3	-0.283749694	1.78E-06	-0.283794088	0.003755692	-0.290332828	5.50E-05
SMIM3	-0.246759755	1.01E-06	-0.247063718	0.002472435	-0.253147829	1.91E-06
SMS	-0.207514673	0.000132887	-0.207430255	0.015650626	-0.213867595	0.000934566
SNX8	-0.235231437	5.02E-05	-0.23474105	0.01307797	-0.241764283	0.00051978
SOCS3	-0.342013582	7.09E-07	-0.341458792	0.002822022	-0.348625728	2.31E-05
SORL1	-0.289503613	0.00020228	-0.288295306	0.029590871	-0.296787426	0.003309604
SOX13	-0.172869192	0.001213538	-0.17205091	0.044349133	-0.179735376	0.009156852
SOX15	-0.676281482	1.99E-11	-0.69048165	0.000154039	-0.682546966	3.36E-10
SP2	-0.229269239	0.00065203	-0.227770998	0.037845841	-0.236137088	0.008518666
SPAG4	-0.229135445	0.000248637	-0.230458466	0.020586276	-0.235776356	0.002228681
SPNS2	-0.246160995	6.07E-05	-0.247851303	0.012207156	-0.252420175	0.000832326
SPNS3	-0.417263264	1.10E-06	-0.415959561	0.001833129	-0.423650865	1.03E-05
SPPL2A	0.237561116	0.00044444	0.240490104	0.032282103	0.230667559	0.007941423
SPRY1	-0.349706287	0.000668632	-0.346200708	0.044080486	-0.356826419	0.006771085
SPRY4	-0.729667137	5.36E-13	-0.741036285	4.39E-05	-0.73609644	2.48E-12
SRPK2	0.259645792	5.77E-05	0.25851472	0.01084565	0.253230559	0.000600383
SSX2IP	0.353487395	0.000200491	0.358825854	0.023805286	0.347325435	0.002199271
ST3GAL1	-0.260614159	6.51E-06	-0.260110666	0.00605667	-0.267228395	0.000173689
