	logFC	logCPM	PValue	FDR	Pval_threshold	FC1.2_threshold	FC1.5_threshold
RIMS3	0.510253747	0.05773108	0.016432831	0.167801267	TRUE	FALSE	FALSE
PRCP	0.150716727	6.740698086	0.016455409	0.167946505	TRUE	FALSE	FALSE
ATXN7L1	-0.23151142	3.304637306	0.016462999	0.167946505	TRUE	FALSE	FALSE
WWP1	0.246133285	3.564402339	0.016523445	0.168481552	TRUE	FALSE	FALSE
SDE2	-0.174512511	5.456396108	0.016544226	0.168611839	TRUE	FALSE	FALSE
KIF3B	0.128189088	6.009990477	0.016594965	0.169009743	TRUE	FALSE	FALSE
SETBP1	-0.226357677	3.221833519	0.016599314	0.169009743	TRUE	FALSE	FALSE
RP11-820I16.1	0.876236978	-1.977190824	0.016627673	0.169180619	TRUE	FALSE	FALSE
MAP4K3	0.144068383	5.625013079	0.016645477	0.169180619	TRUE	FALSE	FALSE
ITPRIP	-0.185358046	4.126839992	0.016653175	0.169180619	TRUE	FALSE	FALSE
H19	-0.141345575	13.68124891	0.016657801	0.169180619	TRUE	FALSE	FALSE
SORBS3	-0.135992495	5.839181463	0.016662812	0.169180619	TRUE	FALSE	FALSE
SLC9C2	-0.766815411	-1.241997829	0.016664283	0.169180619	TRUE	FALSE	FALSE
TMC7	-0.195439827	3.929128195	0.016677718	0.169186731	TRUE	FALSE	FALSE
CHST11	-0.16843713	4.281654624	0.016681124	0.169186731	TRUE	FALSE	FALSE
ATP5J	0.163479326	5.594519022	0.016688979	0.169186731	TRUE	FALSE	FALSE
LINC00205	0.223109627	3.520844443	0.016703294	0.169233793	TRUE	FALSE	FALSE
AC053503.4	0.953929821	-1.331069497	0.016719573	0.169233793	TRUE	FALSE	FALSE
EFHC1	0.220929589	3.861412357	0.016723232	0.169233793	TRUE	FALSE	FALSE
MRC2	0.251266	2.470637197	0.016736277	0.169233793	TRUE	FALSE	FALSE
C1QTNF4	-0.837402033	-2.018293052	0.016749981	0.169233793	TRUE	FALSE	FALSE
AC074286.1	0.197126244	3.64011156	0.016757588	0.169233793	TRUE	FALSE	FALSE
ERBIN	0.16573856	6.112378033	0.016758886	0.169233793	TRUE	FALSE	FALSE
LGR4	0.163006425	5.883589047	0.016762615	0.169233793	TRUE	FALSE	FALSE
MYCBP2	0.179347756	5.238227618	0.016765923	0.169233793	TRUE	FALSE	FALSE
XYLB	-0.176800626	4.385004711	0.016774691	0.169241204	TRUE	FALSE	FALSE
PCDH8	2.688712312	-4.055047846	0.016798228	0.169332201	TRUE	TRUE	TRUE
CD320	-0.174440685	5.76191942	0.016799786	0.169332201	TRUE	FALSE	FALSE
SCAMP2	-0.134609901	7.296095809	0.016851703	0.16957522	TRUE	FALSE	FALSE
C21orf58	0.188772862	3.923991865	0.01685279	0.16957522	TRUE	FALSE	FALSE
TFAP2C	-0.124765666	8.625333556	0.016862215	0.16957522	TRUE	FALSE	FALSE
TEAD2	-0.173461919	4.533330934	0.016868103	0.16957522	TRUE	FALSE	FALSE
TOMM20	-0.116411054	9.333623604	0.016868431	0.16957522	TRUE	FALSE	FALSE
ZNF319	0.166749301	4.123638961	0.016872195	0.16957522	TRUE	FALSE	FALSE
RP3-522J7.6	-0.69324906	-1.172530256	0.016894726	0.169720697	TRUE	FALSE	FALSE
TGM7	-0.731028259	-1.388802463	0.016905239	0.169745365	TRUE	FALSE	FALSE
AGO2	-0.15562202	6.228856667	0.016967694	0.170291306	TRUE	FALSE	FALSE
CA13	0.586243292	0.063060359	0.016975912	0.170292648	TRUE	FALSE	FALSE
LDLR	-0.14843717	6.060937647	0.016987854	0.170294868	TRUE	FALSE	FALSE
GBP1	-0.260129481	3.029244365	0.016992301	0.170294868	TRUE	FALSE	FALSE
CHMP7	0.136566504	5.227826214	0.017021103	0.170463796	TRUE	FALSE	FALSE
ATG13	-0.12346991	6.043595843	0.017026028	0.170463796	TRUE	FALSE	FALSE
BRI3BP	0.157181462	5.152397215	0.017033433	0.170463796	TRUE	FALSE	FALSE
PGF	-0.131356503	8.441517753	0.017042692	0.170469935	TRUE	FALSE	FALSE
RP11-70C1.3	0.168410713	5.47390163	0.017061539	0.170469935	TRUE	FALSE	FALSE
NOL4	1.740783393	-2.966069846	0.017072856	0.170469935	TRUE	TRUE	TRUE
LYRM5	0.295818018	2.37630488	0.017085512	0.170469935	TRUE	FALSE	FALSE
SMARCD2	-0.122673649	7.266341475	0.017089466	0.170469935	TRUE	FALSE	FALSE
FGFR1OP2	0.190805762	5.408392847	0.017096768	0.170469935	TRUE	FALSE	FALSE
ARHGAP6	0.544230086	-0.442200828	0.017098844	0.170469935	TRUE	FALSE	FALSE
CENPBD1	0.195319277	3.635219366	0.017105914	0.170469935	TRUE	FALSE	FALSE
PHF21A	0.16237544	4.71858782	0.017111662	0.170469935	TRUE	FALSE	FALSE
RP11-216B9.6	0.880022481	-1.235201107	0.017114968	0.170469935	TRUE	FALSE	FALSE
SLC35D1	-0.166065876	5.082334519	0.017174875	0.170933865	TRUE	FALSE	FALSE
NBR2	0.273752668	2.414132619	0.017177774	0.170933865	TRUE	FALSE	FALSE
MGEA5	0.124357857	6.873447406	0.017196126	0.171004383	TRUE	FALSE	FALSE
BCAR4	-0.213492703	3.42230621	0.017201096	0.171004383	TRUE	FALSE	FALSE
SPRYD3	-0.180180475	3.92294625	0.017261364	0.171484109	TRUE	FALSE	FALSE
MMP15	-0.136153879	7.460045416	0.017270346	0.171484109	TRUE	FALSE	FALSE
EVI5	0.161917394	4.410052534	0.017273772	0.171484109	TRUE	FALSE	FALSE
STAM2	0.176268827	4.569556525	0.017290407	0.171563515	TRUE	FALSE	FALSE
RHNO1	0.140424789	5.232553718	0.017298059	0.171563515	TRUE	FALSE	FALSE
HUNK	-0.238376232	4.998585325	0.017346728	0.171722706	TRUE	FALSE	FALSE
YWHAB	-0.120041476	8.054079456	0.017349453	0.171722706	TRUE	FALSE	FALSE
RNASEH2C	0.18480271	4.141089155	0.017353215	0.171722706	TRUE	FALSE	FALSE
PYCR1	-0.127149679	6.405936371	0.017358315	0.171722706	TRUE	FALSE	FALSE
ABCD1	-0.135129618	6.051969757	0.017361921	0.171722706	TRUE	FALSE	FALSE
TFG	-0.113837222	7.551031269	0.017363019	0.171722706	TRUE	FALSE	FALSE
TNFRSF21	-0.137625873	6.002532094	0.01738311	0.171752541	TRUE	FALSE	FALSE
DAZAP1	-0.130900318	7.398783703	0.017383115	0.171752541	TRUE	FALSE	FALSE
PFKL	-0.11438159	8.691438408	0.017390495	0.171752541	TRUE	FALSE	FALSE
C1orf53	0.607270524	-0.165403133	0.017406334	0.171824305	TRUE	FALSE	FALSE
GOLIM4	0.225734066	3.129972965	0.017418436	0.171824305	TRUE	FALSE	FALSE
RNF13	0.176568801	5.913775058	0.017422231	0.171824305	TRUE	FALSE	FALSE
KIAA0513	0.457788021	0.518193901	0.017464922	0.172164739	TRUE	FALSE	FALSE
RP11-156E8.1	0.702520335	-0.52266033	0.017477735	0.172182554	TRUE	FALSE	FALSE
RP11-893F2.5	-0.398031025	0.556054114	0.017483076	0.172182554	TRUE	FALSE	FALSE
CCDC88B	-0.243444701	2.611884777	0.017509245	0.172359697	TRUE	FALSE	FALSE
LAG3	0.427429369	0.618308386	0.01752242	0.172408832	TRUE	FALSE	FALSE
TSSK3	1.15609774	-2.124817185	0.017592155	0.172939974	TRUE	FALSE	FALSE
MAP7D3	-0.15451717	4.8960293	0.017592821	0.172939974	TRUE	FALSE	FALSE
DOCK9-AS2	0.360608605	0.835790907	0.017619734	0.173096537	TRUE	FALSE	FALSE
CCDC22	-0.147252014	4.811808074	0.017625181	0.173096537	TRUE	FALSE	FALSE
FLJ40194	0.925601998	-1.163051761	0.017652373	0.173282803	TRUE	FALSE	FALSE
GTPBP10	0.213307488	3.267041819	0.017675404	0.173428069	TRUE	FALSE	FALSE
PDSS2	-0.132796267	5.704322177	0.017713053	0.173716557	TRUE	FALSE	FALSE
ANKRD49	0.195457924	3.51482392	0.017723716	0.173734966	TRUE	FALSE	FALSE
OR7E140P	-1.319744879	-3.023210334	0.017731424	0.173734966	TRUE	TRUE	FALSE
ZBTB5	0.136909123	4.990851415	0.017833289	0.174642692	TRUE	FALSE	FALSE
PPAN-P2RY11	-0.144309372	5.216131589	0.017844749	0.174642692	TRUE	FALSE	FALSE
SHMT1	-0.113253074	6.589991869	0.017848937	0.174642692	TRUE	FALSE	FALSE
IRF2BPL	-0.130437021	6.804905098	0.017905929	0.175118986	TRUE	FALSE	FALSE
APC	0.166581229	5.2228603	0.017942961	0.175268815	TRUE	FALSE	FALSE
AKR1B15	-0.397364902	0.442513131	0.01794509	0.175268815	TRUE	FALSE	FALSE
TOB1	0.169120866	4.224339454	0.017946209	0.175268815	TRUE	FALSE	FALSE
SRGAP1	-0.191070015	4.208820562	0.017969111	0.175411165	TRUE	FALSE	FALSE
C1QTNF6	-0.128691241	8.798282723	0.018008327	0.175712565	TRUE	FALSE	FALSE
EXOC6	0.26844467	2.666999699	0.018024283	0.175786829	TRUE	FALSE	FALSE
LONP2	-0.112514451	6.913458737	0.018090317	0.176209972	TRUE	FALSE	FALSE
RP11-11N9.4	0.879112884	-1.666890136	0.01809416	0.176209972	TRUE	FALSE	FALSE
ZC3H4	0.146787353	5.962047686	0.018103128	0.176209972	TRUE	FALSE	FALSE
MCM9	0.188342051	3.276675847	0.018104452	0.176209972	TRUE	FALSE	FALSE
TEX9	0.545259739	0.056274046	0.018109493	0.176209972	TRUE	FALSE	FALSE
TRAF3IP2-AS1	-0.307844173	1.79951812	0.018130556	0.176333471	TRUE	FALSE	FALSE
SARS2	-0.127111943	5.814408772	0.018140255	0.176346383	TRUE	FALSE	FALSE
RP5-1157M23.2	0.604403654	-0.817569569	0.018157287	0.176430542	TRUE	FALSE	FALSE
DBI	0.152209264	6.999505175	0.018177279	0.176543369	TRUE	FALSE	FALSE
CRTC3	-0.126372645	8.056209356	0.01820018	0.176674059	TRUE	FALSE	FALSE
ENY2	0.216461003	4.434373439	0.018207509	0.176674059	TRUE	FALSE	FALSE
JADE1	-0.125790301	6.306511117	0.018220115	0.176680358	TRUE	FALSE	FALSE
ARSG	0.195160983	3.561801545	0.018224932	0.176680358	TRUE	FALSE	FALSE
BLZF1	0.249793989	3.999164397	0.018239497	0.176740226	TRUE	FALSE	FALSE
TMEM126B	0.191822742	3.478248037	0.018265692	0.176912672	TRUE	FALSE	FALSE
SMARCAL1	-0.136678536	5.396285681	0.01829289	0.177094678	TRUE	FALSE	FALSE
ZNF596	0.461159242	0.698340405	0.018316882	0.177245493	TRUE	FALSE	FALSE
KRT16P2	-1.053530539	-3.063889645	0.018394004	0.177910051	TRUE	FALSE	FALSE
LBR	0.119426433	7.033256728	0.018421843	0.178097545	TRUE	FALSE	FALSE
UGCG	-0.183021544	4.089850713	0.018508283	0.178851142	TRUE	FALSE	FALSE
SUZ12	0.13808485	5.852243298	0.018520801	0.178890046	TRUE	FALSE	FALSE
ZNF606	0.215052085	3.310307581	0.018535061	0.178945737	TRUE	FALSE	FALSE
MRPS18C	0.211643764	3.76748837	0.018637402	0.179781011	TRUE	FALSE	FALSE
ZCCHC3	-0.130734076	5.878820512	0.018638647	0.179781011	TRUE	FALSE	FALSE
TUBB4B	0.144012664	8.928567101	0.018662843	0.179869982	TRUE	FALSE	FALSE
CCDC18-AS1	0.378933553	2.268877021	0.018664947	0.179869982	TRUE	FALSE	FALSE
RP11-488L18.4	0.195620864	4.231752364	0.018682426	0.179899113	TRUE	FALSE	FALSE
AF011889.5	0.153902927	5.154472698	0.018686317	0.179899113	TRUE	FALSE	FALSE
MAP2K1	-0.14195681	6.368553082	0.01869359	0.179899113	TRUE	FALSE	FALSE
ZFP42	-0.119013874	6.915139934	0.018744298	0.180201361	TRUE	FALSE	FALSE
PGRMC2	-0.124378558	6.219842041	0.018753214	0.180201361	TRUE	FALSE	FALSE
BBC3	0.22468754	2.734870332	0.018753277	0.180201361	TRUE	FALSE	FALSE
SREBF1	-0.126526635	6.077792179	0.018759213	0.180201361	TRUE	FALSE	FALSE
KIF5B	0.144360183	6.537262448	0.018769754	0.180220434	TRUE	FALSE	FALSE
CTD-2192J16.20	0.210719619	3.419170112	0.018800683	0.180435166	TRUE	FALSE	FALSE
RP11-218M22.1	0.210766402	3.875785144	0.018827084	0.180546593	TRUE	FALSE	FALSE
TM2D3	0.196970525	4.446861602	0.018829434	0.180546593	TRUE	FALSE	FALSE
SHC1	-0.122135816	6.679568075	0.018883439	0.180982045	TRUE	FALSE	FALSE
LRP12	0.275988414	2.627795265	0.018909758	0.181087917	TRUE	FALSE	FALSE
ARL4C	-0.285663599	2.402301173	0.018911678	0.181087917	TRUE	FALSE	FALSE
MPV17L2	0.190715281	4.26260988	0.018967969	0.181429494	TRUE	FALSE	FALSE
RP11-747H12.1	-1.951209794	-4.093512136	0.018972003	0.181429494	TRUE	TRUE	TRUE
SIPA1L1	-0.131831585	7.065027061	0.018973188	0.181429494	TRUE	FALSE	FALSE
GDPD1	0.284693548	2.339241351	0.01900408	0.181642447	TRUE	FALSE	FALSE
BMPR2	0.158241527	5.127661398	0.019079866	0.182196832	TRUE	FALSE	FALSE
ABHD4	-0.161660997	5.096330949	0.019080674	0.182196832	TRUE	FALSE	FALSE
MBIP	0.184157484	4.35546278	0.019088028	0.182196832	TRUE	FALSE	FALSE
VKORC1	-0.13835441	6.700758249	0.019107203	0.182258906	TRUE	FALSE	FALSE
AC025171.1	0.721603641	-0.696441271	0.019119579	0.182258906	TRUE	FALSE	FALSE
CISD3	-1.103788065	0.388299648	0.019120487	0.182258906	TRUE	FALSE	FALSE
SLC2A5	-1.608887394	-3.47920509	0.019137691	0.182340386	TRUE	TRUE	TRUE
HPCAL1	-0.144195482	6.449510294	0.019155616	0.182428663	TRUE	FALSE	FALSE
CACNB3	0.214648695	3.251393946	0.0191817	0.182594533	TRUE	FALSE	FALSE
OXSR1	-0.116810899	7.481559435	0.01921782	0.182717478	TRUE	FALSE	FALSE
DHFRP1	0.178644693	3.753331815	0.019221889	0.182717478	TRUE	FALSE	FALSE
GAR1	-0.154338379	4.63287378	0.019230596	0.182717478	TRUE	FALSE	FALSE
RMND5A	0.118342608	6.595994964	0.019242261	0.182717478	TRUE	FALSE	FALSE
RETSAT	0.1520534	4.741334454	0.019242391	0.182717478	TRUE	FALSE	FALSE
FAM92A1	0.28815353	1.737481189	0.019248033	0.182717478	TRUE	FALSE	FALSE
TRAPPC4	0.232408032	3.807993713	0.019255331	0.182717478	TRUE	FALSE	FALSE
RP11-498C9.2	0.506560993	3.347573433	0.019266219	0.182738482	TRUE	FALSE	FALSE
ZCCHC14	0.189552837	5.367304115	0.019313833	0.183062475	TRUE	FALSE	FALSE
MYL9	-0.17428942	4.838464279	0.019318898	0.183062475	TRUE	FALSE	FALSE
CLEC18C	2.249177818	-4.223706887	0.019347159	0.183062475	TRUE	TRUE	TRUE
IER3	-0.598068536	-0.809298091	0.019347482	0.183062475	TRUE	FALSE	FALSE
JARID2	-0.147079511	6.391854809	0.01935155	0.183062475	TRUE	FALSE	FALSE
RP11-7F17.3	-1.163373866	-2.373352139	0.019352517	0.183062475	TRUE	FALSE	FALSE
MFSD6	0.231017329	3.253904472	0.019385591	0.183293026	TRUE	FALSE	FALSE
PLCE1	-0.239910222	2.625652065	0.019408111	0.183423627	TRUE	FALSE	FALSE
SLC22A5	0.157963748	4.613946267	0.019446866	0.183578288	TRUE	FALSE	FALSE
DNAJC25-GNG10	0.210565579	3.581395221	0.019456548	0.183578288	TRUE	FALSE	FALSE
KIF26A	0.14023105	5.060721242	0.019463248	0.183578288	TRUE	FALSE	FALSE
RP11-597D13.8	1.170247182	-2.76464072	0.019474022	0.183578288	TRUE	FALSE	FALSE
PPP1R14B	-0.173408914	6.214852025	0.019476718	0.183578288	TRUE	FALSE	FALSE
SGK223	-0.169417721	4.454176078	0.019476762	0.183578288	TRUE	FALSE	FALSE
NMRK2	-0.364045157	1.973679045	0.019497336	0.183690015	TRUE	FALSE	FALSE
TTC30B	0.297292229	2.266216546	0.019518495	0.183807158	TRUE	FALSE	FALSE
RP11-505D17.1	0.307430038	1.792843409	0.019579497	0.18429923	TRUE	FALSE	FALSE
RP11-214K3.23	-1.767702888	-3.747184487	0.019611523	0.18451824	TRUE	TRUE	TRUE
NHSL1	-0.197306792	3.879558627	0.019625612	0.184568367	TRUE	FALSE	FALSE
REV3L	0.200594934	4.596707991	0.019634694	0.184571381	TRUE	FALSE	FALSE
DCTD	-0.124843279	5.589236942	0.019650068	0.184633512	TRUE	FALSE	FALSE
ZNF423	-0.22766071	3.222454509	0.019670661	0.184744603	TRUE	FALSE	FALSE
PKN1	-0.118214058	6.4460837	0.0196857	0.184797166	TRUE	FALSE	FALSE
CEP78	0.193025323	4.089448859	0.019693802	0.184797166	TRUE	FALSE	FALSE
RP11-324E6.10	1.654075882	-3.68377839	0.019721451	0.184833252	TRUE	TRUE	TRUE
PBX3	0.220786104	3.395950284	0.019723931	0.184833252	TRUE	FALSE	FALSE
CDC42EP4	-0.125155401	7.32732249	0.01972397	0.184833252	TRUE	FALSE	FALSE
MYRIP	0.272273332	1.968156826	0.019760248	0.18503814	TRUE	FALSE	FALSE
PTPRE	-0.129421633	5.891675507	0.019765701	0.18503814	TRUE	FALSE	FALSE
MKKS	0.176981262	3.826178148	0.019772683	0.18503814	TRUE	FALSE	FALSE
TMX3	0.176941737	4.91022334	0.019780989	0.18503814	TRUE	FALSE	FALSE
PCNX2	0.556668613	-0.539648165	0.019789753	0.18503814	TRUE	FALSE	FALSE
PPP1R12B	-0.124370555	5.539679343	0.019807632	0.185123144	TRUE	FALSE	FALSE
SNX18P3	3.251002823	-4.181093883	0.019822504	0.185161581	TRUE	TRUE	TRUE
PLAU	-0.214598401	3.846227871	0.019829323	0.185161581	TRUE	FALSE	FALSE
CTD-3141N22.1	-0.305306868	1.769458607	0.019838803	0.185168023	TRUE	FALSE	FALSE
CHPF	0.131943391	6.964462936	0.019865212	0.185306277	TRUE	FALSE	FALSE
ADCY9	0.149382325	4.778430781	0.019873991	0.185306277	TRUE	FALSE	FALSE
MIR6739	0.788401217	-1.84920249	0.019880566	0.185306277	TRUE	FALSE	FALSE
RP11-596C23.6	0.398641894	5.214277184	0.019888801	0.185306277	TRUE	FALSE	FALSE
IGLL1	-1.603767418	-3.328008724	0.019904216	0.185367913	TRUE	TRUE	TRUE
DPY19L3	0.148029277	5.460906766	0.019926436	0.185492844	TRUE	FALSE	FALSE
E2F8	-0.145271384	4.62269291	0.019961136	0.185733783	TRUE	FALSE	FALSE
CCDC57	-0.159709707	4.853414175	0.020007709	0.186084945	TRUE	FALSE	FALSE
TRMT1	-0.122662554	5.49331328	0.020053052	0.186366098	TRUE	FALSE	FALSE
RNASEH2A	-0.13343775	5.773954676	0.020055632	0.186366098	TRUE	FALSE	FALSE
AC006978.6	-0.171125836	4.575128297	0.02008535	0.186559956	TRUE	FALSE	FALSE
CTSB	0.116039657	8.291213523	0.02009558	0.186572718	TRUE	FALSE	FALSE
ABCD3	0.128500018	6.005858497	0.020108984	0.186614918	TRUE	FALSE	FALSE
UTP4	-0.166655682	4.335436619	0.020153156	0.186942486	TRUE	FALSE	FALSE
LA16c-60H5.7	-0.972845885	-2.093634999	0.020204699	0.187338113	TRUE	FALSE	FALSE
KIF1B	0.153884287	4.927735652	0.020216413	0.187364255	TRUE	FALSE	FALSE
CHN2	-0.121884016	5.641069196	0.020229845	0.187406294	TRUE	FALSE	FALSE
RBM20	-0.474898919	0.778866411	0.020257113	0.187549942	TRUE	FALSE	FALSE
ECE1	-0.120917228	8.478616649	0.020267621	0.187549942	TRUE	FALSE	FALSE
IDH1	0.155494008	6.807357188	0.020279179	0.187549942	TRUE	FALSE	FALSE
ZNF449	0.260061568	2.781458189	0.020280963	0.187549942	TRUE	FALSE	FALSE
NFKBIA	-0.153455964	6.781917677	0.020290606	0.187556784	TRUE	FALSE	FALSE
IGFBPL1	-1.051366676	-2.97384786	0.020347006	0.187995627	TRUE	FALSE	FALSE
SLC16A3	-0.139164785	8.798749534	0.020448279	0.188848509	TRUE	FALSE	FALSE
RP11-432B6.3	0.186595041	4.416280189	0.020495452	0.189162198	TRUE	FALSE	FALSE
ZMYM3	-0.113523103	6.736034182	0.020500204	0.189162198	TRUE	FALSE	FALSE
TRAF3	-0.162648172	4.630649839	0.020522172	0.189216597	TRUE	FALSE	FALSE
CTC1	0.150218967	5.115477689	0.020524064	0.189216597	TRUE	FALSE	FALSE
CATSPERG	0.549482806	-0.192797115	0.020536387	0.189247388	TRUE	FALSE	FALSE
SH3RF2	-1.542625966	-4.135373816	0.020577204	0.189540608	TRUE	TRUE	TRUE
RP11-600F24.7	0.397901046	1.016538695	0.020613648	0.189793319	TRUE	FALSE	FALSE
EML2	0.122917265	5.529838721	0.020686602	0.190381804	TRUE	FALSE	FALSE
RP11-423H2.1	-0.340776526	2.163140014	0.020711784	0.190415794	TRUE	FALSE	FALSE
ASPM	0.17156968	6.250973638	0.020713112	0.190415794	TRUE	FALSE	FALSE
DRICH1	-0.525650065	-0.502247812	0.020717412	0.190415794	TRUE	FALSE	FALSE
RP11-468E2.1	-0.136306043	6.475568565	0.020762557	0.19068294	TRUE	FALSE	FALSE
CBR3-AS1	-0.186176393	4.008463412	0.020764581	0.19068294	TRUE	FALSE	FALSE
RP5-1028K7.3	-0.131080903	5.496865594	0.020794382	0.190873396	TRUE	FALSE	FALSE
TMEM14DP	-1.126198647	-1.85624301	0.020816855	0.190996455	TRUE	FALSE	FALSE
THRB-AS1	2.02615883	-3.867324419	0.020855041	0.191263512	TRUE	TRUE	TRUE
AF064858.10	-0.436281076	0.061852754	0.020875469	0.191364899	TRUE	FALSE	FALSE
ITLN2	-1.142347346	-2.592665054	0.020890938	0.191364899	TRUE	FALSE	FALSE
MT-CO2	-0.171635756	11.8728751	0.020896882	0.191364899	TRUE	FALSE	FALSE
TP53TG3D	0.489159049	0.247951924	0.020902432	0.191364899	TRUE	FALSE	FALSE
RP11-50D9.1	0.894008044	-2.047790347	0.02092202	0.191393267	TRUE	FALSE	FALSE
CTD-3014M21.1	0.890105267	-1.435649293	0.020923701	0.191393267	TRUE	FALSE	FALSE
ARHGAP33	0.208730967	3.005339305	0.02100083	0.1920154	TRUE	FALSE	FALSE
RP11-350O14.18	0.505785708	0.307668762	0.021070712	0.192570771	TRUE	FALSE	FALSE
DNASE1L2	0.367543169	1.019654948	0.021083045	0.192599926	TRUE	FALSE	FALSE
AP5M1	0.202462945	3.766112811	0.021138678	0.193024441	TRUE	FALSE	FALSE
SDHAP3	-0.324896754	1.428077393	0.021170719	0.193143577	TRUE	FALSE	FALSE
LRRC41	-0.112538232	6.808233526	0.021180773	0.193143577	TRUE	FALSE	FALSE
CTC-360G5.8	-0.126195283	5.807615574	0.021182152	0.193143577	TRUE	FALSE	FALSE
HNRNPUL1	-0.141863928	7.663319602	0.021188399	0.193143577	TRUE	FALSE	FALSE
RP11-407G23.7	3.249768753	-4.577707386	0.021224025	0.193348759	TRUE	TRUE	TRUE
GPATCH11	-0.170722759	4.608037396	0.021229264	0.193348759	TRUE	FALSE	FALSE
CAPN3	-0.475162697	-0.01544337	0.021283434	0.193758347	TRUE	FALSE	FALSE
AMZ1	-0.149649339	5.314732133	0.021313563	0.193948818	TRUE	FALSE	FALSE
RP11-308D16.2	-0.790112435	-1.778056569	0.0213327	0.194039144	TRUE	FALSE	FALSE
TMEM140	0.910889168	-1.714755448	0.021346381	0.194055103	TRUE	FALSE	FALSE
BRD1	-0.151262668	4.886494536	0.021352878	0.194055103	TRUE	FALSE	FALSE
HNRNPA3	-0.116382342	8.488864829	0.021364976	0.194081325	TRUE	FALSE	FALSE
MYO10	-0.143622214	7.667507715	0.021413937	0.194316639	TRUE	FALSE	FALSE
PTPRM	-0.138726213	6.578856319	0.021415252	0.194316639	TRUE	FALSE	FALSE
VEZF1	0.122255354	5.616312631	0.021418553	0.194316639	TRUE	FALSE	FALSE
RWDD1	0.184894108	3.984183912	0.021453777	0.194552419	TRUE	FALSE	FALSE
ZNF849P	0.398078493	1.057529077	0.021463065	0.194552892	TRUE	FALSE	FALSE
EGFR	-0.14518757	8.820212094	0.021495578	0.194602832	TRUE	FALSE	FALSE
FKBP14	-0.14064691	5.379612929	0.021496287	0.194602832	TRUE	FALSE	FALSE
TLE2	-0.187971215	4.067189536	0.021504224	0.194602832	TRUE	FALSE	FALSE
ISCU	0.146487905	6.136642988	0.021505525	0.194602832	TRUE	FALSE	FALSE
BSG	-0.152522898	10.44313799	0.021521393	0.194640036	TRUE	FALSE	FALSE
RNF214	-0.163315896	4.340170433	0.021528116	0.194640036	TRUE	FALSE	FALSE
ZNF488	-0.901049955	-1.799477341	0.021543413	0.194694787	TRUE	FALSE	FALSE
AC005301.9	-0.169880712	5.126787424	0.021573743	0.194829929	TRUE	FALSE	FALSE
SNRPD2	0.126296587	7.126061857	0.021576864	0.194829929	TRUE	FALSE	FALSE
RN7SL2	0.39887473	5.181672479	0.021607842	0.19498663	TRUE	FALSE	FALSE
GABPA	0.163624052	5.089401879	0.021612731	0.19498663	TRUE	FALSE	FALSE
FHOD3	-0.132092225	5.321706088	0.021638374	0.195134416	TRUE	FALSE	FALSE
GGTLC2	-0.685654079	-1.895591823	0.021667525	0.195228669	TRUE	FALSE	FALSE
BARD1	0.189144745	4.042116906	0.021675215	0.195228669	TRUE	FALSE	FALSE
VPS13C	0.133792819	5.247905726	0.021677874	0.195228669	TRUE	FALSE	FALSE
AGBL5	-0.119253144	6.352651726	0.021706183	0.195228669	TRUE	FALSE	FALSE
ZBTB10	-0.152623167	6.037132537	0.021706435	0.195228669	TRUE	FALSE	FALSE
MFAP1	0.228733143	4.843070169	0.021709764	0.195228669	TRUE	FALSE	FALSE
CXorf40A	-0.171308994	4.005521985	0.021713698	0.195228669	TRUE	FALSE	FALSE
ZNF658	0.602709204	-0.118620824	0.021736003	0.195345833	TRUE	FALSE	FALSE
RP11-61N20.3	-0.955700685	-2.039381095	0.021826567	0.195994866	TRUE	FALSE	FALSE
ARHGEF2	-0.123688423	5.592728658	0.021826828	0.195994866	TRUE	FALSE	FALSE
FRMD3	0.688483556	-1.431593844	0.021852462	0.196141446	TRUE	FALSE	FALSE
RP11-554D14.2	0.437725911	1.325094788	0.021930654	0.196759437	TRUE	FALSE	FALSE
SPAG1	-0.302347453	2.398875439	0.021957755	0.196870095	TRUE	FALSE	FALSE
RP11-477H21.2	2.172021612	-3.902035571	0.021969035	0.196870095	TRUE	TRUE	TRUE
DNAJC9-AS1	0.514662102	-0.263758649	0.021975112	0.196870095	TRUE	FALSE	FALSE
CH507-42P11.8	-0.174075089	4.688658951	0.02198037	0.196870095	TRUE	FALSE	FALSE
COQ8A	-0.11403236	6.991250796	0.02200407	0.196998613	TRUE	FALSE	FALSE
C9orf172	0.224913597	3.534873792	0.02203572	0.197159661	TRUE	FALSE	FALSE
CD24	-0.114623444	8.011035705	0.022046695	0.197159661	TRUE	FALSE	FALSE
FAM111A	1.346667913	-2.30359409	0.022050136	0.197159661	TRUE	TRUE	FALSE
LRP2BP	-0.426805085	0.1828249	0.022063827	0.197177076	TRUE	FALSE	FALSE
GTF2H5	0.203074244	3.931465645	0.022070803	0.197177076	TRUE	FALSE	FALSE
API5	0.129097412	7.013103114	0.022099104	0.197299792	TRUE	FALSE	FALSE
WDR74	-0.129683829	5.252917811	0.022113246	0.197299792	TRUE	FALSE	FALSE
RP11-34P13.7	1.338330564	-3.281046957	0.022121459	0.197299792	TRUE	TRUE	FALSE
AC002398.9	-0.131509935	5.411241884	0.022122003	0.197299792	TRUE	FALSE	FALSE
