Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Pval_threshold	FC1.2_threshold	FC1.5_threshold
ITIH5	1295.537756	-0.431820875	0.068118751	-6.339236555	2.31E-10	2.27E-09	TRUE	FALSE	FALSE
ATF1	4165.683582	-0.267212768	0.07485693	-3.569646382	0.000357463	0.001337156	TRUE	FALSE	FALSE
MMP19	9095.592643	-0.418044843	0.048824074	-8.562268681	1.11E-17	2.32E-16	TRUE	FALSE	FALSE
NR4A1	941.4245114	-0.428402901	0.101410915	-4.224425954	2.40E-05	0.000112235	TRUE	FALSE	FALSE
CDK2	24357.22767	-0.495795663	0.042969661	-11.53827264	8.46E-31	4.54E-29	TRUE	FALSE	FALSE
LRP1	93028.49386	-0.331593399	0.055788259	-5.943784664	2.79E-09	2.35E-08	TRUE	FALSE	FALSE
ATG101	2840.425167	-0.182204482	0.064635805	-2.8189404	0.004818246	0.013919834	TRUE	FALSE	FALSE
IKZF4	1549.058825	-0.510836426	0.078790088	-6.48351127	8.96E-11	9.22E-10	TRUE	FALSE	FALSE
TUBA1B	116487.6208	0.252377631	0.055302687	4.563569085	5.03E-06	2.64E-05	TRUE	FALSE	FALSE
METTL21B	1011.521856	-0.321111669	0.081435047	-3.943163047	8.04E-05	0.000341286	TRUE	FALSE	FALSE
SARDH	1566.5718	-0.643109016	0.076552551	-8.400882909	4.43E-17	8.82E-16	TRUE	FALSE	FALSE
ATPAF1	4190.095147	0.145963718	0.054141798	2.695952539	0.007018767	0.019492216	TRUE	FALSE	FALSE
AMD1	7764.603503	-0.164938257	0.061368635	-2.687663758	0.007195381	0.019909436	TRUE	FALSE	FALSE
USP45	437.7786203	0.897585699	0.117767511	7.621675058	2.50E-14	3.79E-13	TRUE	FALSE	FALSE
MORF4L2	72142.84359	-0.226796678	0.056712041	-3.99909216	6.36E-05	0.000274586	TRUE	FALSE	FALSE
RAB9A	903.0251094	-0.375114346	0.103265422	-3.632526135	0.00028066	0.00107394	TRUE	FALSE	FALSE
METTL8	2394.029806	-0.235278241	0.061706774	-3.812842972	0.000137377	0.000558277	TRUE	FALSE	FALSE
NMI	1132.629768	0.304741708	0.080223544	3.798656743	0.000145482	0.000588165	TRUE	FALSE	FALSE
ACVR1C	39.12255191	2.010757883	0.381453076	5.27131123	1.35E-07	8.96E-07	TRUE	TRUE	TRUE
SLC36A1	15404.44897	-0.184009712	0.056538696	-3.254580022	0.001135602	0.003800134	TRUE	FALSE	FALSE
LPGAT1	2338.731169	0.619460904	0.066312923	9.341480869	9.50E-21	2.56E-19	TRUE	FALSE	FALSE
B9D2	428.0785597	-0.939745593	0.133498098	-7.039393141	1.93E-12	2.42E-11	TRUE	FALSE	FALSE
PFKFB2	2228.962574	0.182699225	0.058238591	3.137081832	0.001706385	0.005483996	TRUE	FALSE	FALSE
RAB38	39.60049389	0.895964695	0.344718446	2.599120256	0.009346302	0.025018426	TRUE	FALSE	FALSE
AGO2	6791.483733	-0.635391364	0.06381864	-9.956203479	2.37E-23	8.09E-22	TRUE	FALSE	FALSE
MXD4	1128.875547	0.671055928	0.075130576	8.931861875	4.19E-19	9.81E-18	TRUE	FALSE	FALSE
ACSL3	6257.945086	-0.155755732	0.066665713	-2.336369398	0.019471997	0.0472898	TRUE	FALSE	FALSE
CHPF	11305.261	0.640234516	0.05468393	11.70790965	1.16E-31	6.57E-30	TRUE	FALSE	FALSE
DNPEP	9246.519017	-0.149517136	0.046957063	-3.184124547	0.001451925	0.004740335	TRUE	FALSE	FALSE
OBSL1	26606.51191	-0.444682548	0.050355654	-8.830836567	1.04E-18	2.35E-17	TRUE	FALSE	FALSE
SLC12A4	17758.40987	-0.431876741	0.043688615	-9.885338361	4.82E-23	1.60E-21	TRUE	FALSE	FALSE
FAM210B	4826.650939	0.469830809	0.056269118	8.349709791	6.84E-17	1.34E-15	TRUE	FALSE	FALSE
SNX21	365.9669808	0.583833648	0.107839876	5.413893925	6.17E-08	4.31E-07	TRUE	FALSE	FALSE
TTPAL	1406.889549	0.582580136	0.064171093	9.078544684	1.10E-19	2.73E-18	TRUE	FALSE	FALSE
PREX1	975.4731662	0.303225972	0.078041509	3.885444755	0.000102143	0.000425442	TRUE	FALSE	FALSE
KCNS1	745.8360595	-1.816024869	0.089381736	-20.31762818	8.98E-92	6.78E-89	TRUE	TRUE	TRUE
SDC4	84696.89935	-0.235084261	0.04275155	-5.498847719	3.82E-08	2.75E-07	TRUE	FALSE	FALSE
NCOA3	10372.47904	-0.137560944	0.057118055	-2.408361842	0.01602429	0.039989092	TRUE	FALSE	FALSE
PARD6B	1917.503679	-0.28565865	0.071941289	-3.97071908	7.17E-05	0.0003068	TRUE	FALSE	FALSE
CHD6	9081.566305	-0.380545243	0.068739279	-5.536066883	3.09E-08	2.25E-07	TRUE	FALSE	FALSE
ARFGEF2	5793.191579	-0.192635656	0.063115802	-3.052098669	0.002272474	0.007102919	TRUE	FALSE	FALSE
RAB22A	2339.393021	0.226037455	0.057123405	3.957002467	7.59E-05	0.000323527	TRUE	FALSE	FALSE
PTGIS	283.849206	-2.304083241	0.139664298	-16.49729581	3.84E-61	1.00E-58	TRUE	TRUE	TRUE
STAU1	14074.57947	0.156518575	0.047793699	3.274878897	0.001057073	0.003560151	TRUE	FALSE	FALSE
CDH26	49.39632801	0.933719239	0.295021514	3.164919149	0.001551261	0.005032397	TRUE	FALSE	FALSE
SNAI1	4212.82564	-0.573636541	0.076784949	-7.47068989	7.98E-14	1.15E-12	TRUE	FALSE	FALSE
PEPD	8149.632072	-0.332756562	0.060084551	-5.538138424	3.06E-08	2.23E-07	TRUE	FALSE	FALSE
CHST8	338.7236076	0.608355404	0.113324874	5.368242473	7.95E-08	5.47E-07	TRUE	FALSE	FALSE
IQSEC2	1222.143117	0.259537019	0.068898084	3.766970061	0.000165241	0.000659281	TRUE	FALSE	FALSE
IL9R	9.716946433	-1.999165436	0.811992637	-2.462048723	0.01381459	0.035089265	TRUE	TRUE	TRUE
STAMBP	5679.698388	-0.298818673	0.052119935	-5.73328948	9.85E-09	7.67E-08	TRUE	FALSE	FALSE
MCEE	1334.372388	-0.333060224	0.069230438	-4.810892923	1.50E-06	8.48E-06	TRUE	FALSE	FALSE
PAIP2B	1509.652647	0.180070387	0.074718905	2.409970913	0.015953792	0.039842441	TRUE	FALSE	FALSE
MPHOSPH10	2375.34202	-0.242816256	0.073080873	-3.322569165	0.000891926	0.003049308	TRUE	FALSE	FALSE
NDUFB4P12	26.78577298	1.184773432	0.466615616	2.539077973	0.011114505	0.029094187	TRUE	FALSE	FALSE
ATP8A1	35.85985433	1.863417028	0.362664623	5.13812738	2.77E-07	1.76E-06	TRUE	TRUE	TRUE
ZNF45	731.6133147	0.606780933	0.088404165	6.863714283	6.71E-12	7.89E-11	TRUE	FALSE	FALSE
GRM4	7879.698395	-0.747403403	0.051875973	-14.40750615	4.64E-47	5.95E-45	TRUE	FALSE	FALSE
TRERF1	4736.126534	-0.290537871	0.057349231	-5.066116237	4.06E-07	2.51E-06	TRUE	FALSE	FALSE
BTN2A2	91.05748678	1.091302977	0.22545181	4.840515491	1.30E-06	7.39E-06	TRUE	FALSE	FALSE
SIRT5	873.8426388	0.296773395	0.076437029	3.88258671	0.000103351	0.00042986	TRUE	FALSE	FALSE
RRP36	1134.359673	0.25947911	0.077282107	3.357557377	0.000786344	0.002721221	TRUE	FALSE	FALSE
SERPINB6	5351.962669	-0.810941828	0.063982602	-12.67441142	8.20E-37	6.38E-35	TRUE	FALSE	FALSE
ABCC10	1954.40766	-0.221892471	0.061722758	-3.594986326	0.000324409	0.001224102	TRUE	FALSE	FALSE
PEX6	1416.023829	0.384056439	0.071389776	5.37971202	7.46E-08	5.15E-07	TRUE	FALSE	FALSE
NQO2	1307.010929	0.235629511	0.071710858	3.285827501	0.001016833	0.003435984	TRUE	FALSE	FALSE
AARS2	4547.498446	-0.371595458	0.055083058	-6.746093516	1.52E-11	1.71E-10	TRUE	FALSE	FALSE
MOCS1	2706.713508	-0.202681738	0.056000301	-3.61929732	0.000295404	0.001125234	TRUE	FALSE	FALSE
OR2B6	17.77859756	1.231019158	0.480003678	2.564603593	0.010329374	0.027256064	TRUE	TRUE	FALSE
APOBEC2	256.7239774	-0.938794172	0.167665641	-5.599204278	2.15E-08	1.61E-07	TRUE	FALSE	FALSE
GNMT	16.56689927	1.237913377	0.49756451	2.487945487	0.012848343	0.032967866	TRUE	TRUE	FALSE
SOX4	27257.10242	-0.205853348	0.046847831	-4.394084967	1.11E-05	5.54E-05	TRUE	FALSE	FALSE
GLO1	14488.08974	0.210311491	0.047248229	4.451203681	8.54E-06	4.34E-05	TRUE	FALSE	FALSE
RREB1	15064.68452	-0.489952923	0.061181366	-8.008205002	1.16E-15	1.99E-14	TRUE	FALSE	FALSE
SSR1	17511.4259	-0.27648002	0.049287908	-5.60948983	2.03E-08	1.52E-07	TRUE	FALSE	FALSE
RIOK1	2428.360995	-0.59922489	0.061037938	-9.817253119	9.49E-23	3.07E-21	TRUE	FALSE	FALSE
NRN1	20857.40434	-1.147829591	0.066325417	-17.30602891	4.24E-67	1.57E-64	TRUE	FALSE	FALSE
SLC35B3	822.2782361	0.4913386	0.083178225	5.907058025	3.48E-09	2.89E-08	TRUE	FALSE	FALSE
ATXN1	3787.272246	-0.201380025	0.070743508	-2.846621983	0.00441858	0.012871048	TRUE	FALSE	FALSE
NUP153	10004.60666	-0.395448866	0.053986202	-7.32499883	2.39E-13	3.27E-12	TRUE	FALSE	FALSE
LRRFIP1	28837.07393	-0.777940432	0.054227081	-14.34597642	1.13E-46	1.42E-44	TRUE	FALSE	FALSE
RAB17	5974.380575	-0.382890801	0.071288951	-5.370969797	7.83E-08	5.39E-07	TRUE	FALSE	FALSE
MYRF	38.76226529	-1.966463448	0.389388662	-5.050130216	4.42E-07	2.72E-06	TRUE	TRUE	TRUE
AHNAK	94267.17654	-0.269894469	0.064253087	-4.200490285	2.66E-05	0.000123648	TRUE	FALSE	FALSE
CNOT1	37861.85416	-0.358221181	0.045836075	-7.815267316	5.48E-15	8.83E-14	TRUE	FALSE	FALSE
BBS2	4273.702766	0.146189006	0.057817008	2.528477535	0.011455842	0.029842014	TRUE	FALSE	FALSE
C16orf70	7455.673114	-0.418683875	0.049851425	-8.398634048	4.52E-17	8.97E-16	TRUE	FALSE	FALSE
GOT2	11053.9812	0.122375017	0.050361897	2.429912766	0.015102457	0.0379719	TRUE	FALSE	FALSE
DOK4	2112.195789	0.194482514	0.061071476	3.184506536	0.00145001	0.00473541	TRUE	FALSE	FALSE
CLYBL	254.4128148	0.572988353	0.13171493	4.350215676	1.36E-05	6.66E-05	TRUE	FALSE	FALSE
TMTC4	3531.571362	-0.203266005	0.057105421	-3.55948704	0.00037158	0.001382888	TRUE	FALSE	FALSE
RAP2A	2380.62468	0.197207183	0.061965979	3.182507365	0.001460058	0.004764597	TRUE	FALSE	FALSE
ABCC4	948.3591018	0.323791971	0.089784458	3.606325375	0.000310564	0.001176873	TRUE	FALSE	FALSE
EFNB2	348.1119268	0.426450979	0.113083734	3.771108038	0.000162524	0.000649332	TRUE	FALSE	FALSE
C17orf53	1761.047127	-0.223059575	0.07280603	-3.063751382	0.002185805	0.006861494	TRUE	FALSE	FALSE
IRF1	1806.104337	-0.151351822	0.064869015	-2.333191314	0.019638106	0.047647938	TRUE	FALSE	FALSE
UPF3B	1661.169728	-0.390836913	0.067392968	-5.799372328	6.66E-09	5.34E-08	TRUE	FALSE	FALSE
RNF113A	3506.39529	-0.660069711	0.080172688	-8.233099405	1.82E-16	3.41E-15	TRUE	FALSE	FALSE
6-Sep	11523.09701	-0.193106499	0.052899302	-3.650454604	0.000261777	0.001008501	TRUE	FALSE	FALSE
FAM193A	2516.332556	-0.427210199	0.071016826	-6.015619464	1.79E-09	1.55E-08	TRUE	FALSE	FALSE
GRK4	59.36217423	0.779030161	0.274065464	2.84249664	0.00447617	0.013029492	TRUE	FALSE	FALSE
HS3ST3B1	8858.692037	-0.349234901	0.052712661	-6.625256578	3.47E-11	3.74E-10	TRUE	FALSE	FALSE
SLC25A35	221.9894465	0.789970379	0.140026527	5.641576623	1.69E-08	1.27E-07	TRUE	FALSE	FALSE
ARMC7	635.1108643	0.440975978	0.106483321	4.141268078	3.45E-05	0.000157196	TRUE	FALSE	FALSE
SLC25A19	3618.756803	-0.250170288	0.069241293	-3.613021596	0.000302649	0.001149662	TRUE	FALSE	FALSE
MIF4GD	1078.091765	0.658759666	0.07915007	8.322919584	8.58E-17	1.66E-15	TRUE	FALSE	FALSE
NT5C	1530.048541	-0.167739028	0.069766355	-2.404296858	0.016203609	0.040377246	TRUE	FALSE	FALSE
PPP1R12C	8887.399828	-0.206878362	0.047313073	-4.372541233	1.23E-05	6.06E-05	TRUE	FALSE	FALSE
SRMS	53.92227825	-0.838463491	0.283685444	-2.955609844	0.003120516	0.009454814	TRUE	FALSE	FALSE
OPRL1	85.44594596	1.091119804	0.218365177	4.996766524	5.83E-07	3.53E-06	TRUE	FALSE	FALSE
SLC2A4RG	3192.595874	0.589996122	0.061676135	9.566035868	1.11E-21	3.25E-20	TRUE	FALSE	FALSE
PAX8	463.0329312	0.638461831	0.101697468	6.278050424	3.43E-10	3.28E-09	TRUE	FALSE	FALSE
INSIG2	7630.328928	-0.385316918	0.063620668	-6.056473981	1.39E-09	1.23E-08	TRUE	FALSE	FALSE
POLR1B	2960.03724	0.15657697	0.063396291	2.469812765	0.013518379	0.034452844	TRUE	FALSE	FALSE
CCDC93	3793.64998	0.126498169	0.049464931	2.557330331	0.0105479	0.027777076	TRUE	FALSE	FALSE
PSD4	8896.435031	-0.357957936	0.053658903	-6.67098874	2.54E-11	2.79E-10	TRUE	FALSE	FALSE
SLC25A23	3836.394806	0.215428065	0.058440036	3.686309563	0.00022753	0.000886452	TRUE	FALSE	FALSE
GTF2F1	7034.469172	-0.40965471	0.061191339	-6.694651816	2.16E-11	2.39E-10	TRUE	FALSE	FALSE
CLPP	5317.019167	-0.264568908	0.064979146	-4.071597162	4.67E-05	0.00020687	TRUE	FALSE	FALSE
THOC2	5038.505314	-0.407230737	0.057666365	-7.061841601	1.64E-12	2.07E-11	TRUE	FALSE	FALSE
MED1	13794.47318	-0.413163423	0.062562547	-6.604005821	4.00E-11	4.29E-10	TRUE	FALSE	FALSE
C3	1144.561878	-0.627114733	0.09715318	-6.454906909	1.08E-10	1.11E-09	TRUE	FALSE	FALSE
SH2D3A	5495.595673	-0.352795768	0.046269585	-7.624787857	2.44E-14	3.71E-13	TRUE	FALSE	FALSE
TRIP10	9529.773694	-0.621739067	0.049312004	-12.60827009	1.90E-36	1.44E-34	TRUE	FALSE	FALSE
GPR108	5072.601796	-0.175544959	0.058027367	-3.025209792	0.002484607	0.007706859	TRUE	FALSE	FALSE
TNFSF14	263.5929372	-0.561935616	0.16268945	-3.454038442	0.000552259	0.001970032	TRUE	FALSE	FALSE
OPA3	5479.334691	-0.405930023	0.048998185	-8.284593032	1.19E-16	2.25E-15	TRUE	FALSE	FALSE
SNRPD2	12648.35959	0.171920589	0.052892412	3.250382836	0.001152497	0.003845937	TRUE	FALSE	FALSE
RTN2	2184.287429	0.193887724	0.067480254	2.873251264	0.004062709	0.011966412	TRUE	FALSE	FALSE
VASP	3668.834377	-0.263301221	0.054984627	-4.788633381	1.68E-06	9.41E-06	TRUE	FALSE	FALSE
SYMPK	15586.63351	-0.385181298	0.045278042	-8.507021899	1.78E-17	3.70E-16	TRUE	FALSE	FALSE
GPCPD1	1832.192749	0.285034012	0.095615635	2.981039784	0.002872715	0.008781043	TRUE	FALSE	FALSE
PANK2	1585.668348	-0.188189064	0.067597423	-2.783968025	0.005369833	0.015315749	TRUE	FALSE	FALSE
GZF1	1264.420338	-0.206999974	0.071510882	-2.89466399	0.003795646	0.011283934	TRUE	FALSE	FALSE
CENPB	2489.496579	0.502927338	0.07843692	6.411870081	1.44E-10	1.45E-09	TRUE	FALSE	FALSE
PSMF1	7989.12451	-0.14442881	0.049915286	-2.893478541	0.003810003	0.011318359	TRUE	FALSE	FALSE
DTD1	3273.218295	0.180189551	0.055316944	3.257402504	0.001124369	0.003766256	TRUE	FALSE	FALSE
TMX4	352.7724235	1.362966333	0.111332325	12.2423234	1.85E-34	1.22E-32	TRUE	TRUE	FALSE
STK35	11831.873	-0.278945315	0.058145519	-4.797365624	1.61E-06	9.04E-06	TRUE	FALSE	FALSE
SNRPB	15216.61971	-0.190954646	0.05584872	-3.419140946	0.000628192	0.002215689	TRUE	FALSE	FALSE
NRSN2	1566.989482	0.300286539	0.073483143	4.08646835	4.38E-05	0.000195113	TRUE	FALSE	FALSE
AP5S1	794.2621918	0.225979081	0.088199781	2.562127451	0.010403313	0.027440507	TRUE	FALSE	FALSE
RRBP1	19044.20135	-0.16827865	0.067469246	-2.494153417	0.012625796	0.032495039	TRUE	FALSE	FALSE
ZNF133	2576.23242	-0.227010298	0.053251161	-4.263011235	2.02E-05	9.56E-05	TRUE	FALSE	FALSE
OVOL2	4407.990134	-0.417324438	0.079138906	-5.273315739	1.34E-07	8.87E-07	TRUE	FALSE	FALSE
MKKS	1282.239286	0.182555696	0.069974846	2.60887598	0.009084016	0.024390026	TRUE	FALSE	FALSE
BFSP1	417.4439058	-0.444762822	0.127750341	-3.481500083	0.000498614	0.001798186	TRUE	FALSE	FALSE
TBC1D20	6784.437011	-0.259928484	0.052774681	-4.925249723	8.43E-07	4.96E-06	TRUE	FALSE	FALSE
FAM110A	2572.073629	-0.478405368	0.062584822	-7.644111685	2.10E-14	3.20E-13	TRUE	FALSE	FALSE
NCLN	7023.2537	-0.132673916	0.055214605	-2.402877206	0.016266649	0.040499662	TRUE	FALSE	FALSE
HNRNPR	21973.18761	-0.221985516	0.047065211	-4.716552041	2.40E-06	1.32E-05	TRUE	FALSE	FALSE
ZNF436	2837.914997	-0.514590173	0.066565101	-7.730630044	1.07E-14	1.68E-13	TRUE	FALSE	FALSE
MAX	5178.305528	-0.14895905	0.056671784	-2.628451782	0.008577451	0.023213461	TRUE	FALSE	FALSE
CHURC1-FNTB	5161.710613	-0.126772681	0.053783734	-2.357082166	0.018419171	0.045087581	TRUE	FALSE	FALSE
GDF5	194.3628609	-0.911655878	0.173090046	-5.266945738	1.39E-07	9.16E-07	TRUE	FALSE	FALSE
MMP24	914.9745063	-0.606995175	0.080202534	-7.568279269	3.78E-14	5.65E-13	TRUE	FALSE	FALSE
NECAB3	3106.049707	-0.144887955	0.059358998	-2.440876021	0.014651684	0.036957503	TRUE	FALSE	FALSE
ID1	1340.020527	0.361523747	0.079596761	4.541940447	5.57E-06	2.92E-05	TRUE	FALSE	FALSE
DYNLRB1	5197.760964	-0.124526	0.051724542	-2.407483833	0.016062873	0.04006575	TRUE	FALSE	FALSE
EIF2S2	16356.92281	-0.673584051	0.053933753	-12.4891004	8.56E-36	6.25E-34	TRUE	FALSE	FALSE
CEP250	11774.35479	-0.545932594	0.049805354	-10.9613235	5.86E-28	2.76E-26	TRUE	FALSE	FALSE
KDM5C	17038.43149	-0.289737366	0.047726224	-6.070821118	1.27E-09	1.13E-08	TRUE	FALSE	FALSE
PSMB2	11647.49306	-0.340296835	0.056980816	-5.972129866	2.34E-09	2.00E-08	TRUE	FALSE	FALSE
ST3GAL3	506.5021491	0.646336532	0.095527824	6.765950501	1.32E-11	1.50E-10	TRUE	FALSE	FALSE
TUBGCP3	3372.969637	-0.370194876	0.061950667	-5.975639903	2.29E-09	1.96E-08	TRUE	FALSE	FALSE
MCF2L	1089.861727	0.190785181	0.077122093	2.473807106	0.013368185	0.034117303	TRUE	FALSE	FALSE
PCID2	3105.572926	-0.208515516	0.085182427	-2.447870099	0.014370345	0.036342331	TRUE	FALSE	FALSE
LRFN3	1231.746516	0.206266064	0.077136062	2.674054902	0.007494018	0.020607033	TRUE	FALSE	FALSE
CAPNS1	3323.779031	-0.237879768	0.081993216	-2.901212791	0.003717214	0.011070147	TRUE	FALSE	FALSE
RBM42	6707.770464	-0.211321858	0.051020874	-4.141870574	3.44E-05	0.000156854	TRUE	FALSE	FALSE
CCR7	15784.67373	-0.555736892	0.056420327	-9.849940918	6.86E-23	2.25E-21	TRUE	FALSE	FALSE
NR1D1	1676.357852	-0.750180694	0.090319536	-8.305851916	9.91E-17	1.90E-15	TRUE	FALSE	FALSE
FRMD8	1295.080204	0.472367251	0.082364128	5.735109024	9.74E-09	7.59E-08	TRUE	FALSE	FALSE
BCL2L12	3722.672932	0.294648842	0.065375463	4.507024901	6.57E-06	3.40E-05	TRUE	FALSE	FALSE
PRMT1	16217.69473	-0.469853847	0.04609797	-10.19250618	2.14E-24	7.93E-23	TRUE	FALSE	FALSE
RRAS	509.69289	0.278111167	0.110793241	2.510181718	0.012066905	0.031220363	TRUE	FALSE	FALSE
TSKS	449.1669944	0.399499899	0.102354639	3.903095189	9.50E-05	0.00039726	TRUE	FALSE	FALSE
FLRT1	54.30872733	-2.274103471	0.379868043	-5.986561691	2.14E-09	1.83E-08	TRUE	TRUE	TRUE
WNK4	356.4560803	0.647907942	0.10642057	6.088183328	1.14E-09	1.02E-08	TRUE	FALSE	FALSE
TRAP1	14241.03612	-0.232662151	0.043292267	-5.374219571	7.69E-08	5.30E-07	TRUE	FALSE	FALSE
NSRP1	1229.27474	-0.239310879	0.094243694	-2.539277368	0.011108172	0.029081345	TRUE	FALSE	FALSE
AHDC1	3905.216438	-0.239198795	0.058378093	-4.097406818	4.18E-05	0.000186856	TRUE	FALSE	FALSE
IFI6	7959.88929	0.479282538	0.068629441	6.983628765	2.88E-12	3.53E-11	TRUE	FALSE	FALSE
ZNF384	15371.69525	-0.371068631	0.04598745	-8.06891085	7.09E-16	1.25E-14	TRUE	FALSE	FALSE
EMG1	7216.223936	-0.232210436	0.04860985	-4.777024284	1.78E-06	9.93E-06	TRUE	FALSE	FALSE
CFP	13.83008093	1.785110899	0.566985457	3.148424491	0.001641531	0.005293217	TRUE	TRUE	TRUE
ATG14	4158.956432	-0.282023576	0.048355285	-5.832321615	5.47E-09	4.43E-08	TRUE	FALSE	FALSE
KTN1	13188.59969	-0.319655971	0.046815507	-6.827993354	8.61E-12	9.97E-11	TRUE	FALSE	FALSE
SIX1	29.56020009	1.321483028	0.389508422	3.392694359	0.000692088	0.002418451	TRUE	TRUE	FALSE
DLGAP5	4325.365425	0.2658673	0.078096589	3.404339452	0.000663243	0.00232563	TRUE	FALSE	FALSE
HSPA2	12600.66476	-0.413921516	0.059594048	-6.945685533	3.77E-12	4.55E-11	TRUE	FALSE	FALSE
SGPP1	7702.03508	0.198005662	0.057081646	3.468814866	0.00052276	0.001875638	TRUE	FALSE	FALSE
PLEKHG3	8560.779495	-0.435261229	0.043302245	-10.05170123	9.03E-24	3.19E-22	TRUE	FALSE	FALSE
RHOT1	3857.552884	-0.268831445	0.060300857	-4.458169528	8.27E-06	4.22E-05	TRUE	FALSE	FALSE
WDR60	2461.773918	-0.338755207	0.05577573	-6.073523452	1.25E-09	1.11E-08	TRUE	FALSE	FALSE
AIF1L	31186.40508	-0.131843536	0.042890274	-3.073972772	0.002112287	0.006652696	TRUE	FALSE	FALSE
FAM78A	8343.63003	0.189142545	0.050027186	3.780795239	0.000156328	0.000628273	TRUE	FALSE	FALSE
NUP214	15658.22542	-0.121012844	0.051665223	-2.342249521	0.019167895	0.046673642	TRUE	FALSE	FALSE
TIMM8A	567.6685437	0.384623011	0.095412421	4.031162907	5.55E-05	0.000242163	TRUE	FALSE	FALSE
CANX	122354.3126	-0.349566355	0.045707697	-7.647866298	2.04E-14	3.11E-13	TRUE	FALSE	FALSE
CPSF3L	4782.531612	-0.169500955	0.054211033	-3.126687395	0.001767878	0.005654102	TRUE	FALSE	FALSE
IPPK	2385.662551	-0.484239757	0.057251136	-8.458168463	2.72E-17	5.52E-16	TRUE	FALSE	FALSE
FGD3	1972.710549	-0.94700768	0.059394332	-15.94441175	3.12E-57	6.61E-55	TRUE	FALSE	FALSE
EDN2	220.6727146	-2.147019819	0.164061105	-13.08670826	3.92E-39	3.40E-37	TRUE	TRUE	TRUE
TRAF2	3218.32122	-0.161307976	0.059337459	-2.71848471	0.006558169	0.018370806	TRUE	FALSE	FALSE
RAB3IP	724.1143621	0.630189293	0.114768138	5.490977738	4.00E-08	2.86E-07	TRUE	FALSE	FALSE
DYRK2	2454.177907	0.228108486	0.057013542	4.000952701	6.31E-05	0.000272752	TRUE	FALSE	FALSE
IDUA	1208.913606	0.430721962	0.078548614	5.483508077	4.17E-08	2.97E-07	TRUE	FALSE	FALSE
TMEM175	771.2555886	0.331143296	0.084356641	3.925515436	8.65E-05	0.00036474	TRUE	FALSE	FALSE
AUNIP	423.4989726	0.353856728	0.110591822	3.199664504	0.001375876	0.004515197	TRUE	FALSE	FALSE
PIN1	2806.478103	0.221894948	0.062382568	3.55700247	0.000375111	0.001395264	TRUE	FALSE	FALSE
EMC1	21064.51033	-0.200257368	0.048135973	-4.160243477	3.18E-05	0.000145566	TRUE	FALSE	FALSE
UBR4	18465.65678	-0.37331874	0.059662154	-6.257211879	3.92E-10	3.73E-09	TRUE	FALSE	FALSE
ADGRE2	4268.260025	-1.225401882	0.070469978	-17.38899209	1.00E-67	3.84E-65	TRUE	TRUE	FALSE
SIN3B	13324.9263	-0.295567982	0.050717632	-5.827716484	5.62E-09	4.55E-08	TRUE	FALSE	FALSE
SLC35E1	16411.48819	-0.495667769	0.054297289	-9.128775713	6.93E-20	1.74E-18	TRUE	FALSE	FALSE
EPS15L1	10068.9862	-0.336008947	0.049354046	-6.808133713	9.89E-12	1.14E-10	TRUE	FALSE	FALSE
KLF2	365.4557485	0.537085674	0.136182154	3.943877052	8.02E-05	0.000340342	TRUE	FALSE	FALSE
UQCR11	7289.889576	-0.184283838	0.061712512	-2.986166525	0.002824988	0.008649429	TRUE	FALSE	FALSE
GFER	2694.095579	-0.178587812	0.05899739	-3.027046003	0.002469564	0.007662529	TRUE	FALSE	FALSE
SYNGR3	651.4173739	-0.478121283	0.102092469	-4.68321793	2.82E-06	1.54E-05	TRUE	FALSE	FALSE
WDR24	2080.033374	-0.19782033	0.062412348	-3.169570406	0.001526645	0.004960277	TRUE	FALSE	FALSE
MACF1	22078.243	-0.913366899	0.054312776	-16.81679649	1.84E-63	5.43E-61	TRUE	FALSE	FALSE
SMARCA4	16364.74024	-0.319619013	0.057466734	-5.561809235	2.67E-08	1.96E-07	TRUE	FALSE	FALSE
KDM4B	16593.07428	-0.386684685	0.06354528	-6.085183395	1.16E-09	1.04E-08	TRUE	FALSE	FALSE
TICAM1	408.0363689	0.444333193	0.116374245	3.818140303	0.000134461	0.000548067	TRUE	FALSE	FALSE
METTL25	348.6668221	0.570842667	0.128928287	4.427598318	9.53E-06	4.81E-05	TRUE	FALSE	FALSE
METTL16	3893.706903	-0.294105421	0.058321074	-5.042867029	4.59E-07	2.81E-06	TRUE	FALSE	FALSE
PNKD	12283.77124	-0.370351107	0.056857417	-6.513681519	7.33E-11	7.63E-10	TRUE	FALSE	FALSE
TNFRSF19	673.7277862	-1.365010531	0.089544854	-15.24387468	1.81E-52	2.88E-50	TRUE	TRUE	FALSE
AKAP9	3400.378401	-0.264090544	0.067795973	-3.895372108	9.80E-05	0.000409391	TRUE	FALSE	FALSE
PTPN12	10080.23201	-0.297922911	0.044479662	-6.697958085	2.11E-11	2.34E-10	TRUE	FALSE	FALSE
POR	21164.32478	-0.506337707	0.050114681	-10.10358028	5.33E-24	1.92E-22	TRUE	FALSE	FALSE
STYXL1	1012.104721	0.392500917	0.09112286	4.307381436	1.65E-05	7.94E-05	TRUE	FALSE	FALSE
GNAI1	4011.213001	-0.166851272	0.063714181	-2.618746227	0.008825357	0.023795882	TRUE	FALSE	FALSE
