NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_193	CEBPB	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]	17033	-0.8110913634300232	-0.26311576	Yes	
row_194	ATXN7	ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560]	17046	-0.812805712223053	-0.25676662	Yes	
row_195	ATF4	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]	17074	-0.8191714882850647	-0.2511713	Yes	
row_196	MED8	mediator complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:19971]	17129	-0.8373615741729736	-0.24687496	Yes	
row_197	TCF7L2	transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]	17134	-0.8385326266288757	-0.2398731	Yes	
row_198	HIF1A	hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]	17242	-0.8677941560745239	-0.23817195	Yes	
row_199	RUNX1	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	17277	-0.876333475112915	-0.23246199	Yes	
row_200	MAFK	MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]	17315	-0.8879241347312927	-0.22681399	Yes	
row_201	POU2F1	POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]	17338	-0.897540271282196	-0.22027458	Yes	
row_202	ASCL2	achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]	17475	-0.95518958568573	-0.21938454	Yes	
row_203	ASCL5	achaete-scute family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:33169]	17535	-0.9802879691123962	-0.21412753	Yes	
row_204	MED15	mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]	17603	-1.0056180953979492	-0.20908375	Yes	
row_205	HOXB9	homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]	17737	-1.0653947591781616	-0.2070834	Yes	
row_206	XBP1	X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]	17742	-1.0674810409545898	-0.19811094	Yes	
row_207	PPARG	peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]	17938	-1.1721651554107666	-0.19853391	Yes	
row_208	MXI1	MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]	17958	-1.1862622499465942	-0.18934768	Yes	
row_209	NFATC2	nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]	17983	-1.2012739181518555	-0.18030179	Yes	
row_210	CREM	cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]	18013	-1.2175384759902954	-0.17138542	Yes	
row_211	MYC	MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]	18054	-1.2461912631988525	-0.16281545	Yes	
row_212	NFE2L3	NFE2 like bZIP transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:7783]	18073	-1.2553428411483765	-0.15298072	Yes	
row_213	JUN	Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]	18269	-1.4391714334487915	-0.1511055	Yes	
row_214	NPAS2	neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]	18361	-1.5561330318450928	-0.14261708	Yes	
row_215	ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	18367	-1.5665078163146973	-0.12940325	Yes	
row_216	FOSL1	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]	18372	-1.5696079730987549	-0.11610883	Yes	
row_217	DDIT3	DNA damage inducible transcript 3 [Source:HGNC Symbol;Acc:HGNC:2726]	18384	-1.5799092054367065	-0.1031031	Yes	
row_218	FOS	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	18436	-1.6566808223724365	-0.091592915	Yes	
row_219	FOXH1	forkhead box H1 [Source:HGNC Symbol;Acc:HGNC:3814]	18440	-1.6584348678588867	-0.077480026	Yes	
row_220	NFIL3	nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]	18450	-1.6692949533462524	-0.06359711	Yes	
row_221	FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	18470	-1.7147871255874634	-0.04986172	Yes	
row_222	SMAD9	SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774]	18516	-1.7974944114685059	-0.03681606	Yes	
row_223	MAFF	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]	18545	-1.8887152671813965	-0.022068795	Yes	
row_224	SMAD3	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]	18573	-1.9731788635253906	-0.0065406202	Yes	
row_225	CEBPD	CCAAT enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]	18589	-2.018789291381836	0.010027038	Yes	
